,timestamp,pressure
0,5000.0,998.8300170898438
1,5100.0,998.8300170898438
2,5200.0,998.8300170898438
3,5300.0,998.8400268554688
4,5400.0,998.8400268554688
5,5500.0,998.8599853515624
6,5600.0,998.8900146484376
7,5700.0,998.8900146484376
8,5800.0,998.8599853515624
9,5900.0,998.8599853515624
10,6000.0,998.8499755859376
11,6100.0,998.8499755859376
12,6200.0,998.8599853515624
13,6300.0,998.8599853515624
14,6400.0,998.8400268554688
15,6500.0,998.8400268554688
16,6600.0,998.8400268554688
17,6700.0,998.8699951171876
18,6800.0,998.8699951171876
19,6900.0,998.8699951171876
20,7000.0,998.8699951171876
21,7100.0,998.8200073242188
22,7200.0,998.8200073242188
23,7300.0,998.9199829101564
24,7400.0,998.8200073242188
25,7500.0,998.8200073242188
26,7600.0,998.7999877929688
27,7700.0,998.7999877929688
28,7800.0,998.8300170898438
29,7900.0,998.8300170898438
30,8000.0,998.7999877929688
31,8100.0,998.7999877929688
32,8200.0,998.8099975585938
33,8300.0,998.8400268554688
34,8400.0,998.8400268554688
35,8500.0,998.72998046875
36,8600.0,998.72998046875
37,8700.0,998.8099975585938
38,8800.0,998.8099975585938
39,8900.0,998.8400268554688
40,9000.0,998.8400268554688
41,9100.0,998.8099975585938
42,9200.0,998.8200073242188
43,9300.0,998.8200073242188
44,9400.0,998.8499755859376
45,9500.0,998.8499755859376
46,9600.0,998.75
47,9700.0,998.75
48,9800.0,998.8499755859376
49,9900.0,998.8499755859376
50,10000.0,998.8499755859376
51,10100.0,998.75
52,10200.0,998.75
53,10300.0,998.760009765625
54,10400.0,998.760009765625
55,10500.0,998.8400268554688
56,10600.0,998.8400268554688
57,10700.0,998.8400268554688
58,10800.0,998.8400268554688
59,10900.0,998.739990234375
60,11000.0,998.760009765625
61,11100.0,998.760009765625
62,11200.0,998.8300170898438
63,11300.0,998.8300170898438
64,11400.0,998.739990234375
65,11500.0,998.739990234375
66,11600.0,998.8200073242188
67,11700.0,998.8200073242188
68,11800.0,998.8400268554688
69,11900.0,998.7999877929688
70,12000.0,998.7999877929688
71,12100.0,998.8099975585938
72,12200.0,998.8099975585938
73,12300.0,998.6500244140624
74,12400.0,998.6500244140624
75,12500.0,998.7999877929688
76,12600.0,998.7999877929688
77,12700.0,998.8699951171876
78,12800.0,998.8200073242188
79,12900.0,998.8200073242188
80,13000.0,998.739990234375
81,13100.0,998.739990234375
82,13200.0,998.8499755859376
83,13300.0,998.8499755859376
84,13400.0,998.7999877929688
85,13500.0,998.7999877929688
86,13600.0,998.75
87,13700.0,998.8499755859376
88,13800.0,998.8499755859376
89,13900.0,998.8099975585938
90,14000.0,998.8099975585938
91,14100.0,998.8499755859376
92,14200.0,998.8499755859376
93,14300.0,998.8400268554688
94,14400.0,998.8400268554688
95,14500.0,998.8400268554688
96,14600.0,998.7999877929688
97,14700.0,998.7999877929688
98,14800.0,998.8499755859376
99,14900.0,998.8499755859376
100,15000.0,998.8099975585938
101,15100.0,998.8099975585938
102,15200.0,998.8699951171876
103,15300.0,998.8699951171876
104,15400.0,998.8499755859376
105,15500.0,998.8499755859376
106,15600.0,998.8300170898438
107,15700.0,998.9400024414064
108,15800.0,998.9400024414064
109,15900.0,998.760009765625
110,16000.0,998.760009765625
111,16100.0,998.8099975585938
112,16200.0,998.8099975585938
113,16300.0,998.8599853515624
114,16400.0,998.8400268554688
115,16500.0,998.8400268554688
116,16600.0,998.8200073242188
117,16700.0,998.8200073242188
118,16800.0,998.8900146484376
119,16900.0,998.8900146484376
120,17000.0,998.8499755859376
121,17100.0,998.8499755859376
122,17200.0,998.8099975585938
123,17300.0,998.8900146484376
124,17400.0,998.8900146484376
125,17500.0,998.8499755859376
126,17600.0,998.8499755859376
127,17700.0,998.8099975585938
128,17800.0,998.8099975585938
129,17900.0,998.8499755859376
130,18000.0,998.8499755859376
131,18100.0,998.9500122070312
132,18200.0,998.8699951171876
133,18300.0,998.8699951171876
134,18400.0,998.719970703125
135,18500.0,998.719970703125
136,18600.0,998.8099975585938
137,18700.0,998.8099975585938
138,18800.0,998.8800048828124
139,18900.0,998.8800048828124
140,19000.0,998.8699951171876
141,19100.0,998.8599853515624
142,19200.0,998.8599853515624
143,19300.0,998.8599853515624
144,19400.0,998.8599853515624
145,19500.0,998.8300170898438
146,19600.0,998.8300170898438
147,19700.0,998.8200073242188
148,19800.0,998.8200073242188
149,19900.0,998.8099975585938
150,20000.0,998.7999877929688
151,20100.0,998.7999877929688
152,20200.0,998.7999877929688
153,20300.0,998.7999877929688
154,20400.0,998.760009765625
155,20500.0,998.760009765625
156,20600.0,998.760009765625
157,20700.0,998.760009765625
158,20800.0,998.8300170898438
159,20900.0,998.8300170898438
160,21000.0,998.8599853515624
161,21100.0,998.75
162,21200.0,998.75
163,21300.0,998.8300170898438
164,21400.0,998.8300170898438
165,21500.0,998.8099975585938
166,21600.0,998.8099975585938
167,21700.0,998.75
168,21800.0,998.75
169,21900.0,998.8499755859376
170,22000.0,998.719970703125
171,22100.0,998.719970703125
172,22200.0,998.8099975585938
173,22300.0,998.8099975585938
174,22400.0,998.8499755859376
