,timestamp,mx,my,mz,mAc
0,5000.0,4.13,17.39,-24.84,ACCURACY_VERYGOOD
1,5100.0,4.13,17.39,-24.84,ACCURACY_VERYGOOD
2,5200.0,4.13,17.39,-24.84,ACCURACY_VERYGOOD
3,5300.0,-2.09,21.11,-25.07,ACCURACY_VERYGOOD
4,5400.0,0.59,22.02,-23.39,ACCURACY_VERYGOOD
5,5500.0,2.7,18.71,-24.47,ACCURACY_VERYGOOD
6,5600.0,4.79,11.27,-26.21,ACCURACY_VERYGOOD
7,5700.0,8.27,8.27,-27.84,ACCURACY_VERYGOOD
8,5800.0,12.47,7.67,-23.81,ACCURACY_VERYGOOD
9,5900.0,14.57,4.61,-23.39,ACCURACY_VERYGOOD
10,6000.0,11.81,10.61,-24.23,ACCURACY_VERYGOOD
11,6100.0,9.0,13.31,-23.39,ACCURACY_VERYGOOD
12,6200.0,6.96,14.03,-21.05,ACCURACY_VERYGOOD
13,6300.0,3.41,18.65,-19.55,ACCURACY_VERYGOOD
14,6400.0,-1.37,19.68,-22.85,ACCURACY_VERYGOOD
15,6500.0,-3.48,21.29,-23.03,ACCURACY_VERYGOOD
16,6600.0,-3.53,21.0,-24.53,ACCURACY_VERYGOOD
17,6700.0,-2.09,20.39,-22.61,ACCURACY_VERYGOOD
18,6800.0,4.07,18.65,-23.93,ACCURACY_VERYGOOD
19,6900.0,8.22,13.19,-25.01,ACCURACY_VERYGOOD
20,7000.0,12.42,8.81,-27.11,ACCURACY_VERYGOOD
21,7100.0,15.96,7.73,-23.93,ACCURACY_VERYGOOD
22,7200.0,15.23,9.77,-23.27,ACCURACY_VERYGOOD
23,7300.0,12.47,11.09,-22.85,ACCURACY_VERYGOOD
24,7400.0,10.43,12.17,-21.77,ACCURACY_VERYGOOD
25,7500.0,7.61,17.87,-21.42,ACCURACY_VERYGOOD
26,7600.0,4.13,18.23,-24.84,ACCURACY_VERYGOOD
27,7700.0,1.37,18.89,-26.76,ACCURACY_VERYGOOD
28,7800.0,0.65,19.97,-25.68,ACCURACY_VERYGOOD
29,7900.0,2.03,20.45,-24.84,ACCURACY_VERYGOOD
30,8000.0,4.79,16.73,-26.76,ACCURACY_VERYGOOD
31,8100.0,12.47,12.05,-30.42,ACCURACY_VERYGOOD
32,8200.0,15.96,7.13,-28.5,ACCURACY_VERYGOOD
33,8300.0,16.68,6.96,-27.77,ACCURACY_VERYGOOD
34,8400.0,17.39,12.35,-26.81,ACCURACY_VERYGOOD
35,8500.0,13.92,13.67,-26.39,ACCURACY_VERYGOOD
36,8600.0,9.05,16.97,-25.31,ACCURACY_VERYGOOD
37,8700.0,5.57,22.5,-24.18,ACCURACY_VERYGOOD
38,8800.0,2.03,24.6,-24.18,ACCURACY_VERYGOOD
39,8900.0,0.65,20.93,-26.15,ACCURACY_VERYGOOD
40,9000.0,0.65,23.93,-26.57,ACCURACY_VERYGOOD
41,9100.0,2.75,24.65,-26.34,ACCURACY_VERYGOOD
42,9200.0,7.67,19.79,-27.23,ACCURACY_VERYGOOD
43,9300.0,14.63,13.38,-30.0,ACCURACY_VERYGOOD
44,9400.0,20.21,7.55,-27.59,ACCURACY_VERYGOOD
45,9500.0,22.26,7.44,-24.77,ACCURACY_VERYGOOD
46,9600.0,20.87,9.77,-23.34,ACCURACY_VERYGOOD
47,9700.0,16.68,13.61,-26.34,ACCURACY_VERYGOOD
48,9800.0,11.15,16.13,-24.84,ACCURACY_VERYGOOD
49,9900.0,7.67,22.5,-24.18,ACCURACY_VERYGOOD
50,10000.0,2.75,26.39,-22.92,ACCURACY_VERYGOOD
51,10100.0,0.65,26.39,-22.92,ACCURACY_VERYGOOD
52,10200.0,-0.65,27.05,-22.68,ACCURACY_VERYGOOD
53,10300.0,-2.03,25.5,-22.43,ACCURACY_VERYGOOD
54,10400.0,3.48,23.69,-25.85,ACCURACY_VERYGOOD
55,10500.0,9.05,18.05,-26.34,ACCURACY_VERYGOOD
56,10600.0,13.92,11.09,-25.07,ACCURACY_VERYGOOD
57,10700.0,20.27,8.93,-22.92,ACCURACY_VERYGOOD
58,10800.0,18.89,6.29,-19.5,ACCURACY_VERYGOOD
59,10900.0,19.61,8.93,-20.76,ACCURACY_VERYGOOD
60,11000.0,19.61,8.93,-20.76,ACCURACY_VERYGOOD
61,11100.0,5.75,18.11,-22.02,ACCURACY_VERYGOOD
62,11200.0,2.93,24.53,-17.15,ACCURACY_VERYGOOD
63,11300.0,-0.47,25.92,-14.57,ACCURACY_VERYGOOD
64,11400.0,-4.67,27.47,-14.75,ACCURACY_VERYGOOD
65,11500.0,-3.29,28.61,-13.67,ACCURACY_VERYGOOD
66,11600.0,-3.35,26.21,-10.92,ACCURACY_VERYGOOD
67,11700.0,1.5,27.59,-10.5,ACCURACY_VERYGOOD
68,11800.0,6.35,22.79,-11.34,ACCURACY_VERYGOOD
69,11900.0,8.46,22.07,-13.73,ACCURACY_VERYGOOD
70,12000.0,11.27,21.53,-11.75,ACCURACY_VERYGOOD
71,12100.0,12.0,22.43,-12.17,ACCURACY_VERYGOOD
72,12200.0,7.13,23.34,-10.5,ACCURACY_VERYGOOD
73,12300.0,0.89,24.95,-6.42,ACCURACY_VERYGOOD
74,12400.0,-1.19,27.65,-3.41,ACCURACY_VERYGOOD
75,12500.0,-1.86,26.87,1.19,ACCURACY_VERYGOOD
76,12600.0,-4.67,28.68,2.46,ACCURACY_VERYGOOD
77,12700.0,-6.05,29.57,2.09,ACCURACY_VERYGOOD
78,12800.0,-5.4,26.51,2.46,ACCURACY_VERYGOOD
79,12900.0,-3.29,28.07,4.44,ACCURACY_VERYGOOD
80,13000.0,-0.53,26.34,3.17,ACCURACY_VERYGOOD
81,13100.0,2.15,25.61,-3.41,ACCURACY_VERYGOOD
82,13200.0,2.87,27.23,-3.59,ACCURACY_VERYGOOD
83,13300.0,4.98,25.07,-3.59,ACCURACY_VERYGOOD
84,13400.0,3.59,26.76,-4.44,ACCURACY_VERYGOOD
85,13500.0,3.59,26.76,-4.44,ACCURACY_VERYGOOD
86,13600.0,-1.91,27.84,1.43,ACCURACY_VERYGOOD
87,13700.0,-1.91,28.73,5.33,ACCURACY_VERYGOOD
88,13800.0,-3.35,29.39,5.57,ACCURACY_VERYGOOD
89,13900.0,-6.83,29.21,6.17,ACCURACY_VERYGOOD
90,14000.0,-7.55,28.13,7.25,ACCURACY_VERYGOOD
91,14100.0,-11.03,29.03,6.83,ACCURACY_VERYGOOD
92,14200.0,-6.17,30.11,5.81,ACCURACY_VERYGOOD
93,14300.0,-1.97,27.65,5.81,ACCURACY_VERYGOOD
94,14400.0,2.15,29.21,-0.17,ACCURACY_VERYGOOD
95,14500.0,4.92,27.71,-0.17,ACCURACY_VERYGOOD
96,14600.0,6.35,26.45,1.67,ACCURACY_VERYGOOD
97,14700.0,2.15,28.68,3.89,ACCURACY_VERYGOOD
98,14800.0,1.43,27.95,1.5,ACCURACY_VERYGOOD
99,14900.0,0.05,28.73,6.05,ACCURACY_VERYGOOD
100,15000.0,-4.73,27.35,12.59,ACCURACY_VERYGOOD
101,15100.0,-4.79,30.77,8.81,ACCURACY_VERYGOOD
102,15200.0,-6.83,30.17,8.57,ACCURACY_VERYGOOD
103,15300.0,-6.83,28.37,9.42,ACCURACY_VERYGOOD
104,15400.0,-4.07,29.27,9.05,ACCURACY_VERYGOOD
105,15500.0,-1.25,28.55,6.65,ACCURACY_VERYGOOD
106,15600.0,-1.97,29.39,4.13,ACCURACY_VERYGOOD
107,15700.0,0.77,28.13,3.72,ACCURACY_VERYGOOD
108,15800.0,0.77,29.45,4.13,ACCURACY_VERYGOOD
109,15900.0,0.05,29.45,4.13,ACCURACY_VERYGOOD
110,16000.0,0.05,28.37,0.95,ACCURACY_VERYGOOD
111,16100.0,-1.25,30.53,-1.13,ACCURACY_VERYGOOD
112,16200.0,-0.59,31.97,-5.63,ACCURACY_VERYGOOD
113,16300.0,-0.59,31.97,-5.63,ACCURACY_VERYGOOD
114,16400.0,-0.59,26.81,-16.61,ACCURACY_VERYGOOD
115,16500.0,2.81,26.57,-15.89,ACCURACY_VERYGOOD
116,16600.0,4.92,24.84,-19.31,ACCURACY_VERYGOOD
117,16700.0,7.67,15.53,-28.79,ACCURACY_VERYGOOD
118,16800.0,8.39,9.35,-32.15,ACCURACY_VERYGOOD
119,16900.0,9.77,9.17,-31.55,ACCURACY_VERYGOOD
120,17000.0,9.11,7.85,-31.97,ACCURACY_VERYGOOD
121,17100.0,9.77,9.77,-33.47,ACCURACY_VERYGOOD
122,17200.0,6.29,6.53,-34.55,ACCURACY_VERYGOOD
123,17300.0,7.67,3.89,-35.34,ACCURACY_VERYGOOD
124,17400.0,6.29,6.05,-35.39,ACCURACY_VERYGOOD
125,17500.0,6.29,2.09,-36.65,ACCURACY_VERYGOOD
126,17600.0,6.35,3.24,-37.73,ACCURACY_VERYGOOD
127,17700.0,4.92,2.51,-37.91,ACCURACY_VERYGOOD
128,17800.0,4.25,-0.23,-38.15,ACCURACY_VERYGOOD
129,17900.0,7.07,-5.63,-41.27,ACCURACY_VERYGOOD
130,18000.0,7.73,-8.03,-38.45,ACCURACY_VERYGOOD
131,18100.0,11.21,-6.96,-39.59,ACCURACY_VERYGOOD
132,18200.0,11.21,-4.67,-39.54,ACCURACY_VERYGOOD
133,18300.0,10.5,0.11,-38.63,ACCURACY_VERYGOOD
134,18400.0,9.84,1.5,-36.05,ACCURACY_VERYGOOD
135,18500.0,9.11,0.59,-37.73,ACCURACY_VERYGOOD
136,18600.0,7.01,3.17,-39.05,ACCURACY_VERYGOOD
137,18700.0,7.07,-1.97,-40.73,ACCURACY_VERYGOOD
138,18800.0,4.98,-5.46,-43.2,ACCURACY_VERYGOOD
139,18900.0,5.03,-8.69,-42.11,ACCURACY_VERYGOOD
140,19000.0,5.75,-13.07,-44.21,ACCURACY_VERYGOOD
141,19100.0,6.48,-22.19,-38.7,ACCURACY_VERYGOOD
142,19200.0,8.51,-28.31,-37.79,ACCURACY_VERYGOOD
143,19300.0,7.85,-28.68,-34.38,ACCURACY_VERYGOOD
144,19400.0,10.61,-27.0,-37.38,ACCURACY_VERYGOOD
145,19500.0,10.61,-25.68,-39.11,ACCURACY_VERYGOOD
146,19600.0,9.23,-23.21,-37.61,ACCURACY_VERYGOOD
147,19700.0,7.85,-23.21,-37.61,ACCURACY_VERYGOOD
148,19800.0,6.48,-22.61,-37.43,ACCURACY_VERYGOOD
149,19900.0,5.75,-22.19,-38.7,ACCURACY_VERYGOOD
150,20000.0,5.75,-19.79,-39.36,ACCURACY_VERYGOOD
151,20100.0,6.48,-17.39,-39.95,ACCURACY_VERYGOOD
152,20200.0,6.48,-17.81,-36.54,ACCURACY_VERYGOOD
153,20300.0,6.48,-26.09,-35.7,ACCURACY_VERYGOOD
154,20400.0,5.75,-29.03,-33.11,ACCURACY_VERYGOOD
155,20500.0,5.75,-31.26,-31.01,ACCURACY_VERYGOOD
156,20600.0,7.13,-29.45,-31.85,ACCURACY_VERYGOOD
157,20700.0,7.13,-26.69,-33.77,ACCURACY_VERYGOOD
158,20800.0,7.13,-25.79,-34.2,ACCURACY_VERYGOOD
159,20900.0,5.75,-26.69,-33.77,ACCURACY_VERYGOOD
160,21000.0,8.51,-18.6,-36.11,ACCURACY_VERYGOOD
161,21100.0,4.38,-21.05,-35.45,ACCURACY_VERYGOOD
162,21200.0,5.03,-18.89,-37.61,ACCURACY_VERYGOOD
163,21300.0,4.38,-16.5,-36.11,ACCURACY_VERYGOOD
164,21400.0,7.13,-12.77,-38.45,ACCURACY_VERYGOOD
165,21500.0,7.13,-17.57,-37.2,ACCURACY_VERYGOOD
166,21600.0,6.48,-23.03,-36.11,ACCURACY_VERYGOOD
167,21700.0,6.48,-26.69,-33.77,ACCURACY_VERYGOOD
168,21800.0,7.85,-27.71,-32.7,ACCURACY_VERYGOOD
169,21900.0,7.85,-24.89,-32.52,ACCURACY_VERYGOOD
170,22000.0,9.96,-22.79,-34.61,ACCURACY_VERYGOOD
171,22100.0,9.23,-19.92,-34.43,ACCURACY_VERYGOOD
172,22200.0,10.61,-17.76,-34.38,ACCURACY_VERYGOOD
173,22300.0,7.85,-16.5,-36.11,ACCURACY_VERYGOOD
174,22400.0,7.85,-12.53,-37.02,ACCURACY_VERYGOOD
175,22500.0,5.75,-6.59,-37.2,ACCURACY_VERYGOOD
176,22600.0,6.48,-4.85,-38.04,ACCURACY_VERYGOOD
177,22700.0,5.03,0.29,-36.29,ACCURACY_VERYGOOD
178,22800.0,8.51,-3.95,-36.36,ACCURACY_VERYGOOD
179,22900.0,11.34,-7.73,-36.11,ACCURACY_VERYGOOD
180,23000.0,15.53,-5.03,-33.11,ACCURACY_VERYGOOD
181,23100.0,16.19,-3.72,-30.59,ACCURACY_VERYGOOD
182,23200.0,16.19,-3.72,-30.59,ACCURACY_VERYGOOD
183,23300.0,14.09,7.01,-29.93,ACCURACY_VERYGOOD
184,23400.0,12.05,10.85,-26.51,ACCURACY_VERYGOOD
185,23500.0,8.51,20.34,-24.11,ACCURACY_VERYGOOD
186,23600.0,4.38,17.63,-29.27,ACCURACY_VERYGOOD
187,23700.0,1.55,14.75,-31.61,ACCURACY_VERYGOOD
188,23800.0,3.65,13.92,-31.19,ACCURACY_VERYGOOD
189,23900.0,7.85,11.93,-31.85,ACCURACY_VERYGOOD
190,24000.0,9.96,9.35,-30.53,ACCURACY_VERYGOOD
191,24100.0,9.96,9.11,-32.04,ACCURACY_VERYGOOD
192,24200.0,7.85,4.92,-32.7,ACCURACY_VERYGOOD
193,24300.0,7.85,4.73,-34.2,ACCURACY_VERYGOOD
194,24400.0,9.96,9.35,-32.7,ACCURACY_VERYGOOD
195,24500.0,9.96,10.38,-29.51,ACCURACY_VERYGOOD
196,24600.0,6.48,16.79,-24.6,ACCURACY_VERYGOOD
197,24700.0,5.75,22.97,-21.11,ACCURACY_VERYGOOD
198,24800.0,0.89,26.57,-16.44,ACCURACY_VERYGOOD
199,24900.0,1.55,27.95,-11.75,ACCURACY_VERYGOOD
200,25000.0,1.55,28.37,-13.01,ACCURACY_VERYGOOD
201,25100.0,5.03,27.23,-16.19,ACCURACY_VERYGOOD
202,25200.0,5.75,27.05,-13.43,ACCURACY_VERYGOOD
203,25300.0,5.75,26.63,-12.17,ACCURACY_VERYGOOD
204,25400.0,9.23,24.23,-11.51,ACCURACY_VERYGOOD
205,25500.0,13.43,22.73,-13.43,ACCURACY_VERYGOOD
206,25600.0,16.19,20.69,-11.93,ACCURACY_VERYGOOD
207,25700.0,16.92,19.61,-15.17,ACCURACY_VERYGOOD
208,25800.0,14.09,23.34,-13.25,ACCURACY_VERYGOOD
209,25900.0,9.96,27.29,-12.0,ACCURACY_VERYGOOD
210,26000.0,7.13,25.85,-5.27,ACCURACY_VERYGOOD
211,26100.0,8.51,30.29,-3.17,ACCURACY_VERYGOOD
212,26200.0,7.85,29.03,2.75,ACCURACY_VERYGOOD
213,26300.0,5.03,32.45,-1.01,ACCURACY_VERYGOOD
214,26400.0,3.65,31.79,-1.25,ACCURACY_VERYGOOD
215,26500.0,3.65,31.73,3.59,ACCURACY_VERYGOOD
216,26600.0,3.65,31.79,7.91,ACCURACY_VERYGOOD
217,26700.0,7.13,28.43,6.83,ACCURACY_VERYGOOD
218,26800.0,13.43,25.97,3.17,ACCURACY_VERYGOOD
219,26900.0,12.05,24.71,7.01,ACCURACY_VERYGOOD
220,27000.0,12.71,24.6,11.88,ACCURACY_VERYGOOD
221,27100.0,9.23,25.73,12.96,ACCURACY_VERYGOOD
222,27200.0,5.75,24.05,16.02,ACCURACY_VERYGOOD
223,27300.0,5.03,27.29,14.88,ACCURACY_VERYGOOD
224,27400.0,2.27,26.27,18.11,ACCURACY_VERYGOOD
225,27500.0,0.89,29.27,17.69,ACCURACY_VERYGOOD
226,27600.0,-1.86,25.79,19.43,ACCURACY_VERYGOOD
227,27700.0,-0.47,23.27,24.95,ACCURACY_VERYGOOD
228,27800.0,0.89,19.61,27.29,ACCURACY_VERYGOOD
229,27900.0,2.93,19.73,22.37,ACCURACY_VERYGOOD
230,28000.0,2.93,24.71,20.45,ACCURACY_VERYGOOD
231,28100.0,2.93,23.69,21.53,ACCURACY_VERYGOOD
232,28200.0,1.55,24.29,21.77,ACCURACY_VERYGOOD
233,28300.0,-1.13,23.87,23.03,ACCURACY_VERYGOOD
234,28400.0,-1.86,26.15,25.19,ACCURACY_VERYGOOD
235,28500.0,-2.57,22.43,27.53,ACCURACY_VERYGOOD
236,28600.0,-2.57,22.97,30.53,ACCURACY_VERYGOOD
237,28700.0,-3.95,23.34,27.11,ACCURACY_VERYGOOD
238,28800.0,-5.33,22.07,30.95,ACCURACY_VERYGOOD
239,28900.0,-5.33,19.92,33.05,ACCURACY_VERYGOOD
240,29000.0,-3.95,22.07,30.95,ACCURACY_VERYGOOD
241,29100.0,-1.13,24.84,24.77,ACCURACY_VERYGOOD
242,29200.0,0.17,24.84,24.77,ACCURACY_VERYGOOD
243,29300.0,0.89,24.42,28.19,ACCURACY_VERYGOOD
244,29400.0,-0.47,24.84,24.77,ACCURACY_VERYGOOD
245,29500.0,-1.13,21.6,30.11,ACCURACY_VERYGOOD
246,29600.0,-1.13,20.34,31.79,ACCURACY_VERYGOOD
247,29700.0,-1.13,23.15,29.93,ACCURACY_VERYGOOD
248,29800.0,0.89,25.68,24.29,ACCURACY_VERYGOOD
249,29900.0,0.89,24.42,26.03,ACCURACY_VERYGOOD
250,30000.0,3.65,20.52,26.87,ACCURACY_VERYGOOD
251,30100.0,5.03,21.77,23.03,ACCURACY_VERYGOOD
252,30200.0,3.65,24.18,24.53,ACCURACY_VERYGOOD
253,30300.0,4.38,21.42,28.55,ACCURACY_VERYGOOD
254,30400.0,0.17,17.52,31.61,ACCURACY_VERYGOOD
255,30500.0,0.89,17.1,32.88,ACCURACY_VERYGOOD
256,30600.0,1.55,16.85,33.54,ACCURACY_VERYGOOD
257,30700.0,2.27,18.18,33.95,ACCURACY_VERYGOOD
258,30800.0,2.27,18.84,32.04,ACCURACY_VERYGOOD
259,30900.0,0.89,17.76,35.21,ACCURACY_VERYGOOD
260,31000.0,0.89,12.77,37.13,ACCURACY_VERYGOOD
261,31100.0,0.17,11.21,37.38,ACCURACY_VERYGOOD
262,31200.0,0.17,16.68,36.29,ACCURACY_VERYGOOD
263,31300.0,-1.13,18.47,37.61,ACCURACY_VERYGOOD
264,31400.0,-3.24,13.25,40.13,ACCURACY_VERYGOOD
265,31500.0,-6.05,8.93,42.29,ACCURACY_VERYGOOD
266,31600.0,-3.95,7.37,42.54,ACCURACY_VERYGOOD
267,31700.0,-1.86,10.92,42.95,ACCURACY_VERYGOOD
268,31800.0,-1.86,12.65,42.05,ACCURACY_VERYGOOD
269,31900.0,-0.59,15.23,40.68,ACCURACY_VERYGOOD
270,32000.0,-1.25,14.34,41.09,ACCURACY_VERYGOOD
