timestamp,light
1484221186000,52
1484221186367,46
1484221186581,57
1484221186962,63
1484221187163,61
1484221187367,58
1484221187763,56
1484221188160,58
1484221188562,47
1484221188762,47
1484221189160,50
1484221189559,43
1484221189761,43
1484221190158,51
1484221190359,57
1484221190752,56
1484221190956,51
1484221191357,58
1484221191557,72
1484221191954,54
1484221192352,51
1484221192554,52
1484221192951,49
1484221193153,49
1484221193553,84
1484221193768,92
1484221194150,94
1484221194352,87
1484221194746,56
1484221194947,57
1484221195147,60
1484221195349,61
1484221195746,60
1484221196144,60
1484221196544,59
1484221196763,56
1484221197144,64
1484221197344,67
1484221197737,65
1484221197942,60
1484221198172,50
1484221198541,47
1484221198743,51
1484221199140,60
1484221199540,61
1484221199741,54
1484221199946,52
1484221200334,49
1484221200534,47
1484221200736,47
1484221200938,57
1484221201336,66
1484221201731,54
1484221201933,62
1484221202340,77
1484221202732,54
1484221203132,47
1484221203333,64
1484221203728,70
1484221203929,73
1484221204131,60
1484221204526,50
1484221204727,43
1484221205130,51
1484221205527,64
1484221205728,61
1484221206123,57
1484221206523,66
1484221206724,70
1484221206927,69
1484221207324,51
1484221207721,58
1484221207922,63
1484221208323,59
1484221208719,51
1484221208922,48
1484221209317,42
1484221209521,46
1484221209917,74
1484221210316,58
1484221210718,54
1484221211114,77
1484221211317,62
1484221211713,51
1484221211916,56
1484221212313,84
1484221212513,73
1484221212912,52
1484221213113,51
1484221213511,57
1484221213712,53
1484221214109,54
1484221214326,46
1484221214712,38
1484221215108,35
1484221215309,37
1484221215704,48
1484221215909,52
1484221216306,55
1484221216705,53
1484221217102,51
1484221217307,51
1484221217702,54
1484221217904,54
1484221218300,51
1484221218697,47
1484221218901,55
1484221219102,59
1484221219497,52
1484221219699,47
1484221220098,54
1484221220525,50
1484221220894,48
1484221221293,46
1484221221494,45
1484221221893,46
1484221222096,46
1484221222493,70
1484221222695,61
1484221223091,51
1484221223291,51
1484221223492,55
1484221223887,69
1484221224089,73
1484221224289,66
1484221224687,51
1484221224894,51
1484221225316,64
1484221225687,77
1484221226086,74
1484221226290,77
1484221226687,61
1484221227082,59
1484221227482,56
1484221227886,57
1484221228278,63
1484221228484,59
1484221228880,50
1484221229083,59
1484221229482,49
1484221229880,50
1484221230275,59
1484221230479,58
1484221230680,61
1484221231076,60
1484221231476,60
1484221231678,57
1484221232075,54
1484221232472,65
1484221232692,66
1484221233071,67
1484221233271,67
1484221233667,52
1484221233869,52
1484221234072,58
1484221234468,66
1484221234669,54
1484221234872,46
1484221235267,48
1484221235669,56
1484221236063,54
1484221236264,54
1484221236467,51
1484221236866,56
1484221237267,60
1484221237663,67
1484221237865,61
1484221238262,55
1484221238464,61
1484221238665,72
1484221239058,61
1484221239260,61
1484221239462,57
1484221239858,53
1484221240060,57
1484221240457,83
1484221240857,90
1484221241060,76
1484221241456,63
1484221241657,62
1484221242053,51
1484221242257,68
1484221242656,71
1484221243054,56
1484221243452,66
1484221243658,54
1484221243868,56
1484221244247,61
1484221244450,59
1484221244651,52
1484221245047,54
1484221245250,66
1484221245451,66
1484221245851,64
1484221246248,57
1484221246643,58
1484221246849,66
1484221247243,54
1484221247446,51
1484221247841,43
1484221248056,41
1484221248444,57
1484221248843,72
1484221249236,52
1484221249444,56
1484221249838,74
1484221250044,69
1484221250436,50
1484221250639,54
1484221251035,66
1484221251240,51
1484221251636,54
1484221252041,48
1484221252431,53
1484221252631,53
1484221252832,46
1484221253036,48
1484221253253,43
1484221253632,36
1484221253832,37
1484221254251,49
1484221254631,53
1484221254833,51
1484221255230,46
1484221255627,49
1484221256027,55
1484221256227,57
1484221256430,59
1484221256632,69
1484221257024,46
1484221257226,50
1484221257626,46
1484221258021,42
1484221258224,42
1484221258622,72
1484221259019,59
1484221259219,61
1484221259622,74
1484221260020,64
1484221260221,55
1484221260616,58
1484221260817,58
1484221261021,63
1484221261417,77
1484221261618,64
1484221262014,57
1484221262214,72
1484221262420,77
1484221262812,48
1484221263212,59
1484221263434,65
1484221263814,66
1484221264215,64
1484221264607,61
1484221264810,64
1484221265206,54
1484221265606,54
1484221266006,51
1484221266207,69
1484221266606,66
1484221266808,62
1484221267203,56
1484221267404,59
1484221267810,66
1484221268202,48
1484221268605,53
1484221269002,59
1484221269399,61
1484221269602,61
1484221269998,58
1484221270201,61
1484221270597,47
1484221270801,42
1484221271196,48
1484221271595,64
1484221271823,55
1484221272196,58
1484221272397,73
1484221272796,69
1484221273203,58
1484221273594,59
1484221273815,73
1484221274211,61
1484221274592,56
1484221274986,56
1484221275190,58
1484221275591,48
1484221275990,44
1484221276386,43
1484221276586,54
1484221276788,59
1484221276990,61
1484221277384,58
1484221277587,62
1484221277983,54
1484221278184,69
1484221278386,77
1484221278782,72
1484221279183,56
1484221279411,55
1484221279781,55
1484221280181,59
1484221280597,57
1484221280975,46
1484221281178,43
1484221281574,43
