,timestamp,mx,my,mz,mAc
0,5000.0,9.47,-38.34,-7.19,ACCURACY_VERYGOOD
1,5100.0,9.47,-38.34,-7.19,ACCURACY_VERYGOOD
2,5200.0,9.47,-38.93,-7.37,ACCURACY_VERYGOOD
3,5300.0,8.76,-41.81,-7.61,ACCURACY_VERYGOOD
4,5400.0,8.76,-40.91,-5.87,ACCURACY_VERYGOOD
5,5500.0,7.37,-42.05,-7.01,ACCURACY_VERYGOOD
6,5600.0,7.37,-42.05,-7.01,ACCURACY_VERYGOOD
7,5700.0,9.47,-42.05,-9.11,ACCURACY_VERYGOOD
8,5800.0,8.09,-42.05,-9.11,ACCURACY_VERYGOOD
9,5900.0,6.65,-40.91,-8.03,ACCURACY_VERYGOOD
10,6000.0,7.37,-40.07,-8.46,ACCURACY_VERYGOOD
11,6100.0,8.76,-40.97,-10.19,ACCURACY_VERYGOOD
12,6200.0,9.35,-49.02,-7.85,ACCURACY_VERYGOOD
13,6300.0,9.35,-49.02,-7.85,ACCURACY_VERYGOOD
14,6400.0,10.07,-72.36,-5.51,ACCURACY_VERYGOOD
15,6500.0,12.17,-73.68,-8.03,ACCURACY_VERYGOOD
16,6600.0,14.93,-77.22,-8.46,ACCURACY_VERYGOOD
17,6700.0,17.03,-75.47,-9.35,ACCURACY_VERYGOOD
18,6800.0,17.03,-75.47,-9.35,ACCURACY_VERYGOOD
19,6900.0,14.21,-69.18,-13.01,ACCURACY_VERYGOOD
20,7000.0,13.55,-68.09,-11.88,ACCURACY_VERYGOOD
21,7100.0,14.93,-72.41,-9.77,ACCURACY_VERYGOOD
22,7200.0,23.34,-79.55,7.73,ACCURACY_VERYGOOD
23,7300.0,23.34,-81.77,7.67,ACCURACY_VERYGOOD
24,7400.0,24.71,-80.93,5.09,ACCURACY_VERYGOOD
25,7500.0,24.71,-80.93,5.09,ACCURACY_VERYGOOD
26,7600.0,19.13,-73.79,-3.17,ACCURACY_VERYGOOD
27,7700.0,19.13,-72.77,-6.35,ACCURACY_VERYGOOD
28,7800.0,18.42,-70.19,-7.67,ACCURACY_VERYGOOD
29,7900.0,17.76,-69.05,-6.53,ACCURACY_VERYGOOD
30,8000.0,17.76,-69.05,-6.53,ACCURACY_VERYGOOD
31,8100.0,17.76,-71.93,-6.77,ACCURACY_VERYGOOD
32,8200.0,17.76,-69.95,-6.11,ACCURACY_VERYGOOD
33,8300.0,19.13,-70.61,-8.51,ACCURACY_VERYGOOD
34,8400.0,19.79,-70.43,-6.96,ACCURACY_VERYGOOD
35,8500.0,24.0,-75.0,-6.35,ACCURACY_VERYGOOD
36,8600.0,25.37,-79.73,1.31,ACCURACY_VERYGOOD
37,8700.0,25.37,-79.73,1.31,ACCURACY_VERYGOOD
38,8800.0,18.42,-73.01,-5.69,ACCURACY_VERYGOOD
39,8900.0,15.65,-69.77,-11.03,ACCURACY_VERYGOOD
40,9000.0,18.42,-68.93,-9.3,ACCURACY_VERYGOOD
41,9100.0,19.13,-69.77,-8.93,ACCURACY_VERYGOOD
42,9200.0,15.65,-68.22,-9.11,ACCURACY_VERYGOOD
43,9300.0,16.31,-69.59,-9.53,ACCURACY_VERYGOOD
44,9400.0,17.76,-71.51,-8.09,ACCURACY_VERYGOOD
45,9500.0,14.93,-77.93,2.57,ACCURACY_VERYGOOD
46,9600.0,17.76,-78.95,3.65,ACCURACY_VERYGOOD
47,9700.0,16.31,-75.77,-1.62,ACCURACY_VERYGOOD
48,9800.0,15.65,-80.27,5.33,ACCURACY_VERYGOOD
49,9900.0,15.65,-80.27,5.33,ACCURACY_VERYGOOD
50,10000.0,17.76,-78.41,-0.35,ACCURACY_VERYGOOD
51,10100.0,18.42,-79.68,-0.77,ACCURACY_VERYGOOD
52,10200.0,18.42,-80.81,0.17,ACCURACY_VERYGOOD
53,10300.0,17.76,-78.9,-1.19,ACCURACY_VERYGOOD
54,10400.0,25.37,-84.23,6.23,ACCURACY_VERYGOOD
55,10500.0,21.23,-80.93,3.0,ACCURACY_VERYGOOD
56,10600.0,16.31,-79.5,0.59,ACCURACY_VERYGOOD
57,10700.0,17.03,-82.08,1.91,ACCURACY_VERYGOOD
58,10800.0,16.31,-83.87,0.65,ACCURACY_VERYGOOD
59,10900.0,17.03,-81.0,0.89,ACCURACY_VERYGOOD
60,11000.0,18.42,-80.75,2.33,ACCURACY_VERYGOOD
61,11100.0,18.42,-80.75,2.33,ACCURACY_VERYGOOD
62,11200.0,23.34,-79.43,2.75,ACCURACY_VERYGOOD
63,11300.0,24.71,-71.81,-0.35,ACCURACY_VERYGOOD
64,11400.0,31.67,-80.22,7.5,ACCURACY_VERYGOOD
65,11500.0,32.39,-79.55,7.73,ACCURACY_VERYGOOD
66,11600.0,32.39,-70.73,-1.37,ACCURACY_VERYGOOD
67,11700.0,23.34,-72.77,-6.35,ACCURACY_VERYGOOD
68,11800.0,21.89,-73.31,-0.17,ACCURACY_VERYGOOD
69,11900.0,15.65,-73.79,-3.17,ACCURACY_VERYGOOD
70,12000.0,17.03,-70.68,-10.67,ACCURACY_VERYGOOD
71,12100.0,16.31,-63.05,-11.69,ACCURACY_VERYGOOD
72,12200.0,17.76,-61.91,-10.61,ACCURACY_VERYGOOD
73,12300.0,17.76,-61.91,-10.61,ACCURACY_VERYGOOD
74,12400.0,14.21,-69.9,-1.86,ACCURACY_VERYGOOD
75,12500.0,13.55,-72.05,0.17,ACCURACY_VERYGOOD
76,12600.0,15.65,-69.05,-6.53,ACCURACY_VERYGOOD
77,12700.0,15.65,-64.97,-8.03,ACCURACY_VERYGOOD
78,12800.0,15.65,-67.19,-10.19,ACCURACY_VERYGOOD
79,12900.0,19.13,-67.61,-8.88,ACCURACY_VERYGOOD
80,13000.0,17.03,-66.05,-9.17,ACCURACY_VERYGOOD
81,13100.0,17.76,-64.37,-9.96,ACCURACY_VERYGOOD
82,13200.0,18.42,-65.45,-11.03,ACCURACY_VERYGOOD
83,13300.0,17.76,-66.47,-9.96,ACCURACY_VERYGOOD
84,13400.0,17.76,-69.11,-8.69,ACCURACY_VERYGOOD
85,13500.0,17.76,-69.11,-8.69,ACCURACY_VERYGOOD
86,13600.0,17.03,-69.77,-6.77,ACCURACY_VERYGOOD
87,13700.0,18.42,-70.61,-6.35,ACCURACY_VERYGOOD
88,13800.0,21.23,-69.05,-6.53,ACCURACY_VERYGOOD
89,13900.0,19.79,-65.4,-8.93,ACCURACY_VERYGOOD
90,14000.0,17.76,-66.77,-11.46,ACCURACY_VERYGOOD
91,14100.0,19.13,-67.79,-10.43,ACCURACY_VERYGOOD
92,14200.0,18.42,-66.9,-8.69,ACCURACY_VERYGOOD
93,14300.0,18.42,-67.37,-9.59,ACCURACY_VERYGOOD
94,14400.0,18.42,-65.4,-8.93,ACCURACY_VERYGOOD
95,14500.0,19.79,-68.51,-10.61,ACCURACY_VERYGOOD
96,14600.0,17.03,-67.37,-11.63,ACCURACY_VERYGOOD
97,14700.0,17.03,-67.37,-11.63,ACCURACY_VERYGOOD
98,14800.0,18.42,-65.27,-13.79,ACCURACY_VERYGOOD
99,14900.0,16.31,-69.54,-7.44,ACCURACY_VERYGOOD
100,15000.0,15.65,-74.04,-2.46,ACCURACY_VERYGOOD
101,15100.0,15.65,-70.91,-9.96,ACCURACY_VERYGOOD
102,15200.0,17.03,-63.89,-11.27,ACCURACY_VERYGOOD
103,15300.0,17.03,-65.45,-11.03,ACCURACY_VERYGOOD
104,15400.0,16.31,-67.13,-5.87,ACCURACY_VERYGOOD
105,15500.0,15.65,-65.15,-5.27,ACCURACY_VERYGOOD
106,15600.0,19.79,-68.81,-7.19,ACCURACY_VERYGOOD
107,15700.0,19.13,-65.63,-10.43,ACCURACY_VERYGOOD
108,15800.0,17.76,-63.47,-10.38,ACCURACY_VERYGOOD
109,15900.0,17.76,-63.47,-10.38,ACCURACY_VERYGOOD
110,16000.0,18.42,-64.55,-11.51,ACCURACY_VERYGOOD
111,16100.0,21.23,-66.47,-9.96,ACCURACY_VERYGOOD
112,16200.0,19.79,-68.04,-9.77,ACCURACY_VERYGOOD
113,16300.0,19.13,-67.37,-11.63,ACCURACY_VERYGOOD
114,16400.0,19.13,-68.27,-11.27,ACCURACY_VERYGOOD
115,16500.0,19.79,-68.45,-8.46,ACCURACY_VERYGOOD
116,16600.0,21.89,-70.86,-7.85,ACCURACY_VERYGOOD
117,16700.0,15.65,-61.73,-11.27,ACCURACY_VERYGOOD
118,16800.0,17.03,-62.81,-12.3,ACCURACY_VERYGOOD
119,16900.0,15.65,-62.39,-11.51,ACCURACY_VERYGOOD
120,17000.0,14.93,-62.39,-13.61,ACCURACY_VERYGOOD
121,17100.0,16.31,-61.55,-14.03,ACCURACY_VERYGOOD
122,17200.0,15.65,-63.65,-7.61,ACCURACY_VERYGOOD
123,17300.0,14.93,-65.15,-9.53,ACCURACY_VERYGOOD
124,17400.0,14.21,-63.71,-11.93,ACCURACY_VERYGOOD
125,17500.0,15.65,-67.19,-10.19,ACCURACY_VERYGOOD
126,17600.0,18.42,-69.11,-8.69,ACCURACY_VERYGOOD
127,17700.0,20.52,-75.11,-1.43,ACCURACY_VERYGOOD
128,17800.0,18.42,-72.95,-1.43,ACCURACY_VERYGOOD
129,17900.0,21.23,-79.25,2.15,ACCURACY_VERYGOOD
130,18000.0,20.52,-76.37,0.23,ACCURACY_VERYGOOD
131,18100.0,20.52,-73.01,-5.69,ACCURACY_VERYGOOD
132,18200.0,18.42,-68.22,-7.01,ACCURACY_VERYGOOD
133,18300.0,18.42,-74.93,-2.03,ACCURACY_VERYGOOD
134,18400.0,19.13,-74.45,-1.19,ACCURACY_VERYGOOD
135,18500.0,19.79,-72.83,-8.51,ACCURACY_VERYGOOD
136,18600.0,19.13,-70.61,-8.51,ACCURACY_VERYGOOD
137,18700.0,17.76,-71.33,-8.69,ACCURACY_VERYGOOD
138,18800.0,18.42,-69.36,-10.26,ACCURACY_VERYGOOD
