,sp_mean_ax,sp_mean_ay,sp_mean_az,sp_mean_acc_magnitude,sp_var_ax,sp_var_ay,sp_var_az,sp_var_acc_magnitude,sp_cov_a_xy,sp_cov_a_xz,sp_cov_a_yz,sp_cov_a_xmag,sp_cov_a_ymag,sp_cov_a_zmag,sp_energy_ax,sp_energy_ay,sp_energy_az,sp_energy_acc_magnitude,sp_entropy_ax,sp_entropy_ay,sp_entropy_az,sp_entropy_acc_magnitude,sw_mean_ax,sw_mean_ay,sw_mean_az,sw_mean_acc_magnitude,sw_var_ax,sw_var_ay,sw_var_az,sw_var_acc_magnitude,sw_cov_a_xy,sw_cov_a_xz,sw_cov_a_yz,sw_cov_a_xmag,sw_cov_a_ymag,sw_cov_a_zmag,sw_energy_ax,sw_energy_ay,sw_energy_az,sw_energy_acc_magnitude,sw_entropy_ax,sw_entropy_ay,sw_entropy_az,sw_entropy_acc_magnitude
0,-1.8373402863740922,-7.74371607452631,-0.1718438141979277,10.884244570634968,10.782617110568504,87.34150950582398,15.851704308348033,55.9797344972581,-1.27859667500602,6.303921916892333,-14.30647636844518,-4.4369271407129425,-63.24485998877215,5.166873826121311,3.5237307551367603,6.008530971647333,3.982147924821509,5.414207575900231,2.7566639104210324,2.7629357741660847,2.8116044804798026,2.7966457323219664,2.442115068435669,10.31330476924777,-3.865604907274246,17.573650620048586,146.0160148109272,93.57235730349213,25.941680783167396,74.41203863914257,99.33792226073741,-46.358103619223606,-37.71535808552407,64.78617482080561,76.61197212747707,-29.686460193225702,6.575379223720543,6.0300124142499225,4.374222719323276,5.678895355085933,2.7123856778015147,2.7554715704482,2.7419637291998606,2.744896728107892
1,-2.819830870628357,-8.147707524895669,0.032202020287513775,12.252244746224486,13.825507598748919,115.88023808157574,13.907988921154399,63.84543954770561,11.906766892114701,2.1676454760172934,-22.140937995627652,-12.131756434186176,-81.94007337978077,12.559017874567596,3.6472477638218375,5.784669412650903,3.6759030473793617,5.260164531303183,2.7083119064621375,2.4491911383119076,2.639827698641315,2.6255155212120247,1.0691135406494137,10.295238863676786,-3.276611566543579,19.15569412276915,201.39079465678515,138.57794907204485,32.550466965170095,110.34080338439554,137.83861860781224,-60.131105734257005,-43.35817460988577,95.32624450042248,113.92589474759339,-41.39427232904909,6.726680419084202,6.629981811222286,4.549406529929933,6.286209389654824,2.597767554134582,2.758203354249928,2.691485587413345,2.707049298842737
2,-1.840333031117916,-8.90765706449747,0.5497386693954468,11.817713508692673,8.475964703089192,87.88458066266676,10.384832095676845,47.142261751124025,15.558670625284202,-5.193637733540461,-17.344645745914278,-11.774747421057322,-63.41174145213201,11.179432577257911,3.4247899895289216,5.9327298801362405,3.659566754124723,5.138998774314301,2.822961347927138,2.736597095662165,2.861206564296657,2.785485228202825,3.1635510683059693,9.075856274366378,-3.1733612798154356,17.321564104704013,162.4694494599462,101.9390107444185,26.832878295945033,83.25487666199038,87.96234121109762,-29.26087602634389,-27.71427017698444,67.47309052155518,85.69142093339147,-28.654980981622227,6.27030131884171,6.282876390952031,4.440038115583557,5.682220270430174,2.5170009244487086,2.792465410634554,2.741680839289281,2.659231265792868
3,-1.3301286414265632,-8.68798930644989,1.5530288852751255,10.488736368932765,3.750792905616932,42.05095579000672,11.673658421835677,25.526679215624554,3.837965134694693,-2.092377428651734,-12.446605506145257,-2.641549533262085,-30.862457442461768,8.022913026084552,2.8027416826088816,4.925784226368754,3.7924262545725758,4.347772002099533,2.829703787562939,2.723375084149132,2.884444248868293,2.7233004180880105,0.7910671383142471,11.997253626585007,-0.3505485363304615,17.71745122357344,82.68222177787942,230.5795576113779,5.47887499560455,140.60874724228015,-19.85375868069387,2.292978944089244,-10.613017955054996,0.005319525544579344,170.2492531221344,-5.042106264769802,5.683935944846643,7.293968174858329,3.0505158345146457,6.386512184158642,2.6746334666214375,2.6554242569432347,2.8096754283922696,2.6312339969270715
4,-0.49015296399593333,-9.352589774131776,1.5950171746313573,11.313554843589595,22.481784666404796,50.628937619190104,6.867275538431211,40.25035782378148,-6.968255673262608,4.545158297585252,-7.3515981959393955,6.513804077775246,-42.75587138851937,6.55033370536773,4.1489460019817015,5.208045644262124,3.221279737446074,4.936078962992914,2.668852228383037,2.760490248247016,2.8053668577408715,2.7621060476997923,-2.526342210173607,16.291293954849245,1.0801201596856118,23.312754489347302,42.466182139329085,482.5963517501526,5.473497581675892,245.76845396061944,-94.56852070120998,0.33096908540098474,18.232393895335566,-43.515142850493106,324.8047017358198,16.798748019610848,4.855271410081959,8.593438086713677,2.7602428735580635,7.243437177067115,2.7125187064470606,2.660328920436496,2.574097895188425,2.650151371772702
5,-1.129674184322357,-8.59718918800354,1.2528857290744781,12.119008746759349,28.827353146101387,86.94063944972027,8.680389336504083,50.64540860931344,-7.2948368094183245,4.714881434839647,-21.342337906512046,5.690449032480524,-60.811650829861215,16.977620913504648,4.468973099525479,6.133838921234622,3.326247605458768,5.280305820481171,2.7394122383271964,2.8378226836429925,2.759829878642128,2.8076279788294656,-3.2006397247314453,17.86624941825867,3.158525902032852,24.886874951728498,40.7284005736171,485.53068179830257,9.757421043348673,241.3498759771609,-110.43322631279268,-8.07053269901438,52.67350288215162,-55.9889660989953,324.72301695152686,38.561829155486464,4.485747235688313,8.850367138153308,3.603086803491712,7.451581456184118,2.542081095301291,2.716038960414661,2.8661634395541324,2.7154237991540064
6,-1.9790471255779267,-6.617783105373382,2.024387300014496,10.887658771635657,11.429097556647204,97.53195382623512,8.332995251231054,47.05058470559626,13.057425609154802,1.0795914463003868,-17.478061088267324,-7.768496933142271,-62.26427976496181,13.336620332436295,3.758506859688054,5.972050595648942,3.2848789426062686,5.078699579547931,2.8779522133564805,2.684169466156326,2.7445095609088055,2.732424877354701,-3.1695330858230593,14.909916543960572,3.474976658821106,21.76415337486113,40.4964124634113,344.4819167624019,9.662893315104768,153.32400357762126,-91.70740610994918,-13.298026808584085,52.78704166764048,-35.844098778277996,205.5978189442894,33.64762202726427,4.6348942868317025,8.340020453560584,3.3361852887253995,7.067926166046553,2.590782490737937,2.73799833787498,2.703923171288733,2.8200535241687357
7,-0.5454590290784835,-7.273135715723038,1.3102568149566651,10.607980893740873,10.339936081472993,95.18353142585492,5.570008475180485,50.444573846611775,18.386691281551297,-1.70603364540789,-4.8602887487078705,-12.299284160810133,-66.41193560414301,4.586201443912851,3.5250159413456124,5.785640027703842,3.0296057656996154,4.973277868804368,2.781598138377097,2.61699851777806,2.766157549041867,2.653090823685623,2.8677978038787844,13.09938724040985,0.032303042709827576,20.55083664369682,65.3392349029304,326.2917196837134,27.018561304399316,163.3677969950435,-4.386184898194286,-29.499921477233677,-13.94759771797872,27.893578582152987,204.35640842189568,-20.271866939522734,5.4208222879085595,8.274857186396705,4.489887387368788,7.081613509145724,2.689299937638001,2.7583723458025067,2.77952935248109,2.7927269434466058
8,-1.2146084368228913,-8.778071016073227,0.7401973843574524,11.802481635371432,14.822520208800675,98.61265161422364,7.769969130557951,57.81474498785165,24.542136993167794,-8.178044662137166,-20.926987276111664,-18.823322030036767,-73.47482104647379,15.178306036314146,3.9681352799584046,6.102090527905455,3.372082338436307,5.397825357061213,2.827554301437708,2.707809685023933,2.832746445842403,2.751644157035532,2.9312076210975646,11.16287602931261,-1.3521841257810592,16.920326203880574,54.835864582451954,266.0026902482997,18.003704378564596,179.61356702833638,58.59212472999087,-14.375549914553002,-38.77945979278207,67.91171546787045,207.26279802430025,-35.51927481118885,5.158908115181432,7.686597119907577,4.099018884129413,6.66916740509922,2.682949219585086,2.7250992552825375,2.808716033197081,2.605279322794772
9,-1.27718685567379,-9.457725214958192,1.7861941695213317,12.824299848460717,19.218330615820154,77.28602702134485,18.81982468421474,41.43744075713158,28.311242309235755,-12.86435191724913,-32.807824109043636,-23.0607826910057,-55.162152043364834,23.241464630816637,4.136416877886038,5.67947744164996,4.03271277814966,4.839786668360577,2.7970066019695508,2.72244071376889,2.727523131429394,2.685914040445753,-1.1825329542160032,9.0867436632514,-1.038126067817211,13.959957922981712,34.201849851685026,138.40981215303242,6.334704047350425,63.33012932649742,33.44593814887767,2.5991319574422547,-5.373200057106782,21.569767150758576,90.29911483560439,-5.2253524478098425,4.60348005082786,6.762137028082874,3.0782568559215044,5.539511902432798,2.722444520275768,2.779600761998789,2.7184791606712166,2.765044491327821
