,sp_mean_ax,sp_mean_ay,sp_mean_az,sp_mean_acc_magnitude,sp_var_ax,sp_var_ay,sp_var_az,sp_var_acc_magnitude,sp_cov_a_xy,sp_cov_a_yz,sp_cov_a_xz,sp_cov_a_xmag,sp_cov_a_ymag,sp_cov_a_zmag,sp_energy_ax,sp_energy_ay,sp_energy_az,sp_energy_acc_magnitude,sp_entropy_ax,sp_entropy_ay,sp_entropy_az,sp_entropy_acc_magnitude
0,2.820030426979065,-9.14766616821289,0.46938323428233464,9.795984507866136,1.7575317632434915,1.6455306873054842,2.0085883783598186,1.1613502183155104,0.42004266012300084,0.5283411426840096,0.4195461993159218,0.2518971435445447,-1.1963280839745325,0.22221678572718132,2.4456945090158544,2.4382338927866782,2.6345634867494208,2.261765502478678,3.162161222875235,3.1513382593730213,3.216934919241665,3.1958316029163245
1,2.832540150483449,-9.03571736017863,-0.19235415210326512,9.671367984864043,2.6705794555189186,1.5436003329372199,0.9044995678907433,1.1556931546011677,1.2532327722984105,0.025474813096445587,-0.11906057431978484,-0.6408562547778134,-1.2265552849462467,0.14609321415601248,2.8599506170042592,2.5117767330506475,2.0849362771880076,2.3008605513266187,3.2785178114359876,3.2872284005940653,3.157195407709083,3.253188575750456
2,2.707443102200826,-9.41575682957967,-0.5055955464641253,10.037163957013536,3.4609277705641133,3.3138896757719847,1.4712035450854017,3.588460352177131,0.5120839730549884,-0.6625795389424932,-0.06675043145064338,-0.06940065086969227,-3.3794848742749175,-0.16305445184955375,2.9997905780573735,3.0191967058028486,2.3842279712379835,3.1229071618578574,3.2349821609158034,3.26991519206714,3.1926863848942397,3.306232983600264
3,2.4651099840799966,-9.403466478983562,-0.36357948879400886,10.079812422029644,5.631586528504948,4.093685252387452,1.4342443703138543,3.9507443957030954,1.5255071263561235,-1.0295824721562445,-0.05105915665439903,-0.6987278847425451,-3.8358535425190703,0.14354464154563948,3.340245360059515,3.1912590098784404,2.3816382193235515,3.137060924689476,3.2193428260682952,3.2744286692738727,3.171376368455053,3.248402821686041
4,2.4330675840377807,-9.085715993245442,0.04513069366415342,9.785103835319482,7.3972386732578865,4.827105593540961,1.2390613135983843,5.936335949298687,-0.4257730849529954,-1.4713833102294862,0.41431901816009425,1.8243349237576776,-5.110779571309292,-0.2823833102019523,3.3539842179719743,3.2656150497183356,2.2719796778713577,3.4161073560889834,2.9985440472523477,3.2094534843921965,3.1593478863674673,3.2080824322140353
5,2.6532742579778037,-9.483233388264974,-0.28018145884076756,10.090784473191636,5.590508695456162,4.451036388656492,1.2461247643124351,6.349204486173979,-2.552400463889232,-1.6093378375026146,0.988316767390171,3.8179901777962937,-5.205846736463359,-1.2365880644328133,3.3491554205301655,3.2344674106873357,2.3457576494549683,3.5591323799226857,3.205487254839477,3.266984156419544,3.2439148088697527,3.2764913920139485
6,2.5919627507527667,-10.111890920003255,-0.3951430355043461,10.682452102833501,4.874691893259021,3.2608796060550524,0.830086148693027,3.8035514085345272,0.09032609800292694,-1.4144858629615191,-0.1456958609785926,0.5499920047059592,-3.44329560518155,-0.04900951571703672,3.2380468835086083,3.028207223582556,2.1573680716846932,3.1627003613148026,3.1940983364947724,3.2782562026527504,3.274704316275987,3.294724977052609
7,2.647248895963033,-10.095311037699382,-0.3232371846369157,10.694710130898123,4.646303917712173,4.543152636884687,0.816246071606778,4.472139686896244,0.6655764380707957,-0.6439267767569395,0.1571991218618383,-0.15887011790213995,-4.445036417974869,-0.11501873406513215,3.2577873495811334,3.2231720497987553,2.0959007901133884,3.187306676933307,3.247275192036374,3.209083674687471,3.2073912034394425,3.1925609993677266
8,2.9301437854766847,-9.527785507837931,-0.4613028265535831,10.167068875380552,2.213612437727706,3.7617606360561573,1.4321849639059994,3.4847477631952506,0.13546162267521028,-0.00012190774045641805,0.9729749345009606,0.2960640515733589,-3.5598529166463218,-0.891838241667816,2.691024482783835,2.994345270054376,2.396199624926841,2.9136593267219375,3.2300415834061638,3.1958408875470745,3.2235865204659677,3.1885315451385594
9,2.9280688047409056,-9.35717870394389,-0.10502566620707512,10.002562424861093,1.359887019886747,2.2459103262416846,2.4219415980521464,1.9830722719292384,0.34756058514022986,-0.886202487112569,0.4776448602976703,-0.04057943107023085,-2.0611747456291254,-0.5667206543123546,2.3160593064625363,2.6112687186094448,2.653027084054705,2.511675162156959,3.165736416402469,3.1379631184781425,3.1712500422164953,3.114765706678447
10,3.1841885288556417,-9.122906112670899,-0.04195839613676071,9.955981501336657,2.689527406200795,3.817673272107317,1.719484660912826,2.274959870206385,2.1440975292093456,-1.065035767116752,0.014305436548058765,-1.3100586314695115,-2.8415143842441926,-0.24923468571577412,2.7795313596744866,2.906550286380206,2.5028029475202898,2.606405826745189,3.1996550364468175,3.057072118789685,3.2084434756393243,3.138072469118269
11,3.419079645474752,-9.062452475229898,-0.2535858690738678,10.140067545741172,5.464661757117092,5.270114733098807,1.686162482559485,3.174200816259004,4.400862764871113,-2.276079869647923,-1.554525738456428,-2.861867441155034,-3.856086255804299,1.0255447048684196,3.232213082414945,3.060470994967963,2.4930935916953962,2.731871274814061,3.1076843072925806,3.017208711937661,3.1932791728123053,3.038974330438567
12,3.275188132127126,-9.300196663538616,-0.39320772935946785,10.269208637377382,4.122240120168064,3.4538852178380655,3.1253986117628614,2.3413324619375784,3.187330497616836,-2.6138344766898687,-1.7418996942052583,-2.1421273119230753,-2.6587695316495763,1.2021444631695406,3.1208327766714317,2.971654606546474,2.8240077946644657,2.7392630145671713,3.2182511858778495,3.1824606579040533,3.1248534602701934,3.2397340275440594
13,2.7778925011555353,-9.25065671602885,-0.34045547246932983,9.950100411699639,3.188532887698672,2.311765938341142,1.900653825054346,1.6106921182818417,1.7266506492652152,-1.1027255633067823,-0.36991323966646067,-1.248315181771516,-1.8964694246706821,0.16206287207101808,2.885745238428587,2.6526089570732214,2.5445793910020322,2.4128309792010305,3.1703704164275193,3.1760891940479388,3.192243567673475,3.157081895618889
14,2.795150696237882,-8.942662668228149,-0.061012227088212995,9.74576661667111,4.772792811748559,3.243756800110068,1.3519388006438235,1.9283214031580351,2.0932671767896203,-0.6988157806732964,0.7677855911750334,-1.1599945600451893,-2.411735676927952,-0.6564517152810557,3.200221779330711,2.9488827311269024,2.376120862825057,2.564787189006376,3.1653476887531986,3.200284444129074,3.219136395239451,3.1562732024480344
15,3.001052047808965,-8.613419977823893,-0.32728736773133277,9.498764073582635,3.6227114920908408,3.1942653227791773,2.305102008494353,1.9613014477021473,1.2967932050787965,-0.17706274110147527,1.0858066997604772,-0.2759935461126433,-2.352445902825254,-0.9552183348640343,2.934344849582755,2.8001847351525915,2.651594149080172,2.5192251965927133,3.1550934218075493,3.116007300668395,3.1560127980076627,3.1730555614983142
16,3.0285055455751717,-8.815251048405965,-0.043394925196965535,9.79485477585744,2.7806612841150495,4.8043533354566454,6.515060920717209,4.73097201483803,1.8267292284845111,-1.7796948935930346,-1.834447140882837,-1.4514384602308603,-4.564871248108211,2.5664741647239966,2.708260782456217,3.1944380882346057,3.580269591926986,3.211618278575919,3.084615818958825,3.159489947588611,3.254077782195791,3.199279478937208
17,3.589407109934837,-8.801823568344116,0.1322995811700821,9.93275115773074,1.8670269427121569,5.191330871713825,6.4514291731640565,4.937958518850495,1.743219129613854,-2.384858852990635,-1.3137566813667412,-1.573808111409444,-4.870952921958044,1.9492151539939464,2.472100258728641,3.2736453057877544,3.4390515819775547,3.205258428004672,3.113864561657082,3.1789906282266402,3.176709278709996,3.1635984951566027
18,3.583760793507099,-8.960658979415893,-0.7055512900153796,9.908853854695366,2.0031238194259555,2.687897426087043,1.9941536688492874,1.97741837601377,1.12463930294072,-0.3826478210546045,1.195493148043769,-0.3178208972150928,-2.138813483436252,-1.3676442238204236,2.559379337249569,2.7372728932845916,2.5045982230120614,2.480872297906272,3.168592403253177,3.157691931380324,3.1076014532845764,3.103199003018929
19,3.38448343227307,-9.740769735972087,-0.5616398200392723,10.591859359780793,4.253398286491935,4.548547973897741,1.4520213720357986,4.528392883430751,2.317231850962286,-1.1320818801391892,-0.2683909465668216,-1.838361581410867,-4.4494172051018355,0.09601250213714346,3.2287943141071995,3.2865984182447963,2.3845636797888474,3.3165937850522402,3.270575380826819,3.2858416764315144,3.2038997690424407,3.307717653202671
20,3.4634122530619305,-9.837156359354655,-0.062009818106889755,10.748629100588628,4.07846069176681,5.401340087308429,2.412015465004156,4.894251432257619,2.3029133478759953,-2.10110527895097,-0.6117838567740685,-1.9268855136260643,-5.0587119973436865,0.34907817113281664,3.1616208813971194,3.380588257526323,2.668870161415196,3.3281708810632185,3.2516519386238927,3.2479789893478435,3.149770691693462,3.2627679188196557
21,3.819469952583313,-9.206403843561809,0.04311559200286865,10.228605824432492,1.5469624795176302,4.573995798194272,3.5303335107046756,4.193054849205391,-0.20656591951541173,-1.85365552944738,0.682965208926316,0.6035693459532083,-4.290890780225025,-1.0291122475874077,2.3760269509753336,3.1553943080965947,2.854761427763165,3.102292117937044,3.1395449607892965,3.1459324846443586,3.0876288099694342,3.1646354315334433
