,sp_mean_ax,sp_mean_ay,sp_mean_az,sp_mean_acc_magnitude,sp_var_ax,sp_var_ay,sp_var_az,sp_var_acc_magnitude,sp_cov_a_xy,sp_cov_a_yz,sp_cov_a_xz,sp_cov_a_xmag,sp_cov_a_ymag,sp_cov_a_zmag,sp_energy_ax,sp_energy_ay,sp_energy_az,sp_energy_acc_magnitude,sp_entropy_ax,sp_entropy_ay,sp_entropy_az,sp_entropy_acc_magnitude
0,0.49140983894467355,-9.469646342595418,-0.13660918076833084,10.359470879061398,9.009054621275613,12.292353646763434,7.5460804522665175,10.863741124917508,4.536131725837424,-2.888292552917924,0.0740589785663858,-2.7164351772718676,-11.149924935231521,0.013130322162586878,3.6488762428798096,4.040151309967719,3.649569530414906,3.9625753537133477,3.0912797087853345,3.1740918028504543,3.2382587258929125,3.207598672726247
1,1.0901797443628312,-9.52407455444336,-0.7589619775613149,10.483192138787123,8.171429367007025,11.376320547356123,8.130106093581015,9.65219448201667,1.6862648899055699,-4.00006718347705,-1.3236256987704913,-0.0884306359980282,-10.029696237943188,0.7901271660451467,3.7212634315957254,4.041810514275165,3.6323219703523306,3.974358270000454,3.242226493174809,3.212205238414966,3.164043633302981,3.2759266814265935
2,1.2067175656557083,-9.106146653493246,-0.5517438193162282,10.05912038787511,5.4565340939263445,9.810254525806931,11.51934248483538,9.713640507234793,1.8950769859719587,-3.465228183840848,-2.9640682856688274,-1.2882975322007684,-9.451123734588442,2.961150249653579,3.2539235296233664,3.905932536405924,4.185687329508999,3.987719073409194,3.1529088819153057,3.237816160921778,3.302288709854764,3.289754381240311
3,1.2601281881332398,-9.029731718699137,-0.10434730301300672,10.346226504564804,14.479655561553153,12.293370693746287,10.841132252411567,12.880155167810505,0.679625918504624,1.294686708308708,-5.0381089556321035,0.6258052874901282,-11.649486566037272,5.189348995497783,4.20126606402452,4.124478490014094,4.15844951165539,4.163529349665079,3.16903501114234,3.201010420431243,3.3211509170822806,3.2155405788741698
4,0.7669026881456376,-9.724768431981405,-0.045469873646895045,10.723605612242855,12.446938876284165,11.539114913350666,7.2403706316846135,10.708090943281663,0.3915679162233973,4.787001077808649,-2.603206481544008,1.1843676753598105,-10.158722808833613,2.853943365297381,4.078899606565046,3.8754671223006603,3.5050658523610445,3.782839002797536,3.20492573527199,3.102418257923754,3.1347356686986614,3.1039287987142377
5,1.2177907620867097,-9.224879066149393,-0.5185840910611054,10.588695887273875,10.290270951594083,21.0020080191616,10.809390688946664,15.960142409670635,3.481071703779047,-5.587951453607747,-4.491744596345749,0.5419841767532981,-16.061329338779284,3.4324542678550882,3.8310158324087698,4.720444493722614,3.9117847580149037,4.433580789243027,3.1609308838103862,3.219991748078325,3.1658133132044743,3.24447346383636
6,1.3019070234149694,-9.081366610527038,-0.5566119954921305,10.782254619377824,12.499783404656261,24.40070837702243,14.167475638230849,18.191053953196267,5.72636124742855,-7.4010887851695735,-6.058122212843337,-0.8542956984795536,-18.663108475566332,4.860462624354318,4.1374300356354174,4.875742797747992,4.100947680107222,4.543181568468995,3.199689315033528,3.2128651639661303,3.09417503329837,3.2232251034145127
7,0.23285604504247512,-9.854035361607869,-0.3711611325542132,10.723948859628432,6.5545973530813795,15.262094896581862,8.52432070700097,12.021271185551328,7.14513659519903,-1.7290118276231674,-3.434320080018598,-5.143051799022345,-12.94518586297249,3.541869133921116,3.2705814580235795,4.309929925275371,3.734330043549362,3.9714404242813477,3.0830314114220565,3.2169508143461925,3.201980722682967,3.154445496763804
8,0.32233932055532943,-10.663116033871969,-1.5713146016001702,11.742280163162707,15.532425267118388,17.606329361585768,9.631175763548766,20.418722464381506,-5.122222184112845,-7.078997223822037,0.5428666068444336,7.5295816894778005,-18.38131560533753,-2.193491781463657,4.051058061079513,4.6057516982562365,3.7499658495671366,4.790364090397772,3.0396545240847854,3.2787304078607775,3.1393377671124787,3.2799651076903165
9,0.7357381518930197,-10.523234756787618,-0.710519258181254,12.603238644091496,17.988050204809767,34.30480901213953,32.916004785518325,36.529202282749594,1.9741220199715388,-14.95531189413352,-17.853021857718872,0.38608177560553075,-33.8255767934559,17.6846149080149,4.351135320841937,5.076113587514206,4.938265816974533,5.14441973230321,3.087866330927986,3.0840487167038475,3.0361339149021767,3.0725342334543244
