,timestamp,ax,ay,az,timestamp,mx,my,mz,timestamp,gx,gy,gz,timestamp,lax,lay,laz,timestamp,pressure,timestamp,grx,gry,grz
0,5000.0,2.616862535476685,-9.375694274902344,-0.014963760972023009,5000.0,-42.52000045776367,-6.164000034332275,-12.88599967956543,5000.0,-0.0064140851609408855,-0.1459967941045761,-0.08429940044879912,5000.0,0.27885913848876953,0.13965606689453125,-0.4177478551864624,5000.0,1002.2100219726564,5000.0,2.338003396987915,-9.515350341796877,0.4027841091156006
1,5100.0,2.616862535476685,-9.375694274902344,-0.014963760972023009,5100.0,-42.52000045776367,-6.164000034332275,-12.88599967956543,5100.0,-0.0064140851609408855,-0.1459967941045761,-0.08429940044879912,5100.0,0.27885913848876953,0.13965606689453125,-0.4177478551864624,5100.0,1002.2100219726564,5100.0,2.338003396987915,-9.515350341796877,0.4027841091156006
2,5200.0,2.431311845779419,-9.606734275817873,0.4291606545448303,5200.0,-42.52000045776367,-6.164000034332275,-12.88599967956543,5200.0,-0.0507018156349659,-0.01160643994808197,-0.10445795953273773,5200.0,0.0862116813659668,-0.0932292938232422,0.024055421352386475,5200.0,1002.2100219726564,5200.0,2.3451001644134517,-9.513504981994627,0.4051052331924439
3,5300.0,2.431311845779419,-9.606734275817873,0.4291606545448303,5300.0,-42.52000045776367,-6.164000034332275,-12.88599967956543,5300.0,-0.0507018156349659,-0.01160643994808197,-0.10445795953273773,5300.0,0.0862116813659668,-0.0932292938232422,0.024055421352386475,5300.0,1002.3099975585938,5300.0,2.3451001644134517,-9.513504981994627,0.4051052331924439
4,5400.0,2.0919337272644043,-9.899425506591797,0.4542997777462006,5400.0,-42.52000045776367,-6.164000034332275,-12.88599967956543,5400.0,-0.13469578325748446,-0.03970624133944512,-0.15821409225463867,5400.0,-0.21847271919250488,-0.3775978088378906,0.04538461565971375,5400.0,1002.3099975585938,5400.0,2.310406446456909,-9.521827697753906,0.4089151620864868
5,5500.0,2.0919337272644043,-9.899425506591797,0.4542997777462006,5500.0,-42.52000045776367,-6.164000034332275,-12.88599967956543,5500.0,-0.13469578325748446,-0.03970624133944512,-0.15821409225463867,5500.0,-0.21847271919250488,-0.3775978088378906,0.04538461565971375,5500.0,1002.2999877929688,5500.0,2.310406446456909,-9.521827697753906,0.4089151620864868
6,5600.0,1.7573440074920654,-10.049062728881836,0.6530185341835022,5600.0,-42.52000045776367,-6.164000034332275,-12.88599967956543,5600.0,-0.09743300825357436,-0.29657506942749023,-0.19608774781227112,5600.0,-0.485567569732666,-0.5121612548828125,0.22031685709953308,5600.0,1002.3099975585938,5600.0,2.2429115772247314,-9.536901473999023,0.4327016770839691
7,5700.0,1.7573440074920654,-10.049062728881836,0.6530185341835022,5700.0,-42.52000045776367,-6.164000034332275,-12.88599967956543,5700.0,-0.09743300825357436,-0.29657506942749023,-0.19608774781227112,5700.0,-0.485567569732666,-0.5121612548828125,0.22031685709953308,5700.0,1002.3099975585938,5700.0,2.2429115772247314,-9.536901473999023,0.4327016770839691
8,5800.0,1.7764976024627686,-9.890447616577148,1.1552022695541382,5800.0,-42.52000045776367,-6.466000080108643,-13.197999954223633,5800.0,-0.03023782931268215,-0.2864958047866821,-0.2000583708286285,5800.0,-0.4115583896636963,-0.3444337844848633,0.6488163471221924,5800.0,1002.25,5800.0,2.1880559921264653,-9.546013832092283,0.5063859224319458
9,5900.0,1.7764976024627686,-9.890447616577148,1.1552022695541382,5900.0,-42.83700180053711,-6.466000080108643,-13.538999557495115,5900.0,-0.03023782931268215,-0.2864958047866821,-0.2000583708286285,5900.0,-0.4115583896636963,-0.3444337844848633,0.6488163471221924,5900.0,1002.25,5900.0,2.1880559921264653,-9.546013832092283,0.5063859224319458
