,timestamp,ax,ay,az,acc_magnitude
0,1474472144419.0,1.765903115272522,-8.779266357421875,-3.517449140548706,9.621142346074897
1,1474472144519.0,1.765903115272522,-8.779266357421875,-3.517449140548706,9.621142346074897
2,1474472144619.0,1.765903115272522,-8.779266357421875,-3.517449140548706,9.621142346074897
3,1474472144719.0,1.8664016723632808,-8.807979583740234,-3.641876220703125,9.712220238293
4,1474472144819.0,1.8664016723632808,-8.807979583740234,-3.641876220703125,9.712220238293
5,1474472144919.0,1.8664016723632808,-8.807979583740234,-3.641876220703125,9.712220238293
6,1474472145019.0,1.8616160154342647,-8.71226692199707,-3.5509488582611084,9.59053944796806
7,1474472145119.0,1.8616160154342647,-8.71226692199707,-3.5509488582611084,9.59053944796806
8,1474472145219.0,1.8376877307891848,-8.731410026550293,-3.476771354675293,9.576145169133913
9,1474472145319.0,1.8376877307891848,-8.731410026550293,-3.476771354675293,9.576145169133913
10,1474472145419.0,1.7898313999176023,-8.781659126281737,-3.649054527282715,9.676602316589268
11,1474472145519.0,1.7898313999176023,-8.781659126281737,-3.649054527282715,9.676602316589268
12,1474472145619.0,1.7898313999176023,-8.781659126281737,-3.649054527282715,9.676602316589268
13,1474472145719.0,1.7802598476409912,-8.762516975402832,-3.5365920066833496,9.615534924853744
14,1474472145819.0,1.7802598476409912,-8.762516975402832,-3.5365920066833496,9.615534924853744
15,1474472145919.0,2.057827472686768,-8.666803359985353,-3.907479047775269,9.727102697967187
16,1474472146019.0,2.057827472686768,-8.666803359985353,-3.907479047775269,9.727102697967187
17,1474472146119.0,2.057827472686768,-8.666803359985353,-3.907479047775269,9.727102697967187
18,1474472146219.0,2.115255117416382,-8.477770805358888,-3.6059837341308594,9.452513989980021
19,1474472146319.0,2.115255117416382,-8.477770805358888,-3.6059837341308594,9.452513989980021
20,1474472146419.0,2.368894338607788,-8.250452041625978,-3.933800458908081,9.44226695921926
21,1474472146519.0,2.368894338607788,-8.250452041625978,-3.933800458908081,9.44226695921926
22,1474472146619.0,2.1535403728485107,-8.511269569396973,-3.902693748474121,9.607833487046411
23,1474472146719.0,2.1535403728485107,-8.511269569396973,-3.902693748474121,9.607833487046411
24,1474472146819.0,2.1535403728485107,-8.511269569396973,-3.902693748474121,9.607833487046411
25,1474472146919.0,2.3066811561584477,-8.391629219055176,-4.230510234832764,9.676643826932033
26,1474472147019.0,2.3066811561584477,-8.391629219055176,-4.230510234832764,9.676643826932033
