,timestamp,ax,ay,az,acc_magnitude
0,1474472144419.0,1.4532804489135742,5.1343655586242685,8.125322341918945,9.720833138824506
1,1474472144519.0,1.4532804489135742,5.1343655586242685,8.125322341918945,9.720833138824506
2,1474472144619.0,1.4532804489135742,5.1343655586242685,8.125322341918945,9.720833138824506
3,1474472144719.0,1.4532804489135742,5.1343655586242685,8.125322341918945,9.720833138824506
4,1474472144819.0,1.3317747116088867,5.006275653839111,7.588422298431396,9.188066868718032
5,1474472144919.0,1.3952209949493408,5.0074729919433585,8.143877029418945,9.661478171588815
6,1474472145019.0,1.3952209949493408,5.0074729919433585,8.143877029418945,9.661478171588815
7,1474472145119.0,1.4532804489135742,5.098452568054199,7.510610580444336,9.193231963949094
8,1474472145219.0,1.4532804489135742,5.098452568054199,7.510610580444336,9.193231963949094
9,1474472145319.0,1.4646528959274292,5.098452568054199,7.8787193298339835,9.498086384769657
10,1474472145419.0,1.4646528959274292,5.098452568054199,7.8787193298339835,9.498086384769657
11,1474472145519.0,1.4299370050430298,5.102043628692627,7.814674377441406,9.441647348472284
12,1474472145619.0,1.4299370050430298,5.102043628692627,7.814674377441406,9.441647348472284
13,1474472145719.0,1.4209587574005127,5.064933776855469,7.8039002418518075,9.411351493751539
14,1474472145819.0,1.5119383335113523,5.157110691070557,7.781754016876222,9.457137187514228
15,1474472145919.0,1.5119383335113523,5.157110691070557,7.781754016876222,9.457137187514228
16,1474472146019.0,1.4359225034713743,5.0876784324646,7.793126583099365,9.41696167605831
17,1474472146119.0,1.4359225034713743,5.0876784324646,7.793126583099365,9.41696167605831
18,1474472146219.0,1.5047557353973389,5.106832027435303,7.739855766296388,9.394114671576114
19,1474472146319.0,1.5047557353973389,5.106832027435303,7.739855766296388,9.394114671576114
20,1474472146419.0,1.4407109022140503,5.042787551879883,7.80449914932251,9.402954916882718
21,1474472146519.0,1.4407109022140503,5.042787551879883,7.80449914932251,9.402954916882718
22,1474472146619.0,1.4526818990707395,5.056553840637207,7.834426403045653,9.437015338966527
23,1474472146719.0,1.486799240112305,5.13316822052002,7.921814918518066,9.555895539603318
24,1474472146819.0,1.486799240112305,5.13316822052002,7.921814918518066,9.555895539603318
25,1474472146919.0,1.4790180921554563,5.0876784324646,7.816470146179199,9.442942967909913
26,1474472147019.0,1.4790180921554563,5.0876784324646,7.816470146179199,9.442942967909913
27,1474472147119.0,1.3886369466781616,5.037999153137207,7.7637977600097665,9.358755456524309
28,1474472147219.0,1.3886369466781616,5.037999153137207,7.7637977600097665,9.358755456524309
29,1474472147319.0,1.4077905416488647,4.972756862640381,7.691372871398926,9.266466514857989
30,1474472147419.0,1.4077905416488647,4.972756862640381,7.691372871398926,9.266466514857989
