,timestamp,light
0,1474472144419.0,43.0
1,1474472144519.0,43.0
2,1474472144619.0,43.0
3,1474472144719.0,43.0
4,1474472144819.0,41.0
5,1474472144919.0,41.0
6,1474472145019.0,43.0
7,1474472145119.0,43.0
8,1474472145219.0,43.0
9,1474472145319.0,43.0
10,1474472145419.0,42.0
11,1474472145519.0,42.0
12,1474472145619.0,42.0
13,1474472145719.0,42.0
14,1474472145819.0,41.0
15,1474472145919.0,41.0
16,1474472146019.0,43.0
17,1474472146119.0,43.0
18,1474472146219.0,46.0
19,1474472146319.0,46.0
20,1474472146419.0,46.0
21,1474472146519.0,46.0
22,1474472146619.0,46.0
23,1474472146719.0,46.0
24,1474472146819.0,50.0
25,1474472146919.0,50.0
26,1474472147019.0,51.0
27,1474472147119.0,51.0
28,1474472147219.0,51.0
29,1474472147319.0,51.0
30,1474472147419.0,50.0
31,1474472147519.0,50.0
32,1474472147619.0,48.0
33,1474472147719.0,48.0
34,1474472147819.0,50.0
35,1474472147919.0,50.0
36,1474472148019.0,51.0
37,1474472148119.0,51.0
38,1474472148219.0,51.0
39,1474472148319.0,51.0
40,1474472148419.0,46.0
41,1474472148519.0,46.0
42,1474472148619.0,28.0
43,1474472148719.0,28.0
44,1474472148819.0,23.0
45,1474472148919.0,23.0
46,1474472149019.0,23.0
47,1474472149119.0,23.0
48,1474472149219.0,23.0
49,1474472149319.0,23.0
50,1474472149419.0,22.0
51,1474472149519.0,22.0
52,1474472149619.0,24.0
53,1474472149719.0,24.0
54,1474472149819.0,26.0
55,1474472149919.0,26.0
56,1474472150019.0,28.0
57,1474472150119.0,28.0
58,1474472150219.0,29.0
59,1474472150319.0,29.0
60,1474472150419.0,28.0
61,1474472150519.0,28.0
62,1474472150619.0,29.0
63,1474472150719.0,29.0
64,1474472150819.0,31.0
65,1474472150919.0,31.0
66,1474472151019.0,35.0
67,1474472151119.0,35.0
68,1474472151219.0,35.0
69,1474472151319.0,35.0
70,1474472151419.0,38.0
71,1474472151519.0,38.0
72,1474472151619.0,41.0
73,1474472151719.0,41.0
74,1474472151819.0,41.0
75,1474472151919.0,41.0
76,1474472152019.0,43.0
77,1474472152119.0,43.0
78,1474472152219.0,43.0
79,1474472152319.0,43.0
80,1474472152419.0,43.0
81,1474472152519.0,43.0
82,1474472152619.0,43.0
83,1474472152719.0,43.0
84,1474472152819.0,43.0
85,1474472152919.0,43.0
86,1474472153019.0,42.0
87,1474472153119.0,42.0
88,1474472153219.0,42.0
89,1474472153319.0,42.0
90,1474472153419.0,43.0
91,1474472153519.0,43.0
92,1474472153619.0,41.0
93,1474472153719.0,41.0
94,1474472153819.0,41.0
95,1474472153919.0,41.0
96,1474472154019.0,41.0
97,1474472154119.0,41.0
98,1474472154219.0,41.0
99,1474472154319.0,41.0
100,1474472154419.0,42.0
101,1474472154519.0,42.0
102,1474472154619.0,41.0
103,1474472154719.0,41.0
104,1474472154819.0,42.0
105,1474472154919.0,42.0
106,1474472155019.0,42.0
107,1474472155119.0,42.0
108,1474472155219.0,42.0
109,1474472155319.0,42.0
110,1474472155419.0,43.0
111,1474472155519.0,43.0
112,1474472155619.0,43.0
113,1474472155719.0,43.0
114,1474472155819.0,48.0
115,1474472155919.0,48.0
116,1474472156019.0,46.0
117,1474472156119.0,46.0
118,1474472156219.0,43.0
119,1474472156319.0,43.0
120,1474472156419.0,44.0
121,1474472156519.0,44.0
122,1474472156619.0,44.0
123,1474472156719.0,44.0
124,1474472156819.0,44.0
125,1474472156919.0,44.0
126,1474472157019.0,45.0
127,1474472157119.0,45.0
128,1474472157219.0,46.0
129,1474472157319.0,46.0
130,1474472157419.0,45.0
131,1474472157519.0,45.0
132,1474472157619.0,43.0
133,1474472157719.0,43.0
134,1474472157819.0,41.0
135,1474472157919.0,41.0
136,1474472158019.0,41.0
137,1474472158119.0,41.0
