,timestamp,mx,my,mz,mAc
0,1474472144419.0,27.18,14.34,25.19,ACCURACY_BAD
1,1474472144519.0,27.18,14.34,25.19,ACCURACY_BAD
2,1474472144619.0,27.84,14.09,23.69,ACCURACY_BAD
3,1474472144719.0,27.18,14.57,24.53,ACCURACY_BAD
4,1474472144819.0,26.45,15.17,24.71,ACCURACY_BAD
5,1474472144919.0,25.79,12.77,25.37,ACCURACY_BAD
6,1474472145019.0,27.84,15.59,23.45,ACCURACY_BAD
7,1474472145119.0,27.84,12.96,24.77,ACCURACY_BAD
8,1474472145219.0,27.18,12.17,25.19,ACCURACY_BAD
9,1474472145319.0,25.07,14.34,25.19,ACCURACY_BAD
10,1474472145419.0,26.45,13.67,25.01,ACCURACY_BAD
11,1474472145519.0,27.84,12.77,25.37,ACCURACY_BAD
12,1474472145619.0,27.18,14.34,25.19,ACCURACY_BAD
13,1474472145719.0,27.18,14.34,25.19,ACCURACY_BAD
14,1474472145819.0,26.45,14.34,25.19,ACCURACY_BAD
15,1474472145919.0,26.45,14.34,25.19,ACCURACY_BAD
16,1474472146019.0,27.84,14.75,23.87,ACCURACY_BAD
17,1474472146119.0,27.18,12.84,27.53,ACCURACY_BAD
18,1474472146219.0,28.55,15.47,26.27,ACCURACY_BAD
19,1474472146319.0,28.55,16.07,26.45,ACCURACY_BAD
20,1474472146419.0,25.79,15.65,25.61,ACCURACY_BAD
21,1474472146519.0,27.18,15.23,26.87,ACCURACY_BAD
22,1474472146619.0,25.79,15.05,29.63,ACCURACY_BAD
23,1474472146719.0,26.45,16.13,28.61,ACCURACY_BAD
24,1474472146819.0,27.18,14.63,28.85,ACCURACY_BAD
25,1474472146919.0,27.18,15.47,28.43,ACCURACY_BAD
26,1474472147019.0,25.07,16.97,28.13,ACCURACY_BAD
27,1474472147119.0,26.45,15.47,28.43,ACCURACY_BAD
28,1474472147219.0,27.84,14.15,27.95,ACCURACY_BAD
29,1474472147319.0,28.55,14.15,27.95,ACCURACY_BAD
30,1474472147419.0,27.18,16.97,28.13,ACCURACY_BAD
31,1474472147519.0,27.84,14.63,28.85,ACCURACY_BAD
32,1474472147619.0,25.79,16.07,26.45,ACCURACY_BAD
33,1474472147719.0,27.18,15.23,26.87,ACCURACY_BAD
34,1474472147819.0,26.45,15.96,29.27,ACCURACY_BAD
35,1474472147919.0,27.18,15.47,28.43,ACCURACY_BAD
36,1474472148019.0,25.79,15.89,27.11,ACCURACY_BAD
37,1474472148119.0,26.45,16.13,28.61,ACCURACY_BAD
38,1474472148219.0,26.45,15.65,27.71,ACCURACY_BAD
39,1474472148319.0,25.79,15.89,27.11,ACCURACY_BAD
40,1474472148419.0,27.18,13.31,28.37,ACCURACY_BAD
41,1474472148519.0,26.45,10.07,31.55,ACCURACY_BAD
42,1474472148619.0,26.45,11.75,28.61,ACCURACY_BAD
43,1474472148719.0,26.45,11.51,29.21,ACCURACY_BAD
44,1474472148819.0,25.79,12.0,30.11,ACCURACY_BAD
45,1474472148919.0,25.07,11.34,29.87,ACCURACY_BAD
46,1474472149019.0,25.07,10.5,30.29,ACCURACY_BAD
47,1474472149119.0,25.79,10.5,30.29,ACCURACY_BAD
48,1474472149219.0,25.07,12.59,28.19,ACCURACY_BAD
49,1474472149319.0,25.07,12.59,28.19,ACCURACY_BAD
50,1474472149419.0,25.79,11.09,28.37,ACCURACY_BAD
51,1474472149519.0,25.07,13.73,29.21,ACCURACY_BAD
52,1474472149619.0,26.45,13.07,29.03,ACCURACY_BAD
53,1474472149719.0,25.07,13.07,26.87,ACCURACY_BAD
54,1474472149819.0,27.18,14.15,27.95,ACCURACY_BAD
55,1474472149919.0,26.45,12.42,28.79,ACCURACY_BAD
56,1474472150019.0,25.07,11.51,29.21,ACCURACY_BAD
57,1474472150119.0,26.45,13.92,28.61,ACCURACY_BAD
58,1474472150219.0,25.79,12.42,28.79,ACCURACY_BAD
59,1474472150319.0,24.35,13.07,26.87,ACCURACY_BAD
60,1474472150419.0,24.35,11.75,28.61,ACCURACY_BAD
61,1474472150519.0,27.18,11.34,27.77,ACCURACY_BAD
62,1474472150619.0,26.45,9.53,24.35,ACCURACY_BAD
63,1474472150719.0,29.27,10.97,21.95,ACCURACY_BAD
64,1474472150819.0,27.84,10.8,22.61,ACCURACY_BAD
65,1474472150919.0,28.55,10.61,25.37,ACCURACY_BAD
66,1474472151019.0,28.55,11.63,24.35,ACCURACY_BAD
67,1474472151119.0,29.27,12.11,27.35,ACCURACY_BAD
68,1474472151219.0,27.84,13.92,28.61,ACCURACY_BAD
69,1474472151319.0,28.55,12.84,27.53,ACCURACY_BAD
70,1474472151419.0,26.45,15.23,26.87,ACCURACY_BAD
71,1474472151519.0,28.55,15.42,24.11,ACCURACY_BAD
72,1474472151619.0,29.27,15.65,25.61,ACCURACY_BAD
73,1474472151719.0,28.55,16.97,26.03,ACCURACY_BAD
74,1474472151819.0,28.55,16.79,26.69,ACCURACY_BAD
75,1474472151919.0,26.45,15.47,26.27,ACCURACY_BAD
