,timestamp,ax,ay,az,acc_magnitude,gx,gy,gz,light,pressure,mx,my,mz,mAc,uv
0,1474472144419.0,1.765903115272522,-8.779266357421875,-3.517449140548706,9.621142346074897,-1.8922399282455444,-0.122079998254776,1.6480799913406372,43.0,1006.66,27.18,14.34,25.19,ACCURACY_BAD,0.0
1,1474472144519.0,1.765903115272522,-8.779266357421875,-3.517449140548706,9.621142346074897,-1.8922399282455444,-0.122079998254776,1.6480799913406372,43.0,1006.66,27.18,14.34,25.19,ACCURACY_BAD,0.0
2,1474472144619.0,1.765903115272522,-8.779266357421875,-3.517449140548706,9.621142346074897,-1.8922399282455444,-0.122079998254776,1.6480799913406372,43.0,1006.66,27.84,14.09,23.69,ACCURACY_BAD,0.0
3,1474472144719.0,1.8664016723632808,-8.807979583740234,-3.641876220703125,9.712220238293,-1.4039199352264404,-0.122079998254776,0.3051999807357788,43.0,1006.66,27.18,14.57,24.53,ACCURACY_BAD,0.0
4,1474472144819.0,1.8664016723632808,-8.807979583740234,-3.641876220703125,9.712220238293,-1.4039199352264404,-0.122079998254776,0.3051999807357788,41.0,1006.67,26.45,15.17,24.71,ACCURACY_BAD,0.0
5,1474472144919.0,1.8664016723632808,-8.807979583740234,-3.641876220703125,9.712220238293,-1.4039199352264404,-0.122079998254776,0.3051999807357788,41.0,1006.67,25.79,12.77,25.37,ACCURACY_BAD,0.0
6,1474472145019.0,1.8616160154342647,-8.71226692199707,-3.5509488582611084,9.59053944796806,0.244159996509552,0.6714400053024292,0.6103999614715576,43.0,1006.66,27.84,15.59,23.45,ACCURACY_BAD,0.0
7,1474472145119.0,1.8616160154342647,-8.71226692199707,-3.5509488582611084,9.59053944796806,0.244159996509552,0.6714400053024292,0.6103999614715576,43.0,1006.66,27.84,12.96,24.77,ACCURACY_BAD,0.0
8,1474472145219.0,1.8376877307891848,-8.731410026550293,-3.476771354675293,9.576145169133913,-0.7935199737548828,-0.6714400053024292,-1.0987199544906616,43.0,1006.66,27.18,12.17,25.19,ACCURACY_BAD,0.0
9,1474472145319.0,1.8376877307891848,-8.731410026550293,-3.476771354675293,9.576145169133913,-0.7935199737548828,-0.6714400053024292,-1.0987199544906616,43.0,1006.66,25.07,14.34,25.19,ACCURACY_BAD,0.0
10,1474472145419.0,1.7898313999176023,-8.781659126281737,-3.649054527282715,9.676602316589268,-0.122079998254776,3.1130399703979488,2.014319896697998,42.0,1006.66,26.45,13.67,25.01,ACCURACY_BAD,0.0
11,1474472145519.0,1.7898313999176023,-8.781659126281737,-3.649054527282715,9.676602316589268,-0.122079998254776,3.1130399703979488,2.014319896697998,42.0,1006.66,27.84,12.77,25.37,ACCURACY_BAD,0.0
12,1474472145619.0,1.7898313999176023,-8.781659126281737,-3.649054527282715,9.676602316589268,-0.122079998254776,3.1130399703979488,2.014319896697998,42.0,1006.66,27.18,14.34,25.19,ACCURACY_BAD,0.0
13,1474472145719.0,1.7802598476409912,-8.762516975402832,-3.5365920066833496,9.615534924853744,-1.6480799913406372,-0.3051999807357788,1.8922399282455444,42.0,1006.66,27.18,14.34,25.19,ACCURACY_BAD,0.0
14,1474472145819.0,1.7802598476409912,-8.762516975402832,-3.5365920066833496,9.615534924853744,-1.6480799913406372,-0.3051999807357788,1.8922399282455444,41.0,1006.65,26.45,14.34,25.19,ACCURACY_BAD,0.0
15,1474472145919.0,2.057827472686768,-8.666803359985353,-3.907479047775269,9.727102697967187,-5.4325599670410165,-1.0987199544906616,3.1740798950195312,41.0,1006.65,26.45,14.34,25.19,ACCURACY_BAD,0.0
16,1474472146019.0,2.057827472686768,-8.666803359985353,-3.907479047775269,9.727102697967187,-5.4325599670410165,-1.0987199544906616,3.1740798950195312,43.0,1006.64,27.84,14.75,23.87,ACCURACY_BAD,0.0
17,1474472146119.0,2.057827472686768,-8.666803359985353,-3.907479047775269,9.727102697967187,-5.4325599670410165,-1.0987199544906616,3.1740798950195312,43.0,1006.64,27.18,12.84,27.53,ACCURACY_BAD,0.0
18,1474472146219.0,2.115255117416382,-8.477770805358888,-3.6059837341308594,9.452513989980021,-5.92087984085083,-5.798799991607666,2.2584800720214844,46.0,1006.65,28.55,15.47,26.27,ACCURACY_BAD,0.0
19,1474472146319.0,2.115255117416382,-8.477770805358888,-3.6059837341308594,9.452513989980021,-5.92087984085083,-5.798799991607666,2.2584800720214844,46.0,1006.65,28.55,16.07,26.45,ACCURACY_BAD,0.0
20,1474472146419.0,2.368894338607788,-8.250452041625978,-3.933800458908081,9.44226695921926,-4.150720119476318,-1.6480799913406372,2.3805599212646484,46.0,1006.65,25.79,15.65,25.61,ACCURACY_BAD,0.0
21,1474472146519.0,2.368894338607788,-8.250452041625978,-3.933800458908081,9.44226695921926,-4.150720119476318,-1.6480799913406372,2.3805599212646484,46.0,1006.65,27.18,15.23,26.87,ACCURACY_BAD,0.0
22,1474472146619.0,2.1535403728485107,-8.511269569396973,-3.902693748474121,9.607833487046411,-8.423520088195799,-1.7701599597930908,0.36623999476432795,46.0,1006.66,25.79,15.05,29.63,ACCURACY_BAD,0.0
23,1474472146719.0,2.1535403728485107,-8.511269569396973,-3.902693748474121,9.607833487046411,-8.423520088195799,-1.7701599597930908,0.36623999476432795,46.0,1006.66,26.45,16.13,28.61,ACCURACY_BAD,0.0
