,timestamp,mx,my,mz,mAc
0,5000.0,64.86,9.65,5.87,ACCURACY_BAD
1,5100.0,64.86,9.65,5.87,ACCURACY_BAD
2,5200.0,66.9,9.42,4.44,ACCURACY_BAD
3,5300.0,69.0,5.69,4.61,ACCURACY_BAD
4,5400.0,73.19,3.29,5.27,ACCURACY_BAD
5,5500.0,74.58,0.23,3.59,ACCURACY_BAD
6,5600.0,75.29,-4.01,3.53,ACCURACY_BAD
7,5700.0,74.58,-4.25,4.19,ACCURACY_BAD
8,5800.0,75.29,-6.17,3.53,ACCURACY_BAD
9,5900.0,75.29,-6.17,3.53,ACCURACY_BAD
10,6000.0,73.91,-1.5,0.17,ACCURACY_BAD
11,6100.0,71.81,6.77,3.59,ACCURACY_BAD
12,6200.0,69.72,8.93,3.59,ACCURACY_BAD
13,6300.0,67.61,10.73,4.85,ACCURACY_BAD
14,6400.0,65.51,16.68,6.77,ACCURACY_BAD
15,6500.0,65.51,15.59,7.79,ACCURACY_BAD
16,6600.0,66.23,15.59,7.79,ACCURACY_BAD
17,6700.0,69.0,10.73,4.85,ACCURACY_BAD
18,6800.0,69.0,10.73,4.85,ACCURACY_BAD
19,6900.0,76.01,7.07,7.19,ACCURACY_BAD
20,7000.0,78.77,1.97,2.7,ACCURACY_BAD
21,7100.0,80.15,-1.19,5.94,ACCURACY_BAD
22,7200.0,80.15,-2.93,4.61,ACCURACY_BAD
23,7300.0,76.01,-3.53,4.44,ACCURACY_BAD
24,7400.0,73.91,2.39,1.43,ACCURACY_BAD
25,7500.0,73.19,3.72,3.95,ACCURACY_BAD
26,7600.0,72.47,10.73,7.01,ACCURACY_BAD
27,7700.0,68.33,18.23,10.85,ACCURACY_BAD
28,7800.0,65.51,21.6,14.03,ACCURACY_BAD
29,7900.0,67.61,20.03,12.11,ACCURACY_BAD
30,8000.0,67.61,16.97,10.43,ACCURACY_BAD
31,8100.0,69.0,11.46,9.3,ACCURACY_BAD
32,8200.0,70.43,11.09,12.77,ACCURACY_BAD
33,8300.0,70.43,10.67,14.03,ACCURACY_BAD
34,8400.0,70.43,8.69,15.53,ACCURACY_BAD
35,8500.0,69.0,10.31,17.45,ACCURACY_BAD
36,8600.0,70.43,11.39,18.6,ACCURACY_BAD
37,8700.0,71.09,10.31,17.45,ACCURACY_BAD
38,8800.0,71.09,10.31,19.61,ACCURACY_BAD
39,8900.0,70.43,12.96,22.61,ACCURACY_BAD
40,9000.0,66.9,13.25,26.21,ACCURACY_BAD
41,9100.0,66.23,14.46,35.88,ACCURACY_BAD
42,9200.0,66.9,13.97,44.21,ACCURACY_BAD
43,9300.0,76.01,20.93,56.45,ACCURACY_BAD
44,9400.0,105.29,43.2,68.63,ACCURACY_BAD
45,9500.0,117.11,47.57,37.38,ACCURACY_BAD
46,9600.0,114.36,33.05,23.45,ACCURACY_BAD
47,9700.0,112.97,34.07,15.96,ACCURACY_BAD
48,9800.0,110.87,43.43,16.19,ACCURACY_BAD
49,9900.0,110.87,57.84,28.01,ACCURACY_BAD
50,10000.0,106.68,61.5,50.45,ACCURACY_BAD
51,10100.0,101.09,53.52,68.4,ACCURACY_BAD
52,10200.0,98.33,46.91,70.55,ACCURACY_BAD
53,10300.0,95.51,56.81,58.13,ACCURACY_BAD
54,10400.0,91.31,61.37,57.53,ACCURACY_BAD
55,10500.0,82.25,58.85,65.22,ACCURACY_BAD
56,10600.0,75.29,47.93,65.22,ACCURACY_BAD
57,10700.0,69.0,35.27,63.95,ACCURACY_BAD
58,10800.0,65.51,24.35,54.71,ACCURACY_BAD
59,10900.0,60.65,19.07,48.71,ACCURACY_BAD
60,11000.0,59.27,12.89,47.45,ACCURACY_BAD
61,11100.0,62.03,12.0,43.55,ACCURACY_BAD
62,11200.0,61.31,11.57,44.87,ACCURACY_BAD
63,11300.0,60.65,7.61,43.61,ACCURACY_BAD
64,11400.0,59.93,7.79,42.95,ACCURACY_BAD
65,11500.0,58.55,6.96,41.21,ACCURACY_BAD
66,11600.0,58.55,8.27,41.63,ACCURACY_BAD
67,11700.0,57.18,6.11,43.79,ACCURACY_BAD
68,11800.0,57.84,5.87,44.39,ACCURACY_BAD
69,11900.0,57.84,6.05,41.63,ACCURACY_BAD
70,12000.0,56.45,3.59,40.13,ACCURACY_BAD
71,12100.0,56.45,-0.29,36.71,ACCURACY_BAD
72,12200.0,54.36,0.11,37.61,ACCURACY_BAD
73,12300.0,52.25,-0.23,38.87,ACCURACY_BAD
74,12400.0,50.87,1.62,39.47,ACCURACY_BAD
75,12500.0,51.59,6.05,41.63,ACCURACY_BAD
76,12600.0,54.36,8.46,41.04,ACCURACY_BAD
77,12700.0,54.36,9.96,40.79,ACCURACY_BAD
78,12800.0,53.69,10.85,42.47,ACCURACY_BAD
79,12900.0,52.97,7.13,42.71,ACCURACY_BAD
80,13000.0,52.25,6.29,43.13,ACCURACY_BAD
81,13100.0,50.87,7.79,42.95,ACCURACY_BAD
82,13200.0,50.87,5.63,42.95,ACCURACY_BAD
83,13300.0,50.87,3.65,44.45,ACCURACY_BAD
84,13400.0,52.25,4.55,43.97,ACCURACY_BAD
85,13500.0,50.87,6.29,43.13,ACCURACY_BAD
86,13600.0,52.25,8.69,44.63,ACCURACY_BAD
87,13700.0,53.69,9.84,43.61,ACCURACY_BAD
88,13800.0,57.84,12.42,42.29,ACCURACY_BAD
89,13900.0,60.65,16.73,40.2,ACCURACY_BAD
90,14000.0,64.86,17.63,41.87,ACCURACY_BAD
91,14100.0,64.86,16.79,44.45,ACCURACY_BAD
92,14200.0,67.61,16.37,43.61,ACCURACY_BAD
93,14300.0,66.23,16.37,45.71,ACCURACY_BAD
94,14400.0,66.9,18.29,42.11,ACCURACY_BAD
95,14500.0,67.61,17.87,39.11,ACCURACY_BAD
96,14600.0,67.61,17.63,39.71,ACCURACY_BAD
97,14700.0,66.23,18.53,43.61,ACCURACY_BAD
98,14800.0,60.65,17.03,45.95,ACCURACY_BAD
99,14900.0,59.27,17.52,46.79,ACCURACY_BAD
100,15000.0,58.55,16.85,46.61,ACCURACY_BAD
101,15100.0,57.18,15.05,45.29,ACCURACY_BAD
102,15200.0,59.93,14.88,45.95,ACCURACY_BAD
103,15300.0,61.31,15.96,44.87,ACCURACY_BAD
104,15400.0,67.61,17.27,45.29,ACCURACY_BAD
105,15500.0,69.0,19.19,43.79,ACCURACY_BAD
106,15600.0,70.43,14.21,47.87,ACCURACY_BAD
107,15700.0,74.58,14.03,48.53,ACCURACY_BAD
108,15800.0,73.19,11.81,48.47,ACCURACY_BAD
109,15900.0,73.91,11.88,50.63,ACCURACY_BAD
110,16000.0,71.81,11.88,50.63,ACCURACY_BAD
111,16100.0,72.47,9.89,49.97,ACCURACY_BAD
112,16200.0,71.09,12.3,49.31,ACCURACY_BAD
113,16300.0,70.43,12.96,49.55,ACCURACY_BAD
114,16400.0,69.72,10.38,50.87,ACCURACY_BAD
115,16500.0,71.09,13.67,51.95,ACCURACY_BAD
116,16600.0,69.0,10.55,50.21,ACCURACY_BAD
117,16700.0,67.61,9.53,53.39,ACCURACY_BAD
118,16800.0,69.72,9.96,52.19,ACCURACY_BAD
119,16900.0,69.72,7.07,54.11,ACCURACY_BAD
120,17000.0,69.72,5.87,55.73,ACCURACY_BAD
121,17100.0,69.0,3.41,56.45,ACCURACY_BAD
122,17200.0,67.61,3.89,55.13,ACCURACY_BAD
123,17300.0,67.61,-0.23,56.63,ACCURACY_BAD
124,17400.0,67.61,0.41,58.97,ACCURACY_BAD
125,17500.0,68.33,-1.25,57.71,ACCURACY_BAD
126,17600.0,68.33,-2.63,55.13,ACCURACY_BAD
127,17700.0,67.61,-3.11,52.13,ACCURACY_BAD
128,17800.0,69.0,-2.87,51.47,ACCURACY_BAD
129,17900.0,69.0,-4.5,49.55,ACCURACY_BAD
130,18000.0,71.09,-3.35,50.63,ACCURACY_BAD
131,18100.0,71.09,-5.75,49.13,ACCURACY_BAD
132,18200.0,71.81,-4.73,45.89,ACCURACY_BAD
133,18300.0,72.47,-6.48,33.29,ACCURACY_BAD
134,18400.0,61.31,-21.18,-13.19,ACCURACY_BAD
135,18500.0,24.35,-79.79,23.69,ACCURACY_BAD
136,18600.0,9.71,-75.59,39.89,ACCURACY_BAD
137,18700.0,7.61,-65.09,54.71,ACCURACY_BAD
138,18800.0,18.77,-64.91,49.79,ACCURACY_BAD
139,18900.0,31.37,-63.47,45.29,ACCURACY_BAD
140,19000.0,39.0,-67.5,37.55,ACCURACY_BAD
141,19100.0,44.57,-67.19,18.53,ACCURACY_BAD
142,19200.0,48.11,-69.54,7.85,ACCURACY_BAD
143,19300.0,53.69,-64.26,-3.89,ACCURACY_BAD
144,19400.0,59.27,-60.35,-9.0,ACCURACY_BAD
145,19500.0,71.09,-54.84,-15.0,ACCURACY_BAD
146,19600.0,89.93,-38.81,-26.03,ACCURACY_BAD
147,19700.0,92.75,-18.95,-28.85,ACCURACY_BAD
148,19800.0,88.55,-18.71,-27.29,ACCURACY_BAD
149,19900.0,85.08,-26.03,-20.52,ACCURACY_BAD
150,20000.0,78.77,-23.81,-16.26,ACCURACY_BAD
151,20100.0,76.68,-20.57,-19.43,ACCURACY_BAD
152,20200.0,76.01,-25.55,-17.52,ACCURACY_BAD
153,20300.0,76.68,-28.19,-16.19,ACCURACY_BAD
154,20400.0,73.91,-28.79,-16.44,ACCURACY_BAD
155,20500.0,73.19,-32.15,-15.35,ACCURACY_BAD
156,20600.0,71.09,-27.53,-18.18,ACCURACY_BAD
157,20700.0,70.43,-26.69,-16.44,ACCURACY_BAD
158,20800.0,74.58,-14.81,-12.53,ACCURACY_BAD
159,20900.0,78.05,-9.71,-10.19,ACCURACY_BAD
160,21000.0,81.59,-7.98,-11.09,ACCURACY_BAD
161,21100.0,79.5,-7.98,-11.09,ACCURACY_BAD
162,21200.0,77.4,-11.27,-10.01,ACCURACY_BAD
163,21300.0,76.01,-16.37,-3.24,ACCURACY_BAD
164,21400.0,74.58,-18.53,-1.07,ACCURACY_BAD
165,21500.0,76.68,-17.1,5.69,ACCURACY_BAD
166,21600.0,78.77,-15.29,7.01,ACCURACY_BAD
167,21700.0,84.36,-13.07,9.11,ACCURACY_BAD
168,21800.0,85.08,-11.39,8.27,ACCURACY_BAD
169,21900.0,82.97,-7.85,8.69,ACCURACY_BAD
170,22000.0,80.87,-8.93,9.77,ACCURACY_BAD
171,22100.0,80.87,-4.31,11.27,ACCURACY_BAD
172,22200.0,80.87,-3.05,9.53,ACCURACY_BAD
173,22300.0,83.63,0.95,5.87,ACCURACY_BAD
174,22400.0,83.63,5.09,6.53,ACCURACY_BAD
175,22500.0,85.73,4.79,5.09,ACCURACY_BAD
176,22600.0,89.93,3.29,3.11,ACCURACY_BAD
177,22700.0,93.41,-3.89,-1.25,ACCURACY_BAD
178,22800.0,95.51,-9.17,-2.93,ACCURACY_BAD
179,22900.0,95.51,-15.05,-2.81,ACCURACY_BAD
180,23000.0,96.23,-18.35,-1.74,ACCURACY_BAD
181,23100.0,95.51,-20.03,-3.0,ACCURACY_BAD
182,23200.0,97.61,-17.1,-7.61,ACCURACY_BAD
183,23300.0,96.23,-11.27,-10.01,ACCURACY_BAD
184,23400.0,94.13,-2.7,-9.35,ACCURACY_BAD
185,23500.0,92.75,9.05,-5.51,ACCURACY_BAD
186,23600.0,91.31,17.15,-3.59,ACCURACY_BAD
187,23700.0,87.83,28.37,2.15,ACCURACY_BAD
188,23800.0,85.73,32.81,6.42,ACCURACY_BAD
189,23900.0,89.22,28.79,0.83,ACCURACY_BAD
190,24000.0,92.04,23.34,-2.27,ACCURACY_BAD
191,24100.0,97.61,9.42,-6.77,ACCURACY_BAD
192,24200.0,99.72,0.29,-7.61,ACCURACY_BAD
193,24300.0,96.9,-14.03,-8.09,ACCURACY_BAD
194,24400.0,94.13,-25.79,-3.41,ACCURACY_BAD
195,24500.0,92.04,-29.93,-1.91,ACCURACY_BAD
196,24600.0,89.93,-31.37,0.35,ACCURACY_BAD
197,24700.0,88.55,-32.7,0.35,ACCURACY_BAD
198,24800.0,87.18,-29.69,-2.57,ACCURACY_BAD
199,24900.0,87.18,-27.77,-6.23,ACCURACY_BAD
200,25000.0,85.73,-22.73,-6.0,ACCURACY_BAD
201,25100.0,89.22,-5.69,-4.67,ACCURACY_BAD
202,25200.0,88.55,8.46,-1.43,ACCURACY_BAD
203,25300.0,89.22,14.34,0.41,ACCURACY_BAD
204,25400.0,90.65,16.31,1.07,ACCURACY_BAD
205,25500.0,87.18,17.03,1.25,ACCURACY_BAD
206,25600.0,89.93,11.51,-1.91,ACCURACY_BAD
207,25700.0,91.31,5.75,-4.44,ACCURACY_BAD
208,25800.0,90.65,-7.91,-4.61,ACCURACY_BAD
209,25900.0,89.93,-18.77,-2.51,ACCURACY_BAD
210,26000.0,91.31,-22.26,-0.83,ACCURACY_BAD
211,26100.0,89.93,-24.6,-0.23,ACCURACY_BAD
212,26200.0,88.55,-26.63,-0.89,ACCURACY_BAD
213,26300.0,85.73,-29.21,0.35,ACCURACY_BAD
214,26400.0,87.18,-26.39,-1.5,ACCURACY_BAD
215,26500.0,86.45,-22.97,-3.24,ACCURACY_BAD
216,26600.0,88.55,-15.29,-2.15,ACCURACY_BAD
217,26700.0,90.65,-1.5,0.17,ACCURACY_BAD
218,26800.0,90.65,9.77,1.07,ACCURACY_BAD
219,26900.0,89.22,13.79,4.44,ACCURACY_BAD
220,27000.0,87.83,19.73,6.35,ACCURACY_BAD
221,27100.0,87.18,17.1,7.61,ACCURACY_BAD
222,27200.0,85.08,16.02,6.53,ACCURACY_BAD
223,27300.0,84.36,13.43,7.85,ACCURACY_BAD
224,27400.0,88.55,16.19,5.94,ACCURACY_BAD
225,27500.0,90.65,-2.81,-15.77,ACCURACY_BAD
226,27600.0,90.65,-7.31,4.67,ACCURACY_BAD
227,27700.0,92.04,-7.19,11.03,ACCURACY_BAD
228,27800.0,94.79,-6.05,14.27,ACCURACY_BAD
229,27900.0,97.61,-0.83,18.11,ACCURACY_BAD
230,28000.0,99.72,5.09,22.19,ACCURACY_BAD
231,28100.0,94.79,14.51,22.43,ACCURACY_BAD
232,28200.0,92.75,19.13,23.93,ACCURACY_BAD
233,28300.0,89.93,25.07,25.85,ACCURACY_BAD
234,28400.0,88.55,28.37,29.03,ACCURACY_BAD
235,28500.0,87.18,26.09,36.11,ACCURACY_BAD
236,28600.0,85.73,22.68,42.11,ACCURACY_BAD
