,timestamp,light
0,5000.0,105.0
1,5100.0,105.0
2,5200.0,105.0
3,5300.0,105.0
4,5400.0,105.0
5,5500.0,105.0
6,5600.0,105.0
7,5700.0,105.0
8,5800.0,117.0
9,5900.0,117.0
10,6000.0,117.0
11,6100.0,117.0
12,6200.0,117.0
13,6300.0,117.0
14,6400.0,117.0
15,6500.0,117.0
16,6600.0,117.0
17,6700.0,117.0
18,6800.0,117.0
19,6900.0,117.0
20,7000.0,117.0
21,7100.0,117.0
22,7200.0,117.0
23,7300.0,117.0
24,7400.0,117.0
25,7500.0,117.0
26,7600.0,117.0
27,7700.0,117.0
28,7800.0,117.0
29,7900.0,117.0
30,8000.0,117.0
31,8100.0,117.0
32,8200.0,117.0
33,8300.0,117.0
34,8400.0,117.0
35,8500.0,117.0
36,8600.0,117.0
37,8700.0,117.0
38,8800.0,117.0
39,8900.0,117.0
40,9000.0,117.0
41,9100.0,117.0
42,9200.0,117.0
43,9300.0,117.0
44,9400.0,117.0
45,9500.0,117.0
46,9600.0,117.0
47,9700.0,117.0
48,9800.0,117.0
49,9900.0,117.0
50,10000.0,117.0
51,10100.0,117.0
52,10200.0,117.0
53,10300.0,117.0
54,10400.0,117.0
55,10500.0,117.0
56,10600.0,117.0
57,10700.0,117.0
58,10800.0,117.0
59,10900.0,117.0
60,11000.0,117.0
61,11100.0,117.0
62,11200.0,117.0
63,11300.0,117.0
64,11400.0,117.0
65,11500.0,117.0
66,11600.0,117.0
67,11700.0,117.0
68,11800.0,117.0
69,11900.0,117.0
70,12000.0,117.0
71,12100.0,117.0
72,12200.0,117.0
73,12300.0,117.0
74,12400.0,117.0
75,12500.0,117.0
76,12600.0,117.0
77,12700.0,117.0
78,12800.0,117.0
79,12900.0,117.0
80,13000.0,117.0
81,13100.0,117.0
82,13200.0,117.0
83,13300.0,117.0
84,13400.0,118.0
85,13500.0,118.0
86,13600.0,79.0
87,13700.0,79.0
88,13800.0,80.0
89,13900.0,80.0
90,14000.0,80.0
91,14100.0,80.0
92,14200.0,58.0
93,14300.0,58.0
94,14400.0,34.0
95,14500.0,34.0
96,14600.0,17.0
97,14700.0,17.0
98,14800.0,14.0
99,14900.0,14.0
100,15000.0,43.0
101,15100.0,43.0
102,15200.0,87.0
103,15300.0,87.0
104,15400.0,118.0
105,15500.0,118.0
106,15600.0,131.0
107,15700.0,131.0
108,15800.0,118.0
109,15900.0,118.0
110,16000.0,141.0
111,16100.0,141.0
112,16200.0,120.0
113,16300.0,120.0
114,16400.0,84.0
115,16500.0,84.0
116,16600.0,152.0
117,16700.0,152.0
118,16800.0,190.0
119,16900.0,190.0
120,17000.0,190.0
121,17100.0,190.0
122,17200.0,162.0
123,17300.0,162.0
124,17400.0,123.0
125,17500.0,123.0
126,17600.0,105.0
127,17700.0,105.0
128,17800.0,107.0
129,17900.0,107.0
130,18000.0,79.0
131,18100.0,79.0
132,18200.0,79.0
133,18300.0,79.0
134,18400.0,59.0
135,18500.0,59.0
136,18600.0,61.0
137,18700.0,61.0
138,18800.0,105.0
139,18900.0,105.0
140,19000.0,132.0
141,19100.0,132.0
142,19200.0,151.0
143,19300.0,151.0
144,19400.0,165.0
145,19500.0,165.0
146,19600.0,159.0
147,19700.0,159.0
148,19800.0,138.0
149,19900.0,138.0
150,20000.0,138.0
151,20100.0,138.0
152,20200.0,112.0
153,20300.0,112.0
154,20400.0,140.0
155,20500.0,140.0
156,20600.0,182.0
157,20700.0,182.0
158,20800.0,174.0
159,20900.0,174.0
160,21000.0,99.0
161,21100.0,99.0
162,21200.0,26.0
163,21300.0,26.0
164,21400.0,15.0
165,21500.0,15.0
166,21600.0,12.0
167,21700.0,12.0
168,21800.0,12.0
169,21900.0,12.0
170,22000.0,13.0
171,22100.0,13.0
172,22200.0,14.0
173,22300.0,14.0
174,22400.0,14.0
175,22500.0,14.0
176,22600.0,12.0
177,22700.0,12.0
178,22800.0,13.0
179,22900.0,13.0
180,23000.0,13.0
181,23100.0,13.0
182,23200.0,17.0
183,23300.0,17.0
184,23400.0,13.0
185,23500.0,13.0
186,23600.0,11.0
187,23700.0,11.0
188,23800.0,23.0
189,23900.0,23.0
190,24000.0,25.0
191,24100.0,25.0
192,24200.0,15.0
193,24300.0,15.0
194,24400.0,10.0
195,24500.0,10.0
196,24600.0,10.0
197,24700.0,10.0
198,24800.0,9.0
199,24900.0,9.0
200,25000.0,10.0
201,25100.0,10.0
202,25200.0,10.0
203,25300.0,10.0
204,25400.0,9.0
205,25500.0,9.0
206,25600.0,12.0
207,25700.0,12.0
208,25800.0,14.0
209,25900.0,14.0
210,26000.0,14.0
211,26100.0,14.0
212,26200.0,12.0
213,26300.0,12.0
214,26400.0,16.0
215,26500.0,16.0
216,26600.0,12.0
217,26700.0,12.0
218,26800.0,7.0
219,26900.0,7.0
220,27000.0,8.0
221,27100.0,8.0
222,27200.0,8.0
223,27300.0,8.0
224,27400.0,18.0
225,27500.0,18.0
226,27600.0,22.0
227,27700.0,22.0
228,27800.0,12.0
229,27900.0,12.0
230,28000.0,8.0
231,28100.0,8.0
232,28200.0,9.0
233,28300.0,9.0
234,28400.0,10.0
235,28500.0,10.0
236,28600.0,11.0
237,28700.0,11.0
238,28800.0,11.0
239,28900.0,11.0
240,29000.0,11.0
241,29100.0,11.0
242,29200.0,11.0
243,29300.0,11.0
244,29400.0,11.0
245,29500.0,11.0
246,29600.0,11.0
247,29700.0,11.0
248,29800.0,12.0
249,29900.0,12.0
250,30000.0,10.0
251,30100.0,10.0
252,30200.0,11.0
253,30300.0,11.0
254,30400.0,15.0
255,30500.0,15.0
256,30600.0,12.0
257,30700.0,12.0
258,30800.0,11.0
259,30900.0,11.0
260,31000.0,12.0
261,31100.0,12.0
262,31200.0,13.0
263,31300.0,13.0
264,31400.0,10.0
265,31500.0,10.0
266,31600.0,7.0
267,31700.0,7.0
268,31800.0,8.0
269,31900.0,8.0
270,32000.0,7.0
271,32100.0,7.0
272,32200.0,7.0
273,32300.0,7.0
274,32400.0,6.0
275,32500.0,6.0
276,32600.0,7.0
277,32700.0,7.0
278,32800.0,11.0
279,32900.0,11.0
280,33000.0,10.0
281,33100.0,10.0
282,33200.0,10.0
283,33300.0,10.0
284,33400.0,10.0
285,33500.0,10.0
286,33600.0,12.0
287,33700.0,12.0
288,33800.0,18.0
289,33900.0,18.0
290,34000.0,20.0
291,34100.0,20.0
292,34200.0,27.0
293,34300.0,27.0
294,34400.0,40.0
295,34500.0,40.0
296,34600.0,51.0
297,34700.0,51.0
298,34800.0,48.0
299,34900.0,48.0
300,35000.0,15.0
301,35100.0,15.0
302,35200.0,15.0
303,35300.0,15.0
304,35400.0,12.0
305,35500.0,12.0
306,35600.0,12.0
307,35700.0,12.0
308,35800.0,20.0
309,35900.0,20.0
310,36000.0,42.0
311,36100.0,42.0
312,36200.0,25.0
313,36300.0,25.0
314,36400.0,12.0
315,36500.0,12.0
316,36600.0,10.0
317,36700.0,10.0
318,36800.0,14.0
319,36900.0,14.0
320,37000.0,29.0
321,37100.0,29.0
322,37200.0,43.0
323,37300.0,43.0
324,37400.0,64.0
325,37500.0,64.0
326,37600.0,79.0
327,37700.0,79.0
328,37800.0,70.0
329,37900.0,70.0
330,38000.0,46.0
331,38100.0,46.0
332,38200.0,46.0
333,38300.0,46.0
334,38400.0,28.0
335,38500.0,28.0
336,38600.0,28.0
337,38700.0,28.0
