,timestamp,ax,ay,az,timestamp,mx,my,mz,timestamp,gx,gy,gz,timestamp,lax,lay,laz,timestamp,pressure,timestamp,grx,gry,grz
0,5000.0,-8.564059257507324,0.7296329736709595,4.328118324279785,5000.0,-14.859999656677244,-20.476999282836914,-38.43299865722656,5000.0,0.025961773470044136,-0.011911871843039993,-0.06841690838336945,5000.0,0.08258819580078125,0.013438165187835692,-0.24276065826416016,5000.0,998.5399780273438,5000.0,-8.646647453308105,0.7161948084831238,4.570878982543945
1,5100.0,-8.564059257507324,0.7296329736709595,4.328118324279785,5100.0,-14.859999656677244,-20.476999282836914,-38.74800109863281,5100.0,0.025961773470044136,-0.011911871843039993,-0.06841690838336945,5100.0,0.08258819580078125,0.013438165187835692,-0.24276065826416016,5100.0,998.5399780273438,5100.0,-8.646647453308105,0.7161948084831238,4.570878982543945
2,5200.0,-8.564059257507324,0.7296329736709595,4.328118324279785,5200.0,-14.859999656677244,-20.476999282836914,-38.74800109863281,5200.0,0.025961773470044136,-0.011911871843039993,-0.06841690838336945,5200.0,0.08258819580078125,0.013438165187835692,-0.24276065826416016,5200.0,998.5399780273438,5200.0,-8.646647453308105,0.7161948084831238,4.570878982543945
3,5300.0,-8.556877136230469,0.7068880796432495,4.279635429382323,5300.0,-14.859999656677244,-20.476999282836914,-38.74800109863281,5300.0,0.02748893573880196,-0.008246680721640587,-0.06841690838336945,5300.0,0.1004343032836914,-0.009991228580474857,-0.270904541015625,5300.0,998.489990234375,5300.0,-8.65731143951416,0.7168793082237244,4.550539970397949
4,5400.0,-8.556877136230469,0.7068880796432495,4.279635429382323,5400.0,-14.859999656677244,-20.476999282836914,-38.74800109863281,5400.0,0.02748893573880196,-0.008246680721640587,-0.06841690838336945,5400.0,0.1004343032836914,-0.009991228580474857,-0.270904541015625,5400.0,998.489990234375,5400.0,-8.65731143951416,0.7168793082237244,4.550539970397949
5,5500.0,-8.562263488769531,0.6925228238105774,4.282628059387207,5500.0,-14.859999656677244,-20.476999282836914,-38.74800109863281,5500.0,0.02748893573880196,-0.011911871843039993,-0.06841690838336945,5500.0,0.10461711883544922,-0.023398995399475098,-0.2498130798339844,5500.0,998.4600219726564,5500.0,-8.66688060760498,0.7159218192100525,4.532441139221191
6,5600.0,-8.593388557434082,0.7152677774429321,4.261080265045166,5600.0,-14.859999656677244,-20.476999282836914,-38.74800109863281,5600.0,0.02871066704392433,-0.008552113547921179,-0.07116580009460449,5600.0,0.08348751068115234,-0.0020522475242614746,-0.2519741058349609,5600.0,998.52001953125,5600.0,-8.676876068115233,0.7173200249671936,4.513054370880127
7,5700.0,-8.593388557434082,0.7152677774429321,4.261080265045166,5700.0,-14.859999656677244,-20.77899932861328,-38.74800109863281,5700.0,0.02871066704392433,-0.008552113547921179,-0.07116580009460449,5700.0,0.08348751068115234,-0.0020522475242614746,-0.2519741058349609,5700.0,998.52001953125,5700.0,-8.676876068115233,0.7173200249671936,4.513054370880127
8,5800.0,-8.55268669128418,0.7032967209815979,4.335899353027344,5800.0,-14.859999656677244,-20.77899932861328,-38.44200134277344,5800.0,0.03115412779152393,-0.012828170321881771,-0.0708603709936142,5800.0,0.12903594970703125,-0.014028847217559814,-0.16782379150390625,5800.0,998.52001953125,5800.0,-8.681722640991211,0.7173255681991577,4.50372314453125
9,5900.0,-8.55268669128418,0.7032967209815979,4.335899353027344,5900.0,-14.859999656677244,-20.77899932861328,-38.44200134277344,5900.0,0.03115412779152393,-0.012828170321881771,-0.0708603709936142,5900.0,0.12903594970703125,-0.014028847217559814,-0.16782379150390625,5900.0,998.52001953125,5900.0,-8.681722640991211,0.7173255681991577,4.50372314453125
