timestamp,ax,ay,az
1481199667069,-6.133944988250732,-8.983044624328613,2.078166961669922
1481199667234,-3.158550500869751,-8.134300231933594,2.0871453285217285
1481199667417,-3.310582399368286,-6.587047576904297,-1.6508020162582397
1481199667594,-5.941211700439453,-0.7823054194450378,0.910993754863739
1481199667778,-0.8888474106788635,-9.193136215209961,-0.9756371974945068
1481199667956,1.004966139793396,-8.057086944580078,-2.139219284057617
1481199668136,3.0406360626220703,-13.402741432189941,4.120420932769775
1481199668322,0.739209771156311,-6.229712963104248,2.8119897842407227
1481199668499,-0.45429977774620056,-3.0412347316741943,4.69024133682251
1481199668679,1.0522516965866089,-8.179191589355469,6.4146647453308105
1481199668859,0.5267243981361389,-6.290764808654785,2.691082715988159
1481199669040,0.2561795711517334,-9.26675796508789,1.4772224426269531
1481199669221,-0.4100070297718048,-9.046490669250488,1.9823989868164063
1481199669396,1.4287399053573608,-8.922591209411621,0.5746083855628967
1481199669583,2.054224967956543,-9.423578262329102,-1.0432734489440918
1481199669762,0.5883750915527344,-10.020931243896484,-0.9672574996948242
1481199669940,3.0567970275878906,-9.537900924682617,-2.7036523818969727
1481199670118,3.450044631958008,-9.864709854125977,-1.4197616577148438
1481199670302,2.4881742000579834,-9.457695007324219,-0.13527239859104156
1481199670479,3.649960517883301,-8.068459510803223,0.729034423828125
1481199670658,4.624400615692139,-8.085219383239746,2.100313425064087
1481199670842,2.804208755493164,-9.93593692779541,2.5546131134033203
1481199671023,1.2868833541870117,-8.045116424560547,4.140771865844727
1481199671203,0.06404489278793335,-6.226719856262207,5.406107425689697
1481199671389,0.5644330382347107,-5.4031147956848145,4.928464412689209
1481199671559,1.4287399053573608,-5.839457988739014,4.359242916107178
1481199671744,1.6765397787094116,-9.90241813659668,2.3116016387939453
1481199671920,2.786850690841675,-9.996989250183105,0.7601590156555176
1481199672100,2.7742812633514404,-8.413225173950195,0.5363011956214905
1481199672280,1.4012064933776855,-9.006986618041992,-0.5835866928100586
1481199672459,1.8112136125564575,-9.26795482635498,-1.4514847993850708
1481199672640,2.3367409706115723,-9.192537307739258,-0.7152677774429321
1481199672825,2.537853717803955,-10.810419082641602,-1.0552444458007813
1481199673003,2.690484046936035,-9.462483406066895,-3.1058781147003174
1481199673181,3.044826030731201,-9.606135368347168,-1.8501193523406982
1481199673365,4.455010890960693,-9.587580680847168,0.10833762586116791
1481199673541,4.028244495391846,-9.677961349487305,3.139396905899048
1481199673726,3.0855274200439453,-9.21947193145752,2.5067291259765625
1481199673903,2.1051018238067627,-8.060678482055664,4.195838451385498
1481199674083,0.8517372608184814,-5.419275760650635,5.166687488555908
1481199674266,0.45669397711753845,-4.823119163513184,4.195240020751953
1481199674445,-0.4465186297893524,-9.142857551574707,6.570886611938477
1481199674623,1.0408791303634644,-10.995370864868164,3.245939016342163
1481199674807,3.1489737033843994,-8.842385292053223,1.7381904125213623
1481199674987,0.9313444495201111,-9.578003883361816,0.07003039866685867
1481199675162,1.9596540927886963,-9.739612579345703,-0.1280897855758667
1481199675347,1.932719349861145,-9.660603523254395,-1.1103110313415527
1481199675526,1.6765397787094116,-10.023923873901367,-2.1942858695983887
1481199675703,4.753687381744385,-11.205462455749512,-3.090315818786621
1481199675885,4.091690540313721,-8.633491516113281,-0.7882909178733826
1481199676068,3.4093432426452637,-9.791686058044434,2.6635494232177734
1481199676249,2.5127146244049072,-8.524555206298828,2.2194249629974365
1481199676429,2.3517045974731445,-8.526350975036621,4.212597846984863
1481199676606,0.9373299479484558,-5.815515995025635,4.525041103363037
1481199676812,0.10953472554683685,-5.899911403656006,5.309142112731934
1481199676963,0.7212532758712769,-9.634865760803223,3.9653966426849365
1481199677144,1.725022315979004,-10.263343811035156,1.8124107122421265
1481199677323,2.7934348583221436,-8.81784439086914,0.4902127981185913
1481199677505,1.975814938545227,-8.576030731201172,0.32202014327049255
1481199677685,2.229001760482788,-9.048885345458984,-0.7547720670700073
1481199677865,2.0045454502105713,-9.425971984863281,-0.5333084464073181
1481199678050,2.501342296600342,-9.44752025604248,-1.2545616626739502
1481199678233,3.268683910369873,-11.610082626342773,-2.4355015754699707
1481199678405,3.40216064453125,-9.816825866699219,1.6992846727371216
1481199678590,1.0348936319351196,-9.427168846130371,1.0043675899505615
1481199678770,0.38486793637275696,-9.1045503616333,3.071162223815918
1481199678951,0.5524620413780212,-5.132569789886475,4.0964789390563965
1481199679129,-2.7491421699523926,-14.21916389465332,7.966107368469238
1481199679311,0.839766263961792,-11.702857971191406,2.2649147510528564
1481199679491,2.759317398071289,-8.847772598266602,0.7655459642410278
1481199679667,2.0817582607269287,-9.39245319366455,0.011971008032560349
1481199679850,2.7108349800109863,-8.644864082336426,-1.3796586990356445
1481199680031,1.1827356815338135,-9.460687637329102,-1.5514427423477173
1481199680207,1.0959458351135254,-9.895236015319824,-1.975814938545227
1481199680392,1.0193313360214233,-10.605116844177246,-2.934094190597534
1481199680572,3.2094273567199707,-10.410587310791016,-1.5550340414047241
1481199680751,3.870227098464966,-9.604340553283691,-1.8183962106704712
1481199680932,3.514688014984131,-9.26795482635498,-0.2687491476535797
1481199681111,2.4426841735839844,-8.772953987121582,2.3564929962158203
1481199681292,1.656787633895874,-8.559869766235352,3.716399669647217
1481199681470,0.45848962664604187,-5.374982833862305,4.866813659667969
1481199681653,0.33937808871269226,-6.27280855178833,6.657077789306641
1481199681833,1.2623428106307983,-10.516530990600586,3.333327293395996
1481199682015,2.365471363067627,-8.831012725830078,1.9650410413742065
1481199682189,0.6590040326118469,-11.065402030944824,0.5081692934036255
1481199682374,2.5318682193756104,-8.741828918457031,-0.547075092792511
1481199682553,4.046200752258301,-8.795100212097168,-0.7032967209815979
1481199682729,1.5328876972198486,-9.299078941345215,-1.754351258277893
1481199682913,2.6348190307617188,-10.516530990600586,-3.509899616241455
1481199683094,3.5033156871795654,-8.85675048828125,-0.7433996200561523
1481199683275,2.6581623554229736,-9.146449089050293,0.37648820877075195
1481199683455,2.675520420074463,-8.617330551147461,1.3533225059509277
1481199683635,1.7435773611068726,-7.026981830596924,3.9151182174682617
1481199683815,-0.25917232036590576,-5.404311656951904,4.659116744995117
