timestamp,lax,lay,laz
1481091744102,0.47559404373168945,-0.16327691078186035,-0.9470391273498535
1481091744282,1.9596120119094849,1.8810018301010132,1.0774288177490234
1481091744463,-1.170680046081543,3.1625607013702393,0.06118965148925781
1481091744643,4.001990795135498,-0.34498441219329834,-4.207625865936279
1481091744823,3.4559545516967773,-1.1767973899841309,-1.0884771347045898
1481091745008,0.6920419931411743,-0.8828247785568237,-0.3570747375488281
1481091745188,0.3776599168777466,-0.8182145357131958,-0.0839385986328125
1481091745365,-0.25926685333251953,-0.9110948443412781,-0.18764495849609375
1481091745548,-3.981247663497925,0.01672542095184326,0.3175315856933594
1481091745726,0.9038314819335938,0.5199507474899292,-0.5549745559692383
1481091745905,1.0513617992401123,2.149639129638672,-0.543889045715332
1481091746086,0.8924317359924316,2.772462844848633,-1.257364273071289
1481091746265,-1.2760870456695557,2.5222153663635254,-0.8369960784912109
1481091746449,0.3933372497558594,1.529824137687683,-1.9638595581054688
1481091746630,-0.24835991859436035,0.9896079301834106,-1.8131051063537598
1481091746809,0.5935940742492676,1.7323789596557617,-1.9917535781860352
1481091746990,-3.418678045272827,-0.13222360610961914,1.260406494140625
1481091747167,-0.1954033374786377,-0.4698328971862793,0.012061119079589844
1481091747348,1.2224056720733643,0.6350529193878174,0.04266548156738281
1481091747527,0.5470142364501953,0.546970009803772,-0.5986166000366211
1481091747708,-0.07380175590515137,0.6502108573913574,-0.1810922622680664
1481091747886,0.11293315887451172,0.3525439500808716,-0.4009685516357422
1481091748070,0.2711656093597412,-0.08228731155395508,-0.28261375427246094
1481091748251,0.5263903141021729,0.013350486755371094,-0.07718944549560547
1481091748432,0.45670485496520996,0.13992798328399658,-0.09367656707763672
1481091748612,0.28664636611938477,0.2324213981628418,-0.25722694396972656
1481091748804,0.4716203212738037,0.14512419700622559,-0.19690322875976563
1481091748970,0.26680612564086914,-0.028295278549194336,-0.224365234375
1481091749152,0.12502598762512207,0.11277329921722412,-0.40699005126953125
