timestamp,mx,my,mz,mAc
1482396982672,5.51,-2.63,70.79,ACCURACY_BAD
1482396982964,5.51,-3.05,69.9,ACCURACY_BAD
1482396983165,5.51,-1.74,70.31,ACCURACY_BAD
1482396983464,6.23,-3.29,68.4,ACCURACY_BAD
1482396983790,6.96,-3.29,70.55,ACCURACY_BAD
1482396984062,6.96,-1.97,68.81,ACCURACY_BAD
1482396984263,4.85,-3.29,70.55,ACCURACY_BAD
1482396984563,6.23,-1.97,70.97,ACCURACY_BAD
1482396984763,6.23,-2.39,70.08,ACCURACY_BAD
1482396985064,6.23,-0.89,69.9,ACCURACY_BAD
1482396985358,5.51,-3.29,70.55,ACCURACY_BAD
1482396985561,4.85,-3.48,71.22,ACCURACY_BAD
1482396985861,5.51,-3.05,69.9,ACCURACY_BAD
1482396986063,6.96,-1.97,70.97,ACCURACY_BAD
1482396986357,6.23,-2.39,70.08,ACCURACY_BAD
1482396986569,5.51,-2.39,70.08,ACCURACY_BAD
1482396986771,6.23,-1.97,70.97,ACCURACY_BAD
1482396987058,5.51,-2.15,71.63,ACCURACY_BAD
1482396987354,4.85,-3,72.05,ACCURACY_BAD
1482396987555,5.51,-3.29,70.55,ACCURACY_BAD
1482396987855,6.96,-1.5,71.81,ACCURACY_BAD
1482396988057,5.51,-4.38,69.47,ACCURACY_BAD
1482396988353,6.96,-4.61,70.13,ACCURACY_BAD
1482396988554,4.85,-3.29,70.55,ACCURACY_BAD
1482396988855,6.23,-4.79,70.73,ACCURACY_BAD
1482396989154,6.23,-4.13,70.97,ACCURACY_BAD
1482396989453,5.51,-3.05,69.9,ACCURACY_BAD
1482396989773,7.61,-2.63,68.63,ACCURACY_BAD
1482396990052,6.23,-3.89,70.37,ACCURACY_BAD
1482396990352,6.96,-0.89,69.9,ACCURACY_BAD
1482396990649,5.51,-3.89,70.37,ACCURACY_BAD
1482396990854,6.23,-2.63,70.79,ACCURACY_BAD
1482396991149,6.23,-1.31,71.22,ACCURACY_BAD
1482396991350,6.23,-5.46,70.55,ACCURACY_BAD
1482396991650,5.51,-4.13,70.97,ACCURACY_BAD
1482396991948,4.13,-4.61,70.13,ACCURACY_BAD
1482396992249,6.23,-5.21,69.95,ACCURACY_BAD
1482396992569,6.23,-3.29,70.55,ACCURACY_BAD
1482396992846,6.96,-3.29,70.55,ACCURACY_BAD
1482396993144,6.23,-3.89,70.37,ACCURACY_BAD
1482396993445,4.85,-3.89,70.37,ACCURACY_BAD
1482396993756,5.51,-5.81,71.81,ACCURACY_BAD
1482396994044,6.23,-4.55,72.23,ACCURACY_BAD
1482396994341,5.51,-3.89,70.37,ACCURACY_BAD
1482396994648,5.51,-3.89,72.41,ACCURACY_BAD
1482396994958,6.23,-3.72,71.81,ACCURACY_BAD
1482396995243,6.23,-4.61,70.13,ACCURACY_BAD
1482396995444,5.51,-4.38,69.47,ACCURACY_BAD
1482396995741,4.85,-4.61,70.13,ACCURACY_BAD
1482396996039,6.23,-3.89,70.37,ACCURACY_BAD
1482396996242,5.51,-5.03,71.4,ACCURACY_BAD
1482396996551,6.23,-3.29,70.55,ACCURACY_BAD
1482396996839,6.23,-3.89,72.41,ACCURACY_BAD
1482396997138,4.85,-4.61,70.13,ACCURACY_BAD
1482396997436,4.85,-2.63,70.79,ACCURACY_BAD
1482396997639,5.51,-5.03,71.4,ACCURACY_BAD
1482396997935,5.51,-3.72,69.65,ACCURACY_BAD
1482396998235,5.51,-4.61,70.13,ACCURACY_BAD
1482396998436,6.23,-5.94,69.72,ACCURACY_BAD
1482396998758,6.23,-5.81,71.81,ACCURACY_BAD
1482396999033,5.51,-3.29,70.55,ACCURACY_BAD
1482396999333,5.51,-3.89,72.41,ACCURACY_BAD
1482396999637,6.23,-3.29,70.55,ACCURACY_BAD
1482396999930,5.51,-3.48,71.22,ACCURACY_BAD
1482397000131,6.96,-5.46,70.55,ACCURACY_BAD
1482397000433,5.51,-4.61,70.13,ACCURACY_BAD
1482397000731,6.23,-5.21,69.95,ACCURACY_BAD
1482397001032,2.75,-4.31,71.63,ACCURACY_BAD
1482397001349,5.51,-3.48,69.05,ACCURACY_BAD
1482397001629,6.96,-4.31,71.63,ACCURACY_BAD
1482397001928,5.51,-4.79,68.63,ACCURACY_BAD
1482397002234,5.51,-4.61,70.13,ACCURACY_BAD
1482397002526,4.13,-3.89,70.37,ACCURACY_BAD
1482397002828,7.61,-5.46,70.55,ACCURACY_BAD
1482397003126,7.61,-4.13,70.97,ACCURACY_BAD
1482397003424,4.85,-5.03,71.4,ACCURACY_BAD
1482397003627,4.13,-4.79,70.73,ACCURACY_BAD
