timestamp,uv
1481483980521,0
1481483980819,0
1481483981037,0
1481483981317,0
1481483981617,0
1481483981917,0
1481483982226,0
1481483982514,0
1481483982714,0
1481483982917,0
1481483983212,0
1481483983433,0
1481483983712,0
1481483984010,0
1481483984212,0
1481483984511,0
1481483984811,0
1481483985108,0
1481483985308,0
1481483985511,0
1481483985809,0
1481483986030,0
1481483986306,0
1481483986607,0
1481483986810,0
1481483987106,0
1481483987405,0
1481483987606,0
1481483987909,0
1481483988202,0
1481483988414,0
1481483988702,0
1481483988904,0
1481483989200,0
1481483989402,0
1481483989622,0
1481483989900,0
1481483990103,0
1481483990402,0
1481483990700,0
1481483990998,0
1481483991198,0
1481483991500,0
1481483991796,0
1481483992096,0
1481483992297,0
1481483992596,0
1481483992896,0
1481483993193,0
1481483993414,0
1481483993690,0
1481483993893,0
1481483994193,0
1481483994491,0
1481483994691,0
1481483994894,0
1481483995201,0
1481483995490,0
1481483995690,0
1481483995986,0
1481483996199,0
1481483996486,0
1481483996689,0
1481483996889,0
1481483997184,0
1481483997404,0
1481483997684,0
1481483997884,0
1481483998085,0
1481483998286,0
1481483998582,0
1481483998805,0
1481483999084,0
1481483999381,0
1481483999685,0
1481483999979,0
1481484000198,0
1481484000478,0
1481484000680,0
1481484000881,0
1481484001179,0
1481484001478,0
1481484001777,0
1481484001977,0
1481484002278,0
1481484002574,0
1481484002796,0
1481484003074,0
1481484003373,0
1481484003573,0
1481484003874,0
1481484004172,0
1481484004471,0
1481484004770,0
1481484004972,0
1481484005272,0
1481484005591,0
1481484005868,0
1481484006169,0
1481484006468,0
1481484006790,0
1481484007065,0
1481484007366,0
1481484007665,0
1481484007865,0
1481484008165,0
1481484008462,0
1481484008665,0
1481484008962,0
1481484009183,0
1481484009462,0
1481484009663,0
1481484009863,0
1481484010160,0
1481484010460,0
1481484010660,0
1481484010959,0
1481484011261,0
1481484011556,0
1481484011768,0
1481484012056,0
1481484012256,0
1481484012458,0
1481484012755,0
1481484012974,0
1481484013251,0
1481484013454,0
1481484013657,0
1481484013951,0
1481484014169,0
1481484014450,0
1481484014652,0
1481484014857,0
1481484015150,0
1481484015362,0
1481484015648,0
1481484015849,0
1481484016147,0
1481484016454,0
1481484016746,0
1481484016970,0
1481484017245,0
1481484017448,0
1481484017648,0
1481484017943,0
1481484018155,0
1481484018443,0
1481484018645,0
1481484018845,0
1481484019141,0
1481484019443,0
1481484019644,0
1481484019943,0
1481484020240,0
1481484020505,0
1481484020763,0
1481484021037,0
1481484021338,0
1481484021539,0
1481484021837,0
1481484022152,0
1481484022434,0
1481484022634,0
1481484022834,0
1481484023036,0
1481484023237,0
1481484023532,0
1481484023756,0
1481484024031,0
1481484024232,0
1481484024434,0
1481484024730,0
1481484024952,0
1481484025230,0
1481484025527,0
1481484025731,0
1481484026040,0
1481484026328,0
1481484026630,0
1481484026930,0
1481484027228,0
1481484027546,0
1481484027824,0
1481484028025,0
1481484028229,0
1481484028523,0
1481484028740,0
1481484029020,0
1481484029221,0
1481484029522,0
1481484029725,0
1481484030021,0
1481484030221,0
1481484030520,0
1481484030821,0
1481484031117,0
1481484031338,0
1481484031618,0
1481484031822,0
1481484032023,0
1481484032315,0
1481484032535,0
1481484032815,0
1481484033018,0
1481484033315,0
1481484033615,0
1481484033815,0
1481484034113,0
1481484034314,0
1481484034612,0
1481484034812,0
1481484035013,0
1481484035314,0
1481484035611,0
1481484035910,0
1481484036125,0
1481484036410,0
1481484036708,0
1481484036908,0
1481484037208,0
1481484037408,0
1481484037706,0
1481484038005,0
1481484038207,0
1481484038503,0
1481484038726,0
1481484039003,0
1481484039301,0
1481484039503,0
1481484039801,0
1481484040002,0
1481484040302,0
1481484040599,0
1481484040800,0
1481484041000,0
1481484041299,0
1481484041518,0
1481484041797,0
1481484042097,0
1481484042299,0
1481484042597,0
1481484042897,0
1481484043194,0
1481484043396,0
1481484043601,0
1481484043893,0
1481484044104,0
1481484044394,0
1481484044692,0
1481484044892,0
1481484045194,0
1481484045489,0
1481484045713,0
1481484045989,0
1481484046190,0
1481484046391,0
1481484046686,0
1481484046908,0
1481484047186,0
1481484047486,0
1481484047789,0
1481484048084,0
1481484048295,0
1481484048582,0
1481484048785,0
1481484048987,0
1481484049283,0
1481484049502,0
1481484049781,0
1481484049983,0
1481484050281,0
1481484050482,0
1481484050781,0
1481484051080,0
1481484051379,0
1481484051580,0
1481484051876,0
1481484052093,0
1481484052297,0
1481484052576,0
1481484052776,0
1481484053075,0
1481484053376,0
1481484053693,0
1481484053973,0
1481484054173,0
1481484054375,0
1481484054672,0
1481484054895,0
1481484055170,0
1481484055370,0
1481484055572,0
1481484055773,0
1481484055974,0
1481484056270,0
1481484056488,0
1481484056765,0
1481484056967,0
1481484057170,0
1481484057466,0
1481484057685,0
1481484057965,0
