timestamp,grx,gry,grz
1482908946261,-8.42808723449707,0.9358476400375366,4.925639629364014
1482908946442,-8.428120613098145,0.9325041770935059,4.926216125488281
1482908946624,-8.42136001586914,0.9120023250579834,4.941592693328857
1482908946803,-8.409286499023438,0.947334349155426,4.955487251281738
1482908946987,-8.381503105163574,0.9817591905593872,4.995692253112793
1482908947172,-8.356471061706543,0.9875780940055847,5.036314964294434
1482908947344,-8.333368301391602,0.9748671054840088,5.076907157897949
1482908947528,-8.30713176727295,0.9837404489517212,5.118027210235596
1482908947706,-8.285927772521973,0.967771589756012,5.155308246612549
1482908947889,-8.266250610351563,0.9423828721046448,5.191474437713623
1482908948065,-8.239896774291992,0.9194990992546082,5.237271785736084
1482908948245,-8.215815544128418,0.8937416076660156,5.279393196105957
1482908948426,-8.201432228088379,0.870958685874939,5.305499076843262
1482908948605,-8.185809135437012,0.8536860346794128,5.332365989685059
1482908948787,-8.177571296691895,0.835676372051239,5.347837448120117
1482908948967,-8.16769790649414,0.8181427121162415,5.365608215332031
1482908949147,-8.160252571105957,0.8086179494857788,5.378364086151123
1482908949358,-8.153221130371094,0.7969526648521423,5.3907551765441895
1482908949509,-8.148815155029297,0.7856579422950745,5.3990678787231445
1482908949687,-8.142006874084473,0.7734344005584717,5.4110918045043945
1482908949870,-8.13778305053711,0.7657175660133362,5.418538570404053
1482908950050,-8.132259368896484,0.7592714428901672,5.427730560302734
1482908950231,-8.128313064575195,0.7543877363204956,5.4343180656433105
1482908950411,-8.125420570373535,0.7485305666923523,5.439452171325684
1482908950591,-8.121844291687012,0.7449185252189636,5.445285797119141
1482908950770,-8.119897842407227,0.742705225944519,5.448490619659424
1482908950951,-8.11730670928955,0.7394888997077942,5.452784538269043
1482908951127,-8.115440368652344,0.7352551817893982,5.456136226654053
1482908951312,-8.115714073181152,0.7303688526153564,5.456386089324951
1482908951492,-8.120908737182617,0.7286080121994019,5.448885440826416
1482908951672,-8.118901252746582,0.7262956500053406,5.452184677124023
1482908951851,-8.117615699768066,0.7206377387046814,5.454850196838379
1482908952031,-8.11687183380127,0.7166431546211243,5.45648193359375
1482908952209,-8.115798950195313,0.7114502191543579,5.458756923675537
1482908952403,-8.114884376525879,0.71053546667099,5.460235118865967
1482908952571,-8.113174438476563,0.7073144316673279,5.463194847106934
1482908952753,-8.113584518432617,0.7061518430709839,5.462736129760742
1482908952927,-8.114428520202637,0.7070075869560242,5.461370944976807
1482908953111,-8.113045692443848,0.7059282660484314,5.463565349578857
1482908953291,-8.113195419311523,0.7007871270179749,5.464003086090088
1482908953473,-8.112598419189453,0.6975436210632324,5.465305328369141
1482908953655,-8.113449096679688,0.6977496147155762,5.464017391204834
1482908953835,-8.11331844329834,0.6992734670639038,5.464015483856201
1482908954012,-8.113085746765137,0.7003437280654907,5.4642252922058105
1482908954194,-8.112420082092285,0.7007888555526733,5.465156078338623
1482908954375,-8.112139701843262,0.7009502053260803,5.465551376342773
1482908954552,-8.111483573913574,0.7028598189353943,5.466278076171875
1482908954732,-8.111053466796875,0.7044859528541565,5.466707706451416
1482908954912,-8.109929084777832,0.7033686637878418,5.46851921081543
1482908955094,-8.109957695007324,0.7006310224533081,5.46882963180542
1482908955277,-8.109113693237305,0.699844241142273,5.470181465148926
1482908955453,-8.11064338684082,0.7013514637947083,5.467719554901123
1482908955634,-8.109893798828125,0.7014104723930359,5.468822956085205
1482908955816,-8.110989570617676,0.6976101994514465,5.467685222625732
1482908955991,-8.111146926879883,0.6964032053947449,5.467604637145996
1482908956176,-8.113170623779297,0.6958125233650208,5.464677333831787
1482908956351,-8.112150192260742,0.6958262920379639,5.466190338134766
1482908956534,-8.110694885253906,0.6971750259399414,5.46817684173584
1482908956717,-8.109344482421875,0.6961913108825684,5.470305919647217
1482908956897,-8.108705520629883,0.6957640051841736,5.471306324005127
1482908957085,-8.110563278198242,0.6965548992156982,5.468451499938965
1482908957256,-8.108448028564453,0.6990197896957397,5.471273422241211
1482908957433,-8.13790225982666,0.7418453693389893,5.4216790199279785
1482908957617,-8.121901512145996,0.8029799461364746,5.4369401931762695
1482908957796,-8.099658012390137,0.8662369251251221,5.460361480712891
1482908957978,-8.084266662597656,0.9218792915344238,5.474045753479004
1482908958157,-8.063002586364746,0.9839645624160767,5.4945597648620605
1482908958336,-8.049696922302246,1.0422297716140747,5.503320217132568
1482908958518,-8.027941703796387,1.1050807237625122,5.522800445556641
1482908958697,-8.015981674194336,1.152791142463684,5.530416488647461
1482908958879,-7.996969223022461,1.2108707427978516,5.545508861541748
1482908959059,-7.979695796966553,1.2673081159591675,5.557767391204834
1482908959237,-7.965726375579834,1.326570987701416,5.5639729499816895
1482908959414,-7.948262691497803,1.398476481437683,5.5713348388671875
1482908959600,-7.935263633728027,1.4555937051773071,5.575234889984131
1482908959776,-7.914207935333252,1.5143948793411255,5.589482307434082
1482908959960,-7.900201797485352,1.561812400817871,5.596244812011719
1482908960139,-7.880915641784668,1.61783766746521,5.607508659362793
1482908960319,-7.864378452301025,1.6717668771743774,5.614903450012207
1482908960497,-7.846117973327637,1.7303154468536377,5.622705936431885
1482908960680,-7.83453893661499,1.7820783853530884,5.622685432434082
1482908960860,-7.817233562469482,1.827444314956665,5.632201194763184
1482908961040,-7.802128314971924,1.8796225786209106,5.635974407196045
1482908961221,-7.795751094818115,1.9183599948883057,5.631744384765625
1482908961402,-7.774467468261719,1.9590903520584106,5.64712381362915
1482908961577,-7.776285648345947,1.9897643327713013,5.633880615234375
1482908961761,-7.76714563369751,2.0207457542419434,5.635461330413818
1482908961941,-7.767448425292969,2.030085802078247,5.631686687469482
1482908962121,-7.748583793640137,2.05893874168396,5.6471757888793945
1482908962302,-7.728408336639404,2.098893642425537,5.660101890563965
1482908962480,-7.72709321975708,2.128894805908203,5.650683879852295
