,Unnamed: 0,timestamp,ax,ay,az,acc_magnitude,pressure,grx,gry,grz,gx,gy,gz,lax,lay,laz,mx,my,mz
0,0.0,1474472144419.0,1.4532804489135742,5.1343655586242685,8.125322341918945,9.720833138824506,1004.260009765625,1.637420892715454,7.935108184814452,5.524788856506348,0.02779436856508255,-0.051312681287527084,-0.062308255583047874,-0.18414044380187988,-2.800742626190185,2.6005334854125977,-212.6230010986328,-174.83299255371094,-749.7219848632812
1,1.0,1474472144519.0,1.4532804489135742,5.1343655586242685,8.125322341918945,9.720833138824506,1004.260009765625,1.637420892715454,7.935108184814452,5.524788856506348,0.007024950347840786,-0.00366519158706069,-0.0656680166721344,-0.18414044380187988,-2.800742626190185,2.6005334854125977,-212.6230010986328,-174.83299255371094,-749.7219848632812
2,2.0,1474472144619.0,1.4532804489135742,5.1343655586242685,8.125322341918945,9.720833138824506,1004.260009765625,1.637420892715454,7.935108184814452,5.524788856506348,0.04489859566092491,-0.013133603148162363,-0.06505715101957321,-0.18414044380187988,-2.800742626190185,2.6005334854125977,-212.6230010986328,-174.52200317382812,-749.7219848632812
3,3.0,1474472144719.0,1.4532804489135742,5.1343655586242685,8.125322341918945,9.720833138824506,1004.260009765625,1.637420892715454,7.935108184814452,5.524788856506348,0.04184427112340927,-0.021074850112199783,-0.039095375686883926,-0.18414044380187988,-2.800742626190185,2.6005334854125977,-212.6230010986328,-174.52200317382812,-749.7219848632812
4,4.0,1474472144819.0,1.3317747116088867,5.006275653839111,7.5884222984313965,9.188066868718034,1004.3200073242188,1.6643618345260618,8.015987396240233,5.398539066314697,-0.001832595793530345,-0.032070424407720566,-0.02443460933864117,-0.3325871229171753,-3.009711742401123,2.1898832321166988,-212.6230010986328,-174.52200317382812,-750.02197265625
5,5.0,1474472144919.0,1.3952209949493408,5.007472991943359,8.143877029418945,9.661478171588817,1004.3099975585938,1.7215621471405032,8.061628341674805,5.31194543838501,0.020769419148564342,-0.011911871843039993,-0.1007927656173706,-0.3263411521911621,-3.0541553497314453,2.8319315910339355,-212.6230010986328,-174.52200317382812,-750.02197265625
6,6.0,1474472145019.0,1.3952209949493408,5.007472991943359,8.143877029418945,9.661478171588817,1004.3099975585938,1.7215621471405032,8.061628341674805,5.31194543838501,0.0916297882795334,0.011911871843039993,-0.05497787147760391,-0.3263411521911621,-3.0541553497314453,2.8319315910339355,-212.6230010986328,-174.52200317382812,-750.02197265625
7,7.0,1474472145119.0,1.4532804489135742,5.098452568054199,7.510610580444336,9.193231963949094,1004.2899780273438,1.692892074584961,8.172250747680664,5.149642467498778,0.03848451003432274,-0.002748893573880196,-0.08155050873756409,-0.2396116256713867,-3.073798179626465,2.3609681129455566,-212.6230010986328,-174.52200317382812,-749.6909790039062
8,8.0,1474472145219.0,1.4532804489135742,5.098452568054199,7.510610580444336,9.193231963949094,1004.2899780273438,1.692892074584961,8.172250747680664,5.149642467498778,0.04276056587696075,-0.017409659922122955,-0.07910704612731934,-0.2396116256713867,-3.073798179626465,2.3609681129455566,-212.6230010986328,-174.52200317382812,-749.35400390625
9,9.0,1474472145319.0,1.4646528959274292,5.098452568054199,7.878719329833983,9.498086384769657,1004.3200073242188,1.6662005186080933,8.241971969604492,5.0461931228637695,0.0507018156349659,-0.016798794269561768,-0.05619960278272629,-0.20154762268066406,-3.143519401550293,2.832526206970215,-212.3179931640625,-174.52200317382812,-749.35400390625
10,10.0,1474472145419.0,1.4646528959274292,5.098452568054199,7.878719329833983,9.498086384769657,1004.3200073242188,1.6662005186080933,8.241971969604492,5.0461931228637695,0.041233405470848083,-0.03298672288656235,-0.05497787147760391,-0.20154762268066406,-3.143519401550293,2.832526206970215,-212.3179931640625,-174.52200317382812,-749.35400390625
11,11.0,1474472145519.0,1.4299370050430298,5.102043628692627,7.814674377441406,9.441647348472284,1004.3300170898438,1.6560378074645996,8.307181358337402,4.941524028778076,0.04703662544488907,-0.019547687843441963,-0.05314527451992035,-0.22610080242156985,-3.2051377296447754,2.87315034866333,-212.3179931640625,-174.52200317382812,-749.35400390625
12,12.0,1474472145619.0,1.4299370050430298,5.102043628692627,7.814674377441406,9.441647348472284,1004.3300170898438,1.6560378074645996,8.307181358337402,4.941524028778076,0.03023782931268215,-0.024129176512360573,-0.056810468435287476,-0.22610080242156985,-3.2051377296447754,2.87315034866333,-212.3179931640625,-174.52200317382812,-749.35400390625
13,13.0,1474472145719.0,1.4209587574005127,5.064933776855469,7.803900241851807,9.411351493751539,1004.3099975585938,1.6539311408996582,8.367936134338379,4.838651180267334,0.04734205827116966,-0.012217304669320585,-0.04520402848720551,-0.2329723834991455,-3.30300235748291,2.9652490615844727,-212.63800048828125,-174.18600463867188,-749.35400390625
14,14.0,1474472145819.0,1.5119383335113523,5.157110691070557,7.781754016876223,9.457137187514226,1004.3300170898438,1.664142370223999,8.42830753326416,4.7291259765625,0.03390302136540413,-0.011301007121801376,-0.07483099400997162,-0.15220403671264648,-3.2711968421936035,3.0526280403137207,-212.63800048828125,-174.18600463867188,-749.6929931640625
15,15.0,1474472145919.0,1.5119383335113523,5.157110691070557,7.781754016876223,9.457137187514226,1004.3300170898438,1.664142370223999,8.42830753326416,4.7291259765625,0.026572637259960168,0.01160643994808197,-0.057726766914129264,-0.15220403671264648,-3.2711968421936035,3.0526280403137207,-212.63800048828125,-174.18600463867188,-749.6929931640625
16,16.0,1474472146019.0,1.4359225034713743,5.0876784324646,7.793126583099365,9.41696167605831,1004.260009765625,1.6478631496429443,8.485042572021483,4.63238525390625,0.018325956538319588,-0.013133603148162363,-0.06475171446800232,-0.21194064617156985,-3.3973641395568848,3.1607413291931152,-212.63800048828125,-174.18600463867188,-749.6929931640625
17,17.0,1474472146119.0,1.4359225034713743,5.0876784324646,7.793126583099365,9.41696167605831,1004.260009765625,1.6478631496429443,8.485042572021483,4.63238525390625,0.03298672288656235,0.008857546374201775,-0.07483099400997162,-0.21194064617156985,-3.3973641395568848,3.1607413291931152,-212.63800048828125,-174.18600463867188,-749.6929931640625
18,18.0,1474472146219.0,1.5047557353973389,5.106832027435303,7.739855766296388,9.394114671576114,1004.260009765625,1.632617473602295,8.539246559143066,4.5372047424316415,0.024129176512360573,-0.010995574295520779,-0.0656680166721344,-0.12786173820495605,-3.4324145317077637,3.202651023864746,-212.63800048828125,-174.18600463867188,-749.6929931640625
19,19.0,1474472146319.0,1.5047557353973389,5.106832027435303,7.739855766296388,9.394114671576114,1004.260009765625,1.632617473602295,8.539246559143066,4.5372047424316415,0.03481931984424591,-0.018020525574684143,-0.04642575979232788,-0.12786173820495605,-3.4324145317077637,3.202651023864746,-212.63800048828125,-174.18600463867188,-749.6929931640625
20,10.0,1474472145419.0,1.4646528959274292,5.098452568054199,7.878719329833983,9.498086384769657,1004.3200073242188,1.6662005186080933,8.241971969604492,5.0461931228637695,0.041233405470848083,-0.03298672288656235,-0.05497787147760391,-0.20154762268066406,-3.143519401550293,2.832526206970215,-212.3179931640625,-174.52200317382812,-749.35400390625
21,11.0,1474472145519.0,1.4299370050430298,5.102043628692627,7.814674377441406,9.441647348472284,1004.3300170898438,1.6560378074645996,8.307181358337402,4.941524028778076,0.04703662544488907,-0.019547687843441963,-0.05314527451992035,-0.22610080242156985,-3.2051377296447754,2.87315034866333,-212.3179931640625,-174.52200317382812,-749.35400390625
22,12.0,1474472145619.0,1.4299370050430298,5.102043628692627,7.814674377441406,9.441647348472284,1004.3300170898438,1.6560378074645996,8.307181358337402,4.941524028778076,0.03023782931268215,-0.024129176512360573,-0.056810468435287476,-0.22610080242156985,-3.2051377296447754,2.87315034866333,-212.3179931640625,-174.52200317382812,-749.35400390625
23,13.0,1474472145719.0,1.4209587574005127,5.064933776855469,7.803900241851807,9.411351493751539,1004.3099975585938,1.6539311408996582,8.367936134338379,4.838651180267334,0.04734205827116966,-0.012217304669320585,-0.04520402848720551,-0.2329723834991455,-3.30300235748291,2.9652490615844727,-212.63800048828125,-174.18600463867188,-749.35400390625
24,14.0,1474472145819.0,1.5119383335113523,5.157110691070557,7.781754016876223,9.457137187514226,1004.3300170898438,1.664142370223999,8.42830753326416,4.7291259765625,0.03390302136540413,-0.011301007121801376,-0.07483099400997162,-0.15220403671264648,-3.2711968421936035,3.0526280403137207,-212.63800048828125,-174.18600463867188,-749.6929931640625
