,Unnamed: 0,timestamp,mx,my,mz,mAc
0,0.0,5000.0,-17.76,-0.29,23.51,ACCURACY_VERYGOOD
1,1.0,5100.0,-17.76,-0.29,23.51,ACCURACY_VERYGOOD
2,2.0,5200.0,-17.76,0.29,23.76,ACCURACY_VERYGOOD
3,3.0,5300.0,-18.42,1.86,23.45,ACCURACY_VERYGOOD
4,4.0,5400.0,-17.03,0.71,24.6,ACCURACY_VERYGOOD
5,5.0,5500.0,-17.03,-0.71,24.77,ACCURACY_VERYGOOD
6,6.0,5600.0,-17.03,-1.13,23.93,ACCURACY_VERYGOOD
7,7.0,5700.0,-18.47,0.35,25.85,ACCURACY_VERYGOOD
8,8.0,5800.0,-16.37,0.35,25.85,ACCURACY_VERYGOOD
9,9.0,5900.0,-17.03,-0.23,25.61,ACCURACY_VERYGOOD
10,10.0,6000.0,-16.37,0.53,25.19,ACCURACY_VERYGOOD
11,11.0,6100.0,-17.76,-0.29,23.51,ACCURACY_VERYGOOD
12,12.0,6200.0,-14.93,0.29,23.76,ACCURACY_VERYGOOD
13,13.0,6300.0,-15.65,0.35,25.85,ACCURACY_VERYGOOD
14,14.0,6400.0,-16.37,0.53,23.03,ACCURACY_VERYGOOD
15,15.0,6500.0,-17.03,0.53,23.03,ACCURACY_VERYGOOD
16,16.0,6600.0,-15.65,-0.71,24.77,ACCURACY_VERYGOOD
17,17.0,6700.0,-17.03,0.11,24.35,ACCURACY_VERYGOOD
18,18.0,6800.0,-17.03,0.95,23.93,ACCURACY_VERYGOOD
19,19.0,6900.0,-17.03,-0.29,23.51,ACCURACY_VERYGOOD
20,10.0,6000.0,-16.37,0.53,25.19,ACCURACY_VERYGOOD
21,11.0,6100.0,-17.76,-0.29,23.51,ACCURACY_VERYGOOD
22,12.0,6200.0,-14.93,0.29,23.76,ACCURACY_VERYGOOD
23,13.0,6300.0,-15.65,0.35,25.85,ACCURACY_VERYGOOD
24,14.0,6400.0,-16.37,0.53,23.03,ACCURACY_VERYGOOD
25,15.0,6500.0,-17.03,0.53,23.03,ACCURACY_VERYGOOD
26,16.0,6600.0,-15.65,-0.71,24.77,ACCURACY_VERYGOOD
27,17.0,6700.0,-17.03,0.11,24.35,ACCURACY_VERYGOOD
28,18.0,6800.0,-17.03,0.95,23.93,ACCURACY_VERYGOOD
29,19.0,6900.0,-17.03,-0.29,23.51,ACCURACY_VERYGOOD
30,20.0,7000.0,-17.76,-0.47,26.34,ACCURACY_VERYGOOD
31,21.0,7100.0,-16.37,-0.95,23.34,ACCURACY_VERYGOOD
32,22.0,7200.0,-17.76,0.11,24.35,ACCURACY_VERYGOOD
33,23.0,7300.0,-17.76,-1.55,25.19,ACCURACY_VERYGOOD
34,24.0,7400.0,-17.76,-0.95,23.34,ACCURACY_VERYGOOD
35,25.0,7500.0,-17.76,-2.46,25.68,ACCURACY_VERYGOOD
36,26.0,7600.0,-18.47,-1.55,25.19,ACCURACY_VERYGOOD
37,27.0,7700.0,-17.76,0.71,24.6,ACCURACY_VERYGOOD
38,28.0,7800.0,-17.03,-0.89,25.37,ACCURACY_VERYGOOD
39,29.0,7900.0,-16.37,-1.13,23.93,ACCURACY_VERYGOOD
40,20.0,7000.0,-17.76,-0.47,26.34,ACCURACY_VERYGOOD
41,21.0,7100.0,-16.37,-0.95,23.34,ACCURACY_VERYGOOD
42,22.0,7200.0,-17.76,0.11,24.35,ACCURACY_VERYGOOD
43,23.0,7300.0,-17.76,-1.55,25.19,ACCURACY_VERYGOOD
44,24.0,7400.0,-17.76,-0.95,23.34,ACCURACY_VERYGOOD
45,25.0,7500.0,-17.76,-2.46,25.68,ACCURACY_VERYGOOD
46,26.0,7600.0,-18.47,-1.55,25.19,ACCURACY_VERYGOOD
47,27.0,7700.0,-17.76,0.71,24.6,ACCURACY_VERYGOOD
48,28.0,7800.0,-17.03,-0.89,25.37,ACCURACY_VERYGOOD
49,29.0,7900.0,-16.37,-1.13,23.93,ACCURACY_VERYGOOD
50,30.0,8000.0,-18.47,-1.31,24.6,ACCURACY_VERYGOOD
51,31.0,8100.0,-19.85,-1.79,23.69,ACCURACY_VERYGOOD
52,32.0,8200.0,-19.85,-3.77,25.26,ACCURACY_VERYGOOD
53,33.0,8300.0,-19.13,-0.05,25.01,ACCURACY_VERYGOOD
54,34.0,8400.0,-17.76,-0.05,25.01,ACCURACY_VERYGOOD
55,35.0,8500.0,-19.13,-2.46,25.68,ACCURACY_VERYGOOD
56,36.0,8600.0,-18.47,-1.55,25.19,ACCURACY_VERYGOOD
57,37.0,8700.0,-17.76,-2.46,25.68,ACCURACY_VERYGOOD
58,38.0,8800.0,-18.47,-2.46,25.68,ACCURACY_VERYGOOD
59,39.0,8900.0,-18.47,-1.13,23.93,ACCURACY_VERYGOOD
60,30.0,8000.0,-18.47,-1.31,24.6,ACCURACY_VERYGOOD
61,31.0,8100.0,-19.85,-1.79,23.69,ACCURACY_VERYGOOD
62,32.0,8200.0,-19.85,-3.77,25.26,ACCURACY_VERYGOOD
63,33.0,8300.0,-19.13,-0.05,25.01,ACCURACY_VERYGOOD
64,34.0,8400.0,-17.76,-0.05,25.01,ACCURACY_VERYGOOD
65,35.0,8500.0,-19.13,-2.46,25.68,ACCURACY_VERYGOOD
66,36.0,8600.0,-18.47,-1.55,25.19,ACCURACY_VERYGOOD
67,37.0,8700.0,-17.76,-2.46,25.68,ACCURACY_VERYGOOD
68,38.0,8800.0,-18.47,-2.46,25.68,ACCURACY_VERYGOOD
69,39.0,8900.0,-18.47,-1.13,23.93,ACCURACY_VERYGOOD
70,40.0,9000.0,-19.85,-3.48,26.69,ACCURACY_VERYGOOD
71,41.0,9100.0,-19.13,-0.89,25.37,ACCURACY_VERYGOOD
72,42.0,9200.0,-18.47,-1.74,25.85,ACCURACY_VERYGOOD
73,43.0,9300.0,-17.76,-2.46,25.68,ACCURACY_VERYGOOD
74,44.0,9400.0,-16.37,-2.63,26.27,ACCURACY_VERYGOOD
75,45.0,9500.0,-18.47,-2.63,26.27,ACCURACY_VERYGOOD
76,46.0,9600.0,-17.03,-1.74,25.85,ACCURACY_VERYGOOD
77,47.0,9700.0,-17.76,-2.46,25.68,ACCURACY_VERYGOOD
78,48.0,9800.0,-18.47,-3.29,26.09,ACCURACY_VERYGOOD
79,49.0,9900.0,-19.85,-2.15,27.11,ACCURACY_VERYGOOD
80,40.0,9000.0,-19.85,-3.48,26.69,ACCURACY_VERYGOOD
81,41.0,9100.0,-19.13,-0.89,25.37,ACCURACY_VERYGOOD
82,42.0,9200.0,-18.47,-1.74,25.85,ACCURACY_VERYGOOD
83,43.0,9300.0,-17.76,-2.46,25.68,ACCURACY_VERYGOOD
84,44.0,9400.0,-16.37,-2.63,26.27,ACCURACY_VERYGOOD
85,45.0,9500.0,-18.47,-2.63,26.27,ACCURACY_VERYGOOD
86,46.0,9600.0,-17.03,-1.74,25.85,ACCURACY_VERYGOOD
87,47.0,9700.0,-17.76,-2.46,25.68,ACCURACY_VERYGOOD
88,48.0,9800.0,-18.47,-3.29,26.09,ACCURACY_VERYGOOD
89,49.0,9900.0,-19.85,-2.15,27.11,ACCURACY_VERYGOOD
90,50.0,10000.0,-18.47,-2.87,26.93,ACCURACY_VERYGOOD
