,Unnamed: 0,timestamp,ax,ay,az,acc_magnitude,gx,gy,gz,light,pressure,mx,my,mz,mAc,uv
10,10.0,1474472145419.0,1.7898313999176023,-8.781659126281737,-3.649054527282715,9.676602316589268,-0.122079998254776,3.1130399703979488,2.014319896697998,42.0,1006.66,26.45,13.67,25.01,ACCURACY_BAD,0.0
11,11.0,1474472145519.0,1.7898313999176023,-8.781659126281737,-3.649054527282715,9.676602316589268,-0.122079998254776,3.1130399703979488,2.014319896697998,42.0,1006.66,27.84,12.77,25.37,ACCURACY_BAD,0.0
12,12.0,1474472145619.0,1.7898313999176023,-8.781659126281737,-3.649054527282715,9.676602316589268,-0.122079998254776,3.1130399703979488,2.014319896697998,42.0,1006.66,27.18,14.34,25.19,ACCURACY_BAD,0.0
13,13.0,1474472145719.0,1.7802598476409912,-8.762516975402832,-3.5365920066833496,9.615534924853744,-1.6480799913406372,-0.3051999807357788,1.8922399282455444,42.0,1006.66,27.18,14.34,25.19,ACCURACY_BAD,0.0
14,14.0,1474472145819.0,1.7802598476409912,-8.762516975402832,-3.5365920066833496,9.615534924853744,-1.6480799913406372,-0.3051999807357788,1.8922399282455444,41.0,1006.65,26.45,14.34,25.19,ACCURACY_BAD,0.0
15,15.0,1474472145919.0,2.057827472686768,-8.666803359985353,-3.9074790477752686,9.727102697967187,-5.4325599670410165,-1.0987199544906616,3.1740798950195312,41.0,1006.65,26.45,14.34,25.19,ACCURACY_BAD,0.0
16,16.0,1474472146019.0,2.057827472686768,-8.666803359985353,-3.9074790477752686,9.727102697967187,-5.4325599670410165,-1.0987199544906616,3.1740798950195312,43.0,1006.64,27.84,14.75,23.87,ACCURACY_BAD,0.0
17,17.0,1474472146119.0,2.057827472686768,-8.666803359985353,-3.9074790477752686,9.727102697967187,-5.4325599670410165,-1.0987199544906616,3.1740798950195312,43.0,1006.64,27.18,12.84,27.53,ACCURACY_BAD,0.0
18,18.0,1474472146219.0,2.115255117416382,-8.477770805358888,-3.6059837341308594,9.45251398998002,-5.92087984085083,-5.798799991607666,2.2584800720214844,46.0,1006.65,28.55,15.47,26.27,ACCURACY_BAD,0.0
19,19.0,1474472146319.0,2.115255117416382,-8.477770805358888,-3.6059837341308594,9.45251398998002,-5.92087984085083,-5.798799991607666,2.2584800720214844,46.0,1006.65,28.55,16.07,26.45,ACCURACY_BAD,0.0
20,10.0,1474472145419.0,1.7898313999176023,-8.781659126281737,-3.649054527282715,9.676602316589268,-0.122079998254776,3.1130399703979488,2.014319896697998,42.0,1006.66,26.45,13.67,25.01,ACCURACY_BAD,0.0
21,11.0,1474472145519.0,1.7898313999176023,-8.781659126281737,-3.649054527282715,9.676602316589268,-0.122079998254776,3.1130399703979488,2.014319896697998,42.0,1006.66,27.84,12.77,25.37,ACCURACY_BAD,0.0
22,12.0,1474472145619.0,1.7898313999176023,-8.781659126281737,-3.649054527282715,9.676602316589268,-0.122079998254776,3.1130399703979488,2.014319896697998,42.0,1006.66,27.18,14.34,25.19,ACCURACY_BAD,0.0
23,13.0,1474472145719.0,1.7802598476409912,-8.762516975402832,-3.5365920066833496,9.615534924853744,-1.6480799913406372,-0.3051999807357788,1.8922399282455444,42.0,1006.66,27.18,14.34,25.19,ACCURACY_BAD,0.0
24,14.0,1474472145819.0,1.7802598476409912,-8.762516975402832,-3.5365920066833496,9.615534924853744,-1.6480799913406372,-0.3051999807357788,1.8922399282455444,41.0,1006.65,26.45,14.34,25.19,ACCURACY_BAD,0.0
25,15.0,1474472145919.0,2.057827472686768,-8.666803359985353,-3.9074790477752686,9.727102697967187,-5.4325599670410165,-1.0987199544906616,3.1740798950195312,41.0,1006.65,26.45,14.34,25.19,ACCURACY_BAD,0.0
26,16.0,1474472146019.0,2.057827472686768,-8.666803359985353,-3.9074790477752686,9.727102697967187,-5.4325599670410165,-1.0987199544906616,3.1740798950195312,43.0,1006.64,27.84,14.75,23.87,ACCURACY_BAD,0.0
27,17.0,1474472146119.0,2.057827472686768,-8.666803359985353,-3.9074790477752686,9.727102697967187,-5.4325599670410165,-1.0987199544906616,3.1740798950195312,43.0,1006.64,27.18,12.84,27.53,ACCURACY_BAD,0.0
28,18.0,1474472146219.0,2.115255117416382,-8.477770805358888,-3.6059837341308594,9.45251398998002,-5.92087984085083,-5.798799991607666,2.2584800720214844,46.0,1006.65,28.55,15.47,26.27,ACCURACY_BAD,0.0
29,19.0,1474472146319.0,2.115255117416382,-8.477770805358888,-3.6059837341308594,9.45251398998002,-5.92087984085083,-5.798799991607666,2.2584800720214844,46.0,1006.65,28.55,16.07,26.45,ACCURACY_BAD,0.0
30,20.0,1474472146419.0,2.368894338607788,-8.250452041625978,-3.933800458908081,9.44226695921926,-4.150720119476318,-1.6480799913406372,2.3805599212646484,46.0,1006.65,25.79,15.65,25.61,ACCURACY_BAD,0.0
31,21.0,1474472146519.0,2.368894338607788,-8.250452041625978,-3.933800458908081,9.44226695921926,-4.150720119476318,-1.6480799913406372,2.3805599212646484,46.0,1006.65,27.18,15.23,26.87,ACCURACY_BAD,0.0
32,22.0,1474472146619.0,2.1535403728485107,-8.511269569396973,-3.902693748474121,9.607833487046411,-8.423520088195799,-1.7701599597930908,0.366239994764328,46.0,1006.66,25.79,15.05,29.63,ACCURACY_BAD,0.0
33,23.0,1474472146719.0,2.1535403728485107,-8.511269569396973,-3.902693748474121,9.607833487046411,-8.423520088195799,-1.7701599597930908,0.366239994764328,46.0,1006.66,26.45,16.13,28.61,ACCURACY_BAD,0.0
34,24.0,1474472146819.0,2.1535403728485107,-8.511269569396973,-3.902693748474121,9.607833487046411,-8.423520088195799,-1.7701599597930908,0.366239994764328,50.0,1006.65,27.18,14.63,28.85,ACCURACY_BAD,0.0
35,25.0,1474472146919.0,2.306681156158448,-8.391629219055176,-4.230510234832764,9.676643826932033,-1.1597599983215332,1.8312000036239624,3.1130399703979488,50.0,1006.65,27.18,15.47,28.43,ACCURACY_BAD,0.0
36,26.0,1474472147019.0,2.306681156158448,-8.391629219055176,-4.230510234832764,9.676643826932033,-1.1597599983215332,1.8312000036239624,3.1130399703979488,51.0,1006.65,25.07,16.97,28.13,ACCURACY_BAD,0.0
37,27.0,1474472147119.0,2.2779672145843506,-8.324630737304688,-4.295116424560547,9.64036496423911,1.4649599790573118,0.366239994764328,0.5493599772453308,51.0,1006.65,26.45,15.47,28.43,ACCURACY_BAD,0.0
38,28.0,1474472147219.0,2.2779672145843506,-8.324630737304688,-4.295116424560547,9.64036496423911,1.4649599790573118,0.366239994764328,0.5493599772453308,51.0,1006.65,27.84,14.15,27.95,ACCURACY_BAD,0.0
39,29.0,1474472147319.0,2.364108800888061,-8.264809608459473,-4.371686935424806,9.644051791020427,1.5870399475097656,-2.1363999843597408,-2.624719858169556,51.0,1006.65,28.55,14.15,27.95,ACCURACY_BAD,0.0
40,20.0,1474472146419.0,2.368894338607788,-8.250452041625978,-3.933800458908081,9.44226695921926,-4.150720119476318,-1.6480799913406372,2.3805599212646484,46.0,1006.65,25.79,15.65,25.61,ACCURACY_BAD,0.0
41,21.0,1474472146519.0,2.368894338607788,-8.250452041625978,-3.933800458908081,9.44226695921926,-4.150720119476318,-1.6480799913406372,2.3805599212646484,46.0,1006.65,27.18,15.23,26.87,ACCURACY_BAD,0.0
42,22.0,1474472146619.0,2.1535403728485107,-8.511269569396973,-3.902693748474121,9.607833487046411,-8.423520088195799,-1.7701599597930908,0.366239994764328,46.0,1006.66,25.79,15.05,29.63,ACCURACY_BAD,0.0
43,23.0,1474472146719.0,2.1535403728485107,-8.511269569396973,-3.902693748474121,9.607833487046411,-8.423520088195799,-1.7701599597930908,0.366239994764328,46.0,1006.66,26.45,16.13,28.61,ACCURACY_BAD,0.0
44,24.0,1474472146819.0,2.1535403728485107,-8.511269569396973,-3.902693748474121,9.607833487046411,-8.423520088195799,-1.7701599597930908,0.366239994764328,50.0,1006.65,27.18,14.63,28.85,ACCURACY_BAD,0.0
45,25.0,1474472146919.0,2.306681156158448,-8.391629219055176,-4.230510234832764,9.676643826932033,-1.1597599983215332,1.8312000036239624,3.1130399703979488,50.0,1006.65,27.18,15.47,28.43,ACCURACY_BAD,0.0
46,26.0,1474472147019.0,2.306681156158448,-8.391629219055176,-4.230510234832764,9.676643826932033,-1.1597599983215332,1.8312000036239624,3.1130399703979488,51.0,1006.65,25.07,16.97,28.13,ACCURACY_BAD,0.0
47,27.0,1474472147119.0,2.2779672145843506,-8.324630737304688,-4.295116424560547,9.64036496423911,1.4649599790573118,0.366239994764328,0.5493599772453308,51.0,1006.65,26.45,15.47,28.43,ACCURACY_BAD,0.0
48,28.0,1474472147219.0,2.2779672145843506,-8.324630737304688,-4.295116424560547,9.64036496423911,1.4649599790573118,0.366239994764328,0.5493599772453308,51.0,1006.65,27.84,14.15,27.95,ACCURACY_BAD,0.0
49,29.0,1474472147319.0,2.364108800888061,-8.264809608459473,-4.371686935424806,9.644051791020427,1.5870399475097656,-2.1363999843597408,-2.624719858169556,51.0,1006.65,28.55,14.15,27.95,ACCURACY_BAD,0.0
50,30.0,1474472147419.0,2.364108800888061,-8.264809608459473,-4.371686935424806,9.644051791020427,1.5870399475097656,-2.1363999843597408,-2.624719858169556,50.0,1006.65,27.18,16.97,28.13,ACCURACY_BAD,0.0
51,31.0,1474472147519.0,2.364108800888061,-8.264809608459473,-4.371686935424806,9.644051791020427,1.5870399475097656,-2.1363999843597408,-2.624719858169556,50.0,1006.65,27.84,14.63,28.85,ACCURACY_BAD,0.0
52,32.0,1474472147619.0,2.2013967037200928,-8.444271087646483,-4.177868366241455,9.675042415124238,2.1363999843597408,1.0376800298690796,2.685760021209717,48.0,1006.65,25.79,16.07,26.45,ACCURACY_BAD,0.0
53,33.0,1474472147719.0,2.2013967037200928,-8.444271087646483,-4.177868366241455,9.675042415124238,2.1363999843597408,1.0376800298690796,2.685760021209717,48.0,1006.65,27.18,15.23,26.87,ACCURACY_BAD,0.0
54,34.0,1474472147819.0,2.2875385284423837,-8.372486114501951,-4.426721572875977,9.743060101446664,-1.953279972076416,0.6103999614715576,0.4272800087928772,50.0,1006.66,26.45,15.96,29.27,ACCURACY_BAD,0.0
55,35.0,1474472147919.0,2.2875385284423837,-8.372486114501951,-4.426721572875977,9.743060101446664,-1.953279972076416,0.6103999614715576,0.4272800087928772,50.0,1006.66,27.18,15.47,28.43,ACCURACY_BAD,0.0
56,36.0,1474472148019.0,2.2875385284423837,-8.372486114501951,-4.426721572875977,9.743060101446664,-1.953279972076416,0.6103999614715576,0.4272800087928772,51.0,1006.66,25.79,15.89,27.11,ACCURACY_BAD,0.0
57,37.0,1474472148119.0,2.249253273010254,-8.465806007385254,-4.3070807456970215,9.761145229468804,2.746799945831299,2.1974399089813232,0.7935199737548828,51.0,1006.66,26.45,16.13,28.61,ACCURACY_BAD,0.0
58,38.0,1474472148219.0,2.249253273010254,-8.465806007385254,-4.3070807456970215,9.761145229468804,2.746799945831299,2.1974399089813232,0.7935199737548828,51.0,1006.67,26.45,15.65,27.71,ACCURACY_BAD,0.0
59,39.0,1474472148319.0,1.8233308792114256,-8.102097511291504,-4.00319242477417,9.219222807120524,8.667679786682129,0.9156000018119812,-4.700079917907715,51.0,1006.67,25.79,15.89,27.11,ACCURACY_BAD,0.0
60,30.0,1474472147419.0,2.364108800888061,-8.264809608459473,-4.371686935424806,9.644051791020427,1.5870399475097656,-2.1363999843597408,-2.624719858169556,50.0,1006.65,27.18,16.97,28.13,ACCURACY_BAD,0.0
61,31.0,1474472147519.0,2.364108800888061,-8.264809608459473,-4.371686935424806,9.644051791020427,1.5870399475097656,-2.1363999843597408,-2.624719858169556,50.0,1006.65,27.84,14.63,28.85,ACCURACY_BAD,0.0
62,32.0,1474472147619.0,2.2013967037200928,-8.444271087646483,-4.177868366241455,9.675042415124238,2.1363999843597408,1.0376800298690796,2.685760021209717,48.0,1006.65,25.79,16.07,26.45,ACCURACY_BAD,0.0
63,33.0,1474472147719.0,2.2013967037200928,-8.444271087646483,-4.177868366241455,9.675042415124238,2.1363999843597408,1.0376800298690796,2.685760021209717,48.0,1006.65,27.18,15.23,26.87,ACCURACY_BAD,0.0
64,34.0,1474472147819.0,2.2875385284423837,-8.372486114501951,-4.426721572875977,9.743060101446664,-1.953279972076416,0.6103999614715576,0.4272800087928772,50.0,1006.66,26.45,15.96,29.27,ACCURACY_BAD,0.0
65,35.0,1474472147919.0,2.2875385284423837,-8.372486114501951,-4.426721572875977,9.743060101446664,-1.953279972076416,0.6103999614715576,0.4272800087928772,50.0,1006.66,27.18,15.47,28.43,ACCURACY_BAD,0.0
66,36.0,1474472148019.0,2.2875385284423837,-8.372486114501951,-4.426721572875977,9.743060101446664,-1.953279972076416,0.6103999614715576,0.4272800087928772,51.0,1006.66,25.79,15.89,27.11,ACCURACY_BAD,0.0
67,37.0,1474472148119.0,2.249253273010254,-8.465806007385254,-4.3070807456970215,9.761145229468804,2.746799945831299,2.1974399089813232,0.7935199737548828,51.0,1006.66,26.45,16.13,28.61,ACCURACY_BAD,0.0
68,38.0,1474472148219.0,2.249253273010254,-8.465806007385254,-4.3070807456970215,9.761145229468804,2.746799945831299,2.1974399089813232,0.7935199737548828,51.0,1006.67,26.45,15.65,27.71,ACCURACY_BAD,0.0
69,39.0,1474472148319.0,1.8233308792114256,-8.102097511291504,-4.00319242477417,9.219222807120524,8.667679786682129,0.9156000018119812,-4.700079917907715,51.0,1006.67,25.79,15.89,27.11,ACCURACY_BAD,0.0
70,40.0,1474472148419.0,1.8233308792114256,-8.102097511291504,-4.00319242477417,9.219222807120524,8.667679786682129,0.9156000018119812,-4.700079917907715,46.0,1006.66,27.18,13.31,28.37,ACCURACY_BAD,0.0
71,41.0,1474472148519.0,1.674975872039795,-9.595218658447266,-1.6701902151107788,9.882474418382364,3.1130399703979488,-4.3338398933410645,1.7091200351715088,46.0,1006.66,26.45,10.07,31.55,ACCURACY_BAD,0.0
72,42.0,1474472148619.0,1.674975872039795,-9.595218658447266,-1.6701902151107788,9.882474418382364,3.1130399703979488,-4.3338398933410645,1.7091200351715088,28.0,1006.66,26.45,11.75,28.61,ACCURACY_BAD,0.0
73,43.0,1474472148719.0,1.674975872039795,-9.595218658447266,-1.6701902151107788,9.882474418382364,3.1130399703979488,-4.3338398933410645,1.7091200351715088,28.0,1006.66,26.45,11.51,29.21,ACCURACY_BAD,0.0
74,44.0,1474472148819.0,1.6989041566848757,-9.30329418182373,-2.076970100402832,9.682528738151195,11.53656005859375,-6.958559989929199,0.366239994764328,23.0,1006.66,25.79,12.0,30.11,ACCURACY_BAD,0.0
75,45.0,1474472148919.0,1.6989041566848757,-9.30329418182373,-2.076970100402832,9.682528738151195,11.53656005859375,-6.958559989929199,0.366239994764328,23.0,1006.66,25.07,11.34,29.87,ACCURACY_BAD,0.0
76,46.0,1474472149019.0,1.919043779373169,-9.370293617248537,-1.6510475873947144,9.70623972692007,-5.066319942474365,-1.4039199352264404,5.310480117797852,23.0,1006.66,25.07,10.5,30.29,ACCURACY_BAD,0.0
77,47.0,1474472149119.0,1.919043779373169,-9.370293617248537,-1.6510475873947144,9.70623972692007,-5.066319942474365,-1.4039199352264404,5.310480117797852,23.0,1006.66,25.79,10.5,30.29,ACCURACY_BAD,0.0
78,48.0,1474472149219.0,1.919043779373169,-9.370293617248537,-1.6510475873947144,9.70623972692007,-5.066319942474365,-1.4039199352264404,5.310480117797852,23.0,1006.65,25.07,12.59,28.19,ACCURACY_BAD,0.0
79,49.0,1474472149319.0,2.115255117416382,-9.34875774383545,-1.7802598476409912,9.748994855358278,-5.371520042419434,3.0520000457763667,3.4792799949646,23.0,1006.65,25.07,12.59,28.19,ACCURACY_BAD,0.0
80,40.0,1474472148419.0,1.8233308792114256,-8.102097511291504,-4.00319242477417,9.219222807120524,8.667679786682129,0.9156000018119812,-4.700079917907715,46.0,1006.66,27.18,13.31,28.37,ACCURACY_BAD,0.0
81,41.0,1474472148519.0,1.674975872039795,-9.595218658447266,-1.6701902151107788,9.882474418382364,3.1130399703979488,-4.3338398933410645,1.7091200351715088,46.0,1006.66,26.45,10.07,31.55,ACCURACY_BAD,0.0
82,42.0,1474472148619.0,1.674975872039795,-9.595218658447266,-1.6701902151107788,9.882474418382364,3.1130399703979488,-4.3338398933410645,1.7091200351715088,28.0,1006.66,26.45,11.75,28.61,ACCURACY_BAD,0.0
83,43.0,1474472148719.0,1.674975872039795,-9.595218658447266,-1.6701902151107788,9.882474418382364,3.1130399703979488,-4.3338398933410645,1.7091200351715088,28.0,1006.66,26.45,11.51,29.21,ACCURACY_BAD,0.0
84,44.0,1474472148819.0,1.6989041566848757,-9.30329418182373,-2.076970100402832,9.682528738151195,11.53656005859375,-6.958559989929199,0.366239994764328,23.0,1006.66,25.79,12.0,30.11,ACCURACY_BAD,0.0
85,45.0,1474472148919.0,1.6989041566848757,-9.30329418182373,-2.076970100402832,9.682528738151195,11.53656005859375,-6.958559989929199,0.366239994764328,23.0,1006.66,25.07,11.34,29.87,ACCURACY_BAD,0.0
86,46.0,1474472149019.0,1.919043779373169,-9.370293617248537,-1.6510475873947144,9.70623972692007,-5.066319942474365,-1.4039199352264404,5.310480117797852,23.0,1006.66,25.07,10.5,30.29,ACCURACY_BAD,0.0
87,47.0,1474472149119.0,1.919043779373169,-9.370293617248537,-1.6510475873947144,9.70623972692007,-5.066319942474365,-1.4039199352264404,5.310480117797852,23.0,1006.66,25.79,10.5,30.29,ACCURACY_BAD,0.0
88,48.0,1474472149219.0,1.919043779373169,-9.370293617248537,-1.6510475873947144,9.70623972692007,-5.066319942474365,-1.4039199352264404,5.310480117797852,23.0,1006.65,25.07,12.59,28.19,ACCURACY_BAD,0.0
89,49.0,1474472149319.0,2.115255117416382,-9.34875774383545,-1.7802598476409912,9.748994855358278,-5.371520042419434,3.0520000457763667,3.4792799949646,23.0,1006.65,25.07,12.59,28.19,ACCURACY_BAD,0.0
90,50.0,1474472149419.0,2.115255117416382,-9.34875774383545,-1.7802598476409912,9.748994855358278,-5.371520042419434,3.0520000457763667,3.4792799949646,22.0,1006.65,25.79,11.09,28.37,ACCURACY_BAD,0.0
91,51.0,1474472149519.0,2.062613010406494,-9.236295700073242,-2.232503652572632,9.723559186256836,-11.10927963256836,9.644319534301758,1.2207999229431152,22.0,1006.65,25.07,13.73,29.21,ACCURACY_BAD,0.0
92,52.0,1474472149619.0,2.062613010406494,-9.236295700073242,-2.232503652572632,9.723559186256836,-11.10927963256836,9.644319534301758,1.2207999229431152,24.0,1006.66,26.45,13.07,29.03,ACCURACY_BAD,0.0
93,53.0,1474472149719.0,2.062613010406494,-9.236295700073242,-2.232503652572632,9.723559186256836,-11.10927963256836,9.644319534301758,1.2207999229431152,24.0,1006.66,25.07,13.07,26.87,ACCURACY_BAD,0.0
94,54.0,1474472149819.0,2.187039852142334,-9.20997428894043,-2.596212387084961,9.81565527495011,-8.179359436035156,0.976639986038208,4.516960144042969,26.0,1006.66,27.18,14.15,27.95,ACCURACY_BAD,0.0
95,55.0,1474472149919.0,2.187039852142334,-9.20997428894043,-2.596212387084961,9.81565527495011,-8.179359436035156,0.976639986038208,4.516960144042969,26.0,1006.66,26.45,12.42,28.79,ACCURACY_BAD,0.0
96,56.0,1474472150019.0,2.344966173171997,-9.140583038330078,-2.557927370071411,9.777122125885963,0.5493599772453308,-3.3571999073028564,0.5493599772453308,28.0,1006.67,25.07,11.51,29.21,ACCURACY_BAD,0.0
97,57.0,1474472150119.0,2.344966173171997,-9.140583038330078,-2.557927370071411,9.777122125885963,0.5493599772453308,-3.3571999073028564,0.5493599772453308,28.0,1006.67,26.45,13.92,28.61,ACCURACY_BAD,0.0
98,58.0,1474472150219.0,2.344966173171997,-9.140583038330078,-2.557927370071411,9.777122125885963,0.5493599772453308,-3.3571999073028564,0.5493599772453308,29.0,1006.68,25.79,12.42,28.79,ACCURACY_BAD,0.0
99,59.0,1474472150319.0,2.383251428604126,-9.099905014038086,-2.7804601192474365,9.809134371145324,-4.028639793395996,2.014319896697998,-1.8922399282455444,29.0,1006.68,24.35,13.07,26.87,ACCURACY_BAD,0.0
100,50.0,1474472149419.0,2.115255117416382,-9.34875774383545,-1.7802598476409912,9.748994855358278,-5.371520042419434,3.0520000457763667,3.4792799949646,22.0,1006.65,25.79,11.09,28.37,ACCURACY_BAD,0.0
101,51.0,1474472149519.0,2.062613010406494,-9.236295700073242,-2.232503652572632,9.723559186256836,-11.10927963256836,9.644319534301758,1.2207999229431152,22.0,1006.65,25.07,13.73,29.21,ACCURACY_BAD,0.0
102,52.0,1474472149619.0,2.062613010406494,-9.236295700073242,-2.232503652572632,9.723559186256836,-11.10927963256836,9.644319534301758,1.2207999229431152,24.0,1006.66,26.45,13.07,29.03,ACCURACY_BAD,0.0
103,53.0,1474472149719.0,2.062613010406494,-9.236295700073242,-2.232503652572632,9.723559186256836,-11.10927963256836,9.644319534301758,1.2207999229431152,24.0,1006.66,25.07,13.07,26.87,ACCURACY_BAD,0.0
104,54.0,1474472149819.0,2.187039852142334,-9.20997428894043,-2.596212387084961,9.81565527495011,-8.179359436035156,0.976639986038208,4.516960144042969,26.0,1006.66,27.18,14.15,27.95,ACCURACY_BAD,0.0
105,55.0,1474472149919.0,2.187039852142334,-9.20997428894043,-2.596212387084961,9.81565527495011,-8.179359436035156,0.976639986038208,4.516960144042969,26.0,1006.66,26.45,12.42,28.79,ACCURACY_BAD,0.0
106,56.0,1474472150019.0,2.344966173171997,-9.140583038330078,-2.557927370071411,9.777122125885963,0.5493599772453308,-3.3571999073028564,0.5493599772453308,28.0,1006.67,25.07,11.51,29.21,ACCURACY_BAD,0.0
107,57.0,1474472150119.0,2.344966173171997,-9.140583038330078,-2.557927370071411,9.777122125885963,0.5493599772453308,-3.3571999073028564,0.5493599772453308,28.0,1006.67,26.45,13.92,28.61,ACCURACY_BAD,0.0
108,58.0,1474472150219.0,2.344966173171997,-9.140583038330078,-2.557927370071411,9.777122125885963,0.5493599772453308,-3.3571999073028564,0.5493599772453308,29.0,1006.68,25.79,12.42,28.79,ACCURACY_BAD,0.0
109,59.0,1474472150319.0,2.383251428604126,-9.099905014038086,-2.7804601192474365,9.809134371145324,-4.028639793395996,2.014319896697998,-1.8922399282455444,29.0,1006.68,24.35,13.07,26.87,ACCURACY_BAD,0.0
110,60.0,1474472150419.0,2.383251428604126,-9.099905014038086,-2.7804601192474365,9.809134371145324,-4.028639793395996,2.014319896697998,-1.8922399282455444,28.0,1006.68,24.35,11.75,28.61,ACCURACY_BAD,0.0
111,61.0,1474472150519.0,1.8999011516571045,-8.71226692199707,-1.5672988891601562,9.05370891481248,5.737760066986084,12.574239730834961,-3.2351200580596924,28.0,1006.68,27.18,11.34,27.77,ACCURACY_BAD,0.0
112,62.0,1474472150619.0,1.8999011516571045,-8.71226692199707,-1.5672988891601562,9.05370891481248,5.737760066986084,12.574239730834961,-3.2351200580596924,29.0,1006.69,26.45,9.53,24.35,ACCURACY_BAD,0.0
113,63.0,1474472150719.0,2.75174617767334,-7.951349258422852,-1.6079767942428589,8.566309090068197,32.168079376220696,-0.7935199737548828,1.8312000036239624,29.0,1006.69,29.27,10.97,21.95,ACCURACY_BAD,0.0
114,64.0,1474472150819.0,2.75174617767334,-7.951349258422852,-1.6079767942428589,8.566309090068197,32.168079376220696,-0.7935199737548828,1.8312000036239624,31.0,1006.68,27.84,10.8,22.61,ACCURACY_BAD,0.0
115,65.0,1474472150919.0,2.3162522315979004,-9.236295700073242,-2.6703903675079346,9.889649507159133,-19.044479370117188,-17.152238845825195,-15.68727970123291,31.0,1006.68,28.55,10.61,25.37,ACCURACY_BAD,0.0
116,66.0,1474472151019.0,2.3162522315979004,-9.236295700073242,-2.6703903675079346,9.889649507159133,-19.044479370117188,-17.152238845825195,-15.68727970123291,35.0,1006.68,28.55,11.63,24.35,ACCURACY_BAD,0.0
117,67.0,1474472151119.0,2.3162522315979004,-9.236295700073242,-2.6703903675079346,9.889649507159133,-19.044479370117188,-17.152238845825195,-15.68727970123291,35.0,1006.68,29.27,12.11,27.35,ACCURACY_BAD,0.0
118,68.0,1474472151219.0,1.7036896944046018,-9.229117393493652,-3.1058835983276367,9.885629942703105,4.3338398933410645,-6.165040016174316,15.870399475097654,35.0,1006.68,27.84,13.92,28.61,ACCURACY_BAD,0.0
119,69.0,1474472151319.0,1.7036896944046018,-9.229117393493652,-3.1058835983276367,9.885629942703105,4.3338398933410645,-6.165040016174316,15.870399475097654,35.0,1006.68,28.55,12.84,27.53,ACCURACY_BAD,0.0
120,60.0,1474472150419.0,2.383251428604126,-9.099905014038086,-2.7804601192474365,9.809134371145324,-4.028639793395996,2.014319896697998,-1.8922399282455444,28.0,1006.68,24.35,11.75,28.61,ACCURACY_BAD,0.0
121,61.0,1474472150519.0,1.8999011516571045,-8.71226692199707,-1.5672988891601562,9.05370891481248,5.737760066986084,12.574239730834961,-3.2351200580596924,28.0,1006.68,27.18,11.34,27.77,ACCURACY_BAD,0.0
122,62.0,1474472150619.0,1.8999011516571045,-8.71226692199707,-1.5672988891601562,9.05370891481248,5.737760066986084,12.574239730834961,-3.2351200580596924,29.0,1006.69,26.45,9.53,24.35,ACCURACY_BAD,0.0
123,63.0,1474472150719.0,2.75174617767334,-7.951349258422852,-1.6079767942428589,8.566309090068197,32.168079376220696,-0.7935199737548828,1.8312000036239624,29.0,1006.69,29.27,10.97,21.95,ACCURACY_BAD,0.0
