timestamp,light
1481090548438,1388
1481090548839,1653
1481090549232,3104
1481090549438,2739
1481090549665,3081
1481090550034,3790
1481090550434,3670
1481090550832,3397
1481090551229,3301
1481090551460,3475
1481090551830,2913
1481090552229,1974
1481090552628,1782
1481090552828,1859
1481090553050,1931
1481090553428,1930
1481090553629,1880
1481090554023,1907
1481090554225,1916
1481090554427,1918
1481090554654,1915
1481090555024,1887
1481090555226,1880
1481090555621,1833
1481090555823,1941
1481090556042,2132
1481090556419,2252
1481090556622,2341
1481090557020,2341
1481090557444,2271
1481090557819,2107
1481090558217,2244
1481090558417,2298
1481090558814,2325
1481090559017,2383
1481090559241,2400
1481090559617,2436
1481090560015,2424
1481090560410,2437
1481090560611,2432
1481090560844,2437
1481090561212,2431
1481090561414,2551
1481090561809,3828
1481090562011,3712
1481090562240,3674
1481090562609,2798
1481090563006,1863
1481090563207,2010
1481090563607,2269
1481090563836,2370
1481090564204,2664
1481090564407,2644
1481090564802,2629
1481090565004,2617
1481090565428,2610
1481090565799,2651
1481090566002,2667
1481090566202,2627
1481090566600,2604
1481090566829,2634
1481090567200,2655
1481090567402,2661
1481090567797,2707
1481090567999,2693
1481090568229,2721
1481090568599,2748
1481090568996,2792
1481090569396,2792
1481090569626,2838
1481090569995,2849
1481090570195,2849
1481090570594,2867
1481090570989,2909
1481090571189,2558
1481090571404,2412
1481090571791,2468
1481090571991,2492
1481090572392,2453
1481090572820,2357
1481090573187,1853
1481090573389,1737
1481090573784,1801
1481090573985,1945
1481090574214,2101
1481090574587,2093
1481090574985,1873
1481090575384,1776
1481090575607,1822
1481090575982,1902
1481090576183,1915
1481090576384,1920
1481090576782,1923
1481090577009,1923
1481090577377,1925
1481090577581,1913
1481090577975,1925
1481090578179,1939
1481090578405,1973
1481090578775,2276
1481090578976,2337
1481090579374,2357
1481090579576,2332
1481090579796,2283
1481090580171,2234
1481090580375,2234
1481090580772,2253
1481090580974,2229
1481090581196,2199
1481090581570,2260
1481090581773,2276
1481090582172,2294
1481090582567,2308
1481090582769,2317
1481090582992,2324
1481090583365,2314
1481090583569,2314
1481090583963,2293
1481090584165,2279
1481090584566,2055
1481090584798,2004
1481090585161,2048
1481090585365,2346
1481090585565,2346
1481090585960,2858
1481090586196,2854
1481090586563,2803
1481090586962,2793
1481090587360,2799
1481090587561,2783
1481090587789,2785
1481090588159,2772
1481090588359,2744
1481090588761,2735
1481090589155,2712
1481090589355,2687
1481090589586,2687
1481090589952,2704
1481090590158,2679
1481090590551,2694
1481090590754,2686
1481090590978,2702
1481090591353,2660
1481090591554,2638
1481090591948,2611
1481090592151,2610
1481090592547,2598
1481090592771,2594
1481090593148,2621
1481090593349,2610
1481090593747,2608
1481090594146,2583
1481090594373,2584
1481090594745,2625
1481090594947,2607
1481090595151,2612
1481090595541,2614
1481090595742,2611
1481090595944,2581
1481090596339,2607
1481090596575,2606
1481090596940,2597
1481090597143,2597
1481090597537,2615
1481090597741,2640
1481090597970,2633
1481090598339,2652
1481090598539,2671
1481090598934,2676
1481090599137,2691
1481090599363,2674
1481090599733,2673
1481090599937,2689
1481090600332,2687
1481090600764,2661
1481090601129,2673
1481090601334,2674
1481090601730,2661
1481090601931,2666
1481090602328,2660
1481090602557,2689
1481090602929,2697
1481090603132,2653
1481090603527,2613
1481090603728,2613
1481090604125,2587
1481090604352,2572
1481090604724,2576
1481090604927,2563
1481090605321,2559
1481090605524,2548
1481090605749,2554
1481090606121,2525
1481090606323,2533
1481090606720,2544
1481090607148,2553
