timestamp,gx,gy,gz
1482398361227,0.16462817788124084,0.005803219974040985,-0.5002986192703247
1482398361407,0.04764748737215996,0.005803219974040985,0.04642575979232788
1482398361588,0.07757988572120667,9.162978967651725E-4,-0.004886921960860491
1482398361768,-0.009773843921720982,-0.09743300825357437,-0.2177734673023224
1482398361952,-0.06750060617923737,-0.15546520054340363,-0.2330450862646103
1482398362129,-0.04153883829712868,-6.108652451075613E-4,-0.2687807083129883
1482398362309,-0.08674286305904388,-0.005192354787141085,-0.1768454909324646
1482398362489,-0.03420845419168472,0.018325956538319588,-0.22113321721553802
1482398362669,-0.010079276748001575,0.018325956538319588,-0.21044307947158813
1482398362849,-0.039095375686883926,0.010690141469240189,-0.20036379992961884
1482398363029,0.01771509274840355,-0.05467243865132332,-0.11911872029304504
1482398363210,-0.022602014243602753,-0.013133603148162365,-0.11636982858181
1482398363390,0.04398229718208313,-0.01160643994808197,-0.06902777403593063
1482398363570,0.012522737495601177,0.009468411095440388,-0.08429940044879913
1482398363750,0.0503963828086853,-0.033597588539123535,-0.02687807008624077
1482398363930,0.03390302136540413,9.162978967651725E-4,-0.06108652427792549
1482398364110,0.03084869496524334,-0.01466076634824276,-0.06230825558304787
1482398364291,0.022907447069883347,-0.00366519158706069,-0.05650503560900688
1482398364471,0.02168571576476097,-0.01618792861700058,-0.06719517707824707
1482398364651,0.03390302136540413,-0.020463986322283745,-0.04764748737215996
1482398364831,0.029626963660120964,-0.005497787147760391,-0.05314527451992035
1482398365011,0.02168571576476097,-0.009468411095440388,-0.06200282275676727
1482398365191,0.023518312722444534,-0.016493361443281174,-0.06200282275676727
1482398365371,0.026572637259960175,-0.009773843921720982,-0.05742133408784866
1482398365552,0.027488935738801956,-0.009162978269159794,-0.0555887371301651
1482398365733,0.03145955875515938,-0.012217304669320583,-0.05192354694008827
1482398365912,0.02779436856508255,-0.012522737495601177,-0.05772676691412926
1482398366092,0.028405234217643738,-0.014049900695681572,-0.055894169956445694
1482398366273,0.032070424407720566,-0.01191187184303999,-0.052839845418930054
1482398366453,0.03390302136540413,-0.010995574295520782,-0.0507018156349659
1482398366633,0.029626963660120964,-0.013133603148162365,-0.055894169956445694
1482398366813,0.02626720629632473,-0.015577063895761967,-0.061391957104206085
1482398366993,0.024129176512360573,-0.013439035043120384,-0.05955936014652252
1482398367173,0.03176499158143997,-0.011301007121801376,-0.04703662544488907
1482398367354,0.03420845419168472,-0.013439035043120384,-0.04764748737215996
1482398367534,0.031154127791523933,-0.010079276748001575,-0.052228979766368866
1482398367714,0.03176499158143997,-0.011301007121801376,-0.0503963828086853
1482398367894,0.028099801391363144,-0.013744467869400978,-0.05864306539297104
