1419835053192	-1.120000005	11.03800011	3.828000069	5
1419835053230	0.056000002	11.13099957	1.671000004	5
1419835053265	-0.011	10.39000034	2.032000065	5
1419835053290	-0.170000002	9.026000023	2.114000082	5
1419835053325	0.39199999	7.789999962	2.161000013	5
1419835053370	0.162	6.677000046	1.784999967	5
1419835053395	0.162	6.677000046	1.784999967	5
1419835053427	0.012	8.369000435	2.572000027	5
1419835053455	-0.626999974	10.05599976	3.358999968	5
1419835053486	-0.917999983	11.48900032	4.494999886	5
1419835053505	-0.917999983	11.48900032	4.494999886	5
1419835053530	-0.435000002	11.46500015	4.53000021	5
1419835053548	-0.435000002	11.46500015	4.53000021	5
1419835053616	-0.638000011	8.711000443	3.736000061	5
1419835053645	-0.665000021	7.099999905	2.795000076	5
1419835053670	-0.665000021	7.099999905	2.795000076	5
1419835053695	-0.505999982	6.21999979	2.927999973	5
1419835053723	-0.684000015	5.565000057	2.394999981	5
1419835053741	-0.684000015	5.565000057	2.394999981	5
1419835053768	-0.657000005	7.671999931	2.694999933	5
1419835053797	-0.657000005	7.671999931	2.694999933	5
1419835053818	0.623000026	8.722000122	3.141000032	5
1419835053868	1.031999946	10.16300011	3.286000013	5
1419835053909	0.805999994	10.88700008	2.859999895	5
1419835053960	0.36500001	9.515999794	3.157000065	5
1419835053984	0.36500001	9.515999794	3.157000065	5
1419835054015	0.541000009	8.17800045	2.403000116	5
1419835054036	0.541000009	8.17800045	2.403000116	5
1419835054089	-0.166999996	6.166999817	1.720999956	5
1419835054137	-0.749000013	8.182999611	2.632999897	5
1419835054170	-0.860000014	9.897999763	3.653000116	5
1419835054197	-0.860000014	9.897999763	3.653000116	5
1419835054227	-0.671000004	11.35499954	4.229000092	5
1419835054256	-0.888999999	11.3210001	3.072000027	5
1419835054308	-0.836000025	9.895999908	2.940000057	5
1419835054350	-0.973999977	7.928999901	2.24000001	5
1419835054396	-0.481000006	6.760000229	1.764999986	5
1419835054421	0.135000005	5.59800005	1.873000026	5
1419835054445	-1.001000047	5.324999809	1.019999981	5
1419835054478	0.282999992	7.467999935	1.059000015	5
1419835054497	0.282999992	7.467999935	1.059000015	5
1419835054523	0.838	7.157999992	2.191999912	5
1419835054559	1.537999988	9.027000427	2.311000109	5
1419835054594	1.537999988	9.027000427	2.311000109	5
1419835054631	1.371000051	9.840000153	2.11500001	5
1419835054660	0.800999999	9.640000343	1.56400001	5
1419835054685	-0.072999999	8.486000061	2.161000013	5
1419835054738	0.610000014	7.232999802	1.707000017	5
1419835054760	0.80400002	6.083000183	1.300999999	5
1419835054785	0.80400002	6.083000183	1.300999999	5
1419835054817	0.108999997	5.869999886	1.284999967	5
1419835054853	-0.625999987	7.93200016	2.372999907	5
1419835054885	-1.513000011	9.684000015	3.634000063	5
1419835054909	-1.513000011	9.684000015	3.634000063	5
1419835054964	-0.801999986	10.42599964	4.217000008	5
1419835054983	-0.801999986	10.42599964	4.217000008	5
1419835055048	-0.536000013	7.230999947	3.065000057	5
1419835055069	-0.536000013	7.230999947	3.065000057	5
1419835055099	-0.254999995	6.171999931	2.90899992	5
1419835055150	0.009	4.952000141	2.618999958	5
1419835055182	-1.08099997	5.357999802	2.905999899	5
1419835055239	-0.218999997	7.495999813	2.378999949	5
1419835055287	1.139000058	9.583000183	2.421999931	5
1419835055340	0.643000007	9.850999832	2.451999903	5
1419835055370	0.221000001	9.590999603	2.127000093	5
1419835055410	0.104999997	8.673000336	2.204999924	5
1419835055451	0.233999997	7.379000187	1.741000056	5
1419835055484	0.40200001	6.212999821	1.61500001	5
1419835055511	0.40200001	6.212999821	1.61500001	5
1419835055566	-0.796000004	7.678999901	2.519000053	5
1419835055584	-0.796000004	7.678999901	2.519000053	5
1419835055619	-1.146999955	9.468999863	3.653000116	5
1419835055648	-0.924000025	10.70100021	5.657000065	5
1419835055689	-0.662999988	10.90799999	5.46600008	5
1419835055715	-0.561999977	9.843999863	5.007999897	5
1419835055750	-0.561999977	9.843999863	5.007999897	5
1419835055789	-0.512000024	8.152000427	4.620999813	5
1419835055832	-0.046999998	6.59499979	3.736999989	5
1419835055860	0.077	5.502999783	3.697999954	5
1419835055902	-0.49000001	4.486999989	2.648999929	5
1419835055947	-0.232999995	6.756000042	3.132999897	5
1419835055987	-0.238000005	7.831999779	4.247000217	5
1419835056036	0.649999976	10.91300011	3.39199996	5
1419835056073	0.649999976	10.91300011	3.39199996	5
1419835056124	-0.428000003	10.05500031	3.079999924	5
1419835056162	-0.180999994	8.859999657	2.740999937	5
1419835056201	0.298000008	7.710000038	2.421999931	5
1419835056231	0.298000008	7.710000038	2.421999931	5
1419835056275	-0.80400002	6.225999832	2.243000031	5
1419835056300	-0.80400002	6.225999832	2.243000031	5
1419835056337	-0.330000013	8.234000206	2.674999952	5
1419835056375	-0.620999992	9.940999985	3.865999937	5
1419835056415	-0.312999994	10.82299995	5.434999943	5
1419835056445	-0.375	10.51299953	5.031000137	5
1419835056489	-0.523999989	9.083999634	4.72300005	5
1419835056531	-0.419	7.06799984	3.971999884	5
1419835056574	0.041999999	5.802000046	3.59100008	5
1419835056609	0.248999998	4.684999943	3.693000078	5
1419835056644	-0.231999993	4.111999989	2.579999924	5
1419835056690	0.085000001	6.436999798	3.210000038	5
1419835056722	0.231999993	7.677999973	3.832000017	5
1419835056773	0.990999997	9.204999924	3.809000015	5
1419835056801	0.451999992	10.76599979	3.346999884	5
1419835056840	0.261999995	10.94799995	3.269000053	5
1419835056893	0.159999996	10.19900036	3.15199995	5
1419835056929	0.167999998	8.706999779	2.75999999	5
1419835056966	0.754999995	7.738999844	2.348999977	5
1419835057006	-0.159999996	6.402999878	2.046000004	5
1419835057035	-0.898999989	6.197999954	1.970999956	5
1419835057073	-0.331	8.210000038	1.657999992	5
1419835057124	-0.257999986	9.920999527	2.888000011	5
1419835057153	-0.333999991	11.24300003	3.915999889	5
1419835057191	0.398000002	10.98999977	4.462999821	5
1419835057240	-0.128999993	9.262999535	3.987999916	5
1419835057288	0.197999999	7.316999912	3.457999945	5
1419835057319	0.635999978	6.043000221	3	5
1419835057360	0.293000013	5.107999802	2.551000118	5
1419835057391	-0.397000015	5.31400013	2.756000042	5
1419835057432	0.298999995	7.459000111	2.392999887	5
1419835057475	1.004999995	7.906000137	2.729000092	5
1419835057512	1.508999944	9.661999702	2.650000095	5
1419835057551	1.166000009	10.23400021	2.075000048	5
1419835057595	0.342999995	9.81099987	2.039000034	5
1419835057632	0.037	8.678999901	2.224999905	5
1419835057671	0.917999983	7.571000099	1.993000031	5
1419835057725	0.248999998	6.277999878	1.626000047	5
1419835057752	-0.171000004	6.28399992	1.574000001	5
1419835057789	-0.389999986	8.282999992	1.965000033	5
1419835057831	-1.529999971	9.982000351	2.763000011	5
1419835057892	-0.992999971	10.54100037	3.930000067	5
1419835057936	-0.593999982	10.19499969	3.556999922	5
1419835057973	-0.842000008	8.501000404	3.542999983	5
1419835058003	-0.432000011	6.663000107	3.023000002	5
1419835058042	0.057999998	5.664000034	2.463999987	5
1419835058079	-0.32100001	5.058000088	2.062000036	5
1419835058118	-0.99000001	7.242000103	3.200000048	5
1419835058154	0.287	7.941999912	3.526000023	5
1419835058198	0.957000017	9.692000389	3.092999935	5
1419835058230	0.564999998	10.77400017	2.207999945	5
1419835058275	0.120999999	9.994999886	2.127000093	5
1419835058317	-0.167999998	8.751000404	2.375	5
1419835058352	0.172000006	7.973999977	1.94599998	5
1419835058404	0.531000018	6.775000095	1.470000029	5
1419835058441	-0.314999998	5.863999844	1.228000045	5
1419835058485	-0.819000006	7.701000214	1.666000009	5
1419835058518	-1.518000007	9.487999916	2.631999969	5
1419835058559	-1.937000036	11.00699997	3.247999907	5
1419835058589	-1.547000051	11.14900017	3.773999929	5
1419835058633	-1.508000016	10.05300045	3.318000078	5
1419835058680	-1.335999966	8.043999672	2.857000113	5
1419835058713	-0.790000021	6.508999825	1.866000056	5
1419835058749	-0.252999991	5.821000099	1.866000056	5
1419835058792	-0.564999998	4.303999901	1.014999986	5
1419835058829	-1.208999991	6.599999905	1.886000037	5
1419835058869	-0.834999979	7.906000137	3.772000074	5
1419835058926	0.740999997	9.31000042	3.549000025	5
1419835058954	0.515999973	10.82699966	2.99000001	5
