1419835053192	1419835352809	5
1419846893380	1419847193348	2
1419901457333	1419901757312	4
1419913827776	1419914127427	2
1419914332047	1419914631778	2
1419914920206	1419915220200	3
1419915384689	1419915684451	1
1419916431826	1419916731527	3
1419988547968	1419988847627	4
1420159917702	1420160215706	5
