,Unnamed: 0,timestamp,mx,my,mz
0,0.0,5000.0,-6.4070000648498535,-21.437000274658203,-58.31999969482422
1,1.0,5100.0,-6.4070000648498535,-21.437000274658203,-58.31999969482422
2,2.0,5200.0,-6.4070000648498535,-21.437000274658203,-58.31999969482422
3,3.0,5300.0,-6.4070000648498535,-21.437000274658203,-58.31999969482422
4,4.0,5400.0,-6.4070000648498535,-21.437000274658203,-58.65299987792969
5,5.0,5500.0,-6.4070000648498535,-21.437000274658203,-58.65299987792969
6,6.0,5600.0,-6.4070000648498535,-21.437000274658203,-58.65299987792969
7,7.0,5700.0,-6.4070000648498535,-21.437000274658203,-58.65299987792969
8,8.0,5800.0,-6.0970001220703125,-21.437000274658203,-58.65299987792969
9,9.0,5900.0,-6.0970001220703125,-21.437000274658203,-58.34500122070313
10,5.0,5500.0,-6.4070000648498535,-21.437000274658203,-58.65299987792969
11,6.0,5600.0,-6.4070000648498535,-21.437000274658203,-58.65299987792969
12,7.0,5700.0,-6.4070000648498535,-21.437000274658203,-58.65299987792969
13,8.0,5800.0,-6.0970001220703125,-21.437000274658203,-58.65299987792969
14,9.0,5900.0,-6.0970001220703125,-21.437000274658203,-58.34500122070313
15,10.0,6000.0,-6.0970001220703125,-21.437000274658203,-58.34500122070313
16,11.0,6100.0,-6.0970001220703125,-21.437000274658203,-58.34500122070313
17,12.0,6200.0,-6.0970001220703125,-21.437000274658203,-58.34500122070313
18,13.0,6300.0,-6.0970001220703125,-21.437000274658203,-58.34500122070313
19,14.0,6400.0,-6.0970001220703125,-21.437000274658203,-58.34500122070313
20,10.0,6000.0,-6.0970001220703125,-21.437000274658203,-58.34500122070313
21,11.0,6100.0,-6.0970001220703125,-21.437000274658203,-58.34500122070313
22,12.0,6200.0,-6.0970001220703125,-21.437000274658203,-58.34500122070313
23,13.0,6300.0,-6.0970001220703125,-21.437000274658203,-58.34500122070313
24,14.0,6400.0,-6.0970001220703125,-21.437000274658203,-58.34500122070313
25,15.0,6500.0,-6.0970001220703125,-21.437000274658203,-58.34500122070313
26,16.0,6600.0,-6.0970001220703125,-21.437000274658203,-58.34500122070313
27,17.0,6700.0,-6.0970001220703125,-21.437000274658203,-58.34500122070313
28,18.0,6800.0,-6.0970001220703125,-21.437000274658203,-58.0099983215332
29,19.0,6900.0,-6.0970001220703125,-21.750999450683594,-58.0099983215332
30,15.0,6500.0,-6.0970001220703125,-21.437000274658203,-58.34500122070313
31,16.0,6600.0,-6.0970001220703125,-21.437000274658203,-58.34500122070313
32,17.0,6700.0,-6.0970001220703125,-21.437000274658203,-58.34500122070313
33,18.0,6800.0,-6.0970001220703125,-21.437000274658203,-58.0099983215332
