,cov_a_xmag,cov_a_xy,cov_a_xz,cov_a_ymag,cov_a_yz,cov_a_zmag,mean_acc_magnitude,mean_ax,mean_ay,mean_az,var_acc_magnitude,var_ax,var_ay,var_az
0,-0.01035336841517211,0.06138004793565764,-0.0010590276648918336,-0.04079395901505678,0.042720201953427,0.02620807441731735,9.55019303889756,3.308188223838806,-8.932078123092651,0.2564190089702606,0.03497375552175376,0.121549405295659,0.06870796564323013,0.2808294905513278
1,-0.000380272716795504,0.047713743391948595,-0.06973030231249071,-0.0445814266002097,-0.06816371131281933,0.055576613216370946,9.557232173071199,3.3551145434379577,-8.903228044509888,0.6414665004238487,0.04256558636708291,0.12887658861841184,0.06532400597776389,0.2746221777550503
2,0.019507621804489294,0.020627072915963142,-0.0341783337270411,-0.02542372613269856,-0.03948673816809587,0.03746302417969398,9.644147952313137,3.35017648935318,-8.967931413650513,1.0208277514204382,0.034595519054537935,0.11052984715985775,0.03257395316572429,0.22835916955111646
3,0.028633735731410464,0.07316328543693429,-0.014344601699314964,-0.06379033280292794,-0.05854846405760751,0.00598209289902383,9.583801117216801,3.5740642786026,-8.766608953475952,1.3564649164676665,0.06918965405606774,0.2647148213050591,0.10092970529588347,0.10552278430835012
4,-0.030986292818630773,0.31525934199988287,0.3037647478156489,-0.07742653134347352,0.49031062269669307,-0.11262701165005598,9.620530074514388,3.4572272419929506,-8.825506258010865,0.975667130947113,0.059182320491260605,0.7804348149558242,0.20472134970024689,0.9273857887384903
5,-0.027110571680215887,0.3692916371121194,0.2689408097670512,-0.03306031311929708,0.5597599952793744,-0.06117834054396358,9.718227677319279,3.227054715156555,-9.055978107452393,0.4161721033975482,0.022214452086580076,0.9249896822454194,0.17608925638678066,0.8644285148196322
6,-0.025850737863553904,0.36849548997684795,0.003017304804260493,-0.09143439459800573,-0.05923228345981999,-0.03291824814564947,9.740521576111508,3.8763622045516968,-8.862047910690308,0.04572925232350826,0.06972710670063953,0.8555888971985753,0.2534391887808104,0.34342775538274584
7,0.032388817781797245,0.14271174130808836,-0.034111582804356146,-0.11451221603597111,-0.38474813233613425,-0.09396006688846088,9.631727491541152,4.053712677955628,-8.657283735275268,0.49419316481798886,0.11057813231097559,0.4477043971835434,0.19148178117445763,0.6764439946655344
8,0.1598314525976506,0.8539786642897856,-0.17222217923012167,0.006484721240288024,-0.5691085007078374,-0.15984449773669795,9.607881262358141,3.7519235610961914,-8.659767723083496,0.4707299776375294,0.0784732392314259,1.7677752640837285,0.513694459983349,0.9773068979629143
9,0.19044548259046826,0.8663879775113713,-0.6904083436856236,-0.3649339587207045,-0.18096821005947406,0.6251088693107051,9.866624438540546,4.156274271011353,-8.730546379089356,0.41521441414952276,0.5130419616764565,1.8611277928952514,0.8506926227325492,1.675767765192605
10,0.07234302220090348,0.6428866094384592,-0.22472907536847506,-0.4486525219023117,0.8413032160204084,0.6673848261454565,9.966375644911798,3.486825567483902,-9.159078550338744,0.44594998881220815,0.5469945610922855,1.7663386912510548,0.6584097430935492,1.3676142042578396
11,-0.02448415484851252,0.27228583894865005,-0.023396425118108258,-0.23666146292601442,0.2620082990321968,0.1013618209902204,9.848288064142029,2.874718004465103,-9.362884855270385,0.10390835404396057,0.2314328951560979,0.7696739614206236,0.32486242730932086,0.24254327488388827
12,-0.04770677248411371,0.0945198446673969,-0.06058158661794757,-0.23497532438934604,0.016515481952046364,0.06850687437680769,9.630989003462805,3.324588489532471,-9.016653251647949,0.33288382114842535,0.20367838394670476,0.11307842768080707,0.2868965885975498,0.11129606372493409
13,0.1478131086134502,-0.01614996818898165,-0.0948002090364798,-0.34711187528877985,0.1712314178584846,0.15738908804295934,9.714844244394857,3.5308789134025576,-9.01548616886139,0.2404975679703057,0.3747433608658459,0.3500975039412991,0.37273882764416155,0.2563942404492798
14,0.8654598959421,-0.1817406089602368,0.2531233525217651,-0.7216999951094121,0.7542136137363739,0.3422339580856655,10.084877849577834,3.6042612075805662,-9.256402802467345,0.7134721145033837,1.03570364728051,1.4169393497946785,0.8126315054848103,1.463003411723454
15,0.9318914478166006,-0.09189585526383927,0.3994944417880755,-0.4725339195005355,1.0723129263805118,0.2672512712446366,9.965377708145677,2.9682414889335633,-9.312068033218384,0.8034940954297781,0.8254544572926193,1.8792555847718988,0.5717490092670923,1.6776935608346555
16,0.14682839675521994,0.14713113370809977,0.07918259924358606,-0.04442186539209913,0.4122666840982238,0.07099050217445632,9.636372871231872,2.798402786254883,-9.076179265975952,0.9258976522833109,0.0880774899730201,1.0189051863413474,0.09138299790575521,0.8665339674722413
17,0.1034054717410859,0.1620784979892309,0.17282014199725124,-0.07794775943205504,-0.17924128453286525,-0.03334520039215446,9.669878739890489,2.577088791131973,-9.127265453338623,0.9067141085863113,0.11641174464521535,1.3613238267165946,0.11878399749811698,1.516370316630353
18,-0.0008047382378223247,0.12823108770135971,0.05785294736400688,-0.07087644038182027,-0.5288051294363617,-0.003985178902531461,9.77466053432595,2.426284009218216,-9.332957410812378,0.1711255669593811,0.07382257474225205,0.9792017232435927,0.10166276222607615,1.6495438537108935
19,0.001459349310782871,0.13654052766969152,-0.00874262910359708,-0.04251708250383251,0.10537894370718781,0.12099822480921034,9.831711273365308,2.850686180591583,-9.314013242721558,0.46633063852787016,0.05684168894161684,0.4710280774982409,0.07939303032175732,1.1567657522587784
20,0.062439929740577785,0.054619232708765224,-0.0339818572315149,-0.006682683168820203,0.1577309625626262,0.16674249368109964,9.75698764536876,2.6236559987068175,-9.331999683380127,0.4045303087681532,0.04361722832303789,0.37577854855587606,0.01776461845971711,0.7715206413174128
21,0.35704059188978216,0.11206881032579764,0.02845445017938966,0.017726648745180925,0.24330709933932057,0.06347101768399176,9.76039227065581,2.992752122879028,-9.228899478912354,-0.002304418757557869,0.1314128803314436,1.2019001987796132,0.02087090327102877,0.10453767919263353
22,0.6894618875861296,0.2305711708123103,-0.09043134911330734,-0.04754435085663875,-0.8398817219857694,-0.00805054276738728,9.722122704981887,1.5825074747204781,-9.285372638702393,0.6717531383037567,0.22067605131785767,5.276249232494025,0.10381192661492311,0.4679229604132901
23,0.0454549726928794,-0.11595228121525002,-0.2447612699423414,-0.42912485746622026,-0.05733654897515237,0.45536325334963385,9.679191730684334,-0.7620444819331169,-9.435129976272583,1.482100636512041,0.5147930075178955,0.9509526402983324,0.3882739677358754,1.1626619794798976
24,-0.08212193047637938,-0.030134281023858067,-0.17621116510559984,-0.360257819416051,-0.4147900928116308,0.4977699376215323,9.676954279697389,-0.6780379232484848,-9.491992282867432,0.8583213120698929,0.4529711866994945,0.6053931608763541,0.3273260451945614,1.9929632787572538
25,-0.06468838975834446,0.05873380269085547,0.002872003471109724,-0.04066487469495331,0.08153642389571425,-0.00460783162634792,9.667937151593149,-0.2825457323808223,-9.640552520751953,-0.05614403188228608,0.04327893044719641,0.22246971283285494,0.03838072821762519,0.2516617721078541
26,0.020452225347707898,0.05223241856337603,-0.0030262123329620224,-0.18600711621346977,0.5267939428871469,0.24052050607273046,9.669537417264046,0.11219826564192772,-9.537153053283692,0.7935282297432422,0.2504698797557122,0.4964944833226208,0.16342655585279964,1.5909593667892654
27,0.13179148278451977,-0.12446803702981754,-0.0011956943098476447,-0.20604680313808876,-0.040049183035011406,0.21189978283680103,9.695880569964363,0.7324760779738426,-9.541821622848511,0.9810840129852295,0.26722234843881165,0.1866120087948487,0.18275538426479987,1.4396371652885334
28,-0.0016726648683660157,0.01647760672324934,0.14450208939547157,-0.14359194869465328,0.03403671396665429,-0.004261540353364844,9.658008380708461,0.9468469113111496,-9.528563594818115,0.6846518956124783,0.1527981288737041,0.09937253374177564,0.15722285860675136,1.0733968520162482
29,0.052829990230925085,0.005716072075060242,-0.04664133312721149,-0.16159747277349037,0.19842150690738597,0.22879915755319397,9.703053769188655,0.9300874918699265,-9.517101430892945,1.144637880474329,0.21010685379321012,0.4071394493097471,0.14681795884043589,1.128543321339847
30,-0.30776753596407597,0.38245811723179934,-0.41036969261245515,-0.2947874312089973,-0.379073497844084,0.6677302975970326,9.922351161798147,1.1885116428136826,-9.643126201629638,1.1625046372413634,0.3904900606255576,1.222590700872738,0.2613638500003569,1.7477909631941457
31,-0.4522266641678104,0.4590429442673831,-0.4079648672519972,-0.3101134492514021,-0.6116477969781824,0.6519144155227865,9.78074294469468,1.6877026855945587,-9.485288381576538,0.35808279868215315,0.38191918646205497,0.9267418190634542,0.28851468662975627,2.0252660732411836
32,-0.038929201923110564,0.09939882012240507,-0.037818483028870586,-0.1371694122466603,-0.6609459726409919,0.07859286895525171,9.690939299534326,1.1250054329633712,-9.477896356582642,0.5653907360509038,0.14156999317276425,1.142162698121382,0.14752285976477122,1.481864701104628
33,-0.05488968806107207,0.09142742164729448,0.18491121192088258,-0.5413534912623995,-0.629664999453041,-0.11961458638038919,9.672902512467141,1.024209561944008,-9.474933576583862,0.467886870726943,0.5391172264398779,0.9215781954708708,0.555890770509232,1.7171781388184078
34,0.079923972299178,0.011541108703023694,0.5125151819263577,-0.7004267790634732,0.1782916840102277,-0.39056265024012743,9.569560869147466,1.8532318353652955,-9.29662537574768,-0.05599440634250641,0.7261568753105726,0.33024620066044963,0.7104976728795273,1.4871479935281184
35,0.2223852165996226,-0.14448059766994353,0.20910173556490788,-0.4870776898146303,-0.11777495672567093,-0.16670453149057518,9.710979149317394,2.2688652515411376,-9.35432562828064,0.43493666499853134,0.5519458388232081,0.353320393124466,0.45167828286678136,1.2867246853144627
