,sw_mean_ax,sw_mean_ay,sw_mean_az,sw_mean_acc_magnitude,sw_var_ax,sw_var_ay,sw_var_az,sw_var_acc_magnitude,sw_cov_a_xy,sw_cov_a_xz,sw_cov_a_yz,sw_cov_a_xmag,sw_cov_a_ymag,sw_cov_a_zmag,sw_energy_ax,sw_energy_ay,sw_energy_az,sw_energy_acc_magnitude,sw_entropy_ax,sw_entropy_ay,sw_entropy_az,sw_entropy_acc_magnitude
0,-0.47904308289289477,2.809054207801819,-9.317771053314209,9.743893823589781,0.0008194232597061555,0.001928914078881636,0.0018180048107081766,0.0021014729132475627,0.0004977661011799428,0.00012168521789418776,-0.0005083826718610615,-1.2663195911412844e-05,0.001016690008590446,-0.0018909038775735405,0.3370120981848275,0.3953729390835485,0.4013528927686555,0.40973991915740504,2.801831170219157,2.6876116307708666,2.725974781170918,2.7043026087224304
1,-0.4747360020875931,2.7573691606521606,-9.326983451843262,9.737974884923768,0.0005028886320144222,0.006141027052963556,0.0030760865989386626,0.0022720142267711463,-0.00011728334055162094,0.00018647382774204514,0.001989590594563957,-0.00023311340453273035,-0.00016767322736493031,-0.002401902406832246,0.309433399917775,0.5347714852897344,0.4339561583119595,0.40865718553776187,2.890440195091522,2.6877358685059214,2.623189885313038,2.6479643080238153
2,-0.45894338488578795,2.741935408115387,-9.343853044509888,9.749116687753434,0.00045298489992004606,0.007933208478952528,0.0016998827051386512,0.000772748475088534,-0.0006110120512323207,0.00010058691918617886,0.002698591725491529,-0.0002886665173793171,-0.00033574185368997697,-0.0008840880614390605,0.2885416363782201,0.5592569948651315,0.3465453947736896,0.3146888356906859,2.7837182900287027,2.6648751511841775,2.3750147028271162,2.641762618010807
3,-0.45248276740312576,2.711785888671875,-9.348638677597046,9.744858042464735,0.0003555292545970259,0.005855238298806249,0.001062225990251963,0.00023111698629581435,-8.359427514947214e-05,-0.00013768473488197543,0.002232588490883968,9.227562779969911e-05,-0.000506807610847625,-0.00039159484720377826,0.2647733319079084,0.520576753393677,0.342890630377424,0.24803795613158022,2.7100480968450364,2.7242839115709594,2.7261057819625916,2.829636940552181
4,-0.4663611352443695,2.664288353919983,-9.35557770729065,9.73888047509151,0.0007026816343334012,0.002177221443862795,0.000649260619327742,0.0003359745766951615,0.000832352238381049,5.029996027653363e-06,0.0007713392688964175,0.00019039090890496984,-0.00017946711844006217,-0.0004108286739678139,0.3128964591849141,0.4425249607777871,0.30561710141290027,0.25309578450102194,2.7411376737607185,2.8732104556267744,2.6452640922454935,2.645521388848616
5,-0.46540400832891465,2.6809184432029722,-9.336554670333863,9.72536049596981,0.0009350810418607229,0.005672203396972754,0.0024854396914369874,0.0012410669064361645,-0.0002458988779689607,-0.0006072154524989648,0.002675418545739849,0.00046277244123057006,-0.0009617863198219243,-0.0016009276599248828,0.3277893897237064,0.5489453924363704,0.4298468877479763,0.35368317042985065,2.6643882684545397,2.812594678609863,2.735525926071748,2.676439663068156
6,-0.4400400906801224,2.581735980510712,-9.358568572998047,9.719273690470146,0.000905187222145591,0.021529740113330094,0.005380196104746678,0.004152617872729652,-0.002481263976994986,-0.0017381097173390877,0.004269461711605995,0.0009450298087496156,0.0018073257046585772,-0.0038995557729755936,0.33259417631019433,0.7024248771904602,0.524638783526206,0.49989143975639694,2.7033408432783887,2.6225236682216617,2.7267655552688845,2.778876122634973
7,-0.4295116737484932,2.4937997102737426,-9.397212696075439,9.732162764535213,0.00044328182816386595,0.004375917192598273,0.0031026088346296,0.0038498633537411395,0.00030014158079382707,-0.0005699982941715574,-0.0014916685961165262,0.0006070296765771473,0.002549227016166919,-0.0033454614239023794,0.2790312081249989,0.5073156592301311,0.4439771870975895,0.4795838136057779,2.742824296753616,2.7637355069686853,2.6991598966772807,2.7417262112716028
8,-0.43334019333124163,2.5479971170425415,-9.390632438659669,9.740132528277272,0.00021088274266487764,0.00549432477433093,0.0014889613267434088,0.0007404438076327348,0.0001629382541635034,-9.251332871617533e-05,0.0020029060969327956,0.00012359423593020496,-0.0005021055505418339,-0.0009088488189565292,0.23396147782565524,0.5321248093039995,0.3818376818075649,0.3213797709571987,2.7386168538550724,2.7815017534876314,2.7306577240174605,2.738346108954841
9,-0.4316652148962021,2.5673789739608766,-9.374361276626587,9.729542844115368,0.0006547679426022026,0.007142813072594458,0.0012018410111642515,0.0010152566866412772,0.00034221090235537235,0.00026470282372096314,0.0012205413633194816,-0.0001972697112954282,0.0006829045021626674,-0.0008539625070470083,0.30638445926787394,0.5173128125657728,0.37944259426009486,0.3629778764515996,2.6771595911690595,2.5397056063740897,2.8628306274725674,2.8550106949630174
