timestamp,mx,my,mz,mAc
1484051421306,18.47,1.86,-5.81,ACCURACY_VERYGOOD
1484051421591,3.11,23.21,-2.46,ACCURACY_VERYGOOD
1484051421892,1.07,24.53,-1.62,ACCURACY_VERYGOOD
1484051422191,15.71,-0.17,-8.69,ACCURACY_VERYGOOD
1484051422494,8.76,26.09,-0.11,ACCURACY_VERYGOOD
1484051422788,5.27,21.77,1.97,ACCURACY_VERYGOOD
1484051423005,16.44,4.79,-6.35,ACCURACY_VERYGOOD
1484051423290,12.23,20.81,-1.86,ACCURACY_VERYGOOD
1484051423587,1.74,21.29,1.07,ACCURACY_VERYGOOD
1484051423889,18.47,2.81,-9.05,ACCURACY_VERYGOOD
1484051424107,14.34,16.44,-1.79,ACCURACY_VERYGOOD
1484051424406,-0.23,24.11,1.31,ACCURACY_VERYGOOD
1484051424684,15.71,2.57,-8.46,ACCURACY_VERYGOOD
1484051424982,6.59,24.05,-0.77,ACCURACY_VERYGOOD
1484051425184,-0.95,24.23,-1.5,ACCURACY_VERYGOOD
1484051425487,16.37,1.86,-8.76,ACCURACY_VERYGOOD
1484051425784,5.94,24.84,-3.41,ACCURACY_VERYGOOD
1484051426002,1.74,21.35,2.51,ACCURACY_VERYGOOD
1484051426282,17.76,2.63,-9.17,ACCURACY_VERYGOOD
1484051426502,15.65,14.69,-3.89,ACCURACY_VERYGOOD
1484051426778,1.01,22.37,3.53,ACCURACY_VERYGOOD
1484051427082,17.76,0.77,-12.65,ACCURACY_VERYGOOD
1484051427396,1.74,20.81,1.55,ACCURACY_VERYGOOD
1484051427678,14.93,16.55,-3.29,ACCURACY_VERYGOOD
1484051427978,14.93,15.05,-3.05,ACCURACY_VERYGOOD
1484051428182,2.39,22.02,-0.11,ACCURACY_VERYGOOD
1484051428480,18.42,4.38,-8.69,ACCURACY_VERYGOOD
1484051428849,9.35,25.26,0.89,ACCURACY_VERYGOOD
1484051429076,-0.35,21,5.15,ACCURACY_VERYGOOD
1484051429375,17.69,-1.01,-9.77,ACCURACY_VERYGOOD
1484051429679,1.67,22.26,1.25,ACCURACY_VERYGOOD
1484051429987,16.31,14.09,-2.7,ACCURACY_VERYGOOD
1484051430277,16.31,13.92,-2.03,ACCURACY_VERYGOOD
1484051430573,0.95,22.26,1.25,ACCURACY_VERYGOOD
1484051430875,17.69,1.79,-9.53,ACCURACY_VERYGOOD
1484051431076,16.31,14.27,-3.29,ACCURACY_VERYGOOD
1484051431369,2.33,22.79,1.5,ACCURACY_VERYGOOD
1484051431593,14.93,15.96,-2.09,ACCURACY_VERYGOOD
1484051431871,17.03,11.63,-2.03,ACCURACY_VERYGOOD
1484051432074,2.33,22.79,3.59,ACCURACY_VERYGOOD
1484051432367,18.42,14.21,-1.19,ACCURACY_VERYGOOD
1484051432568,18.42,0.77,-9.11,ACCURACY_VERYGOOD
1484051432871,0.95,21.6,0.41,ACCURACY_VERYGOOD
1484051433073,-0.35,20.34,6.42,ACCURACY_VERYGOOD
1484051433275,17.03,3.95,-8.09,ACCURACY_VERYGOOD
1484051433590,7.25,26.21,-3,ACCURACY_VERYGOOD
1484051433868,-0.35,21,8.69,ACCURACY_VERYGOOD
1484051434167,17.03,1.5,-7.5,ACCURACY_VERYGOOD
1484051434465,-1.01,21.71,1.91,ACCURACY_VERYGOOD
