timestamp,pressure
1481200802393,1002.2999877929688
1481200802571,1002.25
1481200802752,1002.27001953125
1481200802929,1002.280029296875
1481200803110,1002.0499877929688
1481200803293,1002.260009765625
1481200803469,1002.260009765625
1481200803653,1002.4199829101563
1481200803833,1002.1400146484375
1481200804058,1002.3800048828125
1481200804190,1002.22998046875
1481200804371,1002.3499755859375
1481200804552,1002.260009765625
1481200804733,1002.1799926757813
1481200804914,1002.280029296875
1481200805090,1002.25
1481200805271,1002.530029296875
1481200805455,1002.1400146484375
1481200805635,1002.3400268554688
1481200805816,1002.239990234375
1481200805992,1002.2100219726563
1481200806176,1002.2999877929688
1481200806357,1002.3200073242188
1481200806532,1002.260009765625
1481200806717,1002.1500244140625
1481200806897,1002.4500122070313
1481200807078,1002.1400146484375
1481200807257,1002.1599731445313
1481200807435,1002.2100219726563
1481200807618,1002.3099975585938
1481200807798,1002.219970703125
1481200807974,1002.0999755859375
1481200808155,1002.1400146484375
1481200808345,1002.239990234375
1481200808514,1002.4299926757813
1481200808698,1002.2999877929688
1481200808877,1002.3400268554688
1481200809057,1002.219970703125
1481200809239,1002.4299926757813
1481200809418,1002.2000122070313
1481200809595,1002.260009765625
1481200809780,1002.260009765625
1481200809957,1002.22998046875
1481200810140,1002.219970703125
1481200810319,1002.0999755859375
1481200810497,1002.1900024414063
1481200810679,1002.1900024414063
1481200810860,1002.3099975585938
1481200811036,1002.22998046875
1481200811218,1002.0599975585938
1481200811400,1002.22998046875
1481200811577,1002.5599975585938
1481200811761,1002.219970703125
1481200811942,1002.239990234375
1481200812121,1002.1300048828125
1481200812302,1002.1699829101563
1481200812478,1002.27001953125
1481200812661,1002.260009765625
1481200812842,1002.4000244140625
1481200813019,1002.219970703125
1481200813205,1002.4099731445313
1481200813381,1002.2100219726563
1481200813559,1002.25
1481200813744,1002.2999877929688
1481200813922,1002.5399780273438
1481200814102,1002.239990234375
1481200814282,1002.3499755859375
1481200814464,1002.239990234375
1481200814644,1002.2899780273438
1481200814824,1002.219970703125
1481200815002,1002.260009765625
1481200815185,1002.239990234375
1481200815365,1002.22998046875
1481200815541,1002.2899780273438
1481200815722,1002.1699829101563
1481200815905,1002.0999755859375
1481200816081,1002.280029296875
1481200816264,1002.4000244140625
1481200816446,1002.25
1481200816625,1002.3900146484375
1481200816806,1002.22998046875
1481200816981,1002.27001953125
1481200817161,1002.25
1481200817341,1002.2100219726563
1481200817521,1002.280029296875
1481200817701,1002.219970703125
1481200817882,1002.3099975585938
1481200818062,1002.260009765625
1481200818243,1002.3300170898438
1481200818427,1002.219970703125
1481200818603,1002.469970703125
1481200818787,1002.2000122070313
1481200818968,1002.2899780273438
1481200819144,1002.3300170898438
1481200819327,1002.6400146484375
1481200819507,1002.239990234375
1481200819688,1002.6400146484375
1481200819869,1002.22998046875
1481200820045,1002.1799926757813
1481200820229,1002.2999877929688
1481200820408,1002.4099731445313
1481200820585,1002.27001953125
1481200820771,1002.1900024414063
1481200820951,1002.3900146484375
1481200821126,1002.2899780273438
1481200821311,1002.280029296875
1481200821488,1002.25
1481200821672,1002.239990234375
1481200821852,1002.1599731445313
1481200822032,1002.1400146484375
1481200822209,1002.3099975585938
1481200822390,1002.4000244140625
1481200822567,1002.239990234375
1481200822752,1002.0800170898438
1481200822932,1002.1599731445313
1481200823107,1002.22998046875
1481200823292,1002.239990234375
1481200823472,1002.2899780273438
1481200823651,1002.2999877929688
1481200823831,1002.1799926757813
1481200824011,1002.3099975585938
1481200824194,1002.1500244140625
1481200824372,1002.1199951171875
1481200824552,1002.1900024414063
1481200824740,1002.489990234375
1481200824913,1002.22998046875
1481200825089,1002.5499877929688
1481200825274,1002.3200073242188
1481200825454,1002.22998046875
1481200825630,1002.3300170898438
1481200825812,1002.25
1481200825993,1002.4000244140625
1481200826169,1002.1300048828125
1481200826355,1002.3099975585938
1481200826535,1002.260009765625
1481200826715,1002.27001953125
1481200826895,1002.27001953125
1481200827072,1002.4600219726563
1481200827256,1002.239990234375
1481200827435,1002.1500244140625
1481200827612,1002.22998046875
1481200827796,1002.239990234375
1481200827977,1002.3499755859375
1481200828152,1002.1699829101563
1481200828364,1002.1599731445313
1481200828515,1002.22998046875
1481200828695,1002.469970703125
1481200828877,1002.1500244140625
1481200829056,1002.3599853515625
1481200829233,1002.260009765625
1481200829418,1002.4500122070313
1481200829594,1002.260009765625
1481200829778,1002.3800048828125
1481200829958,1002.22998046875
1481200830134,1002.1599731445313
1481200830318,1002.260009765625
1481200830497,1002.2999877929688
1481200830674,1002.3599853515625
1481200830859,1002.2000122070313
1481200831039,1002.3900146484375
1481200831218,1002.2899780273438
1481200831399,1002.1900024414063
1481200831578,1002.25
1481200831761,1002.3800048828125
1481200831941,1002.22998046875
1481200832118,1002.3400268554688
1481200832300,1002.3499755859375
1481200832482,1002.3400268554688
1481200832656,1002.3099975585938
1481200832841,1002.2999877929688
1481200833019,1002.280029296875
1481200833197,1002.1900024414063
1481200833382,1002.3800048828125
1481200833562,1002.1400146484375
1481200833740,1002.0900268554688
1481200833922,1002.25
1481200834101,1002.4299926757813
1481200834281,1002.219970703125
1481200834462,1002.2100219726563
1481200834639,1002.1699829101563
1481200834823,1002.239990234375
1481200835003,1002.3499755859375
1481200835179,1002.3300170898438
1481200835363,1002.3300170898438
1481200835542,1002.260009765625
1481200835719,1002.4400024414063
1481200835902,1002.1500244140625
1481200836084,1002.219970703125
1481200836263,1002.260009765625
1481200836444,1002.4600219726563
1481200836622,1002.22998046875
1481200836805,1002.1300048828125
1481200836985,1002.2000122070313
1481200837161,1002.22998046875
1481200837345,1002.239990234375
1481200837532,1002.2899780273438
1481200837701,1002.3200073242188
1481200837883,1002.1199951171875
