,Unnamed: 0,timestamp,grx,gry,grz
0,0.0,5000.0,1.7147022485733032,-9.655535697937012,-0.028541618958115574
1,1.0,5100.0,1.7147022485733032,-9.655535697937012,-0.028541618958115574
2,2.0,5200.0,1.7147022485733032,-9.655535697937012,-0.028541618958115574
3,3.0,5300.0,1.7362320423126218,-9.651241302490234,-0.09708616137504578
4,4.0,5400.0,1.7362320423126218,-9.651241302490234,-0.09708616137504578
5,5.0,5500.0,1.7652599811553955,-9.645427703857422,-0.1412830352783203
6,6.0,5600.0,1.7906384468078607,-9.639910697937012,-0.1900713294744492
7,7.0,5700.0,1.7906384468078607,-9.639910697937012,-0.1900713294744492
8,8.0,5800.0,1.8313772678375244,-9.63134479522705,-0.2315986752510071
9,9.0,5900.0,1.8313772678375244,-9.63134479522705,-0.2315986752510071
10,10.0,6000.0,1.846975326538086,-9.628114700317383,-0.2418009340763092
11,11.0,6100.0,1.846975326538086,-9.628114700317383,-0.2418009340763092
12,12.0,6200.0,1.8371678590774536,-9.629305839538574,-0.2677110433578491
13,13.0,6300.0,1.8371678590774536,-9.629305839538574,-0.2677110433578491
14,14.0,6400.0,1.8183488845825195,-9.63229751586914,-0.28785189986228943
15,15.0,6500.0,1.8457063436508176,-9.625420570373537,-0.3391624093055725
16,16.0,6600.0,1.8457063436508176,-9.625420570373537,-0.3391624093055725
17,17.0,6700.0,1.917551875114441,-9.611041069030762,-0.34826749563217163
18,18.0,6800.0,1.917551875114441,-9.611041069030762,-0.34826749563217163
19,19.0,6900.0,1.9875656366348269,-9.598719596862793,-0.2907604873180389
20,20.0,7000.0,1.9875656366348269,-9.598719596862793,-0.2907604873180389
21,21.0,7100.0,2.0698699951171875,-9.580679893493652,-0.31080082058906555
22,22.0,7200.0,2.0698699951171875,-9.580679893493652,-0.31080082058906555
23,23.0,7300.0,2.1436920166015625,-9.563979148864746,-0.324440062046051
24,24.0,7400.0,2.1698219776153564,-9.558609008789064,-0.3086456954479217
25,25.0,7500.0,2.1698219776153564,-9.558609008789064,-0.3086456954479217
26,26.0,7600.0,2.171490430831909,-9.558876991271973,-0.2879162132740021
27,27.0,7700.0,2.171490430831909,-9.558876991271973,-0.2879162132740021
28,28.0,7800.0,2.272291898727417,-9.535405158996582,-0.28831833600997925
29,29.0,7900.0,2.272291898727417,-9.535405158996582,-0.28831833600997925
30,15.0,6500.0,1.8457063436508176,-9.625420570373537,-0.3391624093055725
31,16.0,6600.0,1.8457063436508176,-9.625420570373537,-0.3391624093055725
32,17.0,6700.0,1.917551875114441,-9.611041069030762,-0.34826749563217163
33,18.0,6800.0,1.917551875114441,-9.611041069030762,-0.34826749563217163
34,19.0,6900.0,1.9875656366348269,-9.598719596862793,-0.2907604873180389
35,20.0,7000.0,1.9875656366348269,-9.598719596862793,-0.2907604873180389
36,21.0,7100.0,2.0698699951171875,-9.580679893493652,-0.31080082058906555
37,22.0,7200.0,2.0698699951171875,-9.580679893493652,-0.31080082058906555
38,23.0,7300.0,2.1436920166015625,-9.563979148864746,-0.324440062046051
39,24.0,7400.0,2.1698219776153564,-9.558609008789064,-0.3086456954479217
40,25.0,7500.0,2.1698219776153564,-9.558609008789064,-0.3086456954479217
41,26.0,7600.0,2.171490430831909,-9.558876991271973,-0.2879162132740021
42,27.0,7700.0,2.171490430831909,-9.558876991271973,-0.2879162132740021
43,28.0,7800.0,2.272291898727417,-9.535405158996582,-0.28831833600997925
44,29.0,7900.0,2.272291898727417,-9.535405158996582,-0.28831833600997925
45,30.0,8000.0,2.394932985305786,-9.50684642791748,-0.2335772961378097
46,31.0,8100.0,2.394932985305786,-9.50684642791748,-0.2335772961378097
47,32.0,8200.0,2.374520301818848,-9.511712074279783,-0.2436632215976715
48,33.0,8300.0,2.3964519500732417,-9.506549835205078,-0.23006197810173035
49,34.0,8400.0,2.3964519500732417,-9.506549835205078,-0.23006197810173035
50,35.0,8500.0,2.37561297416687,-9.512350082397461,-0.2050491124391556
51,36.0,8600.0,2.37561297416687,-9.512350082397461,-0.2050491124391556
52,37.0,8700.0,2.3748548030853267,-9.513479232788086,-0.15542086958885193
53,38.0,8800.0,2.3748548030853267,-9.513479232788086,-0.15542086958885193
54,39.0,8900.0,2.404576301574707,-9.506318092346193,-0.1353933960199356
55,40.0,9000.0,2.404576301574707,-9.506318092346193,-0.1353933960199356
56,41.0,9100.0,2.3961031436920166,-9.508784294128418,-0.1099327877163887
57,42.0,9200.0,2.411736249923706,-9.505084991455078,-0.08539105206727983
58,43.0,9300.0,2.411736249923706,-9.505084991455078,-0.08539105206727983
59,44.0,9400.0,2.3912100791931152,-9.510364532470703,-0.07410042732954025
60,30.0,8000.0,2.394932985305786,-9.50684642791748,-0.2335772961378097
61,31.0,8100.0,2.394932985305786,-9.50684642791748,-0.2335772961378097
62,32.0,8200.0,2.374520301818848,-9.511712074279783,-0.2436632215976715
63,33.0,8300.0,2.3964519500732417,-9.506549835205078,-0.23006197810173035
64,34.0,8400.0,2.3964519500732417,-9.506549835205078,-0.23006197810173035
65,35.0,8500.0,2.37561297416687,-9.512350082397461,-0.2050491124391556
66,36.0,8600.0,2.37561297416687,-9.512350082397461,-0.2050491124391556
67,37.0,8700.0,2.3748548030853267,-9.513479232788086,-0.15542086958885193
68,38.0,8800.0,2.3748548030853267,-9.513479232788086,-0.15542086958885193
69,39.0,8900.0,2.404576301574707,-9.506318092346193,-0.1353933960199356
70,40.0,9000.0,2.404576301574707,-9.506318092346193,-0.1353933960199356
71,41.0,9100.0,2.3961031436920166,-9.508784294128418,-0.1099327877163887
