,Unnamed: 0,timestamp,pressure
0,0.0,5000.0,1000.97
1,1.0,5100.0,1000.97
2,2.0,5200.0,1000.97
3,3.0,5300.0,1000.97
4,4.0,5400.0,1001.01
5,5.0,5500.0,1001.01
6,6.0,5600.0,1001.01
7,7.0,5700.0,1001.01
8,8.0,5800.0,1001.03
9,9.0,5900.0,1001.03
10,10.0,6000.0,1000.91
11,11.0,6100.0,1000.91
12,12.0,6200.0,1000.91
13,13.0,6300.0,1000.91
14,14.0,6400.0,1000.94
15,15.0,6500.0,1000.94
16,16.0,6600.0,1000.94
17,17.0,6700.0,1000.94
18,18.0,6800.0,1001.0
19,19.0,6900.0,1001.0
20,10.0,6000.0,1000.91
21,11.0,6100.0,1000.91
22,12.0,6200.0,1000.91
23,13.0,6300.0,1000.91
24,14.0,6400.0,1000.94
25,15.0,6500.0,1000.94
26,16.0,6600.0,1000.94
27,17.0,6700.0,1000.94
28,18.0,6800.0,1001.0
29,19.0,6900.0,1001.0
30,20.0,7000.0,1001.03
31,21.0,7100.0,1001.03
32,22.0,7200.0,1001.06
33,23.0,7300.0,1001.06
34,24.0,7400.0,1001.06
35,25.0,7500.0,1001.06
36,26.0,7600.0,1001.03
37,27.0,7700.0,1001.03
38,28.0,7800.0,1001.03
39,29.0,7900.0,1001.03
40,20.0,7000.0,1001.03
41,21.0,7100.0,1001.03
42,22.0,7200.0,1001.06
43,23.0,7300.0,1001.06
44,24.0,7400.0,1001.06
45,25.0,7500.0,1001.06
46,26.0,7600.0,1001.03
47,27.0,7700.0,1001.03
48,28.0,7800.0,1001.03
49,29.0,7900.0,1001.03
50,30.0,8000.0,1001.0
51,31.0,8100.0,1001.0
52,32.0,8200.0,1001.01
53,33.0,8300.0,1001.01
54,34.0,8400.0,1001.01
55,35.0,8500.0,1001.02
56,36.0,8600.0,1001.02
57,37.0,8700.0,1001.02
58,38.0,8800.0,1001.07
59,39.0,8900.0,1001.07
60,30.0,8000.0,1001.0
61,31.0,8100.0,1001.0
62,32.0,8200.0,1001.01
63,33.0,8300.0,1001.01
64,34.0,8400.0,1001.01
65,35.0,8500.0,1001.02
66,36.0,8600.0,1001.02
67,37.0,8700.0,1001.02
68,38.0,8800.0,1001.07
69,39.0,8900.0,1001.07
70,40.0,9000.0,1001.07
71,41.0,9100.0,1001.07
72,42.0,9200.0,1001.08
73,43.0,9300.0,1001.08
74,44.0,9400.0,1001.08
75,45.0,9500.0,1001.08
76,46.0,9600.0,1000.99
77,47.0,9700.0,1000.99
78,48.0,9800.0,1000.96
79,49.0,9900.0,1000.96
80,40.0,9000.0,1001.07
81,41.0,9100.0,1001.07
82,42.0,9200.0,1001.08
83,43.0,9300.0,1001.08
84,44.0,9400.0,1001.08
85,45.0,9500.0,1001.08
86,46.0,9600.0,1000.99
87,47.0,9700.0,1000.99
88,48.0,9800.0,1000.96
89,49.0,9900.0,1000.96
90,50.0,10000.0,1000.96
91,51.0,10100.0,1000.96
92,52.0,10200.0,1000.96
93,53.0,10300.0,1000.96
94,54.0,10400.0,1000.96
95,55.0,10500.0,1000.96
96,56.0,10600.0,1001.02
97,57.0,10700.0,1001.02
98,58.0,10800.0,1001.02
99,59.0,10900.0,1001.02
100,50.0,10000.0,1000.96
101,51.0,10100.0,1000.96
102,52.0,10200.0,1000.96
103,53.0,10300.0,1000.96
104,54.0,10400.0,1000.96
105,55.0,10500.0,1000.96
106,56.0,10600.0,1001.02
107,57.0,10700.0,1001.02
108,58.0,10800.0,1001.02
109,59.0,10900.0,1001.02
110,60.0,11000.0,1001.01
111,61.0,11100.0,1001.01
112,62.0,11200.0,1001.01
113,63.0,11300.0,1001.01
114,64.0,11400.0,1001.03
115,65.0,11500.0,1001.03
116,66.0,11600.0,1001.03
117,67.0,11700.0,1001.03
118,68.0,11800.0,1000.91
119,69.0,11900.0,1000.91
120,60.0,11000.0,1001.01
121,61.0,11100.0,1001.01
122,62.0,11200.0,1001.01
123,63.0,11300.0,1001.01
124,64.0,11400.0,1001.03
125,65.0,11500.0,1001.03
126,66.0,11600.0,1001.03
127,67.0,11700.0,1001.03
128,68.0,11800.0,1000.91
129,69.0,11900.0,1000.91
130,70.0,12000.0,1000.91
131,71.0,12100.0,1000.91
132,72.0,12200.0,1000.97
133,73.0,12300.0,1000.97
134,74.0,12400.0,1000.98
135,75.0,12500.0,1000.98
136,76.0,12600.0,1000.96
137,77.0,12700.0,1000.96
138,78.0,12800.0,1000.96
139,79.0,12900.0,1000.96
140,70.0,12000.0,1000.91
141,71.0,12100.0,1000.91
142,72.0,12200.0,1000.97
143,73.0,12300.0,1000.97
144,74.0,12400.0,1000.98
145,75.0,12500.0,1000.98
146,76.0,12600.0,1000.96
147,77.0,12700.0,1000.96
148,78.0,12800.0,1000.96
149,79.0,12900.0,1000.96
150,80.0,13000.0,1000.98
151,81.0,13100.0,1000.98
152,82.0,13200.0,1000.98
153,83.0,13300.0,1000.98
154,84.0,13400.0,1001.03
155,85.0,13500.0,1001.03
156,86.0,13600.0,1001.03
157,87.0,13700.0,1001.03
158,88.0,13800.0,1000.97
159,89.0,13900.0,1000.97
160,80.0,13000.0,1000.98
161,81.0,13100.0,1000.98
162,82.0,13200.0,1000.98
163,83.0,13300.0,1000.98
164,84.0,13400.0,1001.03
165,85.0,13500.0,1001.03
166,86.0,13600.0,1001.03
167,87.0,13700.0,1001.03
168,88.0,13800.0,1000.97
169,89.0,13900.0,1000.97
170,90.0,14000.0,1000.97
171,91.0,14100.0,1000.97
172,92.0,14200.0,1000.99
173,93.0,14300.0,1000.99
174,94.0,14400.0,1000.99
175,95.0,14500.0,1000.99
176,96.0,14600.0,1000.91
177,97.0,14700.0,1000.91
178,98.0,14800.0,1000.91
179,99.0,14900.0,1000.91
180,90.0,14000.0,1000.97
181,91.0,14100.0,1000.97
182,92.0,14200.0,1000.99
183,93.0,14300.0,1000.99
184,94.0,14400.0,1000.99
185,95.0,14500.0,1000.99
186,96.0,14600.0,1000.91
187,97.0,14700.0,1000.91
188,98.0,14800.0,1000.91
