,Unnamed: 0,sp_mean_ax,sp_mean_ay,sp_mean_az,sp_mean_acc_magnitude,sp_var_ax,sp_var_ay,sp_var_az,sp_var_acc_magnitude,sp_cov_a_xy,sp_cov_a_yz,sp_cov_a_xz,sp_cov_a_xmag,sp_cov_a_ymag,sp_cov_a_zmag,sp_energy_ax,sp_energy_ay,sp_energy_az,sp_energy_acc_magnitude,sp_entropy_ax,sp_entropy_ay,sp_entropy_az,sp_entropy_acc_magnitude,Unnamed: 0,sw_mean_ax,sw_mean_ay,sw_mean_az,sw_mean_acc_magnitude,sw_var_ax,sw_var_ay,sw_var_az,sw_var_acc_magnitude,sw_cov_a_xy,sw_cov_a_yz,sw_cov_a_xz,sw_cov_a_xmag,sw_cov_a_ymag,sw_cov_a_zmag,sw_energy_ax,sw_energy_ay,sw_energy_az,sw_energy_acc_magnitude,sw_entropy_ax,sw_entropy_ay,sw_entropy_az,sw_entropy_acc_magnitude
0,0,2.055501972263058,-9.937293752034504,0.8581716626882553,10.465776463110519,2.499255996019521,13.606512427909847,3.283699767588716,13.469682190546171,-0.935254403009564,-0.19057516777683545,1.1811578431486365,1.4265269081296366,-13.453910845962946,-0.9607807513579868,3.127906822881708,4.702868878647318,3.0901512920271497,4.651941519995296,3.811470296093492,3.8073332252638794,3.655849293973,3.794729158116717,0,9.475577648480732,2.6356542085607852,-2.4738196512063344,10.303118078882443,7.3867183570878945,2.5973194252831653,1.226827340977293,7.853698749238893,1.6590743915323225,-0.7157084143043201,0.3414570316905333,7.490587266177888,2.2665404707200887,-0.8752350488951667,4.1559031974472544,3.3069843730435244,2.5720346760783377,4.217945795222809,3.853093086850528,3.926653044836298,3.804657909212145,3.8574245685253783
1,1,2.0951958344628414,-9.43510992527008,0.7079654430349668,10.285325307877867,5.320803358158049,11.438645995249027,7.679540534854437,12.36215253199634,-2.8702353260016324,-1.1176168574567669,-0.6231060569114026,4.0135794817501775,-11.569977281094664,0.07033383122250443,3.8789999395868273,4.818075820061641,4.251863385019014,4.9381374002681975,3.8748968801142483,3.9363111860609137,3.8919183756529887,3.95248894346386,1,9.247940548261006,2.4049462164441744,-2.4091336826483407,10.012927961844436,7.570266688228883,2.2654865759891365,1.2901916022624111,7.925981564728394,1.762989302294471,-0.5401728427019751,0.4233705078156959,7.623859021674817,2.2530399492594366,-0.7297087606937732,4.106259863886949,3.1598745763747753,2.5631291865461865,4.1730580486473325,3.825751848228947,3.901167047352719,3.7597371814173846,3.8264567475606936
2,2,2.5566881999373434,-9.208917784690858,0.8335413166709865,10.326237393967855,9.56098200225313,11.080755116457684,8.542002767821828,14.34079113423968,-4.430575452773773,1.0534871014933604,-0.9396330293415648,7.8227954099356305,-11.776998144083734,1.5857097567046838,4.489714120202541,4.675220604664307,4.478768757097939,4.982641923887844,3.876996711325223,3.9024155602713013,3.936594819963698,3.9145267100086776,2,8.866524529457092,2.1030517955621084,-2.5982065896193185,9.57180215253785,8.063010872224966,0.6763619522931635,1.0474651479911183,7.925175383995078,1.1317716398270727,-0.8136665676737499,0.3169793446249933,7.96725814253575,1.1067063739403245,-0.9838416660425294,4.128287508222366,2.172387795330029,2.306302913307369,4.139630310646586,3.8120010916414433,3.760471938327676,3.686996396628712,3.828276313021345
3,3,2.3082498717432216,-9.355393099784852,0.5770524798659608,10.126927930424056,7.486760868888968,7.796523141509807,4.872675341841916,10.626858787923288,-3.162513232313388,1.9758164766843305,-0.2392557947984182,6.202518593092276,-8.419695432435809,1.694655242451738,4.161421909858076,4.128231011613481,3.5865262097509163,4.263057549053492,3.849837155019263,3.8217344508032114,3.7629946726375647,3.7224604774162815,3,9.180303382873538,2.578266352415085,-2.6903701414664587,10.23257713152675,9.360068396011744,3.9112383555982713,3.784108927478139,10.402416693710236,1.8873919404636144,-2.348009755888358,1.5618341822221034,9.739800503139667,2.401559422717999,-2.604816851285013,4.360589240884195,3.4096108712296163,3.2596679323521163,4.528456103503975,3.8121227266657898,3.7895167632659215,3.687122185049273,3.8353635036834755
4,4,1.4413393699253598,-9.780623173713684,-0.14086886048316952,10.609694272412051,9.208798795755747,11.98736508372526,8.766846563293687,14.904312470519848,-5.4095097014360665,-1.0518317636240269,-0.5805622077976963,7.072934113824169,-12.638188646075266,-1.1369921625179178,4.687161780675523,4.736045280376688,4.145836780141997,5.1649246001269296,4.000907144025765,3.884915091381529,3.7616509558753046,3.9542366689792936,4,9.352028266588848,2.8248467306296035,-2.708954404791196,10.4281813722945,6.7256687734994545,3.8090804227542887,3.402488841688956,7.867738700037452,2.0584829985497453,-1.7526789320656122,1.360494637216117,7.152814184069028,2.555253520326817,-2.0116835836823803,3.978796584658912,3.4187095923776467,3.12430830385098,4.177685786741863,3.7966167236689503,3.7604494894431455,3.6449179429860896,3.808782829008828
5,5,0.5498084895312786,-10.126854666074117,0.7222209006547929,11.003815281153589,8.457365341880422,18.085011402478454,11.204549843037892,19.739937187947227,-3.948749818481335,-0.7658831307910771,-0.8862956594191356,5.650430407386372,-17.9897974254752,-0.0924033470464256,4.545751385134014,5.099904217950632,4.348233839458813,5.276431786642961,3.9932717424399713,3.8526975849465965,3.706194843087463,3.8692575708980153,5,9.143453741073607,2.358046919107437,-2.3530220210552217,9.820210331394756,6.945584602032907,1.1285147336486796,0.6447695487126944,6.9527467826352645,1.4917167718294049,-0.030448887823562112,0.2574712133669382,6.915761058677442,1.5805304716251949,-0.15859402576232876,4.079693197642908,2.5107797665163685,2.292546981591104,4.092598055459885,3.860354095160659,3.769635808061332,3.8891414411561938,3.861559325155839
6,6,0.7602089228729407,-10.159655316670737,1.239996960759163,10.943709127220805,2.7818451563128184,12.710425009042506,12.997251442265618,13.81427085655062,-0.16580469560596325,1.1032491694270177,1.3225962899670478,1.2873938780061642,-12.481823923965175,1.2285149066777463,3.1496052366414014,4.9019015179708365,4.732861089352212,4.993220352897224,3.799320547774928,3.9409278089795796,3.804656296144189,3.9090631143778234,6,8.944291154543556,2.537189578016599,-2.091366836428642,9.669639806161626,7.550507353549112,1.6637022093061222,0.6970179302088924,7.175183231013539,1.4027887842054203,0.6175690170781218,0.7697868828407435,7.327014295902197,1.5020123781122765,0.5559770670058368,4.079473082189113,2.7229668721983287,2.0830395126049392,4.029312484654853,3.819422516105216,3.7541237613294665,3.6576519440211435,3.821526784483179
7,7,1.4199411834279696,-9.517271065711975,0.3321456169088682,10.875004807407796,7.389806805048321,8.733357096553505,23.385106196477693,13.514310083492045,-4.4844033029779835,3.771102413652148,-2.9644712552344155,7.012261295958087,-8.971499336500182,1.69689310886302,4.350130826361174,4.5356170429588625,5.449666383051801,5.07312902808649,3.9669432713278177,3.964770368260051,3.814823291481101,3.9644154667839753,7,9.023015077908834,2.8632117042938865,-2.4891735961039863,9.915459422127759,5.591453064764076,1.1644899563269,0.9553360854043322,5.161209953398396,0.7742700965177152,0.04166831287090002,0.5867170214722441,5.328242472550666,0.8394665442961969,-0.08636344697020097,3.8744258165532086,2.5513220107487617,2.3878775703160904,3.8155679094045403,3.835677305227838,3.7777908432171854,3.7889374692890914,3.8486386242692663
8,8,1.2808181161681809,-9.27779103120168,0.3214315618077915,10.452313617297534,8.480319327788813,14.553514987625768,17.168927001978492,18.40990683596979,-4.896012634550125,2.7836399279659854,-6.971118130443532,7.098772211894264,-14.720077414517169,4.028050923869402,4.4989851867191115,4.998654119036048,5.2585493899958875,5.269487567327452,3.959895088557747,3.888534625419618,3.903848147983264,3.8841914355917377,8,9.330572573343913,2.6136801411708195,-2.469592336813609,10.111344943298,7.036598477551942,1.2022984089454385,0.7283735672786865,6.679641478669788,-0.12960131793570376,-0.839427184729792,0.3455389873370309,6.8062208257828924,0.0833670119077899,-0.9034990352187992,3.926012085334575,2.4878241624466737,2.084908330330045,3.89719381020946,3.732814965068051,3.736779208981956,3.62974963526424,3.7546462697815715
9,9,1.189579076382021,-9.176765616734825,0.9616410781939824,9.836518775777714,4.027177937301731,10.844369853475142,7.342519271733773,11.836891639285128,-0.8089920424781573,0.5608117858293244,-2.7157954257590906,1.7252710377754763,-11.129958465508668,3.2274693420855254,3.4892377349764616,4.688063846927371,3.969414611271915,4.800474017132669,3.8239924083809935,3.90940107159967,3.766407307167971,3.9122460118800766,9,9.3702934106191,2.50161626636982,-2.3895524218678474,10.150101764162828,6.8370621715681965,1.2912375036698784,1.5147624342274937,6.333784990059762,0.0515190870624488,0.17963177461186255,0.2541042143616372,6.509838920920067,0.2706102285734049,-0.1250443059753226,4.144825888364097,2.6639204672173573,2.5944002517559523,4.0695735987463415,3.8811917648879612,3.816478946110737,3.702957287406474,3.888014620132704
