,timestamp,gx,gy,gz,pressure,light,uv,ax,ay,az,mx,my,mz,mAc
0,5000.0,9.339119911193848,-24.416000366210927,-104.68360137939452,1002.21,12.0,0.0,7.767102241516112,3.0149567127227783,-2.2947168350219727,64.86,9.65,5.87,ACCURACY_BAD
1,5100.0,9.339119911193848,-24.416000366210927,-104.68360137939452,1002.21,12.0,0.0,7.767102241516112,3.0149567127227783,-2.2947168350219727,64.86,9.65,5.87,ACCURACY_BAD
2,5200.0,9.339119911193848,-24.416000366210927,-104.68360137939452,1002.21,12.0,0.0,7.767102241516112,3.0149567127227783,-2.2947168350219727,66.9,9.42,4.44,ACCURACY_BAD
3,5300.0,-11.10927963256836,2.746799945831299,21.42503929138184,1002.21,12.0,0.0,12.892528533935547,5.034498691558838,-3.7567315101623535,69.0,5.69,4.61,ACCURACY_BAD
4,5400.0,-11.10927963256836,2.746799945831299,21.42503929138184,1002.22,10.0,0.0,12.892528533935547,5.034498691558838,-3.7567315101623535,73.19,3.29,5.27,ACCURACY_BAD
5,5500.0,23.317279815673828,33.388877868652344,102.24199676513672,1002.22,10.0,0.0,9.944571495056152,2.737389087677002,-2.6057839393615723,74.58,0.23,3.59,ACCURACY_BAD
6,5600.0,23.317279815673828,33.388877868652344,102.24199676513672,1002.22,15.0,0.0,9.944571495056152,2.737389087677002,-2.6057839393615723,75.29,-4.01,3.53,ACCURACY_BAD
7,5700.0,30.45895957946777,18.922399520874023,81.91567993164062,1002.22,15.0,0.0,7.503891944885254,1.2993026971817017,-2.715853452682495,74.58,-4.25,4.19,ACCURACY_BAD
8,5800.0,30.45895957946777,18.922399520874023,81.91567993164062,1002.22,21.0,0.0,7.503891944885254,1.2993026971817017,-2.715853452682495,75.29,-6.17,3.53,ACCURACY_BAD
9,5900.0,21.302959442138672,-7.568959712982178,13.24567985534668,1002.22,21.0,0.0,9.978070259094238,3.8356947898864746,-3.2709887027740483,75.29,-6.17,3.53,ACCURACY_BAD
10,6000.0,21.302959442138672,-7.568959712982178,13.24567985534668,1002.24,24.0,0.0,9.978070259094238,3.8356947898864746,-3.2709887027740483,73.91,-1.5,0.17,ACCURACY_BAD
11,6100.0,21.302959442138672,-7.568959712982178,13.24567985534668,1002.24,24.0,0.0,9.978070259094238,3.8356947898864746,-3.2709887027740483,71.81,6.77,3.59,ACCURACY_BAD
12,6200.0,-105.8433609008789,-23.195199966430664,-149.12071228027344,1002.27,20.0,0.0,9.284152030944824,4.1515469551086435,-1.5984054803848269,69.72,8.93,3.59,ACCURACY_BAD
13,6300.0,-105.8433609008789,-23.195199966430664,-149.12071228027344,1002.27,20.0,0.0,9.284152030944824,4.1515469551086435,-1.5984054803848269,67.61,10.73,4.85,ACCURACY_BAD
14,6400.0,-105.8433609008789,-23.195199966430664,-149.12071228027344,1002.28,10.0,0.0,9.265008926391602,2.6943180561065674,-1.588834285736084,65.51,16.68,6.77,ACCURACY_BAD
15,6500.0,-87.89759826660156,3.2961599826812744,-62.13871765136719,1002.28,10.0,0.0,9.265008926391602,2.6943180561065674,-1.588834285736084,65.51,15.59,7.79,ACCURACY_BAD
16,6600.0,-87.89759826660156,3.2961599826812744,-62.13871765136719,1002.26,7.0,0.0,9.265008926391602,2.6943180561065674,-1.588834285736084,66.23,15.59,7.79,ACCURACY_BAD
17,6700.0,12.818399429321287,-0.7935199737548828,10.193679809570312,1002.26,7.0,0.0,6.010770320892334,3.1178479194641118,-2.3617160320281982,69.0,10.73,4.85,ACCURACY_BAD
18,6800.0,12.818399429321287,-0.7935199737548828,10.193679809570312,1002.26,7.0,0.0,6.010770320892334,3.1178479194641118,-2.3617160320281982,69.0,10.73,4.85,ACCURACY_BAD
19,6900.0,98.94583892822266,31.98495864868164,59.51399993896485,1002.24,7.0,0.0,15.424134254455565,2.366501569747925,-3.924229145050049,76.01,7.07,7.19,ACCURACY_BAD
20,6000.0,21.302959442138672,-7.568959712982178,13.24567985534668,1002.24,24.0,0.0,9.978070259094238,3.8356947898864746,-3.2709887027740483,73.91,-1.5,0.17,ACCURACY_BAD
21,6100.0,21.302959442138672,-7.568959712982178,13.24567985534668,1002.24,24.0,0.0,9.978070259094238,3.8356947898864746,-3.2709887027740483,71.81,6.77,3.59,ACCURACY_BAD
22,6200.0,-105.8433609008789,-23.195199966430664,-149.12071228027344,1002.27,20.0,0.0,9.284152030944824,4.1515469551086435,-1.5984054803848269,69.72,8.93,3.59,ACCURACY_BAD
23,6300.0,-105.8433609008789,-23.195199966430664,-149.12071228027344,1002.27,20.0,0.0,9.284152030944824,4.1515469551086435,-1.5984054803848269,67.61,10.73,4.85,ACCURACY_BAD
24,6400.0,-105.8433609008789,-23.195199966430664,-149.12071228027344,1002.28,10.0,0.0,9.265008926391602,2.6943180561065674,-1.588834285736084,65.51,16.68,6.77,ACCURACY_BAD
25,6500.0,-87.89759826660156,3.2961599826812744,-62.13871765136719,1002.28,10.0,0.0,9.265008926391602,2.6943180561065674,-1.588834285736084,65.51,15.59,7.79,ACCURACY_BAD
26,6600.0,-87.89759826660156,3.2961599826812744,-62.13871765136719,1002.26,7.0,0.0,9.265008926391602,2.6943180561065674,-1.588834285736084,66.23,15.59,7.79,ACCURACY_BAD
27,6700.0,12.818399429321287,-0.7935199737548828,10.193679809570312,1002.26,7.0,0.0,6.010770320892334,3.1178479194641118,-2.3617160320281982,69.0,10.73,4.85,ACCURACY_BAD
28,6800.0,12.818399429321287,-0.7935199737548828,10.193679809570312,1002.26,7.0,0.0,6.010770320892334,3.1178479194641118,-2.3617160320281982,69.0,10.73,4.85,ACCURACY_BAD
29,6900.0,98.94583892822266,31.98495864868164,59.51399993896485,1002.24,7.0,0.0,15.424134254455565,2.366501569747925,-3.924229145050049,76.01,7.07,7.19,ACCURACY_BAD
30,7000.0,98.94583892822266,31.98495864868164,59.51399993896485,1002.24,11.0,0.0,15.424134254455565,2.366501569747925,-3.924229145050049,78.77,1.97,2.7,ACCURACY_BAD
