,timestamp,pressure
0,5000.0,1000.79
1,5100.0,1000.79
2,5200.0,1000.79
3,5300.0,1000.79
4,5400.0,1000.79
5,5500.0,1000.79
6,5600.0,1000.79
7,5700.0,1000.79
8,5800.0,1000.8
9,5900.0,1000.8
10,6000.0,1000.8
11,6100.0,1000.8
12,6200.0,1000.77
13,6300.0,1000.77
14,6400.0,1000.76
15,6500.0,1000.76
16,6600.0,1000.76
17,6700.0,1000.76
18,6800.0,1000.75
19,6900.0,1000.75
20,7000.0,1000.76
21,7100.0,1000.76
22,7200.0,1000.76
23,7300.0,1000.77
24,7400.0,1000.77
25,7500.0,1000.77
26,7600.0,1000.77
27,7700.0,1000.77
28,7800.0,1000.77
29,7900.0,1000.77
30,8000.0,1000.78
31,8100.0,1000.78
32,8200.0,1000.78
33,8300.0,1000.78
34,8400.0,1000.78
35,8500.0,1000.78
36,8600.0,1000.78
37,8700.0,1000.78
38,8800.0,1000.78
39,8900.0,1000.78
40,9000.0,1000.8
41,9100.0,1000.8
42,9200.0,1000.8
43,9300.0,1000.8
44,9400.0,1000.79
45,9500.0,1000.79
46,9600.0,1000.79
47,9700.0,1000.79
48,9800.0,1000.78
49,9900.0,1000.78
50,10000.0,1000.78
51,10100.0,1000.78
52,10200.0,1000.78
53,10300.0,1000.78
54,10400.0,1000.78
55,10500.0,1000.78
56,10600.0,1000.78
57,10700.0,1000.78
58,10800.0,1000.79
59,10900.0,1000.79
60,11000.0,1000.79
61,11100.0,1000.79
62,11200.0,1000.78
63,11300.0,1000.78
64,11400.0,1000.76
65,11500.0,1000.76
66,11600.0,1000.76
67,11700.0,1000.76
68,11800.0,1000.76
69,11900.0,1000.76
70,12000.0,1000.76
71,12100.0,1000.76
72,12200.0,1000.77
73,12300.0,1000.77
74,12400.0,1000.77
75,12500.0,1000.77
76,12600.0,1000.77
77,12700.0,1000.77
78,12800.0,1000.78
79,12900.0,1000.78
80,13000.0,1000.78
81,13100.0,1000.78
82,13200.0,1000.78
83,13300.0,1000.78
84,13400.0,1000.83
85,13500.0,1000.83
86,13600.0,1000.87
87,13700.0,1000.87
88,13800.0,1000.86
89,13900.0,1000.86
90,14000.0,1000.86
91,14100.0,1000.86
92,14200.0,1000.83
93,14300.0,1000.83
94,14400.0,1000.83
95,14500.0,1000.82
96,14600.0,1000.82
97,14700.0,1000.82
