,timestamp,mx,my,mz,mAc
0,5000.0,-27.05,-0.29,-21.6,ACCURACY_VERYGOOD
1,5100.0,-27.05,-0.29,-21.6,ACCURACY_VERYGOOD
2,5200.0,-25.68,1.55,-23.1,ACCURACY_VERYGOOD
17,6700.0,-25.68,0.47,-24.18,ACCURACY_VERYGOOD
18,6800.0,-27.77,-0.83,-24.6,ACCURACY_VERYGOOD
19,6900.0,-26.34,-0.65,-25.31,ACCURACY_VERYGOOD
20,7000.0,-24.95,1.55,-23.1,ACCURACY_VERYGOOD
21,7100.0,-26.34,0.47,-24.18,ACCURACY_VERYGOOD
22,7200.0,-26.34,-0.83,-24.6,ACCURACY_VERYGOOD
23,7300.0,-25.68,-1.5,-24.84,ACCURACY_VERYGOOD
24,7400.0,-26.34,-0.65,-25.31,ACCURACY_VERYGOOD
2078,212800.0,-24.53,-4.31,-27.71,ACCURACY_VERYGOOD
2079,212900.0,-25.97,-5.03,-27.89,ACCURACY_VERYGOOD
2080,213000.0,-24.53,-4.13,-28.31,ACCURACY_VERYGOOD
2081,213100.0,-25.26,-4.79,-28.55,ACCURACY_VERYGOOD
2082,213200.0,-27.35,-5.46,-28.73,ACCURACY_VERYGOOD
2083,213300.0,-25.97,-4.98,-25.73,ACCURACY_VERYGOOD
39,8900.0,-25.68,-0.83,-26.76,ACCURACY_VERYGOOD
40,9000.0,-26.39,-0.41,-25.92,ACCURACY_VERYGOOD
41,9100.0,-25.73,0.11,-27.84,ACCURACY_VERYGOOD
42,9200.0,-25.01,0.83,-27.65,ACCURACY_VERYGOOD
53,10300.0,-24.42,-0.65,-27.42,ACCURACY_VERYGOOD
54,10400.0,-26.51,-1.74,-26.39,ACCURACY_VERYGOOD
55,10500.0,-25.07,-1.5,-27.05,ACCURACY_VERYGOOD
56,10600.0,-23.69,-1.5,-29.15,ACCURACY_VERYGOOD
2105,215500.0,-27.29,-3.29,-28.73,ACCURACY_VERYGOOD
2106,215600.0,-27.29,1.07,-26.63,ACCURACY_VERYGOOD
2107,215700.0,-28.01,-2.15,-25.55,ACCURACY_VERYGOOD
2108,215800.0,-28.01,-1.43,-25.31,ACCURACY_VERYGOOD
2119,216900.0,-27.95,-7.79,-25.97,ACCURACY_VERYGOOD
2120,217000.0,-27.95,-7.37,-27.23,ACCURACY_VERYGOOD
2121,217100.0,-26.57,-7.55,-26.63,ACCURACY_VERYGOOD
2122,217200.0,-25.85,-7.37,-27.23,ACCURACY_VERYGOOD
75,12500.0,-23.03,-2.7,-30.23,ACCURACY_VERYGOOD
76,12600.0,-20.93,-0.65,-29.57,ACCURACY_VERYGOOD
77,12700.0,-21.6,2.7,-31.31,ACCURACY_VERYGOOD
78,12800.0,-20.93,2.75,-29.15,ACCURACY_VERYGOOD
79,12900.0,-27.18,-0.17,-26.57,ACCURACY_VERYGOOD
80,13000.0,-25.73,-0.65,-29.57,ACCURACY_VERYGOOD
81,13100.0,-27.18,-2.15,-27.23,ACCURACY_VERYGOOD
82,13200.0,-26.39,-2.81,-29.51,ACCURACY_VERYGOOD
83,13300.0,-24.35,-3.48,-27.65,ACCURACY_VERYGOOD
84,13400.0,-24.35,-3.72,-29.15,ACCURACY_VERYGOOD
85,13500.0,-27.11,-5.94,-29.15,ACCURACY_VERYGOOD
2125,217500.0,-27.29,-8.46,-26.21,ACCURACY_VERYGOOD
2126,217600.0,-26.57,-9.35,-27.89,ACCURACY_VERYGOOD
2127,217700.0,-27.29,-10.85,-25.5,ACCURACY_VERYGOOD
2128,217800.0,-24.47,-8.88,-27.05,ACCURACY_VERYGOOD
2129,217900.0,-25.85,-8.27,-26.81,ACCURACY_VERYGOOD
2130,218000.0,-25.85,-8.03,-27.47,ACCURACY_VERYGOOD
110,16000.0,-23.63,-6.17,-30.59,ACCURACY_VERYGOOD
111,16100.0,-22.19,-4.85,-30.17,ACCURACY_VERYGOOD
112,16200.0,-22.92,-5.03,-31.73,ACCURACY_VERYGOOD
113,16300.0,-23.63,-3.53,-31.92,ACCURACY_VERYGOOD
2170,222000.0,-26.57,-3.41,-23.81,ACCURACY_VERYGOOD
2171,222100.0,-27.23,-4.5,-22.73,ACCURACY_VERYGOOD
2172,222200.0,-30.77,-4.19,-19.13,ACCURACY_VERYGOOD
2173,222300.0,-30.05,-0.29,-19.92,ACCURACY_VERYGOOD
132,18200.0,-20.81,-5.03,-31.73,ACCURACY_VERYGOOD
133,18300.0,-21.53,-6.42,-32.15,ACCURACY_VERYGOOD
134,18400.0,-20.1,-3.29,-32.52,ACCURACY_VERYGOOD
135,18500.0,-21.53,-4.19,-32.15,ACCURACY_VERYGOOD
136,18600.0,-20.1,-4.85,-32.34,ACCURACY_VERYGOOD
137,18700.0,-20.81,-6.65,-31.5,ACCURACY_VERYGOOD
138,18800.0,-20.1,-4.85,-32.34,ACCURACY_VERYGOOD
139,18900.0,-19.43,-6.23,-32.75,ACCURACY_VERYGOOD
140,19000.0,-20.76,-5.75,-34.02,ACCURACY_VERYGOOD
141,19100.0,-20.76,-6.59,-31.43,ACCURACY_VERYGOOD
142,19200.0,-20.76,-4.85,-32.27,ACCURACY_VERYGOOD
143,19300.0,-20.76,-4.85,-32.27,ACCURACY_VERYGOOD
167,21700.0,-17.87,-7.98,-36.05,ACCURACY_VERYGOOD
168,21800.0,-16.44,-7.91,-33.89,ACCURACY_VERYGOOD
169,21900.0,-17.1,-7.01,-34.31,ACCURACY_VERYGOOD
170,22000.0,-18.53,-6.59,-33.47,ACCURACY_VERYGOOD
171,22100.0,-17.1,-7.01,-32.21,ACCURACY_VERYGOOD
172,22200.0,-15.05,-7.91,-33.89,ACCURACY_VERYGOOD
2224,227400.0,-29.45,-4.19,-21.23,ACCURACY_VERYGOOD
2225,227500.0,-28.07,-4.67,-22.07,ACCURACY_VERYGOOD
2226,227600.0,-28.07,-5.94,-22.5,ACCURACY_VERYGOOD
2227,227700.0,-28.79,-5.51,-21.65,ACCURACY_VERYGOOD
