,sp_mean_ax,sp_mean_ay,sp_mean_az,sp_mean_acc_magnitude,sp_var_ax,sp_var_ay,sp_var_az,sp_var_acc_magnitude,sp_cov_a_xy,sp_cov_a_yz,sp_cov_a_xz,sp_cov_a_xmag,sp_cov_a_ymag,sp_cov_a_zmag,sp_energy_ax,sp_energy_ay,sp_energy_az,sp_energy_acc_magnitude,sp_entropy_ax,sp_entropy_ay,sp_entropy_az,sp_entropy_acc_magnitude,sw_mean_ax,sw_mean_ay,sw_mean_az,sw_mean_acc_magnitude,sw_var_ax,sw_var_ay,sw_var_az,sw_var_acc_magnitude,sw_cov_a_xy,sw_cov_a_yz,sw_cov_a_xz,sw_cov_a_xmag,sw_cov_a_ymag,sw_cov_a_zmag,sw_energy_ax,sw_energy_ay,sw_energy_az,sw_energy_acc_magnitude,sw_entropy_ax,sw_entropy_ay,sw_entropy_az,sw_entropy_acc_magnitude
0,-4.642940683662891,-5.746727558970451,5.384739200770855,10.505771329815085,7.530375192772207,12.517258480932952,18.661968655286575,11.228536539244418,-0.39131914168672605,-5.5804250142744225,5.427019309417944,-6.534556043924703,-4.2932777868089165,9.372342218512477,3.705911838179677,4.047064358614467,4.6715375165088675,3.9534931586092026,3.3772226231977145,3.337542407964642,3.3834695189644663,3.27799821037926,4.009772557020187,5.926902103424072,3.9291942000389097,10.010463446600609,21.291205195811887,4.781146047127883,11.734444971423013,3.381804571796064,1.5838591648292628,-8.976665519772597,-4.814969204252672,5.692925079037276,0.07183047245483262,-0.4338715172059167,4.20011083114197,3.2165722779066805,3.9544931066769076,2.9237581340034864,3.1051041884787467,3.3259832308178936,3.282180087275355,3.305710915992488
1,-4.892326712608337,-7.198616373538971,2.5664494946599006,9.703917069688538,5.800632383889233,4.833786756799968,15.569286967689326,14.076111102770279,0.08664381547785947,-7.411627148825223,-0.02067734012527832,-7.449545602483347,-3.9228641762507803,12.19437182825091,3.560632552942294,3.0757445312877962,4.527747504255035,4.1901364634065,3.453881874691728,3.243142485507831,3.4263584387676533,3.336242684687156,4.678686153888703,3.3187852412462235,-1.3686346217989924,10.405350973677873,25.98143817168089,10.024261640729708,43.340907875519065,3.9684245563104823,-5.6912896848314904,-24.734131812455036,13.073077178793191,7.6683813394696,-2.2452466263238864,-6.411861759274694,4.3947775653753,3.982431179944338,4.527094292408845,3.005247720569892,3.0773263183461967,3.4085691609837543,2.856194897172025,3.289578080898305
2,-4.647220361232757,-7.327858304977417,1.2420220270752906,8.923993320449224,1.2861003046158284,3.877452624406096,1.2392848458458128,3.530146857945335,0.45726812614811646,-0.35519027546116233,-0.6196769659903331,-1.139637845205033,-3.435165732337533,0.8824860237633834,2.350279534321424,2.8160552748072822,2.3462650938216076,2.9758016101541016,3.359008347459055,3.135448182221622,3.3511923803100316,3.317496725701625,6.0449877917766575,0.6166902564465999,-7.88961459249258,10.508034557612207,7.450530248550374,3.7555585938558558,2.393906033048833,2.0609307003007467,-0.24139615003829012,2.1890766274959996,1.6677467608685521,3.639981461336247,-0.21613028079527843,0.6816368161590121,3.618949255530669,3.263945150175822,3.0719019227659468,2.5381228796221396,3.3496174957509117,3.5060801436347333,3.6251381136350984,3.266739203988222
3,-4.827847909927368,-8.321661496162415,1.1516708627343177,9.698638609082938,0.06705274502079571,0.10538018216385084,0.052126630359004396,0.04088817762477532,-0.07331432840168634,0.046852836962087856,-0.0504679153400964,0.03790707939222358,-0.06334903738412787,0.02844766921098944,1.096716914073082,1.2158587120849154,1.0021928856390492,0.9912484152728126,3.316997816301048,3.2753364142219707,3.2975384738683213,3.356286800170562,5.022893592715263,2.53447772487998,-6.9422364115715025,9.940236040407616,4.071712290867498,9.968424647318002,6.744659920795079,1.3380186402971996,-0.10152584661161829,0.7136390795803417,5.524198847293924,0.731173613450079,0.6948377374732445,-1.3975739820524273,2.9852505253629404,3.669225967166148,3.503294260531625,2.329447591286408,3.2710024292464253,3.2275508470886516,3.3102362851768676,3.3168576977023094
4,-4.813018774986267,-8.223080360889435,1.297702206671238,9.630294702401969,0.021213240173519,0.03555404390496986,0.2600698374577183,0.03545795446312748,0.0017969971747080575,0.03485558779059941,0.003544525306705332,-0.005600218363667947,-0.03112231369381409,0.02893210513967497,0.7938767626013442,0.9817134204409014,1.5049438753528062,0.9316305642978375,3.2318990474099287,3.4270443128076424,3.228351130312381,3.3089748583842944,6.734958371520042,4.6777886837720875,-5.08169721364975,10.541084476866288,6.640392024384057,8.740035418333967,4.7877946287518265,1.6559716703604375,-4.429592950553067,0.5233014541904815,1.4788926186279445,0.7921542417857095,0.47152599891592545,-1.819600569443927,3.2830617537743993,3.9518381039769865,3.300568675128162,2.4615561047800414,3.203729883901116,3.464568557923027,3.4261878830155497,3.3113572476444575
5,-4.68661996126175,-8.206246042251587,1.5903783962130547,9.599746671429504,0.05107960365777109,0.08462218158497417,0.23764324600796555,0.04621483103153253,-0.040795275791314346,-0.008703151279055113,0.01879480849964431,0.008453118196075622,-0.05016451390837765,0.033203003395971833,1.0836521723896197,1.2083417396695382,1.5080218784975894,1.016249383682537,3.438077234758967,3.3989657771334145,3.3288637226469797,3.3369614376394745,6.392306137084961,5.99240534901619,-4.413202404975891,10.644525751284114,5.425621186712626,9.6511551637451,3.5094230100387334,1.0897138370771318,-5.22374449644832,-0.570607211394236,2.358858529705478,0.7779309925527431,0.6273731587789916,-0.5851659978072158,3.154644038554257,3.54987544828181,2.805433710001449,2.228634506264413,3.1701321398153643,3.145685829347399,3.254328363303907,3.2660071763959624
6,-4.505154448747635,-8.253007698059083,1.7640926986932755,9.588212255060169,0.13098772660552863,0.11527723478639954,0.20973919050263526,0.0321697650124912,-0.04880015949954782,0.05989478725740195,0.078428828777123,0.002217710259978346,-0.052257314274176,-0.03399384165121136,1.397091325296857,1.3378060687470457,1.5966203515966375,0.9889242955589004,3.506918190869909,3.4642248340952055,3.5408489910673833,3.5114144287649887,3.6295530304312704,8.150133430957794,-3.622912901639938,10.18340315116824,5.453325788465424,2.9822972906875784,3.49568723762564,0.671954723726924,-1.8861331358171975,-1.6573534095518636,2.417507699027049,1.004614128131313,0.19742606311401995,-0.45498876097213226,2.903222036914155,2.915484970736689,2.9357410390277225,1.9617141846509285,3.083918778939444,3.3793881407995197,3.2963404505509724,3.361825982015595
7,-4.3965923368930815,-7.976956260204315,1.905395495891571,9.349458954071498,0.14899795159700957,0.3839834505945762,0.5787284725337052,0.2706889679929062,0.029028075508170915,0.16606640884027934,0.0572351327495101,-0.03481390487050234,-0.30586201473424396,0.04115502478218807,1.367484908987191,1.695928459763023,1.894725808867577,1.6095569049305498,3.3494513856681705,3.307928101629287,3.3009903604458946,3.3777241250097876,1.15884405747056,8.973683273792266,-2.9849265694618223,9.979705738884867,6.400230314802323,1.4626550132602567,1.8900390533185827,0.7120741641723155,-2.023954004723506,-1.7355194274085965,0.9318464012622147,-0.5260742685484637,0.7180623196277887,-0.10802433182310629,3.286845275670277,2.3907658428743535,2.4356372281445444,2.026761461295237,3.269993083309526,3.3541087326461385,3.276045663733999,3.3935181835304986
8,-4.17658017873764,-7.7262835025787355,2.272935375571251,9.281339468258022,0.6858683975569988,2.1367965163666396,2.0592990131737925,0.9458117713267722,0.7482031319966546,1.0821763186744489,1.2475528801719746,-0.33982951800484545,-1.3535168345374589,-0.4810007255050253,1.9666224873066156,2.813676300122485,2.619140449524658,2.2857199134432182,3.3140728888554376,3.4781702237382643,3.3614196090494803,3.4796225169636714,-0.3789034225046633,7.3557161569595335,-4.886024075746536,10.890230870385832,24.19417619837115,8.602591639104364,13.238237598684467,4.523447327248731,-1.7661765907683964,-6.295300418988402,9.242086487087166,3.572304589037217,-2.6496528694918275,-5.948255290192384,4.718388986580851,3.150898934168362,3.8018183715038356,3.1283796040941203,3.3187966717110644,3.0121157091117725,3.170526983250089,3.27752353843978
9,-4.57045624256134,-8.364323329925536,2.4109760344028475,10.081157136030889,1.6622077913592024,2.832805036775507,2.7778637702301157,2.17959584946518,1.1072415607846735,0.4278657556835947,0.7987128331307124,-1.2445627395856358,-2.162051879375068,0.3470846606929394,2.379117861254724,2.910605796164931,2.6692133135062655,2.5970202108858325,3.253662757364,3.397335125016783,3.2334354959218086,3.30620820375131,1.0618150740861894,5.236632383055985,-6.6408005356788635,11.141411567022578,41.424667605681876,8.52864674582131,12.317051355307395,9.469288799851938,2.7431294518988207,-11.97857647151108,1.3701753712310394,10.913378620986599,1.3781899205124564,-9.310794919045172,5.4241107069123435,3.803001729279387,3.8960473087205183,3.875655192990695,3.2988565523180933,3.408455050847732,3.2603089359667785,3.392319353192757
