,Unnamed: 0,sp_mean_ax,sp_mean_ay,sp_mean_az,sp_mean_acc_magnitude,sp_var_ax,sp_var_ay,sp_var_az,sp_var_acc_magnitude,sp_cov_a_xy,sp_cov_a_yz,sp_cov_a_xz,sp_cov_a_xmag,sp_cov_a_ymag,sp_cov_a_zmag,sp_energy_ax,sp_energy_ay,sp_energy_az,sp_energy_acc_magnitude,sp_entropy_ax,sp_entropy_ay,sp_entropy_az,sp_entropy_acc_magnitude,Unnamed: 0,sw_mean_ax,sw_mean_ay,sw_mean_az,sw_mean_acc_magnitude,sw_var_ax,sw_var_ay,sw_var_az,sw_var_acc_magnitude,sw_cov_a_xy,sw_cov_a_yz,sw_cov_a_xz,sw_cov_a_xmag,sw_cov_a_ymag,sw_cov_a_zmag,sw_energy_ax,sw_energy_ay,sw_energy_az,sw_energy_acc_magnitude,sw_entropy_ax,sw_entropy_ay,sw_entropy_az,sw_entropy_acc_magnitude
0,0,3.400185453891754,-9.243324422836304,-0.5998073935508728,9.958370429368866,0.8097924547126535,0.4971707352750597,0.8664127308753492,0.2690967708516032,0.4118681413679564,0.22307225395598448,0.12304971298790915,-0.10159740409178504,-0.3194777764535753,-0.016219878180483233,1.8914578305458696,1.6862119132784144,1.8697385058908502,1.4403991365317956,2.810102050583584,2.807706781851882,2.7715967860638644,2.8099662559624248,0,5.720999729633332,4.100939166545868,-5.4911690711975085,10.803165322599368,40.33059141373485,6.897827559826974,1.1854306409775013,9.458161967420654,-3.636423225101009,-4.566023020376669,-0.4372689747221221,17.432173779393597,-2.882591030229328,-1.5859991428323263,4.872445029283616,3.1606195041480403,2.068190761427569,3.356269524771827,2.72426319607874,2.7175404490495305,2.7753801901938955,2.72325907774524
1,1,3.317435824871063,-9.374077701568604,-0.1119588509202004,10.115870318809387,1.4621048787777962,2.129749396942044,1.422157268930566,1.3933964757180408,1.2643519413086124,1.0480600010825265,1.0890927731251083,-0.584902313569431,-1.5916180689287114,-0.5803035069424171,2.084066163591384,2.3865259215107737,2.192085596987213,2.14818594731137,2.66411302028346,2.754876257847231,2.8365267111055523,2.783753301053679,1,6.171807426214218,3.9565322637557983,-5.913143277168274,12.459187508879955,68.71818859915786,13.418772592298462,3.0985513669793523,15.213685711386855,-2.3477223248461434,-2.0665156727809744,-3.470985475209812,29.634398340511073,1.2660660536104928,-2.372283092527512,5.561040468590417,3.72508732967598,2.5582444035600247,3.895782590594524,2.7315851190463727,2.7532279572700733,2.68721430085546,2.781471100797671
2,2,3.5583822965621947,-9.127235555648804,0.4689941644668579,10.408203021173062,2.7792065675242816,2.361657725318981,12.80984954310715,5.169428418197651,1.1182838182090893,3.9729860891455386,0.026376877458079824,1.4458017366391729,-2.0066669789726914,5.647228925915398,2.5414890142297746,2.4525581381580372,3.9185185922649532,3.0743826227195803,2.7823214994212626,2.7691434664735497,2.9023828989065312,2.8545120775920805,2,4.8799223661422735,5.459464073181152,-6.519125604629518,12.292293656697915,58.45585147228082,10.15413800113572,2.866493585654293,13.600594187883186,-0.17221483700837328,1.1340688617937322,-4.026345138954102,25.21483665888495,3.334303453813512,-1.5017521689438176,5.332494662634255,3.645347935843648,2.5835657695867624,3.7678079413771033,2.731011668540312,2.8654202470878665,2.78316558536994,2.7690004486435353
3,3,3.657412481307984,-8.918760538101195,-0.10124484747648237,10.245259519488624,2.5656476778338755,0.8428266275431099,13.328572504970634,4.0695346965442445,0.6070753502139103,2.8314806915457087,-1.2262079357273816,1.8566538784585869,-0.7200766894787587,6.524724633256383,2.5860834346512793,1.8559518271225903,3.9200724511968303,2.9929936338169183,2.859294174851588,2.716663467426041,2.8653122077954074,2.9372042608825373,3,5.0218167960643765,5.618945574760437,-6.543652057647705,12.398237910622006,47.971422037586485,20.838244584959213,4.191110380450077,16.047379390918472,15.842593539710315,-2.619655011135897,-0.9091303437586772,23.65700081691845,11.565445107583807,-3.718483215632992,5.109043740979328,4.130429746402048,2.8101393281946057,3.981038191103758,2.7215818753160517,2.7134520811477403,2.7823413994218007,2.7777356371328907
4,4,3.4835036277770994,-9.252631902694704,-0.8538920551538467,10.075380024204037,0.923581845862448,0.8577050035615132,1.8472258361580227,0.4304533816084133,0.5461227714407939,-0.5993987642741886,-0.7874486819499866,-0.10544381441623027,-0.5121663713828974,0.5631779221045821,1.8557640261771544,1.8141873926047685,2.357863914303678,1.5702485303870404,2.693393685103364,2.6630576757660864,2.843080910076868,2.740683815652156,4,4.9868816196918475,2.053520312905312,-7.812565875053406,11.65989561196569,33.26928632837497,30.290322972629337,6.7187823706268945,22.035185181575713,22.797277879512933,-6.113123275983049,1.835330261996016,24.949940278715825,18.340101467321773,-5.975705043656477,4.790718243143663,4.497800873080784,3.065248258204925,4.165078746523139,2.818703756101092,2.7257669471285433,2.660778827325644,2.7246409808139798
5,5,3.6018070951104164,-9.652373814582825,1.6597503691911697,11.077084746806095,2.190342788733817,2.630614187494745,18.901756020877464,9.190396583356438,-0.200082097069468,3.021485146063416,-5.333595488875716,1.9363156856464243,-4.331552094315638,12.443780473514694,2.42063578944032,2.491457868706539,4.008128323524903,3.3968811905932146,2.817037892485355,2.7517261447218053,2.7342715721071023,2.7311293576202265,5,5.391747063398361,1.0727023333311079,-9.667481923103333,12.496077359203086,30.57226686937594,17.759152795618288,10.482928938427344,24.635279190727434,12.654388751761296,-12.559257431815192,-11.762036879335392,22.447978639377972,18.15974282878428,-15.151004602313463,4.650449922991368,3.967249813426984,3.431408235213147,4.285872609229939,2.7709632776121733,2.721811839477961,2.7219053823174595,2.7312824404820253
6,6,2.9690195694565773,-9.559299278259278,1.390342837572098,10.90075317364004,5.137741671156388,3.440675364057572,18.896567062587707,9.89805078044276,1.0481450126262144,5.030257183923731,-5.081487106491809,1.5733025994098646,-4.982292742852231,12.566468276804,2.93881278358823,2.6514123558105487,4.038798254012032,3.4664802355450286,2.7864581693871475,2.7036047847168767,2.743678662930946,2.7443005986422286,6,5.333840870857238,1.1717651590704918,-9.136873435974119,12.658232404543293,41.96098876330383,15.982033522821094,10.663018366740065,19.21077812783155,11.257123026879322,-13.663867495587668,-11.651063928878715,22.372255036351376,15.376524143398454,-13.347378554726332,4.95387377256995,3.8861510016937375,3.380412274738063,3.914538157878618,2.7777893615151346,2.7580920714819714,2.645801696727969,2.6421022787634283
7,7,3.6213797092437754,-8.359205651283265,-1.3243826061487198,9.618990272530322,5.614538605357833,2.639224771025038,0.8271962915206121,0.8911970820139576,3.480518031430103,0.4032402896976452,0.42438077738178426,-1.3580034638309109,-1.1983799771313557,-0.05123253755998836,2.8839269747746825,2.565121799638274,1.8362586584472256,1.9788023274059976,2.606819445161925,2.8326763254003167,2.7357149153404263,2.8442420117789298,7,4.835655391216278,0.05347958207130445,-8.435656785964966,11.353773476715189,44.792746952868306,2.333871225633981,4.915080848637241,15.871758372753312,3.916550936987983,-9.296997100951726,-1.5540620902816946,23.52939781313757,2.11291092011017,-7.042464002157205,4.938424514633762,2.3942016987997965,2.994338122548952,3.742282148266157,2.7339201095140977,2.7530355776616227,2.8315965310590987,2.674798389157264
8,8,4.09719740152359,-8.121850538253785,-1.189768622070551,9.454817286505437,3.3725122545412463,1.1993583625106703,1.08842221911262,0.15867406316092536,1.6856687171416158,-0.13472649101297646,0.19160693404538454,0.1944021002976028,-0.09583384065248128,-0.04940387476200789,2.6182139081662514,2.01456088424422,1.9850436239715092,1.1947234353148866,2.739263814987175,2.720448038388912,2.7609186421860348,2.6648957573224434,8,4.995017349720001,3.007060219347477,-7.443114113807678,10.981861353889641,32.43008666490133,6.366136929565402,7.797807282974055,13.742744984697733,-0.3240506021619537,-3.7760824918307674,5.230613860272345,17.687135538258833,-2.1819789577991933,-6.32380071252594,4.663451632160872,2.8044261018096757,3.2116895228118967,3.72430942723866,2.7412097143685066,2.560130321365347,2.706838471027873,2.691392527793002
9,9,3.730016601085663,-8.661683082580566,-0.9790190048515796,9.655290050347817,2.6760692102645867,0.2948886009696585,0.7136453535802444,0.18105571529041087,0.5878281486514085,-0.7143414886686875,-0.4109723970967311,0.5379769282683659,0.028715393893912707,-0.001467727016070885,2.542283184316059,1.4651352054464242,1.7547370828441555,1.2801179370392162,2.7850086156640237,2.8067752614179406,2.667479773810105,2.7491302934821125,9,5.103651607036591,7.214599549770355,-4.291407796740532,11.152331635303895,32.126900140139625,9.223989781792573,5.725113377020211,17.749041576509445,8.943791727524697,-1.5147655032103808,3.0906269389922683,22.024927261675057,9.01041406640331,-1.0748612636726873,4.683905742269914,3.3037779526727684,2.8133529972058864,4.037025839073654,2.763294451829921,2.67661818926343,2.5633860597313864,2.7684162076534515
