,sp_mean_ax,sp_mean_ay,sp_mean_az,sp_mean_acc_magnitude,sp_var_ax,sp_var_ay,sp_var_az,sp_var_acc_magnitude,sp_cov_a_xy,sp_cov_a_xz,sp_cov_a_yz,sp_cov_a_xmag,sp_cov_a_ymag,sp_cov_a_zmag,sp_energy_ax,sp_energy_ay,sp_energy_az,sp_energy_acc_magnitude,sp_entropy_ax,sp_entropy_ay,sp_entropy_az,sp_entropy_acc_magnitude
0,2.05578128695488,-8.970983934402465,1.5564705431461334,9.720831866251064,2.3462589201952966,7.2228385040522225,5.17721992475025,6.991388749903494,-1.3137737602113824,2.0852704417991133,-1.6329865401434354,1.978347331765326,-6.9273804698896395,2.0707321752863175,2.272438831110917,3.3055128033583085,2.954846687374086,3.28503096140647,2.59928191911399,2.833044470922274,2.762723346816809,2.8431149072125694
1,2.7678168565034866,-8.975802254676818,1.287362289428711,9.998698901547192,3.589403344773182,9.050855618181476,5.899573697365423,7.9178939304762865,0.4836162779588565,1.7729968041561976,3.5160799242902043,1.4344757204474963,-7.8271579980740835,-1.6997972861429886,2.5054322421131583,3.4904022577955143,2.929722141267037,3.3320346398995278,2.600518508421099,2.8223090287796575,2.695900342047683,2.79299722648713
2,2.6936564818024635,-8.669134998321534,1.1378443866968155,9.683547031152266,3.043128006100772,8.849820178835854,6.100525232879418,7.396940370320605,0.9475024614437076,1.5693297676209956,4.1161664467790064,0.7906712159068224,-7.470760669618462,-2.152638502122933,2.387345958372491,3.477261222475827,2.8518171466436675,3.286548889062383,2.5954403488441065,2.8239681019447507,2.578463830704223,2.792208410383771
3,2.319771943986416,-8.436508440971375,1.8269554764032363,9.495399576629746,3.0328183021997175,2.9013794864008444,6.987117425518501,2.1120202031581994,1.7589343537242095,3.2301885864223068,3.1570155482781326,0.10734690851679765,-1.6515109419223413,-0.20347788145354787,2.428205748028816,2.4645035148755667,3.1887673935772964,2.230025887195266,2.605191228752205,2.6794892825923102,2.7734043700947324,2.643724637258912
4,2.7002405017614364,-9.390478014945984,2.535339903831482,10.562625656041781,2.6914873044965626,4.373579012951791,5.877246010980413,2.764695270349664,1.674231458904411,2.715984104203509,2.4680633087012214,-0.11563678219988793,-2.804751623107896,-0.1122886094810208,2.4747674422666788,2.8587951053985705,2.9921302352626964,2.579055483296753,2.729599520832946,2.788500544335262,2.676163812711962,2.815332541855569
5,2.378070777654648,-9.120082831382751,2.822015630826354,10.345259842824104,2.116820426464469,5.961645587860962,7.583472642411196,4.894046530312,1.092540418260319,-1.9799900641335542,-0.05563157978411004,-0.9892057686900705,-4.920890736665366,2.0059047980743006,2.4357126326494623,3.078851793230036,3.2897612016953874,2.888721981812446,2.8287219062091626,2.7768750679610466,2.7839624619689154,2.7570653634040587
6,2.253273019194603,-9.362825059890747,2.4922143392264844,10.481139815266864,2.0630280542169936,10.689780276141297,7.9075366930724575,9.18305332513843,0.926034855206951,-1.7340938434488196,-0.26101703842233553,-0.6955153091601984,-9.359099700120698,2.4427140430660517,2.372180542491945,3.4795955278857456,3.2626851061407063,3.3236943059167943,2.767504655403706,2.733362848313783,2.722062580423577,2.7136686615353605
7,1.8981829524040221,-10.052534675598144,1.7610550697892904,10.523079933676494,0.7973755314183268,9.409667333311557,2.2440448699091706,9.317040990624326,-1.5132149585731867,-0.08139957603364338,0.5543526275028456,1.6612990375649952,-9.305933283193161,-0.22537250603860384,1.9008836568984213,3.387886991736225,2.2815462754106783,3.415654857384643,2.8346937556413843,2.7253794620371794,2.6830516607829957,2.7629092972615172
8,2.2903831362724305,-8.964908647537232,1.6660651206970214,9.621682850633878,2.213977617418487,5.007005765942531,2.67018221606122,5.485306733980221,-1.131726193122031,0.0031346029375226977,0.9396356139381349,1.8090828537687302,-5.099133255182386,-0.4818675736329019,2.3885049321769105,2.9826458593952174,2.448603443402466,3.014572094918573,2.7206995820517794,2.7967716266436455,2.711854923172802,2.7547555294638624
9,2.432718440890312,-8.846575236320495,1.859666258096695,9.627195500305895,3.9823178888844155,4.11468033425558,3.041015396438748,5.827990266863108,-1.6250203368583667,1.0550655919682779,-2.283337985649266,2.9105219487793326,-4.727874411858089,2.8781423202712064,2.7340449907383526,2.774731999812197,2.609323176114411,3.0322577904951045,2.7422141856846145,2.755660439633055,2.7831804615592453,2.740899749234475
10,2.000385457277298,-9.103443217277526,1.8249503343133255,9.747578054249512,2.777207879558082,3.973065465597476,2.9321091439474705,4.618578475320161,-0.5115560042239524,0.5756371923887444,-1.537365941867135,1.373573195240864,-4.119834799697254,2.0128590773096993,2.4789082088009504,2.808267405159886,2.676251406078557,2.9354312783303564,2.712809996945815,2.7642443780081254,2.864924010908,2.7973203728108875
11,1.9976919800043107,-8.952309226989746,2.0081067292718218,9.557292058955433,1.9462651392995756,4.121902739334631,1.2499108313838734,3.976262792748103,-0.1442907772969554,0.02332539890526418,-0.01011209566408378,0.6605253828648351,-3.9522120086358123,0.23983151006283054,2.346218037924648,2.9452202520081823,1.980126817995105,2.8991495907371494,2.820397233418361,2.8852274871276666,2.6894297112930934,2.86321100416063
12,2.134011849761009,-9.284055805206298,1.9050064086914062,9.957755764691242,1.789773758868609,4.981983019014565,3.5784705202675298,5.318488684486304,-1.1076822707574725,0.517460786667056,-1.3019640852156902,1.6391814440529962,-5.053751042822824,1.5423223239066646,2.257956578411915,2.9602428903172195,2.7189342288087244,3.01993879439785,2.7545712765400228,2.761455972470845,2.7949437520659477,2.779947433334854
13,1.7709311589598655,-9.445993757247924,1.7125126242637634,10.131603478368264,1.225497728145384,3.818673688329766,6.306661048212907,3.6101015984991704,-0.30234442647985516,0.600356424043118,0.5626373256589198,0.7061884793116884,-3.583214995628963,0.12375367591453586,2.0284934766311022,2.794847706487624,2.965463907935673,2.7485340668013793,2.7404047242598284,2.800234917519032,2.6616225716226185,2.8006925045265993
14,1.144667837768793,-9.810031986236572,1.6601095288991927,10.343459634236709,0.9589877645258322,9.166974827069765,5.942280687609576,9.032241671483787,1.350367577534431,0.35022429964929236,-0.8668045746589217,-0.9888177021199371,-8.952124766426179,1.801558846298194,1.9621432721508971,3.460101861240833,2.734908914833751,3.4714694197896807,2.780027190857685,2.791368240133349,2.49396476377723,2.810437223801634
15,1.5058930091559888,-9.737726974487305,1.244595816731453,10.255144303725645,1.4462876175781676,9.074522068552772,5.171939357095346,8.821248455301507,1.914237135000752,0.2706021758530732,-1.924997369838839,-1.4600445741294923,-8.823313319282526,2.441900503024943,2.049667546570982,3.393038975316848,2.76922081184272,3.3604305108836487,2.6679302150327824,2.7507491563074935,2.640085981113887,2.745773201014873
16,1.7024569783359766,-9.226744604110717,0.9233238935470581,9.695177232751552,1.4226529117562223,2.216021889642264,3.4380643657560057,1.6948877887354838,0.3654043099759992,1.11805970026482,1.4443112807210985,0.1797349679332934,-1.8142301969409271,-0.9179824253152526,2.1729934145143943,2.31765117994743,2.5611269495300966,2.1973247346017546,2.8092938008926858,2.6765294880708685,2.691879795753629,2.7222652484965004
