,timestamp,mx,my,mz,mAc,timestamp,light,timestamp,ax,ay,az,timestamp,uv,timestamp,pressure,timestamp,gx,gy,gz
0,5000.0,4.13,17.39,-24.84,ACCURACY_VERYGOOD,5000.0,56.0,5000.0,10.389636039733887,1.7682960033416748,-3.1178479194641118,5000.0,0.0,5000.0,1001.02,5000.0,-4.028639793395996,-30.031679153442386,-49.01511764526367
1,5100.0,4.13,17.39,-24.84,ACCURACY_VERYGOOD,5100.0,56.0,5100.0,10.389636039733887,1.7682960033416748,-3.1178479194641118,5100.0,0.0,5100.0,1001.02,5100.0,-4.028639793395996,-30.031679153442386,-49.01511764526367
2,5200.0,4.13,17.39,-24.84,ACCURACY_VERYGOOD,5200.0,56.0,5200.0,10.389636039733887,1.7682960033416748,-3.1178479194641118,5200.0,0.0,5200.0,1001.02,5200.0,-4.028639793395996,-30.031679153442386,-49.01511764526367
3,5300.0,-2.09,21.11,-25.07,ACCURACY_VERYGOOD,5300.0,56.0,5300.0,10.389636039733887,1.7682960033416748,-3.1178479194641118,5300.0,0.0,5300.0,1001.02,5300.0,-4.028639793395996,-30.031679153442386,-49.01511764526367
4,5400.0,0.59,22.02,-23.39,ACCURACY_VERYGOOD,5400.0,56.0,5400.0,10.389636039733887,1.7682960033416748,-3.1178479194641118,5400.0,0.0,5400.0,1001.02,5400.0,-4.028639793395996,-30.031679153442386,-49.01511764526367
5,5500.0,2.7,18.71,-24.47,ACCURACY_VERYGOOD,5500.0,40.0,5500.0,10.112068176269533,2.5507488250732417,-1.871187210083008,5500.0,0.0,5500.0,1001.03,5500.0,4.944240093231201,11.353440284729006,25.941999435424805
6,5600.0,4.79,11.27,-26.21,ACCURACY_VERYGOOD,5600.0,38.0,5600.0,10.112068176269533,2.5507488250732417,-1.871187210083008,5600.0,0.0,5600.0,1001.02,5600.0,4.944240093231201,11.353440284729006,25.941999435424805
7,5700.0,8.27,8.27,-27.84,ACCURACY_VERYGOOD,5700.0,38.0,5700.0,9.504291534423828,1.308874011039734,-1.043270707130432,5700.0,0.0,5700.0,1001.02,5700.0,27.223838806152344,59.26984024047852,83.075439453125
8,5800.0,12.47,7.67,-23.81,ACCURACY_VERYGOOD,5800.0,46.0,5800.0,9.504291534423828,1.308874011039734,-1.043270707130432,5800.0,0.0,5800.0,1001.02,5800.0,27.223838806152344,59.26984024047852,83.075439453125
9,5900.0,14.57,4.61,-23.39,ACCURACY_VERYGOOD,5900.0,46.0,5900.0,10.514062881469727,1.3998013734817505,-0.916451096534729,5900.0,0.0,5900.0,1001.02,5900.0,-15.809359550476074,-16.847040176391598,-37.66167831420898
10,6000.0,11.81,10.61,-24.23,ACCURACY_VERYGOOD,6000.0,57.0,6000.0,10.514062881469727,1.3998013734817505,-0.916451096534729,6000.0,0.0,6000.0,1001.03,6000.0,-15.809359550476074,-16.847040176391598,-37.66167831420898
11,6100.0,9.0,13.31,-23.39,ACCURACY_VERYGOOD,6100.0,57.0,6100.0,10.514062881469727,1.3998013734817505,-0.916451096534729,6100.0,0.0,6100.0,1001.03,6100.0,-15.809359550476074,-16.847040176391598,-37.66167831420898
12,6200.0,6.96,14.03,-21.05,ACCURACY_VERYGOOD,6200.0,54.0,6200.0,9.489934921264648,1.5433706045150757,-2.25403904914856,6200.0,0.0,6200.0,1001.01,6200.0,15.809359550476074,-29.60439872741699,-48.58784103393555
13,6300.0,3.41,18.65,-19.55,ACCURACY_VERYGOOD,6300.0,54.0,6300.0,9.489934921264648,1.5433706045150757,-2.25403904914856,6300.0,0.0,6300.0,1001.01,6300.0,15.809359550476074,-29.60439872741699,-48.58784103393555
14,6400.0,-1.37,19.68,-22.85,ACCURACY_VERYGOOD,6400.0,44.0,6400.0,9.30329418182373,1.5242280960083008,-3.2662029266357417,6400.0,0.0,6400.0,1001.03,6400.0,26.06407928466797,-32.107040405273445,-46.08519744873047
15,6500.0,-3.48,21.29,-23.03,ACCURACY_VERYGOOD,6500.0,44.0,6500.0,9.30329418182373,1.5242280960083008,-3.2662029266357417,6500.0,0.0,6500.0,1001.03,6500.0,26.06407928466797,-32.107040405273445,-46.08519744873047
16,6600.0,-3.53,21.0,-24.53,ACCURACY_VERYGOOD,6600.0,36.0,6600.0,11.322836875915527,0.9260223507881165,-3.6370904445648193,6600.0,0.0,6600.0,1001.08,6600.0,26.12512016296387,16.847040176391598,-19.715919494628906
17,6700.0,-2.09,20.39,-22.61,ACCURACY_VERYGOOD,6700.0,36.0,6700.0,11.322836875915527,0.9260223507881165,-3.6370904445648193,6700.0,0.0,6700.0,1001.08,6700.0,26.12512016296387,16.847040176391598,-19.715919494628906
18,6800.0,4.07,18.65,-23.93,ACCURACY_VERYGOOD,6800.0,36.0,6800.0,11.322836875915527,0.9260223507881165,-3.6370904445648193,6800.0,0.0,6800.0,1001.08,6800.0,26.12512016296387,16.847040176391598,-19.715919494628906
19,6900.0,8.22,13.19,-25.01,ACCURACY_VERYGOOD,6900.0,37.0,6900.0,10.561919212341307,2.4047868251800537,-1.3663017749786377,6900.0,0.0,6900.0,1001.18,6900.0,5.92087984085083,41.07991790771485,89.60671997070312
20,6000.0,11.81,10.61,-24.23,ACCURACY_VERYGOOD,6000.0,57.0,6000.0,10.514062881469727,1.3998013734817505,-0.916451096534729,6000.0,0.0,6000.0,1001.03,6000.0,-15.809359550476074,-16.847040176391598,-37.66167831420898
21,6100.0,9.0,13.31,-23.39,ACCURACY_VERYGOOD,6100.0,57.0,6100.0,10.514062881469727,1.3998013734817505,-0.916451096534729,6100.0,0.0,6100.0,1001.03,6100.0,-15.809359550476074,-16.847040176391598,-37.66167831420898
22,6200.0,6.96,14.03,-21.05,ACCURACY_VERYGOOD,6200.0,54.0,6200.0,9.489934921264648,1.5433706045150757,-2.25403904914856,6200.0,0.0,6200.0,1001.01,6200.0,15.809359550476074,-29.60439872741699,-48.58784103393555
23,6300.0,3.41,18.65,-19.55,ACCURACY_VERYGOOD,6300.0,54.0,6300.0,9.489934921264648,1.5433706045150757,-2.25403904914856,6300.0,0.0,6300.0,1001.01,6300.0,15.809359550476074,-29.60439872741699,-48.58784103393555
24,6400.0,-1.37,19.68,-22.85,ACCURACY_VERYGOOD,6400.0,44.0,6400.0,9.30329418182373,1.5242280960083008,-3.2662029266357417,6400.0,0.0,6400.0,1001.03,6400.0,26.06407928466797,-32.107040405273445,-46.08519744873047
25,6500.0,-3.48,21.29,-23.03,ACCURACY_VERYGOOD,6500.0,44.0,6500.0,9.30329418182373,1.5242280960083008,-3.2662029266357417,6500.0,0.0,6500.0,1001.03,6500.0,26.06407928466797,-32.107040405273445,-46.08519744873047
