,timestamp,mx,my,mz,mAc,timestamp,pressure,timestamp,light,timestamp,ax,ay,az,timestamp,gx,gy,gz,timestamp,uv
0,5000.0,4.13,17.39,-24.84,ACCURACY_VERYGOOD,5000.0,1001.02,5000.0,56.0,5000.0,10.389636039733887,1.7682960033416748,-3.1178479194641118,5000.0,-4.028639793395996,-30.031679153442386,-49.01511764526367,5000.0,0.0
1,5100.0,4.13,17.39,-24.84,ACCURACY_VERYGOOD,5100.0,1001.02,5100.0,56.0,5100.0,10.389636039733887,1.7682960033416748,-3.1178479194641118,5100.0,-4.028639793395996,-30.031679153442386,-49.01511764526367,5100.0,0.0
2,5200.0,4.13,17.39,-24.84,ACCURACY_VERYGOOD,5200.0,1001.02,5200.0,56.0,5200.0,10.389636039733887,1.7682960033416748,-3.1178479194641118,5200.0,-4.028639793395996,-30.031679153442386,-49.01511764526367,5200.0,0.0
3,5300.0,-2.09,21.11,-25.07,ACCURACY_VERYGOOD,5300.0,1001.02,5300.0,56.0,5300.0,10.389636039733887,1.7682960033416748,-3.1178479194641118,5300.0,-4.028639793395996,-30.031679153442386,-49.01511764526367,5300.0,0.0
4,5400.0,0.59,22.02,-23.39,ACCURACY_VERYGOOD,5400.0,1001.02,5400.0,56.0,5400.0,10.389636039733887,1.7682960033416748,-3.1178479194641118,5400.0,-4.028639793395996,-30.031679153442386,-49.01511764526367,5400.0,0.0
5,5500.0,2.7,18.71,-24.47,ACCURACY_VERYGOOD,5500.0,1001.03,5500.0,40.0,5500.0,10.112068176269533,2.5507488250732417,-1.871187210083008,5500.0,4.944240093231201,11.353440284729006,25.941999435424805,5500.0,0.0
6,5600.0,4.79,11.27,-26.21,ACCURACY_VERYGOOD,5600.0,1001.02,5600.0,38.0,5600.0,10.112068176269533,2.5507488250732417,-1.871187210083008,5600.0,4.944240093231201,11.353440284729006,25.941999435424805,5600.0,0.0
7,5700.0,8.27,8.27,-27.84,ACCURACY_VERYGOOD,5700.0,1001.02,5700.0,38.0,5700.0,9.504291534423828,1.308874011039734,-1.043270707130432,5700.0,27.223838806152344,59.26984024047852,83.075439453125,5700.0,0.0
8,5800.0,12.47,7.67,-23.81,ACCURACY_VERYGOOD,5800.0,1001.02,5800.0,46.0,5800.0,9.504291534423828,1.308874011039734,-1.043270707130432,5800.0,27.223838806152344,59.26984024047852,83.075439453125,5800.0,0.0
9,5900.0,14.57,4.61,-23.39,ACCURACY_VERYGOOD,5900.0,1001.02,5900.0,46.0,5900.0,10.514062881469727,1.3998013734817505,-0.916451096534729,5900.0,-15.809359550476074,-16.847040176391598,-37.66167831420898,5900.0,0.0
10,5500.0,2.7,18.71,-24.47,ACCURACY_VERYGOOD,5500.0,1001.03,5500.0,40.0,5500.0,10.112068176269533,2.5507488250732417,-1.871187210083008,5500.0,4.944240093231201,11.353440284729006,25.941999435424805,5500.0,0.0
11,5600.0,4.79,11.27,-26.21,ACCURACY_VERYGOOD,5600.0,1001.02,5600.0,38.0,5600.0,10.112068176269533,2.5507488250732417,-1.871187210083008,5600.0,4.944240093231201,11.353440284729006,25.941999435424805,5600.0,0.0
12,5700.0,8.27,8.27,-27.84,ACCURACY_VERYGOOD,5700.0,1001.02,5700.0,38.0,5700.0,9.504291534423828,1.308874011039734,-1.043270707130432,5700.0,27.223838806152344,59.26984024047852,83.075439453125,5700.0,0.0
13,5800.0,12.47,7.67,-23.81,ACCURACY_VERYGOOD,5800.0,1001.02,5800.0,46.0,5800.0,9.504291534423828,1.308874011039734,-1.043270707130432,5800.0,27.223838806152344,59.26984024047852,83.075439453125,5800.0,0.0
14,5900.0,14.57,4.61,-23.39,ACCURACY_VERYGOOD,5900.0,1001.02,5900.0,46.0,5900.0,10.514062881469727,1.3998013734817505,-0.916451096534729,5900.0,-15.809359550476074,-16.847040176391598,-37.66167831420898,5900.0,0.0
15,6000.0,11.81,10.61,-24.23,ACCURACY_VERYGOOD,6000.0,1001.03,6000.0,57.0,6000.0,10.514062881469727,1.3998013734817505,-0.916451096534729,6000.0,-15.809359550476074,-16.847040176391598,-37.66167831420898,6000.0,0.0
