,timestamp,mx,my,mz
0,5000.0,16.267999649047848,-26.788000106811523,20.58099937438965
1,5100.0,16.267999649047848,-26.788000106811523,20.58099937438965
2,5200.0,16.267999649047848,-26.788000106811523,20.58099937438965
3,5300.0,16.267999649047848,-26.788000106811523,20.58099937438965
4,5400.0,16.267999649047848,-26.788000106811523,20.58099937438965
5,5500.0,16.267999649047848,-26.788000106811523,20.58099937438965
6,5600.0,16.267999649047848,-26.788000106811523,20.268999099731445
7,5700.0,16.267999649047848,-26.788000106811523,20.268999099731445
8,5800.0,16.267999649047848,-26.788000106811523,20.268999099731445
9,5900.0,16.267999649047848,-26.788000106811523,20.268999099731445
10,6000.0,16.267999649047848,-26.788000106811523,20.268999099731445
11,6100.0,16.267999649047848,-26.788000106811523,20.572999954223636
12,6200.0,16.60300064086914,-26.788000106811523,20.572999954223636
13,6300.0,16.60300064086914,-26.788000106811523,20.572999954223636
14,6400.0,16.905000686645508,-26.788000106811523,20.222999572753906
15,6500.0,16.905000686645508,-26.788000106811523,19.893999099731445
16,6600.0,17.21299934387207,-26.788000106811523,19.893999099731445
17,6700.0,17.21299934387207,-26.788000106811523,19.57699966430664
18,6800.0,17.21299934387207,-26.788000106811523,19.57699966430664
19,6900.0,17.21299934387207,-26.788000106811523,19.57699966430664
20,7000.0,17.21299934387207,-26.788000106811523,19.57699966430664
21,7100.0,17.21299934387207,-26.788000106811523,19.57699966430664
22,7200.0,17.21299934387207,-26.788000106811523,19.57699966430664
23,7300.0,17.21299934387207,-26.788000106811523,19.57699966430664
24,7400.0,17.21299934387207,-26.788000106811523,19.57699966430664
25,7500.0,17.21299934387207,-26.788000106811523,19.57699966430664
26,7600.0,17.21299934387207,-26.788000106811523,19.57699966430664
27,7700.0,17.21299934387207,-26.788000106811523,19.57699966430664
28,7800.0,17.21299934387207,-26.788000106811523,19.57699966430664
29,7900.0,17.21299934387207,-26.788000106811523,19.57699966430664
30,8000.0,17.21299934387207,-26.788000106811523,19.57699966430664
31,8100.0,17.21299934387207,-26.788000106811523,19.57699966430664
32,8200.0,17.21299934387207,-26.788000106811523,19.57699966430664
33,8300.0,17.21299934387207,-26.788000106811523,19.57699966430664
34,8400.0,17.21299934387207,-26.788000106811523,19.57699966430664
35,8500.0,17.21299934387207,-26.788000106811523,19.57699966430664
36,8600.0,17.21299934387207,-26.788000106811523,19.57699966430664
37,8700.0,17.21299934387207,-26.788000106811523,19.57699966430664
38,8800.0,17.21299934387207,-26.788000106811523,19.57699966430664
39,8900.0,17.21299934387207,-26.788000106811523,19.57699966430664
40,9000.0,17.21299934387207,-26.788000106811523,19.57699966430664
41,9100.0,17.21299934387207,-26.788000106811523,19.57699966430664
42,9200.0,17.21299934387207,-26.788000106811523,19.57699966430664
43,9300.0,17.21299934387207,-26.788000106811523,19.57699966430664
44,9400.0,17.533000946044922,-26.788000106811523,19.57699966430664
45,9500.0,17.533000946044922,-26.788000106811523,19.88599967956543
46,9600.0,17.533000946044922,-26.788000106811523,19.88599967956543
47,9700.0,17.533000946044922,-26.788000106811523,19.88599967956543
48,9800.0,17.533000946044922,-26.788000106811523,19.88599967956543
49,9900.0,17.533000946044922,-26.788000106811523,19.88599967956543
50,10000.0,17.533000946044922,-26.788000106811523,19.88599967956543
51,10100.0,17.533000946044922,-26.788000106811523,19.88599967956543
52,10200.0,17.533000946044922,-26.44300079345703,20.225000381469727
53,10300.0,17.533000946044922,-26.141000747680664,20.552000045776367
54,10400.0,17.533000946044922,-25.79800033569336,20.552000045776367
55,10500.0,17.533000946044922,-25.47100067138672,20.888999938964844
56,10600.0,17.533000946044922,-25.47100067138672,20.888999938964844
57,10700.0,17.875,-25.47100067138672,20.888999938964844
58,10800.0,17.875,-25.47100067138672,20.56100082397461
59,10900.0,17.875,-25.79400062561035,20.56100082397461
60,11000.0,17.875,-25.79400062561035,20.56100082397461
61,11100.0,17.875,-25.79400062561035,20.56100082397461
62,11200.0,17.875,-25.79400062561035,20.56100082397461
63,11300.0,17.875,-25.79400062561035,20.56100082397461
