,Unnamed: 0,sp_mean_ax,sp_mean_ay,sp_mean_az,sp_mean_acc_magnitude,sp_var_ax,sp_var_ay,sp_var_az,sp_var_acc_magnitude,sp_cov_a_xy,sp_cov_a_yz,sp_cov_a_xz,sp_cov_a_xmag,sp_cov_a_ymag,sp_cov_a_zmag,sp_energy_ax,sp_energy_ay,sp_energy_az,sp_energy_acc_magnitude,sp_entropy_ax,sp_entropy_ay,sp_entropy_az,sp_entropy_acc_magnitude,Unnamed: 0r_,sw_mean_ax,sw_mean_ay,sw_mean_az,sw_mean_acc_magnitude,sw_var_ax,sw_var_ay,sw_var_az,sw_var_acc_magnitude,sw_cov_a_xy,sw_cov_a_yz,sw_cov_a_xz,sw_cov_a_xmag,sw_cov_a_ymag,sw_cov_a_zmag,sw_energy_ax,sw_energy_ay,sw_energy_az,sw_energy_acc_magnitude,sw_entropy_ax,sw_entropy_ay,sw_entropy_az,sw_entropy_acc_magnitude
0,0,-6.180691528320312,-1.0682030200958252,7.18945848941803,9.544950608828326,0.008375001216920232,0.06384255334450603,0.008360203130232405,0.0008269224127650935,-0.001099321802927263,0.006747137562665693,0.008520400541765834,-0.0002643015952252543,-0.0011884355415350651,0.0007067460787305191,0.5558455485962905,0.9532787847230816,0.5947520610391855,0.3369491810540338,2.640581710565194,2.671429305581869,2.777786687905889,2.811036096910704,0,-0.24909283369779586,7.006543588638307,-7.350751185417176,10.25796488442536,0.30065661867398924,8.562128282926762,3.5735826189598723,10.290472488030517,0.875803643285997,-0.9367008912516868,-4.205777406091761,1.3362990570049238,8.892267051038727,-5.627013094346014,1.5255648056118176,3.5931583661523456,2.8658558721576197,3.7836722666970495,2.882785574446568,2.931125201576989,2.9133096432811474,2.9423552492396765
1,1,-6.23282527923584,-0.9352949112653732,7.16788079738617,9.545527221331703,0.0018782970877940586,0.012683794693159741,0.003528899895279906,0.0015780704900042394,-0.004133189167647873,0.0015868713105407302,-0.004993791046262143,0.000377195628489902,-0.0023215420002049647,0.0021157057918764666,0.4053191702852218,0.6736953212204168,0.4761921269903389,0.3904812909400247,2.7646410209205907,2.8370862810447406,2.7814234690576383,2.7679456939911007,1,-0.2615355148911476,7.543253755569457,-7.4383283019065844,10.681775760671892,0.2696294097462098,7.6450733305907645,3.9415767752332407,9.958882223074463,0.8661157166225802,-0.9107464557473929,-4.116422460552023,1.2295087468918218,8.439179589036257,-5.583312435895658,1.4877098011190981,3.462878539583785,2.9005560773151027,3.7338046842033705,2.889872878861196,2.909548482915928,2.8774352348717707,2.9313787076270943
2,2,-6.205830645561218,-0.9986813992261888,7.184730005264282,9.547451232754954,0.0032650542407348018,0.018258212968083956,0.005381689984745385,0.0018720574650761953,-0.006343003608064059,0.0031629373108264976,-0.0077162730421688015,0.0009032910976673694,-0.0035446719004749968,0.002783082949694953,0.4133774454531416,0.6728359271276022,0.5141130840714007,0.40701293781954,2.5134913546963142,2.6501593853279637,2.6794137763186776,2.7516275203041456,2,-0.3022135071456432,6.934519648551941,-6.297550171613692,9.72936259385126,0.4221352777258794,1.3179384217458736,6.603715169474745,1.162249333592457,-0.2779181338382209,-1.0429280620758636,1.3126318477451475,0.2855679917214796,0.2658328069169195,-2.134313307284771,1.6542832061731898,1.941320524616584,3.1176685630514576,1.964723075744756,2.872747946914378,2.595780407138872,2.7224345308967943,2.685400643402397
3,3,-6.206997799873352,-1.0260351419448852,7.17626051902771,9.544509963419623,0.006176125962832974,0.0099506366483368,0.0053930379783028535,0.0011139008819150984,-0.004919401705569157,0.005022791384024145,-0.0057521259143288326,0.00026105573975561457,-0.0021825807039849696,0.0013895867735053307,0.5271177709898279,0.6075747926596905,0.4986820782906413,0.3593511558790411,2.6667300300152057,2.7680109622723803,2.6015470463156127,2.7775459047258617,3,-0.03996014669537544,6.574160552024841,-6.599404722452164,9.6849809178406,0.5433516480683088,1.1017217503467085,6.745423513400882,0.9952033211957344,0.006517043562703599,-1.2350927159063176,1.536179455071702,0.6037255821096198,-0.07829744958258097,-2.1916442853548155,1.67510847800465,1.9838805504813568,3.1407892797993164,1.9597599305278277,2.761453041985596,2.7312429944935444,2.7580831420821106,2.723169933500175
4,4,-6.227498149871826,-0.9714473247528076,7.1694071054458615,9.547672080031193,0.0077858415909089,0.01982576457067101,0.006955542955832767,0.0006715777878023856,-0.009230316366945095,0.007036473058762696,-0.00903107604033153,0.0010679647674582556,-0.0026238522529792225,0.0014847108604464769,0.5553265423579593,0.7185973561755625,0.5459523957195351,0.3069329973509386,2.659022448779788,2.700736995254156,2.661680951481559,2.726268853249876,4,-0.21822543216403573,6.408337950706482,-7.24092047214508,9.778443300559177,0.5344489652362524,1.127923745897626,0.932545723575896,0.4132274151173728,-0.0708445002562781,-0.484830018368512,0.5905457434388528,0.2914988334287177,0.32406645543961604,-0.2706399069230385,1.6608543167263272,2.005403505613605,1.9422922273232996,1.6225217093721027,2.7151069619775114,2.7448075983051505,2.788179154428241,2.8408322226313336
5,5,-6.194248676300049,-0.9773729741573334,7.198885703086853,9.54856492794195,0.005412551734623679,0.018603557180722086,0.005204403638930776,0.0006286993367230838,-0.009316948520763977,0.004960617023842056,-0.008712648841588042,0.0010467232770838973,-0.002192138021954569,0.0014717916970556132,0.5325102331741065,0.7321406219178667,0.5379748710843296,0.3091729587929798,2.7572302991510953,2.789519084749624,2.7966900149800704,2.768545970354592,5,-0.2928814962273464,6.713781785964966,-6.791309118270874,9.634805391856617,0.3679731201588977,0.9218986273815134,0.5157989100556325,0.17730228006667176,0.033080804411127616,-0.21215136125140585,0.5282790699858603,0.15082447267442178,0.28604629703669576,0.029185252836776063,1.5051552865209017,1.9554042764719124,1.6546561318331727,1.2902461134268812,2.725551650290706,2.7866096379160243,2.738193024481536,2.813239879435504
6,6,-6.195356011390686,-0.9814431130886078,7.20193829536438,9.551182398650493,0.002465728220921678,0.008247586847266921,0.00184630427369915,0.00045087202477565457,-0.003890339611837589,0.0016751181221037045,-0.002880902713273696,3.4904909045788666e-05,-0.0004357374621978963,0.0005765389925102705,0.4119726478091741,0.5433229600448097,0.40277055412765694,0.2876047590776256,2.6006718924167296,2.573338507739884,2.753622681605096,2.7876563480957777,6,-0.1665404550731182,6.989674139022827,-6.530611109733582,9.647658436328609,0.09165203312783377,1.4341844537803354,1.3305594610591245,1.2299206378763183,0.05035311595827036,-0.09025772499561788,0.20091806261627407,0.09513019812368499,0.9651620567017248,-0.7304397631451859,1.1012038429051192,2.190234153493249,2.055753896354516,2.1180279349512774,2.8194679732259615,2.8158860694058285,2.680620461873225,2.8237375863432064
7,7,-6.233513569831848,-0.8965686738491059,7.170274949073791,9.54425145228527,0.0012029415989355953,0.017961924139573274,0.0017691165848257129,0.0005485855560005615,-0.003452203740701553,0.0011982511350059869,-0.003350765226839364,0.00044177270257642314,-0.001968290280594605,0.0008647353416342098,0.34192959654090593,0.6485016457927422,0.3954130638950877,0.3023602901948719,2.6129637787638766,2.565119283254845,2.734926674416141,2.7862756356808913,7,-0.4756931487470865,6.917530608177185,-6.5992851734161375,9.670503367925694,0.1597488400364621,1.8605852884649403,1.3657591616504157,1.3970860247213637,-0.1499205662946784,-0.08727958010070369,0.28149067220175056,-0.057878742202056174,1.2200368877372962,-0.6998886876963326,1.311936807288688,2.2428449940648765,2.112373639937174,2.0724346561600693,2.9052631873295587,2.756075026732684,2.7343534240203264,2.6914322509287087
8,8,-6.236925339698791,-0.9197924435138702,7.162134647369385,9.542525721626983,0.0006634845583442559,0.018716586024809943,0.0005796520528125124,0.0006243450133400454,-0.0011954750175129675,0.0001884221754895164,-0.0012576843827637454,-0.00018251136384458036,-0.0019197528606613762,0.00043020485114754573,0.3114739163053723,0.7140543546840679,0.3199800656880817,0.3183943417315628,2.7616232788048314,2.721889098648973,2.895480087928532,2.8439855321449445,8,-0.4857430081814528,6.9416982412338255,-6.911907482147218,9.876626619386203,0.21078045399862352,1.0785248552652411,0.41006162512235056,0.2781378873761183,-0.17575936035646614,-0.17015033833684026,0.4824879661332875,-0.020861368865221396,0.44406289748423616,0.06495146983194104,1.3736136676171329,2.0436077694239225,1.5959703211969454,1.384600161456479,2.857113344132864,2.8350771381039364,2.807840160509927,2.6724414914831542
9,9,-6.240935659408568,-0.9126696854829788,7.176200556755066,9.555305137153027,0.0010043025127336074,0.02400486194630639,0.0004819592393896853,0.00048273037813894573,-0.0028091165462355828,9.845821949319636e-05,-6.472827184779241e-05,-0.00033209510047850705,-0.0003884482044714617,0.00030322928258874463,0.3379888082466563,0.7432055955101333,0.3015079522584842,0.3087827750215785,2.689058819374518,2.7093514471713664,2.8432130077104136,2.911300273876878,9,-0.44937210488133134,6.909634351730348,-6.540661096572876,9.609789432606881,0.18014041830180488,0.5388743347578407,1.7769607619402743,0.7877405723015968,-0.14534306007132633,-0.10673548100034856,0.17514776920167008,-0.02962505869070828,0.23589415517869344,-1.007531102794471,1.293270277908989,1.7055746023496652,2.336328529770183,1.8715949901741855,2.7919500065442517,2.8094616803989587,2.8359190421622564,2.7841287883698227
