,Unnamed: 0,timestamp,light
0,0.0,5000.0,73.0
1,1.0,5100.0,73.0
2,2.0,5200.0,73.0
3,3.0,5300.0,73.0
4,4.0,5400.0,73.0
5,5.0,5500.0,79.0
6,6.0,5600.0,74.0
7,7.0,5700.0,74.0
8,8.0,5800.0,61.0
9,9.0,5900.0,61.0
10,10.0,6000.0,48.0
11,56.0,10600.0,46.0
12,57.0,10700.0,46.0
13,58.0,10800.0,52.0
14,59.0,10900.0,52.0
15,109.0,15900.0,54.0
16,110.0,16000.0,54.0
17,111.0,16100.0,59.0
18,112.0,16200.0,50.0
19,124.0,17400.0,66.0
20,10.0,6000.0,48.0
21,56.0,10600.0,46.0
22,57.0,10700.0,46.0
23,58.0,10800.0,52.0
24,59.0,10900.0,52.0
25,109.0,15900.0,54.0
26,110.0,16000.0,54.0
27,111.0,16100.0,59.0
28,112.0,16200.0,50.0
29,124.0,17400.0,66.0
30,125.0,17500.0,70.0
31,126.0,17600.0,61.0
32,127.0,17700.0,61.0
33,128.0,17800.0,61.0
34,129.0,17900.0,61.0
35,130.0,18000.0,48.0
36,131.0,18100.0,48.0
37,132.0,18200.0,46.0
38,133.0,18300.0,46.0
39,134.0,18400.0,56.0
40,125.0,17500.0,70.0
41,126.0,17600.0,61.0
42,127.0,17700.0,61.0
43,128.0,17800.0,61.0
44,129.0,17900.0,61.0
45,130.0,18000.0,48.0
46,131.0,18100.0,48.0
47,132.0,18200.0,46.0
48,133.0,18300.0,46.0
49,134.0,18400.0,56.0
50,147.0,19700.0,58.0
51,148.0,19800.0,74.0
52,149.0,19900.0,74.0
53,150.0,20000.0,102.0
54,151.0,20100.0,102.0
55,152.0,20200.0,102.0
56,175.0,22500.0,71.0
57,176.0,22600.0,81.0
58,177.0,22700.0,81.0
59,178.0,22800.0,109.0
60,147.0,19700.0,58.0
61,148.0,19800.0,74.0
62,149.0,19900.0,74.0
63,150.0,20000.0,102.0
64,151.0,20100.0,102.0
65,152.0,20200.0,102.0
66,175.0,22500.0,71.0
67,176.0,22600.0,81.0
68,177.0,22700.0,81.0
69,178.0,22800.0,109.0
70,179.0,22900.0,109.0
71,180.0,23000.0,131.0
72,181.0,23100.0,131.0
73,182.0,23200.0,118.0
74,183.0,23300.0,118.0
75,184.0,23400.0,77.0
76,185.0,23500.0,77.0
77,186.0,23600.0,40.0
78,187.0,23700.0,40.0
79,188.0,23800.0,32.0
80,179.0,22900.0,109.0
81,180.0,23000.0,131.0
82,181.0,23100.0,131.0
83,182.0,23200.0,118.0
84,183.0,23300.0,118.0
85,184.0,23400.0,77.0
86,185.0,23500.0,77.0
87,186.0,23600.0,40.0
88,187.0,23700.0,40.0
89,188.0,23800.0,32.0
90,189.0,23900.0,32.0
91,190.0,24000.0,32.0
92,191.0,24100.0,32.0
93,192.0,24200.0,32.0
94,193.0,24300.0,32.0
95,194.0,24400.0,41.0
96,195.0,24500.0,41.0
97,196.0,24600.0,72.0
98,197.0,24700.0,72.0
99,198.0,24800.0,68.0
100,189.0,23900.0,32.0
101,190.0,24000.0,32.0
102,191.0,24100.0,32.0
103,192.0,24200.0,32.0
104,193.0,24300.0,32.0
105,194.0,24400.0,41.0
106,195.0,24500.0,41.0
107,196.0,24600.0,72.0
108,197.0,24700.0,72.0
109,198.0,24800.0,68.0
110,199.0,24900.0,68.0
111,200.0,25000.0,37.0
112,201.0,25100.0,37.0
113,202.0,25200.0,41.0
114,203.0,25300.0,41.0
115,204.0,25400.0,33.0
116,205.0,25500.0,33.0
117,206.0,25600.0,28.0
118,207.0,25700.0,28.0
119,208.0,25800.0,28.0
120,199.0,24900.0,68.0
121,200.0,25000.0,37.0
122,201.0,25100.0,37.0
123,202.0,25200.0,41.0
124,203.0,25300.0,41.0
125,204.0,25400.0,33.0
126,205.0,25500.0,33.0
127,206.0,25600.0,28.0
128,207.0,25700.0,28.0
129,208.0,25800.0,28.0
130,209.0,25900.0,28.0
131,210.0,26000.0,26.0
132,211.0,26100.0,26.0
133,233.0,28300.0,25.0
134,234.0,28400.0,30.0
135,235.0,28500.0,30.0
136,236.0,28600.0,31.0
137,237.0,28700.0,31.0
138,238.0,28800.0,31.0
139,260.0,31000.0,73.0
140,209.0,25900.0,28.0
141,210.0,26000.0,26.0
142,211.0,26100.0,26.0
143,233.0,28300.0,25.0
144,234.0,28400.0,30.0
145,235.0,28500.0,30.0
146,236.0,28600.0,31.0
147,237.0,28700.0,31.0
148,238.0,28800.0,31.0
149,260.0,31000.0,73.0
150,261.0,31100.0,73.0
151,262.0,31200.0,79.0
152,263.0,31300.0,79.0
153,305.0,35500.0,38.0
154,306.0,35600.0,56.0
155,307.0,35700.0,56.0
156,308.0,35800.0,80.0
157,317.0,36700.0,26.0
158,318.0,36800.0,26.0
159,319.0,36900.0,26.0
160,261.0,31100.0,73.0
161,262.0,31200.0,79.0
162,263.0,31300.0,79.0
163,305.0,35500.0,38.0
164,306.0,35600.0,56.0
165,307.0,35700.0,56.0
166,308.0,35800.0,80.0
167,317.0,36700.0,26.0
168,318.0,36800.0,26.0
169,319.0,36900.0,26.0
170,320.0,37000.0,37.0
171,331.0,38100.0,22.0
172,332.0,38200.0,23.0
173,333.0,38300.0,23.0
174,334.0,38400.0,25.0
175,347.0,39700.0,18.0
176,348.0,39800.0,20.0
177,349.0,39900.0,20.0
178,350.0,40000.0,20.0
179,351.0,40100.0,20.0
180,320.0,37000.0,37.0
181,331.0,38100.0,22.0
182,332.0,38200.0,23.0
183,333.0,38300.0,23.0
184,334.0,38400.0,25.0
185,347.0,39700.0,18.0
186,348.0,39800.0,20.0
187,349.0,39900.0,20.0
188,350.0,40000.0,20.0
189,351.0,40100.0,20.0
190,352.0,40200.0,21.0
191,353.0,40300.0,21.0
192,354.0,40400.0,25.0
193,355.0,40500.0,25.0
194,356.0,40600.0,18.0
195,357.0,40700.0,18.0
196,358.0,40800.0,18.0
197,369.0,41900.0,54.0
198,370.0,42000.0,53.0
199,371.0,42100.0,53.0
