,timestamp,gx,gy,gz,pressure,light,uv,ax,ay,az,mx,my,mz,mAc
0,5000.0,-8.057279586791992,59.63607788085938,174.57440185546875,1004.62,21.0,0.0,7.8245296478271475,0.3134597539901733,-0.7322037816047668,26.45,-35.27,3.35,ACCURACY_BAD
1,5100.0,-8.057279586791992,59.63607788085938,174.57440185546875,1004.62,21.0,0.0,7.8245296478271475,0.3134597539901733,-0.7322037816047668,26.45,-35.27,3.35,ACCURACY_BAD
2,5200.0,-8.057279586791992,59.63607788085938,174.57440185546875,1004.62,21.0,0.0,7.8245296478271475,0.3134597539901733,-0.7322037816047668,24.35,-35.88,5.27,ACCURACY_BAD
3,5300.0,-8.057279586791992,59.63607788085938,174.57440185546875,1004.62,21.0,0.0,7.8245296478271475,0.3134597539901733,-0.7322037816047668,32.04,-44.93,1.62,ACCURACY_BAD
4,5400.0,34.426559448242195,18.250959396362305,-0.36623999476432795,1004.61,25.0,0.0,11.207980155944824,0.9786643981933594,-1.093519926071167,43.91,-57.77,-8.15,ACCURACY_BAD
5,5500.0,34.426559448242195,18.250959396362305,-0.36623999476432795,1004.61,25.0,0.0,11.207980155944824,0.9786643981933594,-1.093519926071167,62.75,-54.95,-34.86,ACCURACY_BAD
6,5600.0,34.426559448242195,18.250959396362305,-0.36623999476432795,1004.6,20.0,0.0,11.207980155944824,0.9786643981933594,-1.093519926071167,74.58,-35.88,-35.04,ACCURACY_BAD
7,5700.0,-103.0965576171875,-47.6722412109375,-134.28799438476562,1004.6,20.0,0.0,8.489734649658201,1.8185452222824097,-2.749353408813477,76.01,-24.35,-36.95,ACCURACY_BAD
8,5800.0,-103.0965576171875,-47.6722412109375,-134.28799438476562,1004.6,8.0,0.0,8.489734649658201,1.8185452222824097,-2.749353408813477,76.68,-20.63,-50.63,ACCURACY_BAD
9,5900.0,-73.8583984375,-31.98495864868164,-88.26383972167969,1004.6,8.0,0.0,10.188638687133787,4.012763977050781,-3.3332018852233887,71.09,-68.63,-48.53,ACCURACY_BAD
10,6000.0,-73.8583984375,-31.98495864868164,-88.26383972167969,1004.59,5.0,0.0,10.188638687133787,4.012763977050781,-3.3332018852233887,52.97,-64.55,-9.65,ACCURACY_BAD
11,6100.0,128.91647338867188,39.06559753417969,192.5811920166016,1004.59,5.0,0.0,15.347564697265625,1.1365907192230225,-0.7872385978698729,50.15,-50.15,-9.23,ACCURACY_BAD
