,Unnamed: 0,sp_mean_ax,sp_mean_ay,sp_mean_az,sp_mean_acc_magnitude,sp_var_ax,sp_var_ay,sp_var_az,sp_var_acc_magnitude,sp_cov_a_xy,sp_cov_a_yz,sp_cov_a_xz,sp_cov_a_xmag,sp_cov_a_ymag,sp_cov_a_zmag,sp_energy_ax,sp_energy_ay,sp_energy_az,sp_energy_acc_magnitude,sp_entropy_ax,sp_entropy_ay,sp_entropy_az,sp_entropy_acc_magnitude,Unnamed: 0r_,sw_mean_ax,sw_mean_ay,sw_mean_az,sw_mean_acc_magnitude,sw_var_ax,sw_var_ay,sw_var_az,sw_var_acc_magnitude,sw_cov_a_xy,sw_cov_a_yz,sw_cov_a_xz,sw_cov_a_xmag,sw_cov_a_ymag,sw_cov_a_zmag,sw_energy_ax,sw_energy_ay,sw_energy_az,sw_energy_acc_magnitude,sw_entropy_ax,sw_entropy_ay,sw_entropy_az,sw_entropy_acc_magnitude
0,0,-6.935463643074035,0.4341884784400463,6.5819298267364506,9.574394015445478,0.0021688109121962445,0.057952726768523324,0.0018849715233500489,0.0009065726742101283,-0.004304132837173747,0.0012689514494193116,-0.0048082491919187575,-0.0008844090550231043,0.0022199618926645307,0.0002081743380770049,0.3897076951145229,0.8649920663243185,0.38438487506811575,0.3522264396997987,2.5986695988352118,2.5379797687090964,2.5942450590746367,2.852092971559228,0,-5.139065074920653,3.1537402361631397,-7.707760286331178,9.825660603731109,0.08059787956645344,0.6682811908200778,0.13048615063742186,0.06044906659658605,-0.05676659430145821,-0.07342657217851445,0.15724250149907376,0.017852634800601976,0.06494112249621722,-0.04930136656052759,0.9968204963010059,1.8766172980412927,1.2414441176322832,0.90150844785008,2.7118912107148745,2.909100963510567,2.9019080037955067,2.567408636523199
1,1,-6.932201480865477,0.20853496566414834,6.604764556884764,9.578493382971953,0.0011395167098175705,0.02538423833560717,0.0008846678368699092,0.0003384938947167287,-0.004620200025341259,0.0007816163153572487,-0.003743979336125183,-0.0004794813950133751,0.001771439373995985,-0.0001158685208424423,0.36226914131125904,0.7820058289108635,0.33927208681047005,0.27336130049667945,2.7643933728143977,2.7670595425320603,2.7704067112728232,2.8271564989805147,1,-4.676293182373047,1.5594025135040284,-8.459704780578614,9.940571571567428,0.19841258718651672,2.2707887930006763,0.8134692779869268,0.17856111261778024,-0.5332768542840918,-0.32101158178187844,1.2854697514556126,0.08511425796103621,-0.451164337977049,-0.33092076630080386,1.2312644702954822,2.168405127113886,1.6266252365888632,1.1391503388996125,2.6554592327636364,2.5567749243438094,2.498934048057836,2.4592851338426174
2,2,-6.925437903404236,0.14401123225688933,6.618441367149353,9.580656446766474,0.0015185560862146482,0.001205399079278941,0.0005314164460927582,0.00032649619055431187,0.0004086873452743272,0.0007194117784203888,0.0003898604550386085,-0.0005911226863256016,-7.268638895307257e-06,-0.00014462754731705104,0.3917980816096086,0.3746565168341006,0.2824850345563893,0.2728154469171731,2.7958805934126207,2.8137175559035814,2.632859505364955,2.8461159557275466,2,-4.2297924757003775,0.26069801673293114,-9.026444625854491,9.978024843003908,0.05170707223309628,0.07560954981680712,0.1534643364890048,0.14902375794345307,0.02614079213008066,0.01928140167951588,0.06977511280115176,-0.038835592064577575,-0.07274776353817716,-0.14685881789733726,0.9130496605060064,1.022130544350122,1.1547208913933502,1.1282071596735013,2.701971725269017,2.764483083944125,2.5839876220502798,2.5499711895988075
3,3,-6.894522786140442,0.2111685909330845,6.6444782495498655,9.578168216352848,0.00324458930954937,0.009350752777741451,0.0016597123004304945,0.0003828969095271181,0.002253799113970337,0.0020763471067413697,0.0014895056443038474,-0.0008493694916101508,-0.00037005702709441116,-0.00031640823680789524,0.4670437325186827,0.575423257858895,0.3916064188246512,0.2804301158571082,2.7600498266063367,2.6409003043475305,2.7337973685374455,2.814466208779571,3,-3.968017673492432,0.25232314243912696,-8.971768951416015,9.828026502640627,0.1151346202772377,0.13187412011230334,0.09748381252176937,0.04066561222137404,0.036378232988310666,-0.08744704828374637,0.021682588988027145,0.039755996565726384,-0.030810791770844295,-0.0590156670171285,1.1028815827464584,1.1771820463243037,1.0652064779197696,0.8673253355826391,2.680219670852706,2.717202515398816,2.6923578063493827,2.73556582526241
4,4,-6.997802686691284,0.2561496578156948,6.553797912597656,9.595472192647446,0.03091069072606125,0.031376883991464384,0.05892223989486465,0.03072093920381059,0.00470433027807769,0.011613538704788984,-0.0189650551959965,-0.014769616879129125,-0.01572172259292222,0.030376205669964237,0.7593396362349599,0.8388606058621639,0.977526940062398,0.8404199243020748,2.601283110069484,2.7929998189149456,2.780606465628999,2.797896431793601,4,-3.914897060394287,0.2199004001915455,-8.988758087158203,9.818590183670716,0.07066108904816458,0.13163691478051598,0.08199633188920225,0.039909003154985315,0.03263462519000635,-0.06166809209253187,0.02298343755225797,0.03416550273509584,-0.030113916686210187,-0.05546001841007596,0.984824771339814,1.1910505163649148,1.0286823613213003,0.8735081397218065,2.7171573180120157,2.7447676026278818,2.7111870646566483,2.7651380449229563
5,5,-7.008786082267761,0.22439655736088754,6.533806347846985,9.58851386532904,0.027947500044268957,0.028772142011656794,0.05405534471732984,0.03126278414583435,0.00017138322088437895,0.007319012893153827,-0.022366369028001074,-0.015700389346351182,-0.01472793046408316,0.030091586427747362,0.7473303847239733,0.8221925428638137,0.9636009566421384,0.8415985102092889,2.6138020154366024,2.806036202925163,2.7999640090177498,2.7901354205265867,5,-4.041955971717835,0.2059023879468441,-8.861100769042967,9.74200676684149,0.001645112422549093,0.006303870656773598,0.0011834438178706668,0.0009375475458103188,0.0016372793320156163,-0.000435390312941314,-0.0007849711241033813,-0.00023777040626645353,0.00021283748729525296,-0.000917301002610506,0.3921059137511977,0.5644315954473845,0.367521660374892,0.3446766263246467,2.7547129984795222,2.800250941808792,2.8054206868431093,2.7720284726993487
6,6,-6.8915599346160885,0.23561937734484675,6.6085054636001574,9.551170413220188,0.0019523023614941317,0.0018755719045274977,0.0028703684826455068,0.0031224779555847435,-9.743562925266536e-05,-0.0008089044986706777,-0.0018733175795053333,-0.001965848868967013,-0.001175856970823129,0.0025165761731570594,0.393543837429529,0.4090977726676482,0.4643872220985853,0.4647594555047407,2.6648341397443067,2.760453301254291,2.8000815027596637,2.7638614633946466,6,-4.10010154247284,0.10695916963741184,-8.76072187423706,9.674992797444592,0.0032228978711654485,0.017528833759414237,0.04688290463520963,0.032934688569669614,0.005143687788210546,-0.00750519246462794,-0.010144400392115224,0.005415805298635878,0.0070060665403288355,-0.03908481146388495,0.43578964036934775,0.6702844448733349,0.9087957190183636,0.8321593769814871,2.5674555980675704,2.6362081845279826,2.730916487009508,2.7263041695988224
7,7,-6.936391353607178,0.2317587271332741,6.57753050327301,9.562276250507423,0.0043278991116542315,0.002605459603735525,0.004176135437148844,0.0048121767498233,0.0015667877437023276,-0.0007044345866951829,-0.0024684022450768193,-0.003587645836510351,-0.002769236376811677,0.0033159747754000963,0.4807380699853249,0.4442275394582325,0.4777095348001865,0.5003486643173312,2.6696997162497818,2.7829986997052885,2.698415061242762,2.6994517755991185,7,-3.681836140155792,0.351146715413779,-9.001559448242187,9.800882259953617,0.3882323955657721,0.9612902044009588,0.1739044443414299,0.10237526059010607,0.30571698620755355,-0.16391861984025827,-0.10086851660057423,0.04122763787711492,0.07304774106877282,-0.11362797341629008,1.3835164388768892,1.959973314057341,1.1910897779844074,1.1238874412541464,2.5358175786721957,2.8074342729666584,2.643151689602637,2.8056718828708664
8,8,-6.958627510070801,0.20428526103496555,6.578099107742308,9.578213815838684,0.003041751185202508,0.003350211875377699,0.002378171896407357,0.0018619887963838816,-0.0012805279326957894,0.0008281083581766675,-0.0022145240239400134,-0.0016621828486706653,-0.0005215949306665611,0.0009800071610386908,0.4573162318805024,0.4428090006211529,0.4301143994340199,0.4041359476115907,2.7307576519528456,2.5850568819611106,2.756520087046552,2.744871695749147,8,-3.2465817928314213,1.5177673995494845,-9.097511672973633,9.86674885117894,0.17272598748418566,1.6354195361489092,0.09612440064372936,0.06837199199290796,0.11550722533118128,-0.011640992893836794,0.22102337360626675,-0.049206145923440456,-0.08287695794439412,-0.05897040539951251,1.2462039326012004,2.1558933634751725,1.01242199341453,0.9540861302980688,2.7301587805453598,2.7120395473063845,2.5930055558143845,2.65533060838955
9,9,-6.935373878479004,0.1894412100315094,6.604554986953735,9.579143973636132,0.002819047054646564,0.002268499916742685,0.001195312485477093,0.0014892956602072832,-0.000976295575325702,0.000551195610195885,-0.0011165822905977666,-0.0016803578212348925,-1.5656552140640673e-05,0.0003993420063374256,0.4531429541390342,0.4399334488609906,0.35753222900955456,0.3999681640572004,2.7658857997361026,2.829312671175119,2.714669908661762,2.8579730302725714,9,-3.5952159762382507,2.4887747883796694,-8.696235418319702,9.747780948162502,0.14344579416467612,0.09669629355520046,0.08032058487035458,0.030836252117832707,-0.054306669002915205,-0.08323357406518844,0.032065683512042364,0.007490683470741458,0.014286285163706653,-0.03333310709441746,1.0600301736450752,1.0910662616859883,1.000115031012068,0.7948144048018706,2.494792656664108,2.7728423369922948,2.6945598929190853,2.70270246973192
