,Unnamed: 0,sp_mean_ax,sp_mean_ay,sp_mean_az,sp_mean_acc_magnitude,sp_var_ax,sp_var_ay,sp_var_az,sp_var_acc_magnitude,sp_cov_a_xy,sp_cov_a_yz,sp_cov_a_xz,sp_cov_a_xmag,sp_cov_a_ymag,sp_cov_a_zmag,sp_energy_ax,sp_energy_ay,sp_energy_az,sp_energy_acc_magnitude,sp_entropy_ax,sp_entropy_ay,sp_entropy_az,sp_entropy_acc_magnitude,Unnamed: 0r_,sw_mean_ax,sw_mean_ay,sw_mean_az,sw_mean_acc_magnitude,sw_var_ax,sw_var_ay,sw_var_az,sw_var_acc_magnitude,sw_cov_a_xy,sw_cov_a_yz,sw_cov_a_xz,sw_cov_a_xmag,sw_cov_a_ymag,sw_cov_a_zmag,sw_energy_ax,sw_energy_ay,sw_energy_az,sw_energy_acc_magnitude,sw_entropy_ax,sw_entropy_ay,sw_entropy_az,sw_entropy_acc_magnitude
0,0,2.027230453491211,-9.422679901123047,0.1349132664501667,9.639491641542945,0.004699309924928968,0.0010132228012241313,0.0008838302114090187,0.0012935341779068948,-0.00027360146082410386,0.0007366215398591849,1.8744088527665185e-05,0.0012682859041818096,-0.0010476881064257293,0.00015155273513355895,0.5151115907254877,0.3444452439970062,0.35349572846268146,0.3700345841686998,2.7651138538634155,2.7304466008564967,2.876870846636019,2.741720545660817,0,9.199924325942993,1.8367306530475616,-2.369971168041229,9.676747919800901,0.013491689226398913,0.0044131736803171735,0.005388377249145778,0.012240744258797304,0.002469946148005733,0.0027787830913481282,0.0008273199108393527,0.012639583888675586,0.0030007937459159725,0.0014998099322664606,0.6286158442305034,0.4960334321154823,0.47006505616141997,0.6214123154960484,2.6165775334105046,2.737491917724728,2.4728223631884587,2.64144828966548
1,1,2.057187867164612,-9.398947381973267,0.17657237462699413,9.623316701100006,0.00281324559780056,0.0004404052536230029,0.0022868089439069964,0.000474442661183832,0.00017102989385015582,0.0011621672828075382,0.0003619217733062664,0.00045813975516537764,-0.0003865051315940352,-6.222369679409561e-05,0.4452774474309448,0.2700854926059724,0.4092045245544623,0.2844608980073925,2.722360978587804,2.6402078170930707,2.6710721592795763,2.716237456225671,1,9.235338163375854,1.8777675569057464,-2.327378940582276,9.707785167426255,0.007978687674564201,0.005614024041203181,0.0027315770026533704,0.00904204223305422,0.004610612405389877,0.0007825368864647175,-0.0010514771557100897,0.008303900893026003,0.005725672888855573,-0.00011026977521485803,0.6001627705532573,0.5412640087628409,0.4165332079219167,0.6128837912311657,2.8211728738743203,2.7596989994192054,2.6024866475554576,2.7979798180643605
2,2,2.094627183675766,-9.410738897323608,0.14790180809795855,9.644188976294613,0.034022247343459065,0.001654243964604174,0.008369500856608925,0.002955009584910685,0.00078920739086655,0.0012816974026561164,0.0008433582599353612,0.007075988489454304,-0.0013921632074454162,-0.0005462484593890892,0.8703997154294647,0.4010997853423941,0.5447792749511342,0.4610509593578896,2.8583997351491637,2.8004491286750812,2.524063119631128,2.76538354539227,2,9.19418168067932,1.8809978544712067,-2.4145973443984987,9.691077256179817,0.005158130077102523,0.0058973061622265574,0.010419326219748346,0.005087032138166935,0.0003095483983456532,0.0011802962659909141,0.00013084629166436952,0.00466643598769232,0.0014066153631558762,-0.0014880737558594492,0.5299233018153563,0.5415615477072255,0.5700242000988777,0.5315858453155552,2.7688003839525295,2.769951192063352,2.571685496662079,2.7925071828521477
3,3,2.0233099102973937,-9.421213579177856,0.13808558247983455,9.639359253335163,0.04163520379627319,0.0012626804300429314,0.007706044088572275,0.0030977291816283586,0.0003676794027228188,-0.0017789956062191738,0.00010108006218865661,0.009144006159275242,-0.0010896576690176412,-0.00045941794251614846,0.8971209944093042,0.3723294578899469,0.5122777102138885,0.459998159525145,2.7725573571340387,2.7808913329900093,2.4734322190331053,2.7248463535753094,3,9.201599550247193,1.9001404702663425,-2.474178600311279,9.716578130876787,0.004604305779567851,0.004873933626662444,0.007134094400418582,0.005704189236634486,-0.0006060077642679997,-0.002148622161152366,-0.001155363789196199,0.004790559030069125,0.0006566651776879907,-0.0040820793931646655,0.4857438714378438,0.5112237322691054,0.5759485489482647,0.5242597278873761,2.652437940378567,2.748339811712752,2.799188657662344,2.7013563966111147
4,4,1.8949807167053223,-9.43091015815735,0.21045033112168315,9.622246738909592,0.007550575911128766,0.0016548009903784282,0.0025450752229649125,0.0008824156333018027,0.0027008135146675744,-0.0014819142561807454,-0.0010767000198089024,-0.0012117074086457152,-0.0011213978094900855,0.0008192079434428527,0.5840911144696908,0.4040492263797616,0.43042528479832987,0.35668754094201616,2.7961798755185443,2.817656169725033,2.7418797506615795,2.898651949306177,4,9.21404218673706,1.9520646989345551,-2.4295524835586546,9.727077827159489,0.0037662984562925475,0.0021260629877260123,0.004085225596686901,0.005569400245982036,0.0006180101498336281,-0.003197027917598186,-0.0007453565904970262,0.004499711396671056,0.0012034499286749975,-0.004211905838217286,0.4697422255693622,0.4028620857804121,0.4892399133450006,0.5216429774598593,2.6854622128814816,2.6561791890304343,2.730832468114366,2.727419639420749
5,5,1.8491916000843047,-9.4514404296875,0.2473808921873569,9.6342074111569,0.005406504858657333,0.0014853465756459686,0.0018454334061581649,0.0008221631380235371,0.002198809173420925,-0.0012859687618224386,-0.0009838585671091283,-0.0011373468147790984,-0.0010491945813766077,0.0007549852733217754,0.5166786489894793,0.3863746911651793,0.374808063761399,0.33682201985081345,2.660732702455188,2.7610496474538637,2.582043243914679,2.782020405380968,5,9.20542812347412,1.9669001877307888,-2.4095724225044246,9.716804800827619,0.0019225417752176078,0.0014103035881758356,0.0007768757317898817,0.002369728306593281,0.0004194794797860259,-0.0007750691850584539,-0.00010848798638219658,0.0020996878371232325,0.000710497954166278,-0.0009491339929575109,0.4203353423876507,0.3623590658738198,0.3155221721682381,0.4424908314770406,2.824970191412212,2.6463778277206935,2.692904905479016,2.822591012243262
6,6,1.843026542663574,-9.467032718658448,0.2578255951404572,9.648432327354277,0.0022568023135483275,0.001542767936907227,0.00199140769024183,0.0012467622422668051,0.0009827607623875358,-0.0012484557880864866,-0.0009790498679897606,-0.000567432514441413,-0.0013561412954482017,0.0007764198273590425,0.4267919517433755,0.3844483749083773,0.39880981663557263,0.3683546979580541,2.73927951128186,2.712185519010893,2.6536553456254017,2.724473158791514,6,9.162836027145383,1.925265073776245,-2.3943779826164246,9.6644518398578,0.004135148914474485,0.0028286907418137823,0.002291007089646325,0.004650871339174778,0.0010524357036214669,-0.0006138774009592028,-3.983818823514952e-05,0.004279870463704295,0.0015627058317948148,-0.001155463640009088,0.44548165602648204,0.4076586673380945,0.4176255904084184,0.4253397541097692,2.5714280102796687,2.528873876131081,2.7026472698140926,2.362483554785197
7,7,1.8273744583129885,-9.464937829971314,0.2305316962301731,9.642905603666794,0.004652175079127728,0.001762004376673528,0.0035643087372852936,0.0014120859352523966,0.0013506427829473554,-0.0023242384652839712,-0.0013412482220285,-0.0004977216329027719,-0.001508408936317449,0.0009536504404002354,0.5134860135706579,0.4056398865555709,0.4662934787536022,0.3875678224893488,2.7596998486278097,2.774500844628636,2.7045371236826887,2.801455288446064,7,9.192028427124024,1.8671194791793824,-2.3292932391166685,9.665592460164516,0.011677514591792695,0.010599650059904032,0.005278688215139914,0.008030739595986597,-0.003717109845304436,0.004358526149926982,-0.0009173873945273166,0.009380715071670105,-0.0013492925979990042,0.00270934203587198,0.6185553921615585,0.6037827565121032,0.5166115660990527,0.5823221643349005,2.668999085667468,2.6524047495575487,2.7394093082700723,2.743985671846782
8,8,1.8620903670787807,-9.451111268997193,0.17875708639621735,9.635260909955507,0.013061164379545591,0.000650382623459659,0.0029619747759814853,0.0004483082564024422,0.0017140766678371189,-0.00344492127903276,3.4417547064906985e-05,0.0007955656749203469,-0.00030744388349749995,-0.0006436517669208714,0.6537522494403002,0.3147767419035721,0.4423412247493174,0.28713845998274395,2.7101873159167944,2.774724142725864,2.7058971611575404,2.7822309766998643,8,9.314301538467408,1.7923437833786011,-2.307398867607117,9.763929990978626,0.01900681892186993,0.02772966040466264,0.019621995808471345,0.022642741256012,-0.0019179495204716995,-0.006385081984115625,-0.0072608724826654985,0.019508455831801472,0.004968533316311955,-0.012184798159439444,0.7211574396842859,0.7386288625262323,0.7724218243430492,0.7909678380103629,2.7477295350326703,2.5200884764787057,2.8952774230949005,2.872803539404841
9,9,1.9185635924339293,-9.429892539978027,0.05252280086278915,9.62516211962325,0.017189378289492806,0.0023095679549250928,0.02110173927839903,0.0014137269190642571,0.003842108778982072,0.004938775907690539,0.0008024170121118756,-0.0002400429534338164,-0.0014822587196124991,0.0001449165702797724,0.7414755446287629,0.4532532011024532,0.7065450769114009,0.39299803974548253,2.861994047222392,2.8984826486317923,2.646793055125625,2.842962848165349,9,9.30161933898926,1.7895920157432557,-2.242314076423645,9.736195064742578,0.026902586228836924,0.0206187258512918,0.030593925833308087,0.033104699893278584,0.0007740347714664326,-0.011692139666253112,-0.0017080919651499256,0.02881910073365115,0.004969738285006135,-0.018761794812269326,0.7920909360921307,0.7112069339587019,0.8422315991503242,0.8494143993876541,2.7742857244203347,2.649333954203934,2.830060286307252,2.8085318331122604
