,timestamp,grx,gry,grz,timestamp,pressure,timestamp,mx,my,mz,timestamp,gx,gy,gz,timestamp,lax,lay,laz,timestamp,ax,ay,az
0,5000.0,1.947795271873474,-9.60522747039795,-0.34071022272109985,5000.0,998.27001953125,5000.0,-23.702999114990234,-6.699999809265138,-49.72800064086914,5000.0,0.04398229718208313,-0.15760323405265808,-0.05253441259264946,5000.0,0.25427162647247314,0.2468919754028321,-0.38413435220718384,5000.0,2.202066898345948,-9.358335494995117,-0.7248445749282837
1,5100.0,1.947795271873474,-9.60522747039795,-0.34071022272109985,5100.0,998.27001953125,5100.0,-23.702999114990234,-6.699999809265138,-49.4010009765625,5100.0,0.04398229718208313,-0.15760323405265808,-0.05253441259264946,5100.0,0.25427162647247314,0.2468919754028321,-0.38413435220718384,5100.0,2.202066898345948,-9.358335494995117,-0.7248445749282837
2,5200.0,1.947795271873474,-9.60522747039795,-0.34071022272109985,5200.0,998.27001953125,5200.0,-24.011999130249023,-6.699999809265138,-49.4010009765625,5200.0,0.04398229718208313,-0.15760323405265808,-0.05253441259264946,5200.0,0.25427162647247314,0.2468919754028321,-0.38413435220718384,5200.0,2.202066898345948,-9.358335494995117,-0.7248445749282837
3,5300.0,2.0187554359436035,-9.58941650390625,-0.371645450592041,5300.0,998.3800048828124,5300.0,-23.68099975585937,-6.699999809265138,-49.4010009765625,5300.0,-0.009162978269159794,0.32559117674827576,-0.01466076634824276,5300.0,0.5496244430541992,0.3442068099975586,-0.2508469820022583,5300.0,2.5683798789978027,-9.245209693908693,-0.6224924325942993
4,5400.0,2.0187554359436035,-9.58941650390625,-0.371645450592041,5400.0,998.3800048828124,5400.0,-23.367000579833984,-6.699999809265138,-49.75400161743164,5400.0,-0.009162978269159794,0.32559117674827576,-0.01466076634824276,5400.0,0.5496244430541992,0.3442068099975586,-0.2508469820022583,5400.0,2.5683798789978027,-9.245209693908693,-0.6224924325942993
5,5500.0,2.0846719741821294,-9.574360847473145,-0.3951408863067627,5500.0,998.3099975585938,5500.0,-23.05699920654297,-6.3959999084472665,-50.48300170898438,5500.0,0.0757472887635231,-0.006719517521560192,-0.1459967941045761,5500.0,0.5435628890991211,0.1783161163330078,-0.1956284046173096,5500.0,2.62823486328125,-9.396044731140137,-0.5907692909240723
6,5600.0,2.150765180587769,-9.55954647064209,-0.3995856046676636,5600.0,998.4099731445312,5600.0,-22.716999053955078,-6.3959999084472665,-50.83399963378906,5600.0,-0.09346238523721696,0.15332718193531036,-0.1362229436635971,5600.0,0.5325362682342529,0.2467002868652344,-0.03256779909133911,5600.0,2.683301448822021,-9.312846183776855,-0.4321534037590027
7,5700.0,2.150765180587769,-9.55954647064209,-0.3995856046676636,5700.0,998.4099731445312,5700.0,-22.354999542236328,-6.081999778747559,-51.14099884033203,5700.0,-0.09346238523721696,0.15332718193531036,-0.1362229436635971,5700.0,0.5325362682342529,0.2467002868652344,-0.03256779909133911,5700.0,2.683301448822021,-9.312846183776855,-0.4321534037590027
8,5800.0,2.2107412815093994,-9.544628143310547,-0.4278799593448639,5800.0,998.3099975585938,5800.0,-21.679000854492188,-6.081999778747559,-51.47800064086914,5800.0,0.04673119261860848,0.3191770911216736,-0.04795292019844055,5800.0,0.4695675373077393,0.3036079406738281,-0.23291972279548645,5800.0,2.6803088188171387,-9.24102020263672,-0.6607996821403503
9,5900.0,2.2107412815093994,-9.544628143310547,-0.4278799593448639,5900.0,998.3099975585938,5900.0,-21.290000915527344,-6.081999778747559,-51.47800064086914,5900.0,0.04673119261860848,0.3191770911216736,-0.04795292019844055,5900.0,0.4695675373077393,0.3036079406738281,-0.23291972279548645,5900.0,2.6803088188171387,-9.24102020263672,-0.6607996821403503
10,6000.0,2.277983903884888,-9.527917861938477,-0.44717738032341,6000.0,998.3099975585938,6000.0,-20.95400047302246,-6.081999778747559,-51.77999877929688,6000.0,0.04092797264456749,0.057115901261568076,-0.04886921867728233,6000.0,0.5423858165740967,0.27732086181640625,-0.15855565667152405,6000.0,2.8203697204589844,-9.25059700012207,-0.6057330369949341
