timestamp,pressure
1483078476588,1004.3599853515625
1483078476760,1004.3599853515625
1483078476944,1004.3900146484375
1483078477122,1004.3599853515625
1483078477302,1004.3800048828125
1483078477485,1004.4000244140625
1483078477662,1004.3499755859375
1483078477846,1004.3499755859375
1483078478023,1004.3300170898438
1483078478202,1004.3499755859375
1483078478381,1004.3200073242188
1483078478562,1004.3099975585938
1483078478744,1004.260009765625
1483078478926,1004.3900146484375
1483078479103,1004.3300170898438
1483078479287,1004.2999877929688
1483078479462,1004.3300170898438
1483078479643,1004.3099975585938
1483078479826,1004.3300170898438
1483078480008,1004.27001953125
1483078480184,1004.2899780273438
1483078480368,1004.3099975585938
1483078480549,1004.3699951171875
1483078480730,1004.260009765625
1483078480905,1004.3599853515625
1483078481090,1004.239990234375
1483078481266,1004.3300170898438
1483078481450,1004.3900146484375
1483078481625,1004.3400268554688
1483078481807,1004.3099975585938
1483078481990,1004.3300170898438
1483078482166,1004.2999877929688
1483078482351,1004.4000244140625
1483078482590,1004.3200073242188
1483078482707,1004.3599853515625
1483078482890,1004.3400268554688
1483078483071,1004.280029296875
1483078483252,1004.3099975585938
1483078483431,1004.2899780273438
1483078483608,1004.2899780273438
1483078483792,1004.280029296875
1483078483972,1004.3599853515625
1483078484148,1004.3599853515625
1483078484332,1004.3400268554688
1483078484512,1004.3200073242188
1483078484688,1004.3499755859375
1483078484873,1004.3099975585938
1483078485060,1004.47998046875
1483078485228,1004.2999877929688
1483078485412,1004.4199829101563
1483078485592,1004.3699951171875
1483078485807,1004.3499755859375
1483078485953,1004.4299926757813
1483078486134,1004.4000244140625
1483078486315,1004.3499755859375
1483078486492,1004.3699951171875
1483078486670,1004.3099975585938
1483078486853,1004.3400268554688
1483078487032,1004.3400268554688
1483078487209,1004.3699951171875
1483078487389,1004.3300170898438
1483078487573,1004.3499755859375
1483078487783,1004.3499755859375
1483078487930,1004.3699951171875
1483078488110,1004.2999877929688
1483078488293,1004.4000244140625
1483078488470,1004.3900146484375
1483078488659,1004.3599853515625
1483078488835,1004.3499755859375
1483078489011,1004.3599853515625
1483078489191,1004.3599853515625
1483078489377,1004.3599853515625
1483078489555,1004.3200073242188
1483078489733,1004.3099975585938
1483078489916,1004.3900146484375
1483078490096,1004.3499755859375
1483078490276,1004.280029296875
1483078490456,1004.3400268554688
1483078490638,1004.3599853515625
1483078490816,1004.3200073242188
1483078490998,1004.3499755859375
1483078491181,1004.3099975585938
1483078491358,1004.2999877929688
1483078491539,1004.2999877929688
1483078491715,1004.3400268554688
1483078491898,1004.4000244140625
1483078492079,1004.3300170898438
1483078492256,1004.3300170898438
1483078492438,1004.3900146484375
1483078492619,1004.3499755859375
1483078492795,1004.3300170898438
1483078492980,1004.3300170898438
1483078493160,1004.3900146484375
1483078493341,1004.4000244140625
1483078493516,1004.3800048828125
1483078493697,1004.2999877929688
1483078493881,1004.2899780273438
