timestamp,grx,gry,grz
1481186555853,-4.8513054847717285,-1.9055266380310059,8.306876182556152
1481186556032,-4.821187973022461,-1.8655346632003784,8.33344554901123
1481186556213,-4.919097423553467,-1.888340711593628,8.270854949951172
1481186556394,-4.970745086669922,-1.8411542177200317,8.250589370727539
1481186556574,-5.101979732513428,-1.7285997867584229,8.19464111328125
1481186556754,-5.206011772155762,-1.609522819519043,8.153359413146973
1481186556934,-5.250969409942627,-1.6388278007507324,8.11861801147461
1481186557114,-5.358779430389404,-1.4438532590866089,8.08512020111084
1481186557295,-5.402198314666748,-1.3838337659835815,8.066699981689453
1481186557475,-5.411581993103027,-1.3458318710327148,8.066840171813965
1481186557655,-5.423422813415527,-1.3562651872634888,8.057134628295898
1481186557835,-5.436645984649658,-1.3168365955352783,8.054762840270996
1481186558015,-5.4372239112854,-1.3318266868591309,8.051907539367676
1481186558195,-5.46642541885376,-1.314090609550476,8.035032272338867
1481186558375,-5.485482692718506,-1.288743495941162,8.026144981384277
1481186558555,-5.483023643493652,-1.2919483184814453,8.027310371398926
1481186558736,-5.507343292236328,-1.2640712261199951,8.015090942382813
1481186558916,-5.500560760498047,-1.2430541515350342,8.023031234741211
1481186559096,-5.515484809875488,-1.2225027084350586,8.01594066619873
1481186559276,-5.508764743804932,-1.2056102752685547,8.023117065429688
1481186559456,-5.5061492919921875,-1.1759514808654785,8.029311180114746
1481186559636,-5.518492698669434,-1.1486462354660034,8.024788856506348
1481186559817,-5.518491268157959,-1.13310968875885,8.026998519897461
1481186559997,-5.520091533660889,-1.1179277896881104,8.028026580810547
1481186560177,-5.526893138885498,-1.136078953742981,8.020795822143555
1481186560357,-5.52732515335083,-1.1405563354492188,8.019862174987793
1481186560537,-5.534406661987305,-1.1271920204162598,8.016867637634277
1481186560717,-5.532125473022461,-1.1188393831253052,8.019611358642578
1481186560898,-5.543458938598633,-1.1156055927276611,8.012232780456543
1481186561078,-5.544259071350098,-1.1108965873718262,8.012332916259766
1481186561258,-5.5496931076049805,-1.0985395908355713,8.010275840759277
1481186561438,-5.558772087097168,-1.0948431491851807,8.004484176635742
1481186561618,-5.554316997528076,-1.0724140405654907,8.010610580444336
1481186561802,-5.56204891204834,-1.0642188787460327,8.00633716583252
1481186561979,-5.563591003417969,-1.0487807989120483,8.007303237915039
1481186562159,-5.580300807952881,-1.0363860130310059,7.997282981872559
1481186562339,-5.582686424255371,-1.0261350870132446,7.9969401359558105
1481186562519,-5.589017868041992,-1.0167100429534912,7.993720531463623
1481186562699,-5.58880090713501,-1.022797703742981,7.993096351623535
1481186562879,-5.591344356536865,-1.0121723413467407,7.992669582366943
1481186563059,-5.5934906005859375,-1.0049774646759033,7.992075443267822
1481186563240,-5.608283519744873,-1.0020127296447754,7.98207426071167
1481186563420,-5.595207691192627,-1.0053330659866333,7.990828037261963
1481186563600,-5.582381248474121,-0.9963051676750183,8.000924110412598
1481186563780,-5.565235137939453,-1.0269169807434082,8.008994102478027
1481186563961,-5.568430423736572,-1.0171175003051758,8.008023262023926
1481186564141,-5.57597017288208,-1.0047824382781982,8.004334449768066
1481186564321,-5.575817584991455,-1.0065242052078247,8.004220962524414
1481186564501,-5.579253196716309,-1.0032463073730469,8.002238273620605
1481186564681,-5.5773396492004395,-0.9953129291534424,8.004562377929688
1481186564861,-5.579695224761963,-0.9964374303817749,8.00278091430664
1481186565042,-5.578552722930908,-1.0000481605529785,8.003127098083496
1481186565222,-5.578566074371338,-0.9968749284744263,8.00351333618164
1481186565402,-5.578920841217041,-0.9954574704170227,8.003442764282227
1481186565582,-5.582091808319092,-0.9909238815307617,8.001794815063477
1481186565762,-5.5829339027404785,-0.9900111556053162,8.001319885253906
1481186565942,-5.586909294128418,-0.9901894330978394,7.9985222816467285
1481186566123,-5.592320442199707,-0.9871532917022705,7.995115280151367
1481186566303,-5.583095550537109,-0.9873831868171692,8.001530647277832
1481186566483,-5.59128999710083,-0.9885625839233398,7.995661735534668
1481186566663,-5.575784206390381,-0.9846416115760803,8.006965637207031
1481186566843,-5.585327625274658,-0.9788259267807007,8.001025199890137
1481186567023,-5.580535411834717,-0.9919772148132324,8.002748489379883
1481186567204,-5.584860801696777,-0.984545886516571,8.000649452209473
1481186567384,-5.546678066253662,-1.0818827152252197,8.014629364013672
1481186567564,-5.502405166625977,-1.0241671800613403,8.052639961242676
1481186567744,-5.48679256439209,-0.9456270933151245,8.07287311553955
1481186567924,-5.481549263000488,-0.8466304540634155,8.087411880493164
1481186568104,-5.457476615905762,-0.7520074248313904,8.11300277709961
1481186568285,-5.436800479888916,-0.6560449004173279,8.13518238067627
1481186568464,-5.4100565910339355,-0.5535910725593567,8.160589218139648
1481186568645,-5.39492130279541,-0.4535132944583893,8.17676830291748
1481186568825,-5.368673324584961,-0.3496682941913605,8.199114799499512
1481186569012,-5.346866607666016,-0.25195831060409546,8.21692943572998
1481186569185,-5.319390296936035,-0.15735533833503723,8.237093925476074
1481186569366,-5.296104907989502,-0.06540902704000473,8.253325462341309
1481186569546,-5.26240348815918,0.0395478755235672,8.275019645690918
1481186569726,-5.242110252380371,0.12552739679813385,8.287033081054688
1481186569906,-5.216222763061523,0.21975509822368622,8.301392555236816
1481186570086,-5.195289611816406,0.31152811646461487,8.311576843261719
1481186570266,-5.16964864730835,0.3990687429904938,8.323813438415527
1481186570446,-5.144571304321289,0.4835564196109772,8.33486270904541
1481186570627,-5.125302314758301,0.5708978772163391,8.341207504272461
1481186570807,-5.1046857833862305,0.6519176959991455,8.347908973693848
1481186570987,-5.087406158447266,0.7232197523117065,8.352582931518555
1481186571167,-5.085677146911621,0.7892020344734192,8.347661018371582
1481186571348,-5.064126014709473,0.8555119633674622,8.354228019714355
1481186571527,-5.0571184158325195,0.9179090857505798,8.351849555969238
1481186571708,-5.049229145050049,0.9747436046600342,8.35018253326416
1481186571888,-5.043999195098877,1.0312721729278564,8.346552848815918
1481186572068,-5.036441802978516,1.07548987865448,8.345535278320313
1481186572248,-5.024178504943848,1.1226953268051147,8.346711158752441
1481186572428,-5.020806312561035,1.1716638803482056,8.342007637023926
1481186572609,-5.0200066566467285,1.2134453058242798,8.336514472961426
1481186572789,-5.024351596832275,1.2396535873413086,8.330038070678711
1481186572969,-5.03246545791626,1.2645741701126099,8.321390151977539
1481186573149,-5.0425848960876465,1.2874611616134644,8.311748504638672
1481186573329,-5.049099445343018,1.3033167123794556,8.305320739746094
1481186573509,-5.065094470977783,1.3149676322937012,8.293736457824707
1481186573689,-5.07560920715332,1.3252947330474854,8.285660743713379
1481186573869,-5.076641082763672,1.322631597518921,8.285453796386719
1481186574050,-5.099945545196533,1.322348952293396,8.271174430847168
1481186574230,-5.129425048828125,1.3099828958511353,8.254898071289063
1481186574410,-5.151270389556885,1.2869541645050049,8.24491024017334
1481186574590,-5.175673484802246,1.2673317193984985,8.232659339904785
1481186574770,-5.194532871246338,1.2511833906173706,8.223245620727539
1481186574951,-5.211849689483643,1.2321738004684448,8.215154647827148
1481186575131,-5.23862886428833,1.2052193880081177,8.202109336853027
1481186575311,-5.264642238616943,1.1718271970748901,8.190284729003906
1481186575491,-5.292272567749023,1.140028715133667,8.17695426940918
1481186575671,-5.316254615783691,1.1126872301101685,8.165154457092285
1481186575852,-5.339975833892822,1.0883463621139526,8.152947425842285
1481186576032,-5.367961406707764,1.045227289199829,8.140201568603516
1481186576212,-5.38677978515625,1.0065977573394775,8.132635116577148
1481186576392,-5.408726215362549,0.9543220400810242,8.124367713928223
1481186576572,-5.4482269287109375,0.9061108231544495,8.103466987609863
1481186576752,-5.484925746917725,0.8566395044326782,8.084067344665527
1481186576934,-5.510637283325195,0.8126155138015747,8.071117401123047
1481186577113,-5.536798000335693,0.763394832611084,8.05800724029541
1481186577293,-5.5668110847473145,0.7188815474510193,8.04140567779541
1481186577473,-5.592869281768799,0.6721041798591614,8.027358055114746
1481186577653,-5.611948490142822,0.6308506727218628,8.017383575439453
1481186577833,-5.629532814025879,0.5765277147293091,8.009142875671387
1481186578013,-5.652832508087158,0.5350068807601929,7.995601177215576
1481186578194,-5.668203353881836,0.4945904314517975,7.987316608428955
1481186578374,-5.681172847747803,0.4436896741390228,7.981090545654297
1481186578554,-5.6940131187438965,0.4012991189956665,7.974181175231934
1481186578734,-5.7177734375,0.35387247800827026,7.959411144256592
1481186578914,-5.733981132507324,0.31215426325798035,7.949491500854492
1481186579094,-5.7510457038879395,0.26438435912132263,7.938889503479004
1481186579274,-5.765584468841553,0.21727994084358215,7.92976713180542
1481186579461,-5.7763519287109375,0.18169249594211578,7.922823905944824
1481186579637,-5.7926225662231445,0.13792145252227783,7.9118194580078125
1481186579815,-5.8057637214660645,0.09251651912927628,7.902842998504639
1481186579995,-5.822348594665527,0.047611646354198456,7.891031742095947
