timestamp,pressure
1477398273014,999.760009765625
1477398273192,999.7899780273438
1477398273375,999.8300170898438
1477398273551,999.72998046875
1477398273735,999.8599853515625
1477398273915,999.8800048828125
1477398274095,999.8800048828125
1477398274275,999.8300170898438
1477398274455,999.8300170898438
1477398274632,999.780029296875
1477398274814,999.760009765625
1477398274994,999.8699951171875
1477398275175,999.8300170898438
1477398275353,999.7899780273438
1477398275536,999.7899780273438
1477398275716,999.7899780273438
1477398275896,999.739990234375
1477398276077,999.72998046875
1477398276259,999.77001953125
1477398276438,999.77001953125
1477398276617,999.7999877929688
1477398276799,999.739990234375
1477398276979,999.7899780273438
1477398277160,999.7899780273438
1477398277335,999.7899780273438
1477398277522,999.7999877929688
1477398277700,999.7899780273438
1477398277879,999.8300170898438
1477398278056,999.7999877929688
1477398278241,999.8300170898438
1477398278424,999.7899780273438
1477398278599,999.7899780273438
1477398278781,999.780029296875
1477398278961,999.7899780273438
1477398279141,999.7899780273438
1477398279322,999.760009765625
1477398279502,999.6900024414063
1477398279682,999.7000122070313
1477398279859,999.7899780273438
1477398280042,999.77001953125
1477398280222,999.77001953125
1477398280403,999.760009765625
1477398280578,999.75
1477398280760,999.77001953125
1477398280943,999.8400268554688
1477398281123,999.760009765625
1477398281303,999.7899780273438
1477398281483,999.75
1477398281664,999.7899780273438
1477398281844,999.780029296875
1477398282024,999.77001953125
1477398282204,999.8300170898438
1477398282383,999.8099975585938
1477398282562,999.780029296875
1477398282745,999.780029296875
1477398282924,999.8099975585938
1477398283128,999.780029296875
1477398283284,999.8099975585938
1477398283465,999.8300170898438
1477398283646,999.7999877929688
1477398283825,999.8400268554688
1477398284006,999.7899780273438
1477398284184,999.8099975585938
1477398284366,999.75
1477398284544,999.8200073242188
1477398284726,999.760009765625
1477398284905,999.780029296875
1477398285087,999.780029296875
1477398285268,999.8599853515625
1477398285443,999.8699951171875
1477398285627,999.8099975585938
1477398285808,999.7100219726563
1477398285989,999.7999877929688
1477398286168,999.780029296875
1477398286347,999.7899780273438
1477398286529,999.8200073242188
1477398286709,999.8200073242188
1477398286889,999.8699951171875
