timestamp,uv
1484278224996,0
1484278225299,0
1484278225591,0
1484278225896,0
1484278226213,0
1484278226494,0
1484278226791,0
1484278226992,0
1484278227291,0
1484278227492,0
1484278227789,0
1484278228087,0
1484278228290,0
1484278228586,0
1484278228888,0
1484278229089,0
1484278229388,0
1484278229685,0
1484278229889,0
1484278230182,0
1484278230487,0
1484278230804,0
1484278231083,0
1484278231382,0
1484278231689,0
1484278231979,0
1484278232284,0
1484278232600,0
1484278232883,0
1484278233178,0
1484278233480,0
1484278233798,0
1484278234076,0
1484278234376,0
1484278234678,0
1484278234974,0
1484278235273,0
1484278235474,0
1484278235774,0
1484278236073,0
1484278236275,0
1484278236570,0
1484278236771,0
1484278237073,0
1484278237367,0
1484278237569,0
1484278237870,0
1484278238072,0
1484278238366,0
1484278238671,0
1484278238987,0
1484278239267,0
1484278239564,0
1484278239764,0
1484278240067,0
1484278240379,0
1484278240586,0
1484278240862,0
1484278241162,0
1484278241363,0
1484278241663,0
1484278241863,0
1484278242163,0
1484278242459,0
1484278242663,0
1484278242956,0
1484278243159,0
1484278243458,0
1484278243757,0
1484278244060,0
1484278244356,0
1484278244656,0
1484278244856,0
1484278245070,0
1484278245351,0
1484278245553,0
1484278245774,0
1484278246053,0
1484278246351,0
1484278246552,0
1484278246854,0
1484278247171,0
1484278247453,0
1484278247750,0
1484278248049,0
1484278248250,0
1484278248450,0
1484278248652,0
1484278248944,0
1484278249147,0
1484278249448,0
1484278249649,0
1484278249944,0
1484278250246,0
1484278250544,0
1484278250843,0
1484278251046,0
1484278251340,0
1484278251542,0
1484278251742,0
1484278251943,0
1484278252242,0
1484278252448,0
1484278252737,0
1484278253041,0
1484278253335,0
1484278253537,0
1484278253838,0
1484278254041,0
1484278254334,0
1484278254548,0
1484278254835,0
1484278255133,0
1484278255437,0
1484278255734,0
1484278255953,0
1484278256233,0
1484278256532,0
1484278256733,0
1484278257032,0
1484278257350,0
1484278257632,0
1484278257929,0
1484278258228,0
1484278258430,0
1484278258631,0
