timestamp,mx,my,mz
1482297605843,-12.206999778747559,28.406999588012695,-179.68699645996094
1482297605857,-11.77299976348877,28.79599952697754,-180.4669952392578
1482297605878,-11.77299976348877,28.79599952697754,-180.85899353027344
1482297605900,-11.77299976348877,29.113000869750977,-180.5290069580078
1482297605917,-11.230999946594238,28.610000610351563,-180.9459991455078
1482297605937,-11.230999946594238,29.006000518798828,-179.468994140625
1482297605957,-11.230999946594238,29.44300079345703,-180.89199829101563
1482297605977,-11.949999809265137,28.94700050354004,-181.27099609375
1482297605997,-11.598999977111816,29.445999145507813,-180.2969970703125
1482297606017,-12.093999862670898,29.952999114990234,-181.77699279785156
1482297606037,-12.093999862670898,29.538999557495117,-180.3769989013672
1482297606057,-11.470000267028809,29.97800064086914,-181.03399658203125
1482297606080,-12.175999641418457,29.97800064086914,-181.697998046875
1482297606100,-12.175999641418457,29.660999298095703,-180.21299743652344
1482297606117,-12.175999641418457,30.273000717163086,-182.48500061035156
1482297606138,-12.175999641418457,29.576000213623047,-180.81500244140625
1482297606163,-12.175999641418457,29.9689998626709,-180.81500244140625
1482297606178,-12.175999641418457,29.9689998626709,-182.1909942626953
1482297606198,-12.175999641418457,29.582000732421875,-180.92599487304688
1482297606217,-11.763999938964844,29.582000732421875,-180.92599487304688
1482297606237,-11.763999938964844,29.582000732421875,-180.92599487304688
1482297606261,-11.763999938964844,29.582000732421875,-180.92599487304688
1482297606277,-11.763999938964844,29.582000732421875,-181.2530059814453
1482297606298,-11.763999938964844,29.582000732421875,-181.2530059814453
1482297606318,-11.763999938964844,29.582000732421875,-181.2530059814453
1482297606338,-12.092000007629395,29.582000732421875,-181.2530059814453
1482297606358,-12.092000007629395,29.582000732421875,-181.2530059814453
1482297606378,-12.092000007629395,29.582000732421875,-181.2530059814453
1482297606407,-12.092000007629395,29.582000732421875,-181.60699462890625
1482297606423,-12.092000007629395,29.582000732421875,-181.60699462890625
1482297606442,-12.432000160217285,29.582000732421875,-181.60699462890625
1482297606458,-12.432000160217285,29.582000732421875,-181.60699462890625
1482297606482,-12.432000160217285,29.582000732421875,-181.60699462890625
1482297606498,-12.432000160217285,29.582000732421875,-181.60699462890625
1482297606517,-12.432000160217285,29.582000732421875,-181.60699462890625
1482297606538,-12.432000160217285,29.582000732421875,-181.60699462890625
1482297606558,-12.76200008392334,29.582000732421875,-181.60699462890625
1482297606578,-12.76200008392334,29.582000732421875,-181.60699462890625
1482297606598,-12.76200008392334,29.582000732421875,-181.60699462890625
1482297606623,-12.76200008392334,29.582000732421875,-181.60699462890625
1482297606638,-12.76200008392334,29.582000732421875,-181.60699462890625
1482297606658,-12.76200008392334,29.582000732421875,-181.60699462890625
1482297606678,-12.76200008392334,29.582000732421875,-181.60699462890625
1482297606704,-12.76200008392334,29.582000732421875,-181.60699462890625
1482297606721,-12.76200008392334,29.582000732421875,-181.60699462890625
1482297606740,-12.402000427246094,29.582000732421875,-181.60699462890625
1482297606762,-11.52400016784668,29.582000732421875,-181.93299865722656
1482297606810,-11.175000190734863,29.582000732421875,-181.93299865722656
1482297606810,-10.684000015258789,29.582000732421875,-181.93299865722656
1482297606820,-10.684000015258789,29.246000289916992,-181.93299865722656
1482297606842,-10.684000015258789,29.246000289916992,-181.93299865722656
1482297606861,-10.684000015258789,29.246000289916992,-182.3159942626953
1482297606881,-10.684000015258789,29.246000289916992,-182.3159942626953
1482297606902,-10.684000015258789,29.246000289916992,-182.3159942626953
1482297606922,-11.015000343322754,29.246000289916992,-182.3159942626953
1482297606941,-11.015000343322754,29.246000289916992,-182.3159942626953
1482297606962,-11.015000343322754,29.246000289916992,-182.3159942626953
1482297606983,-11.015000343322754,29.246000289916992,-182.3159942626953
1482297607001,-11.015000343322754,29.246000289916992,-182.3159942626953
