,timestamp,ax,ay,az,timestamp,lax,lay,laz,timestamp,pressure,timestamp,mx,my,mz,timestamp,gx,gy,gz,timestamp,grx,gry,grz
0,5000.0,1.859097599983216,-9.4014310836792,-0.6500257849693298,5000.0,0.1443953514099121,0.2541046142578125,-0.6214841604232788,5000.0,998.6799926757812,5000.0,-10.14799976348877,-10.579999923706056,-28.68899917602539,5000.0,0.06475171446800232,-0.17470745742321014,-0.1059851199388504,5000.0,1.7147022485733032,-9.655535697937012,-0.028541618958115574
1,5100.0,1.859097599983216,-9.4014310836792,-0.6500257849693298,5100.0,0.1443953514099121,0.2541046142578125,-0.6214841604232788,5100.0,998.6799926757812,5100.0,-10.14799976348877,-10.579999923706056,-28.68899917602539,5100.0,0.06475171446800232,-0.17470745742321014,-0.1059851199388504,5100.0,1.7147022485733032,-9.655535697937012,-0.028541618958115574
2,5200.0,1.859097599983216,-9.4014310836792,-0.6500257849693298,5200.0,0.1443953514099121,0.2541046142578125,-0.6214841604232788,5200.0,998.6799926757812,5200.0,-10.45199966430664,-10.579999923706056,-28.68899917602539,5200.0,0.06475171446800232,-0.17470745742321014,-0.1059851199388504,5200.0,1.7147022485733032,-9.655535697937012,-0.028541618958115574
3,5300.0,1.8974047899246216,-9.50498104095459,-0.6721721291542053,5300.0,0.1611727476119995,0.14626026153564453,-0.5750859975814819,5300.0,998.739990234375,5300.0,-11.130999565124512,-10.579999923706056,-28.68899917602539,5300.0,0.05406157299876213,-0.20525072515010834,-0.09010262042284012,5300.0,1.7362320423126218,-9.651241302490234,-0.09708616137504578
4,5400.0,1.8974047899246216,-9.50498104095459,-0.6721721291542053,5400.0,0.1611727476119995,0.14626026153564453,-0.5750859975814819,5400.0,998.739990234375,5400.0,-11.52299976348877,-10.579999923706056,-28.38999938964844,5400.0,0.05406157299876213,-0.20525072515010834,-0.09010262042284012,5400.0,1.7362320423126218,-9.651241302490234,-0.09708616137504578
5,5500.0,2.0003554821014404,-9.53969669342041,-0.5141547918319702,5500.0,0.2350955009460449,0.10573101043701172,-0.3728717565536499,5500.0,998.7999877929688,5500.0,-11.82699966430664,-10.579999923706056,-28.38999938964844,5500.0,0.051312681287527084,-0.09193521738052368,-0.08979719132184982,5500.0,1.7652599811553955,-9.645427703857422,-0.1412830352783203
6,5600.0,1.9907786846160889,-9.50857162475586,-0.6033388376235962,5600.0,0.20014023780822754,0.13133907318115234,-0.4132674932479857,5600.0,998.6900024414064,5600.0,-12.154999732971193,-10.880999565124512,-28.38999938964844,5600.0,0.04184427112340927,-0.053450707346200936,-0.04184427112340927,5600.0,1.7906384468078609,-9.639910697937012,-0.1900713294744492
7,5700.0,1.9907786846160889,-9.50857162475586,-0.6033388376235962,5700.0,0.20014023780822754,0.13133907318115234,-0.4132674932479857,5700.0,998.6900024414064,5700.0,-12.154999732971193,-10.880999565124512,-28.045000076293945,5700.0,0.04184427112340927,-0.053450707346200936,-0.04184427112340927,5700.0,1.7906384468078609,-9.639910697937012,-0.1900713294744492
8,5800.0,2.151788711547852,-9.412205696105957,-0.5829881429672241,5800.0,0.32041144371032715,0.21913909912109367,-0.35138946771621704,5800.0,998.6699829101564,5800.0,-12.154999732971193,-10.880999565124512,-28.045000076293945,5800.0,0.03695734590291977,0.11453723162412645,-0.08765916526317596,5800.0,1.8313772678375244,-9.63134479522705,-0.2315986752510071
9,5900.0,2.151788711547852,-9.412205696105957,-0.5829881429672241,5900.0,0.32041144371032715,0.21913909912109367,-0.35138946771621704,5900.0,998.6699829101564,5900.0,-12.154999732971193,-11.189000129699707,-28.045000076293945,5900.0,0.03695734590291977,0.11453723162412645,-0.08765916526317596,5900.0,1.8313772678375244,-9.63134479522705,-0.2315986752510071
