timestamp,mx,my,mz,mAc
1482295544848,-38.7,-37.31,-20.15,ACCURACY_VERYGOOD
1482295545158,-44.27,-33.36,-5.46,ACCURACY_VERYGOOD
1482295545360,-47.75,-11.21,-15.23,ACCURACY_VERYGOOD
1482295545644,-49.13,6.17,-10.92,ACCURACY_VERYGOOD
1482295545944,-47.75,-4.01,-15.05,ACCURACY_VERYGOOD
1482295546245,-43.55,-6.53,-20.76,ACCURACY_VERYGOOD
1482295546541,-45,5.69,-16.07,ACCURACY_VERYGOOD
1482295546842,-46.37,6.11,-17.39,ACCURACY_VERYGOOD
1482295547140,-44.27,5.94,-16.73,ACCURACY_VERYGOOD
1482295547345,-45.65,7.01,-15.65,ACCURACY_VERYGOOD
1482295547639,-48.47,8.51,-4.5,ACCURACY_VERYGOOD
1482295547841,-49.86,11.15,-1.55,ACCURACY_VERYGOOD
1482295548137,-47.75,11.57,-4.98,ACCURACY_VERYGOOD
1482295548348,-45.65,8.15,-10.31,ACCURACY_VERYGOOD
1482295548638,-47.75,7.37,-7.73,ACCURACY_VERYGOOD
1482295548937,-47.03,8.22,-8.22,ACCURACY_VERYGOOD
1482295549236,-47.03,11.75,-5.57,ACCURACY_VERYGOOD
1482295549437,-45.65,13.07,-3,ACCURACY_VERYGOOD
1482295549755,-47.03,10.67,-4.55,ACCURACY_VERYGOOD
1482295550036,-48.47,8.27,-3.89,ACCURACY_VERYGOOD
1482295550334,-47.75,8.88,-7.98,ACCURACY_VERYGOOD
1482295550636,-46.37,7.5,-10.5,ACCURACY_VERYGOOD
1482295550946,-46.37,2.7,-15.65,ACCURACY_VERYGOOD
1482295551234,-47.03,1.74,-8.15,ACCURACY_VERYGOOD
1482295551535,-45,0.35,-10.73,ACCURACY_VERYGOOD
1482295551834,-44.27,1.43,-11.81,ACCURACY_VERYGOOD
1482295552131,-45.65,1.19,-11.15,ACCURACY_VERYGOOD
1482295552342,-47.03,4.44,-10.13,ACCURACY_VERYGOOD
1482295552631,-45,10.38,-8.15,ACCURACY_VERYGOOD
1482295552930,-46.37,10.43,-6,ACCURACY_VERYGOOD
1482295553230,-44.27,9.59,-7.73,ACCURACY_VERYGOOD
1482295553527,-47.03,9.35,-7.07,ACCURACY_VERYGOOD
1482295553731,-47.75,11.15,-1.55,ACCURACY_VERYGOOD
1482295554026,-47.03,21.53,4.61,ACCURACY_VERYGOOD
1482295554327,-41.45,30.89,2.7,ACCURACY_VERYGOOD
1482295554629,-41.45,36.36,-0.41,ACCURACY_VERYGOOD
1482295554924,-38.7,37.91,3.53,ACCURACY_VERYGOOD
