timestamp,lax,lay,laz
1481625468826,0.1662745475769043,0.11374807357788086,-0.23668527603149414
1481625469009,0.1763448715209961,0.24521112442016602,-0.13860845565795898
1481625469182,0.012537002563476563,0.20932984352111816,-0.22191524505615234
1481625469363,0.1779646873474121,0.04814553260803223,-0.35436296463012695
1481625469544,0.684267520904541,0.7577316761016846,-0.37594032287597656
1481625469727,-0.6624140739440918,-2.143662929534912,0.33136606216430664
1481625469906,0.34261608123779297,-1.132284164428711,-1.9871220588684082
1481625470084,-0.9021673202514648,-2.0885491371154785,-1.6246514320373535
1481625470263,-1.1956820487976074,-3.4004368782043457,-1.568497657775879
1481625470445,2.9068613052368164,0.4955010414123535,-3.7213597297668457
1481625470635,0.4383668899536133,-1.8091731071472168,-0.4320864677429199
1481625470803,1.5546088218688965,2.0283243656158447,1.9613490104675293
1481625470986,4.659436225891113,1.8978214263916016,2.100982666015625
1481625471166,1.9668877124786377,1.2631597518920898,1.7156176567077637
1481625471347,1.376002550125122,0.04355812072753906,3.6371536254882813
1481625471528,0.016420364379882813,4.35665225982666,-0.28508520126342773
1481625471707,1.1876952648162842,4.194888114929199,-0.0828409194946289
1481625471888,0.5585215091705322,3.2074294090270996,-0.3783750534057617
1481625472068,-0.5260219573974609,1.953528881072998,-0.31379032135009766
1481625472249,-0.13119173049926758,2.5581347942352295,0.3819293975830078
1481625472430,-0.22548770904541016,2.089632034301758,-0.04078197479248047
1481625472617,0.08800745010375977,1.3077105283737183,0.031424522399902344
1481625472786,0.2750265598297119,1.2142658233642578,-0.11478996276855469
1481625472970,-0.04671049118041992,1.1691088676452637,-0.06528759002685547
1481625473150,0.22748661041259766,1.1335264444351196,-0.025658607482910156
1481625473326,-0.08209085464477539,1.002685785293579,-0.17967510223388672
1481625473506,0.35440635681152344,0.6203329563140869,-0.06877708435058594
1481625473723,0.386380672454834,0.7085374593734741,-0.09800052642822266
1481625473867,-0.48193931579589844,0.6200065612792969,-0.07033920288085938
1481625474051,0.9619817733764648,0.9448713064193726,-0.18418025970458984
1481625474231,1.0740234851837158,0.8704261779785156,0.04455089569091797
1481625474412,-0.5854411125183105,0.2399287223815918,-0.1832418441772461
1481625474588,0.7711460590362549,0.574583113193512,-0.040450096130371094
1481625474767,0.04311084747314453,0.3986469507217407,-0.32723140716552734
1481625474952,0.27219152450561523,0.36073601245880127,-0.1899127960205078
1481625475132,0.19365143775939941,0.27259135246276855,-0.21983909606933594
1481625475308,0.22203993797302246,0.3122648000717163,-0.25902652740478516
1481625475492,0.0761871337890625,0.09892129898071289,-0.07658100128173828
1481625475671,0.30090880393981934,0.1464531421661377,-0.2573690414428711
1481625475848,0.08269095420837402,0.0729515552520752,-0.34177398681640625
1481625476033,0.31268310546875,0.07896268367767334,-0.19542694091796875
1481625476213,0.08937716484069824,0.0798497200012207,-0.24121665954589844
1481625476393,0.27205801010131836,0.14599895477294922,-0.2724781036376953
1481625476570,0.12360572814941406,0.08764207363128662,-0.24967002868652344
1481625476753,0.20419645309448242,0.1358269453048706,-0.3081693649291992
1481625476932,0.017898082733154297,0.03422284126281738,-0.3221406936645508
1481625477115,0.2753434181213379,0.08767366409301758,-0.25899314880371094
1481625477290,0.048911094665527344,0.036295533180236816,-0.32224273681640625
1481625477471,0.2820606231689453,0.06891286373138428,-0.28253936767578125
1481625477658,0.22150826454162598,0.06001389026641846,-0.22284412384033203
1481625477830,0.21941757202148438,0.06031012535095215,-0.24225330352783203
1481625478016,0.22177743911743164,0.006925702095031738,-0.2905158996582031
1481625478196,0.11556601524353027,0.08354580402374268,-0.28574657440185547
1481625478371,0.20425152778625488,0.10781097412109375,-0.25345802307128906
1481625478555,0.17722535133361816,0.08797049522399902,-0.24740886688232422
1481625478736,0.13970184326171875,0.12937605381011963,-0.3178672790527344
1481625478911,0.23406362533569336,0.04785311222076416,-0.2396249771118164
