1474192285056,16
1474192285255,86
1474192285489,86
1474192285653,84
1474192285852,79
1474192286051,79
1474192286251,79
1474192286470,77
1474192286676,78
1474192286894,78
1474192287082,72
1474192287249,77
1474192287462,79
1474192287648,73
1474192287849,77
1474192288050,79
1474192288258,77
1474192288459,80
1474192288664,79
1474192288847,72
1474192289045,66
1474192289246,68
1474192289445,72
1474192289644,59
1474192289845,55
1474192290044,55
1474192290264,44
1474192290443,60
1474192290643,56
1474192290844,63
1474192291043,63
1474192291242,61
1474192291455,59
1474192291641,56
1474192291841,54
1474192292040,54
1474192292240,51
1474192292439,48
1474192292639,55
1474192292859,33
1474192293038,20
1474192293238,20
1474192293438,15
1474192293637,15
1474192293837,14
1474192294039,15
1474192294260,15
1474192294436,15
1474192294635,15
1474192294843,15
1474192295034,14
1474192295234,15
1474192295433,13
1474192295633,13
1474192295833,17
1474192296055,30
1474192296232,54
1474192296432,54
1474192296631,64
1474192296831,66
1474192297031,74
1474192297230,48
1474192297430,18
1474192297649,5
1474192297829,5
1474192298028,3
1474192298227,4
1474192298428,5
1474192298627,7
1474192298828,7
1474192299049,9
1474192299226,10
1474192299426,16
1474192299625,16
1474192299825,15
1474192300025,16
1474192300247,16
1474192300424,12
1474192300623,13
1474192300823,13
1474192301023,16
1474192301222,18
1474192301422,18
1474192301635,18
1474192301821,17
1474192302020,16
1474192302220,15
1474192302419,15
1474192302618,14
1474192302840,14
1474192303018,14
1474192303218,14
1474192303417,13
1474192303617,15
1474192303817,14
1474192304039,15
1474192304216,16
1474192304415,16
1474192304616,14
