timestamp,light
1481186163366,342
1481186163767,552
1481186163973,559
1481186164361,537
1481186164563,540
1481186164965,455
1481186165366,457
1481186165758,470
1481186165961,469
1481186166357,470
1481186166565,470
1481186166960,469
1481186167162,469
1481186167555,465
1481186167762,466
1481186168154,469
1481186168360,467
1481186168755,467
1481186169154,465
1481186169556,462
1481186169952,457
1481186170152,455
1481186170352,459
1481186170751,467
1481186170955,468
1481186171351,468
1481186171746,466
1481186171953,466
1481186172346,464
1481186172550,464
1481186172946,450
1481186173146,424
1481186173353,404
1481186173745,382
1481186173948,373
1481186174344,375
1481186174745,364
1481186174946,364
1481186175349,357
1481186175741,347
1481186176145,340
1481186176537,359
1481186176740,372
1481186177135,375
1481186177338,370
1481186177539,359
1481186177740,356
1481186177941,357
1481186178334,351
1481186178538,346
1481186178934,360
1481186179134,371
1481186179336,380
1481186179542,389
1481186179933,393
1481186180135,396
1481186180534,386
1481186180930,365
1481186181133,367
1481186181530,368
1481186181930,408
1481186182135,439
1481186182524,455
1481186182729,455
1481186183124,458
1481186183326,457
1481186183527,457
1481186183926,457
1481186184126,456
1481186184522,456
1481186184725,456
1481186185125,454
1481186185327,453
1481186185719,450
1481186185925,450
1481186186323,451
1481186186721,452
1481186186922,450
1481186187324,451
1481186187717,451
1481186188114,450
1481186188325,450
1481186188716,450
1481186188918,450
1481186189312,447
1481186189514,447
1481186189715,446
1481186190112,447
1481186190313,446
1481186190514,448
1481186190909,446
1481186191109,446
1481186191314,446
1481186191707,449
1481186191911,449
1481186192309,450
1481186192714,450
1481186193106,450
1481186193310,449
1481186193703,448
1481186193906,447
1481186194302,447
1481186194510,446
1481186194906,449
1481186195106,447
1481186195501,444
1481186195703,445
1481186196105,444
1481186196308,444
1481186196700,444
1481186197102,442
1481186197497,441
1481186197698,443
1481186198094,442
1481186198300,444
1481186198694,443
1481186198896,442
1481186199291,442
1481186199494,444
1481186199694,444
1481186200092,444
1481186200297,444
1481186200691,444
1481186200892,445
1481186201289,444
1481186201499,444
1481186201886,444
1481186202091,444
1481186202291,445
1481186202688,444
1481186203095,445
1481186203487,447
1481186203688,446
1481186204082,447
1481186204284,445
1481186204491,445
1481186204883,446
1481186205085,447
1481186205481,448
1481186205682,448
1481186206078,448
1481186206283,449
1481186206681,444
1481186206882,445
1481186207277,445
1481186207477,447
1481186207684,447
1481186207885,447
1481186208279,448
1481186208480,450
1481186208873,448
1481186209075,448
1481186209282,448
1481186209674,448
1481186209875,447
1481186210076,447
1481186210472,448
1481186210675,449
1481186211073,448
1481186211473,447
1481186211868,447
1481186212071,447
1481186212276,447
1481186212669,448
1481186212869,449
1481186213265,449
1481186213467,449
1481186213667,449
1481186213868,448
1481186214268,450
1481186214468,450
1481186214861,447
1481186215064,444
1481186215270,445
1481186215666,445
1481186216062,444
1481186216263,445
1481186216669,447
1481186217063,447
1481186217461,447
1481186217855,449
1481186218059,448
1481186218261,448
1481186218654,450
1481186218856,451
1481186219057,449
1481186219453,449
1481186219655,450
1481186220052,450
1481186220255,449
1481186220650,450
1481186220853,450
1481186221061,451
1481186221451,451
1481186221652,450
1481186222054,450
1481186222455,450
1481186222847,452
1481186223051,450
1481186223446,450
1481186223648,450
1481186224047,450
1481186224250,447
1481186224646,448
1481186225044,448
1481186225440,450
1481186225642,452
1481186226042,452
1481186226243,453
1481186226642,453
1481186227039,452
1481186227247,452
1481186227639,453
1481186228040,453
1481186228444,455
1481186228834,455
1481186229038,456
1481186229239,456
1481186229635,456
1481186230032,457
1481186230236,457
1481186230633,456
1481186231033,458
1481186231433,457
1481186231633,457
1481186232031,457
1481186232231,457
1481186232627,458
1481186232828,458
1481186233030,457
1481186233232,459
1481186233624,459
1481186234026,460
1481186234227,462
1481186234434,462
1481186234826,463
1481186235027,462
1481186235228,462
1481186235632,464
1481186236022,463
1481186236418,462
1481186236625,462
1481186237021,465
1481186237422,466
1481186237815,466
1481186238023,467
1481186238418,466
1481186238619,467
1481186239014,468
1481186239216,468
1481186239616,468
1481186239820,468
1481186240215,470
1481186240416,469
1481186240811,470
1481186241012,470
1481186241413,468
1481186241618,470
1481186242010,470
1481186242214,470
1481186242608,469
1481186242810,470
1481186243211,470
1481186243415,470
1481186243807,472
1481186244013,471
1481186244403,471
1481186244608,471
1481186245002,473
1481186245204,473
1481186245405,474
1481186245607,474
1481186246003,475
1481186246204,475
