1474192285103,0
1474192285205,0
1474192285301,0
1474192285404,0
1474192285501,0
1474192285603,0
1474192285728,0
1474192285802,0
1474192285900,0
1474192286008,0
1474192286105,0
1474192286205,0
1474192286315,0
1474192286468,0
1474192286504,0
1474192286603,0
1474192286704,0
1474192286799,0
1474192286916,0
1474192286998,0
1474192287113,0
1474192287200,0
1474192287298,0
1474192287400,0
1474192287523,0
1474192287602,0
1474192287697,0
1474192287796,0
1474192287896,0
1474192287996,0
1474192288097,0
1474192288196,0
1474192288297,0
1474192288397,0
1474192288496,0
1474192288596,0
1474192288695,0
1474192288795,0
1474192288903,0
1474192288996,0
1474192289094,0
1474192289196,0
1474192289295,0
1474192289393,0
1474192289523,0
1474192289594,0
1474192289694,0
1474192289795,0
1474192289894,0
1474192289997,0
1474192290093,0
1474192290195,0
1474192290291,0
1474192290393,0
1474192290507,0
1474192290594,0
1474192290692,0
1474192290791,0
1474192290890,0
1474192290994,0
1474192291090,0
1474192291193,0
1474192291289,0
1474192291391,0
1474192291488,0
1474192291591,0
1474192291700,0
1474192291789,0
1474192291889,0
1474192291988,0
1474192292087,0
1474192292188,0
1474192292288,0
1474192292391,0
1474192292487,0
1474192292591,0
1474192292687,0
1474192292788,0
1474192292886,0
1474192292988,0
1474192293104,0
1474192293187,0
1474192293286,0
1474192293387,0
1474192293486,0
1474192293586,0
1474192293686,0
1474192293786,0
1474192293886,0
1474192293987,0
1474192294084,0
1474192294185,0
1474192294284,0
1474192294383,0
1474192294485,0
1474192294584,0
1474192294690,0
1474192294785,0
1474192294882,0
1474192294985,0
1474192295083,0
1474192295182,0
1474192295283,0
1474192295383,0
1474192295482,0
1474192295583,0
1474192295684,0
1474192295786,0
1474192295880,0
1474192295981,0
1474192296080,0
1474192296184,0
1474192296287,0
1474192296381,0
1474192296494,0
1474192296580,0
1474192296691,0
1474192296784,0
1474192296879,0
1474192296979,0
1474192297078,0
1474192297180,0
1474192297278,0
1474192297380,0
1474192297477,0
1474192297579,0
1474192297676,0
1474192297779,0
1474192297883,0
1474192297979,0
1474192298075,0
1474192298178,0
1474192298275,0
1474192298376,0
1474192298475,0
1474192298578,0
1474192298675,0
1474192298778,0
1474192298874,0
1474192298976,0
1474192299073,0
1474192299176,0
1474192299290,0
1474192299376,0
1474192299474,0
1474192299574,0
1474192299673,0
1474192299774,0
1474192299872,0
1474192299975,0
1474192300071,0
1474192300173,0
1474192300271,0
1474192300373,0
1474192300476,0
1474192300573,0
1474192300692,0
1474192300774,0
1474192300874,0
1474192300972,0
1474192301070,0
1474192301171,0
1474192301271,0
1474192301372,0
1474192301470,0
1474192301573,0
1474192301669,0
1474192301770,0
1474192301881,0
1474192301969,0
1474192302069,0
1474192302169,0
1474192302268,0
1474192302369,0
1474192302468,0
1474192302569,0
1474192302666,0
1474192302767,0
1474192302866,0
1474192302966,0
1474192303072,0
1474192303166,0
1474192303266,0
1474192303365,0
1474192303466,0
1474192303567,0
1474192303666,0
1474192303767,0
1474192303864,0
1474192303965,0
1474192304064,0
1474192304165,0
1474192304270,0
1474192304366,0
1474192304464,0
1474192304566,0
1474192304664,0
