,timestamp,mx,my,mz,mAc,pressure,light,gx,gy,gz,ax,ay,az,uv
0,5000.0,9.47,-38.34,-7.19,ACCURACY_VERYGOOD,1001.66,91.0,4.089679718017578,-1.4039199352264404,1.4039199352264404,-4.187439441680908,0.6484549045562744,-8.700303077697754,0.0
1,5100.0,9.47,-38.34,-7.19,ACCURACY_VERYGOOD,1001.66,91.0,4.089679718017578,-1.4039199352264404,1.4039199352264404,-4.187439441680908,0.6484549045562744,-8.700303077697754,0.0
2,5200.0,9.47,-38.93,-7.37,ACCURACY_VERYGOOD,1001.66,91.0,4.089679718017578,-1.4039199352264404,1.4039199352264404,-4.187439441680908,0.6484549045562744,-8.700303077697754,0.0
3,5300.0,8.76,-41.81,-7.61,ACCURACY_VERYGOOD,1001.66,91.0,4.089679718017578,-1.4039199352264404,1.4039199352264404,-4.187439441680908,0.6484549045562744,-8.700303077697754,0.0
4,5400.0,8.76,-40.91,-5.87,ACCURACY_VERYGOOD,1001.63,91.0,2.807839870452881,-1.7091200351715088,0.36623999476432795,-4.019941806793213,0.4426721632480621,-8.903693199157715,0.0
5,5500.0,7.37,-42.05,-7.01,ACCURACY_VERYGOOD,1001.63,91.0,2.807839870452881,-1.7091200351715088,0.36623999476432795,-4.019941806793213,0.4426721632480621,-8.903693199157715,0.0
6,5600.0,7.37,-42.05,-7.01,ACCURACY_VERYGOOD,1001.61,89.0,1.5260000228881836,0.061039999127388,0.488319993019104,-3.933800458908081,0.35413774847984314,-8.83669376373291,0.0
7,5700.0,9.47,-42.05,-9.11,ACCURACY_VERYGOOD,1001.61,89.0,1.5260000228881836,0.061039999127388,0.488319993019104,-3.933800458908081,0.35413774847984314,-8.83669376373291,0.0
8,5800.0,8.09,-42.05,-9.11,ACCURACY_VERYGOOD,1001.57,91.0,1.5260000228881836,0.061039999127388,0.488319993019104,-3.933800458908081,0.35413774847984314,-8.83669376373291,0.0
9,5900.0,6.65,-40.91,-8.03,ACCURACY_VERYGOOD,1001.57,91.0,-3.723439931869507,1.5870399475097656,1.5260000228881836,-4.082155227661134,0.6412764191627502,-8.72662353515625,0.0
10,6000.0,7.37,-40.07,-8.46,ACCURACY_VERYGOOD,1001.57,91.0,-3.723439931869507,1.5870399475097656,1.5260000228881836,-4.082155227661134,0.6412764191627502,-8.72662353515625,0.0
11,6100.0,8.76,-40.97,-10.19,ACCURACY_VERYGOOD,1001.51,90.0,-10.010560035705566,1.953279972076416,-2.3805599212646484,-4.029513359069823,0.15314064919948578,-8.791230201721191,0.0
12,6200.0,9.35,-49.02,-7.85,ACCURACY_VERYGOOD,1001.42,91.0,-10.010560035705566,1.953279972076416,-2.3805599212646484,-4.029513359069823,0.15314064919948578,-8.791230201721191,0.0
13,6300.0,9.35,-49.02,-7.85,ACCURACY_VERYGOOD,1001.42,91.0,-10.010560035705566,1.953279972076416,-2.3805599212646484,-4.029513359069823,0.15314064919948578,-8.791230201721191,0.0
14,6400.0,10.07,-72.36,-5.51,ACCURACY_VERYGOOD,1001.37,94.0,-56.58407974243164,-38.02791976928711,-3.784479856491089,-0.8231310248374939,0.6675975918769836,-10.69113063812256,0.0
15,6500.0,12.17,-73.68,-8.03,ACCURACY_VERYGOOD,1001.37,94.0,-56.58407974243164,-38.02791976928711,-3.784479856491089,-0.8231310248374939,0.6675975918769836,-10.69113063812256,0.0
16,6600.0,14.93,-77.22,-8.46,ACCURACY_VERYGOOD,1001.4,99.0,-49.19823837280274,0.122079998254776,-10.193679809570312,-1.9094725847244265,0.8015955686569214,-9.40379238128662,0.0
17,6700.0,17.03,-75.47,-9.35,ACCURACY_VERYGOOD,1001.4,99.0,-49.19823837280274,0.122079998254776,-10.193679809570312,-1.9094725847244265,0.8015955686569214,-9.40379238128662,0.0
18,6800.0,17.03,-75.47,-9.35,ACCURACY_VERYGOOD,1001.4,102.0,31.496639251708984,-4.2727999687194815,-8.301440238952638,-2.167897224426269,0.3756731450557709,-9.659825325012207,0.0
19,6900.0,14.21,-69.18,-13.01,ACCURACY_VERYGOOD,1001.4,102.0,31.496639251708984,-4.2727999687194815,-8.301440238952638,-2.167897224426269,0.3756731450557709,-9.659825325012207,0.0
20,6000.0,7.37,-40.07,-8.46,ACCURACY_VERYGOOD,1001.57,91.0,-3.723439931869507,1.5870399475097656,1.5260000228881836,-4.082155227661134,0.6412764191627502,-8.72662353515625,0.0
21,6100.0,8.76,-40.97,-10.19,ACCURACY_VERYGOOD,1001.51,90.0,-10.010560035705566,1.953279972076416,-2.3805599212646484,-4.029513359069823,0.15314064919948578,-8.791230201721191,0.0
22,6200.0,9.35,-49.02,-7.85,ACCURACY_VERYGOOD,1001.42,91.0,-10.010560035705566,1.953279972076416,-2.3805599212646484,-4.029513359069823,0.15314064919948578,-8.791230201721191,0.0
23,6300.0,9.35,-49.02,-7.85,ACCURACY_VERYGOOD,1001.42,91.0,-10.010560035705566,1.953279972076416,-2.3805599212646484,-4.029513359069823,0.15314064919948578,-8.791230201721191,0.0
24,6400.0,10.07,-72.36,-5.51,ACCURACY_VERYGOOD,1001.37,94.0,-56.58407974243164,-38.02791976928711,-3.784479856491089,-0.8231310248374939,0.6675975918769836,-10.69113063812256,0.0
25,6500.0,12.17,-73.68,-8.03,ACCURACY_VERYGOOD,1001.37,94.0,-56.58407974243164,-38.02791976928711,-3.784479856491089,-0.8231310248374939,0.6675975918769836,-10.69113063812256,0.0
26,6600.0,14.93,-77.22,-8.46,ACCURACY_VERYGOOD,1001.4,99.0,-49.19823837280274,0.122079998254776,-10.193679809570312,-1.9094725847244265,0.8015955686569214,-9.40379238128662,0.0
27,6700.0,17.03,-75.47,-9.35,ACCURACY_VERYGOOD,1001.4,99.0,-49.19823837280274,0.122079998254776,-10.193679809570312,-1.9094725847244265,0.8015955686569214,-9.40379238128662,0.0
28,6800.0,17.03,-75.47,-9.35,ACCURACY_VERYGOOD,1001.4,102.0,31.496639251708984,-4.2727999687194815,-8.301440238952638,-2.167897224426269,0.3756731450557709,-9.659825325012207,0.0
29,6900.0,14.21,-69.18,-13.01,ACCURACY_VERYGOOD,1001.4,102.0,31.496639251708984,-4.2727999687194815,-8.301440238952638,-2.167897224426269,0.3756731450557709,-9.659825325012207,0.0
30,7000.0,13.55,-68.09,-11.88,ACCURACY_VERYGOOD,1001.4,102.0,31.496639251708984,-4.2727999687194815,-8.301440238952638,-2.167897224426269,0.3756731450557709,-9.659825325012207,0.0
31,7100.0,14.93,-72.41,-9.77,ACCURACY_VERYGOOD,1001.4,98.0,-6.165040016174316,-0.3051999807357788,-5.4325599670410165,-2.431107759475708,0.6364907622337341,-9.590433120727539,0.0
32,7200.0,23.34,-79.55,7.73,ACCURACY_VERYGOOD,1001.4,98.0,-6.165040016174316,-0.3051999807357788,-5.4325599670410165,-2.431107759475708,0.6364907622337341,-9.590433120727539,0.0
33,7300.0,23.34,-81.77,7.67,ACCURACY_VERYGOOD,1001.42,102.0,-18.55615997314453,0.6103999614715576,-3.2961599826812744,-1.325623631477356,4.2041893005371085,-8.011170387268066,0.0
34,7400.0,24.71,-80.93,5.09,ACCURACY_VERYGOOD,1001.49,106.0,-18.55615997314453,0.6103999614715576,-3.2961599826812744,-1.325623631477356,4.2041893005371085,-8.011170387268066,0.0
35,7500.0,24.71,-80.93,5.09,ACCURACY_VERYGOOD,1001.49,106.0,-18.55615997314453,0.6103999614715576,-3.2961599826812744,-1.325623631477356,4.2041893005371085,-8.011170387268066,0.0
36,7600.0,19.13,-73.79,-3.17,ACCURACY_VERYGOOD,1001.53,99.0,38.760398864746094,1.4649599790573118,17.51848030090332,-3.16331148147583,1.6606187820434568,-9.42772102355957,0.0
37,7700.0,19.13,-72.77,-6.35,ACCURACY_VERYGOOD,1001.53,99.0,38.760398864746094,1.4649599790573118,17.51848030090332,-3.16331148147583,1.6606187820434568,-9.42772102355957,0.0
38,7800.0,18.42,-70.19,-7.67,ACCURACY_VERYGOOD,1001.5,98.0,14.771679878234865,7.141679763793945,5.676720142364503,-2.5555346012115483,1.1724830865859983,-9.339186668395996,0.0
39,7900.0,17.76,-69.05,-6.53,ACCURACY_VERYGOOD,1001.5,98.0,14.771679878234865,7.141679763793945,5.676720142364503,-2.5555346012115483,1.1724830865859983,-9.339186668395996,0.0
40,7000.0,13.55,-68.09,-11.88,ACCURACY_VERYGOOD,1001.4,102.0,31.496639251708984,-4.2727999687194815,-8.301440238952638,-2.167897224426269,0.3756731450557709,-9.659825325012207,0.0
41,7100.0,14.93,-72.41,-9.77,ACCURACY_VERYGOOD,1001.4,98.0,-6.165040016174316,-0.3051999807357788,-5.4325599670410165,-2.431107759475708,0.6364907622337341,-9.590433120727539,0.0
42,7200.0,23.34,-79.55,7.73,ACCURACY_VERYGOOD,1001.4,98.0,-6.165040016174316,-0.3051999807357788,-5.4325599670410165,-2.431107759475708,0.6364907622337341,-9.590433120727539,0.0
43,7300.0,23.34,-81.77,7.67,ACCURACY_VERYGOOD,1001.42,102.0,-18.55615997314453,0.6103999614715576,-3.2961599826812744,-1.325623631477356,4.2041893005371085,-8.011170387268066,0.0
44,7400.0,24.71,-80.93,5.09,ACCURACY_VERYGOOD,1001.49,106.0,-18.55615997314453,0.6103999614715576,-3.2961599826812744,-1.325623631477356,4.2041893005371085,-8.011170387268066,0.0
