,timestamp,mx,my,mz,mAc,timestamp,pressure,timestamp,light,timestamp,ax,ay,az,timestamp,gx,gy,gz,timestamp,uv
0,5000.0,9.47,-38.34,-7.19,ACCURACY_VERYGOOD,5000.0,1001.66,5000.0,91.0,5000.0,-4.187439441680908,0.6484549045562744,-8.700303077697754,5000.0,4.089679718017578,-1.4039199352264404,1.4039199352264404,5000.0,0.0
1,5100.0,9.47,-38.34,-7.19,ACCURACY_VERYGOOD,5100.0,1001.66,5100.0,91.0,5100.0,-4.187439441680908,0.6484549045562744,-8.700303077697754,5100.0,4.089679718017578,-1.4039199352264404,1.4039199352264404,5100.0,0.0
2,5200.0,9.47,-38.93,-7.37,ACCURACY_VERYGOOD,5200.0,1001.66,5200.0,91.0,5200.0,-4.187439441680908,0.6484549045562744,-8.700303077697754,5200.0,4.089679718017578,-1.4039199352264404,1.4039199352264404,5200.0,0.0
3,5300.0,8.76,-41.81,-7.61,ACCURACY_VERYGOOD,5300.0,1001.66,5300.0,91.0,5300.0,-4.187439441680908,0.6484549045562744,-8.700303077697754,5300.0,4.089679718017578,-1.4039199352264404,1.4039199352264404,5300.0,0.0
4,5400.0,8.76,-40.91,-5.87,ACCURACY_VERYGOOD,5400.0,1001.63,5400.0,91.0,5400.0,-4.019941806793213,0.4426721632480621,-8.903693199157715,5400.0,2.807839870452881,-1.7091200351715088,0.36623999476432795,5400.0,0.0
5,5500.0,7.37,-42.05,-7.01,ACCURACY_VERYGOOD,5500.0,1001.63,5500.0,91.0,5500.0,-4.019941806793213,0.4426721632480621,-8.903693199157715,5500.0,2.807839870452881,-1.7091200351715088,0.36623999476432795,5500.0,0.0
6,5600.0,7.37,-42.05,-7.01,ACCURACY_VERYGOOD,5600.0,1001.61,5600.0,89.0,5600.0,-3.933800458908081,0.35413774847984314,-8.83669376373291,5600.0,1.5260000228881836,0.061039999127388,0.488319993019104,5600.0,0.0
7,5700.0,9.47,-42.05,-9.11,ACCURACY_VERYGOOD,5700.0,1001.61,5700.0,89.0,5700.0,-3.933800458908081,0.35413774847984314,-8.83669376373291,5700.0,1.5260000228881836,0.061039999127388,0.488319993019104,5700.0,0.0
8,5800.0,8.09,-42.05,-9.11,ACCURACY_VERYGOOD,5800.0,1001.57,5800.0,91.0,5800.0,-3.933800458908081,0.35413774847984314,-8.83669376373291,5800.0,1.5260000228881836,0.061039999127388,0.488319993019104,5800.0,0.0
9,5900.0,6.65,-40.91,-8.03,ACCURACY_VERYGOOD,5900.0,1001.57,5900.0,91.0,5900.0,-4.082155227661134,0.6412764191627502,-8.72662353515625,5900.0,-3.723439931869507,1.5870399475097656,1.5260000228881836,5900.0,0.0
10,5500.0,7.37,-42.05,-7.01,ACCURACY_VERYGOOD,5500.0,1001.63,5500.0,91.0,5500.0,-4.019941806793213,0.4426721632480621,-8.903693199157715,5500.0,2.807839870452881,-1.7091200351715088,0.36623999476432795,5500.0,0.0
